Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Breast-GC1002975,2.301,1.957,3.944,8.470,3.590,7.954,1.221,0.931,5.884,2.965,3.538,5.165,1.164,1.297,1.145,1.862,1.372,0.958,1.802,2.146,0.689,0.658,0.520,0.010,0.240,0.240,0.473,0.011,0.011,0.000,0.183,0.517,1.592,3.667,0.506,2.754,0.206,0.032,1.614,4.266,22.144
Breast-GC1002976,2.713,1.672,5.205,3.047,6.922,6.901,6.535,3.790,0.892,1.190,0.962,1.931,1.376,1.536,2.728,0.768,1.570,0.142,2.768,0.749,1.675,1.790,0.762,0.060,0.069,0.997,1.492,0.004,0.230,0.000,0.813,2.674,0.993,0.804,4.431,11.835,0.000,0.000,0.056,0.287,17.629
Breast-GC1002977,0.132,0.178,15.619,2.831,12.368,4.860,4.380,7.593,2.844,2.949,2.536,2.100,0.963,12.183,0.244,0.350,0.124,0.026,0.920,0.185,0.621,5.758,1.746,0.000,0.001,0.038,0.076,0.002,0.000,0.000,0.032,0.072,0.079,2.632,0.006,0.002,0.001,1.567,0.032,0.007,13.940
Breast-GC1002978,1.684,0.857,4.936,6.502,5.495,4.520,1.348,0.003,0.007,1.889,7.269,8.952,1.757,0.878,0.644,1.011,1.830,1.641,0.537,2.623,0.887,0.333,0.468,0.204,2.063,0.282,0.457,0.009,0.004,0.000,0.321,0.747,0.028,7.427,0.445,0.004,2.438,0.002,6.863,0.561,22.071
Breast-GC1002979,0.565,0.841,11.855,7.979,5.502,7.307,3.350,6.109,0.509,1.777,0.197,8.997,0.834,0.424,0.957,2.164,0.458,2.002,3.729,1.421,1.043,0.056,0.829,1.393,0.163,0.564,0.736,1.648,0.644,0.053,0.493,0.098,1.937,2.349,0.418,0.797,1.014,0.209,3.756,0.047,14.776
Breast-GC1002980,1.253,3.386,1.204,3.262,1.969,4.601,6.326,3.061,8.612,3.562,2.695,4.567,0.857,0.825,1.866,2.700,1.192,1.943,1.884,2.118,0.463,0.013,0.915,0.000,0.006,0.005,0.010,0.000,0.000,0.000,0.001,0.000,0.986,2.001,0.331,0.039,0.339,0.144,2.864,10.165,23.833
Breast-GC1002981,3.730,0.345,2.996,6.682,2.806,3.416,4.113,9.813,5.835,10.941,0.778,1.656,0.116,1.612,1.521,1.136,2.027,1.740,0.921,1.976,0.546,0.411,0.705,0.004,0.138,0.415,0.355,0.007,0.008,0.000,0.383,0.744,0.505,3.904,0.442,2.842,0.021,0.466,3.924,1.039,18.981
Breast-GC1003967,3.650,2.357,2.686,3.276,3.672,0.973,2.285,4.536,6.898,4.317,2.860,5.223,0.335,1.858,1.256,2.074,1.567,1.666,1.230,1.706,0.289,1.232,0.320,0.071,0.046,0.101,0.334,0.004,0.065,0.001,0.276,0.702,1.012,4.996,1.348,1.833,0.950,0.297,1.717,4.989,24.989
Breast-GC1003968,6.255,0.647,4.861,2.937,4.307,3.679,1.691,7.071,3.533,0.683,3.580,2.275,2.509,0.848,3.001,0.866,0.716,3.429,0.802,0.845,0.238,0.970,0.995,0.432,0.440,0.405,0.704,0.157,0.370,0.245,1.135,0.772,3.219,4.122,0.124,6.341,0.099,0.112,1.675,1.434,21.478
Breast-GC1003970,0.499,2.199,2.923,6.675,2.413,2.844,5.881,5.290,1.794,7.234,15.398,7.116,2.467,0.946,2.183,0.295,0.860,0.961,1.423,0.740,0.470,0.931,1.035,0.076,0.042,0.530,1.053,0.096,0.043,0.000,0.771,0.610,2.565,3.963,0.026,2.485,0.421,0.074,1.622,0.242,12.805
