Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Br62_rep5_Dep6_Tu0.5,0.793,1.135,11.247,1.168,6.650,1.264,1.888,8.126,13.633,3.259,0.091,5.465,0.549,0.815,0.535,0.218,0.511,0.490,0.531,0.651,0.487,0.582,0.570,0.003,0.027,0.002,0.017,0.005,0.007,0.000,0.026,0.189,1.062,1.413,1.258,0.378,0.060,0.007,0.084,0.125,3.566,1.242,0.008,0.039,1.221,9.977,9.740,6.802,1.820,0.260
Br62_rep5_Dep6_Tu3,2.454,2.614,8.429,4.850,6.913,2.299,8.044,0.426,5.505,3.460,4.108,0.956,0.080,1.190,0.684,0.270,0.189,0.505,0.500,0.070,0.148,0.338,0.714,0.119,0.346,0.021,0.039,0.010,0.129,0.002,0.374,0.842,1.764,1.686,2.783,0.356,0.263,1.203,0.064,0.471,6.097,0.666,0.142,0.633,3.491,2.963,0.352,1.828,6.891,11.721
Br62_rep6_Dep6_Tu30,0.727,0.597,1.128,2.781,1.453,0.618,3.038,1.825,0.991,0.492,1.821,1.264,0.649,0.720,1.236,0.308,0.983,0.918,1.153,0.514,1.151,0.983,0.448,2.198,1.791,3.173,3.260,0.564,1.023,1.130,0.871,1.582,1.077,0.001,0.772,0.345,1.561,0.636,0.418,0.878,0.362,1.575,21.429,11.939,4.299,0.680,3.865,1.852,2.121,4.797
Br62_rep7_Dep6_Tu20,0.765,0.918,2.053,4.019,1.202,2.240,2.263,3.792,2.714,1.174,1.954,0.795,0.930,0.159,0.190,0.391,1.327,0.101,1.144,0.016,1.105,0.661,1.290,1.548,1.239,0.340,0.565,0.296,0.299,0.628,0.533,0.548,0.342,1.874,1.231,0.156,1.025,1.390,0.353,0.757,2.274,7.032,7.276,14.280,4.291,0.679,1.289,10.470,3.046,5.037
Br62_rep2_Dep6_Tu40,0.578,0.379,1.878,1.247,1.248,0.089,0.628,0.536,2.469,1.549,0.283,0.540,0.220,0.336,0.394,0.619,0.483,0.513,1.287,0.216,0.832,1.019,0.798,2.541,1.570,1.287,0.907,7.316,0.231,4.489,1.460,0.343,1.072,0.263,0.163,2.070,2.680,1.482,0.920,0.041,6.759,3.222,12.693,16.583,7.650,0.021,1.959,0.946,2.322,0.870
Br62_rep8_Dep6_Tu0.5,0.267,3.394,4.021,5.367,4.243,6.149,2.090,6.807,6.686,2.497,2.918,4.644,0.189,0.731,0.138,0.732,0.955,0.852,0.294,0.433,1.158,0.786,1.197,0.001,0.025,0.015,0.026,0.001,0.015,0.000,0.040,0.166,1.541,1.242,1.551,0.135,0.025,0.118,0.024,0.060,4.843,1.459,0.692,0.112,1.322,0.431,4.495,12.304,12.150,0.658
Br62_rep5_Dep6_Tu2,0.673,1.555,7.087,7.460,6.852,2.882,0.857,5.426,2.897,3.002,0.721,4.844,0.110,2.994,1.252,0.209,1.376,1.242,0.118,0.473,0.883,0.763,0.559,0.005,0.060,0.039,0.221,0.002,0.004,0.001,0.027,0.332,0.913,3.380,2.726,0.144,0.146,0.224,0.104,0.063,4.016,4.190,4.456,0.002,6.874,0.688,7.379,3.518,5.861,0.393
Br62_rep4_Dep6_Tu50,1.087,0.979,0.459,0.001,0.574,0.375,0.460,0.367,0.056,0.787,0.683,0.048,0.798,0.162,0.917,0.917,0.530,0.527,0.570,0.632,0.261,0.268,1.085,5.112,1.574,1.678,0.622,3.201,1.554,5.124,0.616,0.355,0.150,0.739,0.453,1.817,2.590,1.016,0.015,1.289,2.511,6.021,1.725,30.613,9.100,1.178,1.903,2.260,2.539,1.701
Br62_rep8_Dep6_Tu40,1.068,1.476,0.163,0.397,1.178,0.327,1.411,0.738,1.510,1.072,0.717,1.153,0.928,0.162,0.835,0.891,0.238,0.691,0.328,0.560,0.247,0.017,0.627,2.638,1.367,0.102,4.098,2.309,0.004,4.408,0.374,0.030,0.833,1.042,2.606,2.129,1.498,3.492,0.771,0.494,1.519,0.811,4.593,23.594,5.913,3.116,0.107,5.726,0.099,9.591
Br62_rep7_Dep6_Tu2,0.651,2.558,6.803,5.513,3.817,4.623,3.693,8.236,2.893,0.552,4.085,2.108,0.428,0.798,0.260,0.728,0.997,1.083,0.110,0.865,0.210,0.596,1.323,0.003,0.075,0.034,0.011,0.003,0.001,0.000,0.093,0.581,1.050,0.227,1.561,0.157,0.180,0.214,0.089,0.287,12.845,1.252,0.614,0.068,4.812,2.511,6.297,3.115,6.682,4.307
Br62_rep9_Dep6_Tu40,1.371,1.262,1.137,0.424,0.122,1.976,2.195,1.458,2.050,2.084,2.028,1.090,0.240,0.220,0.464,0.110,1.035,0.279,0.379,0.574,0.394,0.307,0.362,4.828,0.727,2.497,0.425,0.376,1.567,4.231,0.398,0.181,0.368,1.004,0.971,1.954,2.685,2.373,0.157,1.026,1.736,2.641,8.892,24.542,5.868,0.094,0.040,3.222,5.029,0.606
Br62_rep10_Dep6_Tu2,0.177,3.355,4.786,2.255,9.505,4.768,9.738,0.267,7.387,1.724,4.332,1.357,1.102,0.413,1.036,0.671,1.098,1.201,0.043,0.830,0.449,0.364,1.052,0.044,0.357,0.016,0.040,0.003,0.022,0.000,0.132,0.769,0.118,1.992,0.479,0.159,0.166,0.593,0.024,0.155,3.219,2.041,0.190,0.132,1.560,9.581,5.262,6.817,4.735,3.484
Br62_rep6_Dep6_Tu10,0.635,1.985,0.875,1.417,6.639,3.133,9.818,4.185,2.873,3.316,0.145,6.045,1.842,1.416,0.396,0.568,0.410,0.695,0.352,0.864,0.352,0.033,0.759,0.013,0.164,0.029,0.221,0.039,0.577,0.299,0.618,0.075,1.254,1.040,0.669,2.339,1.912,0.193,0.107,0.455,4.067,14.870,3.493,1.981,0.459,3.624,2.259,2.424,0.394,7.668
Br62_rep2_Dep6_Tu2,2.290,1.171,5.993,2.845,6.544,3.690,7.650,4.405,4.313,4.689,0.254,3.907,0.797,0.903,0.905,0.496,0.594,0.617,0.593,0.995,0.027,0.642,0.531,0.000,0.129,0.077,0.072,0.001,0.000,0.000,0.009,0.275,1.470,0.991,0.413,0.198,0.098,0.021,0.134,0.077,0.716,3.594,1.088,0.041,5.963,7.286,0.119,9.635,5.603,7.138
Br62_rep9_Dep6_Tu5,0.852,3.914,3.670,2.312,1.237,2.256,10.343,3.940,2.014,0.485,2.687,4.007,1.163,1.010,0.352,0.997,0.952,0.745,0.081,1.284,0.932,0.288,0.706,0.005,0.031,0.098,0.077,0.002,0.001,0.000,0.119,0.156,0.179,2.576,1.009,1.497,0.741,0.142,0.249,0.992,7.897,5.720,6.552,0.103,2.544,3.539,5.451,2.549,10.549,0.994
Br62_rep6_Dep6_Tu40,0.384,1.252,1.120,0.114,1.180,0.408,0.444,0.908,0.912,0.171,0.742,0.695,0.757,0.075,0.383,0.534,0.115,0.558,0.345,0.685,0.271,0.045,0.201,5.357,0.422,0.668,2.881,4.886,0.752,6.163,0.928,0.116,0.723,1.348,2.149,0.090,2.148,1.586,0.543,0.401,6.003,8.782,5.044,15.275,0.533,0.447,0.988,1.452,3.999,14.019
Br62_rep4_Dep6_Tu20,1.144,0.660,0.337,5.430,1.375,3.443,1.279,3.118,1.194,0.666,2.206,3.170,0.539,1.173,0.645,0.716,0.092,1.042,0.735,0.563,1.281,0.829,0.268,0.902,1.332,0.779,0.704,0.002,0.646,3.171,0.449,0.465,1.895,2.362,0.161,0.095,1.268,1.945,0.303,0.084,2.058,2.321,4.790,12.514,1.941,0.050,9.960,1.810,0.873,15.218
Br62_rep9_Dep6_Tu1,1.560,2.226,9.390,0.514,4.702,9.436,1.935,5.939,6.189,2.344,3.723,3.312,0.233,0.600,0.479,0.459,0.295,0.634,0.475,0.470,0.347,0.890,0.991,0.002,0.097,0.022,0.013,0.001,0.002,0.000,0.062,0.286,0.198,1.006,0.217,0.905,0.034,0.005,0.200,0.149,1.653,3.911,0.688,0.860,2.734,0.118,6.137,9.611,10.827,3.123
Br62_rep1_Dep6_Tu0.3,0.383,2.295,2.803,7.089,9.907,2.657,14.147,2.039,2.991,5.200,5.909,2.974,1.134,1.007,1.274,0.866,1.379,0.628,0.294,0.149,0.257,0.763,0.650,0.000,0.021,0.016,0.013,0.000,0.000,0.000,0.062,0.358,0.878,0.137,1.481,0.182,0.014,0.142,0.042,0.077,6.294,1.500,0.741,0.013,2.499,6.390,6.259,0.195,3.261,2.627
Br62_rep3_Dep6_Tu5,1.732,2.975,11.823,2.055,1.397,7.566,9.866,1.122,4.744,3.241,1.171,3.269,0.785,0.670,0.224,0.627,0.632,0.532,0.426,0.254,0.708,0.445,0.439,0.045,0.215,0.009,0.092,0.016,0.077,0.003,0.083,0.978,1.718,1.374,0.341,0.292,0.049,0.019,0.172,0.263,1.477,5.447,6.858,0.935,3.812,5.498,5.908,3.366,4.082,0.166
