Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Breast-GC1002975,0.663,4.625,2.283,2.749,0.562,2.365,6.035,11.054,1.226,4.606,0.958,1.190,1.654,0.511,1.227,0.092,0.081,0.008,0.183,0.327,1.409,0.303,0.231,0.000,0.004,0.014,0.012,0.007,0.000,0.000,0.001,0.218,24.566,0.359,3.840,0.141,3.258,1.932,0.908,1.405,18.991
Breast-GC1002976,3.110,0.871,4.120,11.314,3.625,1.357,1.497,2.235,4.111,1.008,0.998,0.209,0.392,1.546,1.061,1.145,0.366,1.612,5.700,1.129,1.181,1.850,0.308,0.000,0.807,1.506,0.274,0.000,0.000,0.000,0.016,0.454,4.167,0.336,5.937,16.924,0.003,0.804,0.006,0.013,18.010
Breast-GC1002977,0.000,0.000,9.440,9.112,2.285,1.799,0.136,4.445,9.788,0.001,0.152,3.681,4.882,4.960,0.294,10.016,0.350,0.833,0.560,0.027,0.780,0.748,5.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,30.273
Breast-GC1002978,0.029,0.536,1.728,1.815,1.064,1.484,0.109,2.235,7.986,6.280,6.797,2.194,0.854,0.377,0.016,0.127,0.315,0.139,0.421,0.457,0.253,0.537,1.073,0.000,0.962,0.071,1.395,0.000,0.001,0.320,0.000,0.014,19.387,0.200,6.450,0.003,14.699,0.004,1.527,0.041,18.100
Breast-GC1002979,2.050,0.166,14.155,12.707,1.947,2.615,5.426,0.113,1.320,3.774,2.442,5.352,0.114,2.531,0.170,0.142,0.127,0.292,0.811,0.456,0.142,0.251,0.502,1.649,0.000,0.058,2.915,2.140,0.010,0.000,1.227,0.045,17.247,0.808,0.041,0.098,0.008,1.814,2.994,0.382,10.960
Breast-GC1002980,6.448,0.669,14.998,1.070,1.479,0.087,2.850,0.012,0.689,4.214,3.898,0.819,0.176,0.293,0.140,0.517,1.400,0.800,0.140,0.360,0.007,0.259,1.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.242,0.002,8.506,0.002,6.205,16.937,1.339,0.052,12.324
Breast-GC1002981,1.655,0.398,2.599,0.490,0.066,12.046,1.130,0.541,14.047,4.297,1.947,3.639,1.564,0.364,0.003,0.347,0.102,0.353,0.080,0.118,0.032,0.187,0.405,0.000,0.286,0.059,0.001,0.000,0.000,0.000,0.000,0.000,19.468,0.176,9.641,2.275,0.618,8.475,0.195,1.016,11.375
Breast-GC1003967,9.965,0.926,3.759,1.253,0.352,5.146,2.144,0.516,1.899,2.974,2.834,6.737,0.263,1.869,0.170,0.373,0.612,0.153,0.059,0.055,0.007,0.912,0.089,0.488,0.000,0.006,0.389,0.002,0.098,0.000,0.045,3.202,9.026,0.367,7.538,0.907,6.238,9.460,1.959,0.584,16.625
Breast-GC1003968,12.273,0.356,9.015,1.596,0.651,4.629,1.051,2.002,0.171,1.065,2.109,3.866,0.751,2.839,0.017,0.002,0.058,0.023,0.005,3.852,0.100,0.131,0.488,0.001,0.008,0.005,0.080,0.919,0.652,0.538,0.002,1.323,0.739,5.683,5.625,5.721,4.112,8.170,0.004,0.089,19.278
Breast-GC1003970,1.585,1.373,1.841,0.179,9.797,1.036,5.761,1.714,0.071,6.557,15.051,14.796,0.028,0.298,0.888,0.246,0.531,0.696,0.021,2.007,0.007,0.020,0.173,0.000,0.000,3.224,0.573,0.000,0.005,0.000,0.000,0.026,2.438,0.365,0.007,1.429,0.688,8.257,4.213,0.618,13.478
