Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,1.224,1.689,7.148,0.311,2.064,3.826,0.328,0.725,6.845,1.914,0.070,5.260,2.617,1.480,1.954,2.183,1.394,0.457,2.228,2.129,0.688,3.276,0.845,0.002,0.239,0.490,0.601,0.021,0.279,0.008,0.042,0.012,2.193,0.557,3.547,0.918,2.412,3.270,1.651,0.619,1.161,4.464,0.935,3.762,7.147,0.716,4.050,0.536,4.747,4.970
Breast-GC1002976,0.173,3.475,0.362,7.100,5.091,1.328,3.864,3.265,4.342,1.272,1.512,1.806,2.869,2.993,3.525,2.427,0.023,0.417,2.915,2.779,1.036,0.590,3.466,0.568,0.939,1.494,0.541,0.218,0.800,0.008,0.466,0.012,2.918,2.008,0.363,0.254,1.312,2.289,1.290,1.963,3.685,2.708,1.126,2.742,3.459,0.266,1.871,2.037,1.909,6.126
Breast-GC1002977,0.059,0.227,3.664,2.914,8.586,9.385,1.310,7.725,3.105,1.611,4.574,3.120,5.848,5.499,1.777,2.788,2.033,1.796,1.717,2.910,1.205,0.781,1.337,0.001,0.011,0.026,0.015,0.000,0.067,0.000,0.051,0.238,0.103,1.612,0.038,0.127,0.053,0.091,0.015,0.410,0.015,1.435,0.242,2.796,3.958,0.359,4.592,0.077,0.566,9.127
Breast-GC1002978,2.503,0.676,0.788,5.990,5.629,4.626,0.737,1.007,0.914,6.376,6.927,0.075,3.234,0.205,0.197,0.713,2.634,0.878,2.739,1.496,1.999,0.581,2.595,0.164,1.540,0.403,0.925,0.039,0.479,0.019,0.250,0.494,1.721,3.050,4.400,1.122,0.604,0.670,3.013,1.842,4.240,0.135,4.977,0.077,3.441,4.207,1.149,0.549,5.265,1.703
Breast-GC1002979,1.283,1.028,5.809,3.873,2.978,5.428,6.424,6.628,2.622,3.542,4.536,5.764,0.128,2.458,0.202,1.266,1.612,0.925,1.491,1.309,1.325,1.402,1.724,2.226,0.993,1.500,1.675,1.023,0.114,0.399,0.557,0.425,1.137,0.735,0.235,0.441,1.538,0.720,0.565,1.484,2.157,0.504,1.755,2.906,1.848,1.205,2.310,2.191,2.029,3.569
Breast-GC1002980,2.661,5.462,0.146,3.562,3.939,1.235,3.646,3.121,0.886,3.766,0.373,3.091,1.021,0.977,3.210,3.220,0.868,1.059,1.476,0.228,1.309,1.468,1.875,0.007,0.175,0.472,0.067,0.005,0.061,0.002,0.179,0.025,0.893,0.192,5.115,1.023,3.919,2.238,0.173,2.091,7.025,8.619,0.640,0.015,4.634,6.323,2.492,0.778,0.605,3.629
Breast-GC1002981,2.894,0.961,3.061,6.727,7.038,4.908,0.078,4.871,5.356,6.485,1.994,2.778,2.003,2.320,1.667,1.985,0.760,2.755,0.346,0.020,0.572,1.137,1.650,0.036,0.385,0.408,0.435,0.013,0.213,0.002,0.236,0.139,1.867,1.047,3.715,1.177,1.513,2.096,1.348,0.166,5.426,0.932,4.227,0.740,4.676,0.323,3.151,0.555,1.934,0.872
Breast-GC1003967,2.346,4.389,2.243,0.722,4.508,0.308,3.544,1.476,1.193,4.144,2.588,4.813,1.480,3.067,0.049,3.473,2.011,1.891,1.470,2.313,0.327,1.875,1.301,0.126,0.231,1.070,0.161,0.002,0.120,0.003,0.149,0.942,2.000,2.770,0.834,1.415,1.903,1.088,0.353,3.138,3.650,1.157,2.188,1.275,2.587,4.738,2.370,3.721,4.376,6.103
Breast-GC1003968,5.399,3.862,2.869,3.857,2.893,2.095,2.604,2.271,0.685,2.676,2.737,2.562,4.636,0.905,1.539,1.664,1.681,0.694,0.283,2.093,1.425,0.434,0.989,0.310,1.054,1.708,0.582,0.010,0.994,0.121,0.565,1.171,3.393,2.301,3.212,0.881,0.137,0.162,0.937,1.974,2.836,1.557,3.506,3.640,3.824,1.833,7.043,0.933,1.210,3.252
Breast-GC1003970,1.379,1.107,1.648,0.370,4.821,2.127,3.318,4.780,2.218,10.658,2.272,14.145,0.961,2.009,1.725,1.179,0.931,1.488,0.529,0.808,0.728,0.515,2.553,0.116,0.382,0.022,0.319,1.540,0.150,0.008,0.411,0.012,1.144,1.503,0.924,2.540,0.318,0.983,2.664,0.460,2.970,0.042,2.541,0.808,5.404,1.075,0.073,4.355,2.567,4.398
