Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo_rep2_Dep6_Tu0.5,0.658,2.875,15.572,11.248,1.197,0.305,2.636,1.989,2.191,1.003,4.675,6.003,1.140,0.133,0.178,0.798,1.458,0.048,0.508,0.790,0.777,0.411,0.618,0.001,0.192,0.018,0.026,0.004,0.003,0.000,0.280,0.487,4.479,2.619,6.769,0.473,0.592,0.481,3.457,2.722,0.913,0.067,1.660,0.510,1.763,6.936,0.294,6.548,0.015,1.479
Colo_rep2_Dep6_Tu50,0.522,3.011,2.308,4.437,4.329,0.561,1.653,1.084,0.125,1.980,1.549,3.377,2.606,0.649,0.884,2.002,1.766,0.150,1.367,0.602,1.627,0.469,2.710,0.071,0.151,0.780,2.327,0.051,1.054,0.286,3.425,20.464,3.123,5.841,2.036,0.540,0.210,1.922,1.709,3.132,0.811,0.034,1.782,1.206,3.340,1.448,0.327,2.332,0.868,0.962
Colo_rep6_Dep6_Tu1,1.154,0.751,0.861,2.353,12.008,7.627,8.481,5.800,0.064,3.601,4.361,2.891,0.972,1.392,0.994,0.188,1.089,0.312,0.975,0.020,0.113,0.887,1.676,0.002,0.142,0.005,0.100,0.002,0.003,0.000,0.511,0.266,1.166,1.028,6.588,0.150,0.803,0.672,2.779,5.255,5.765,0.031,5.179,1.494,1.198,1.901,0.145,3.525,0.374,2.347
Colo_rep3_Dep6_Tu2,0.409,2.159,3.768,9.474,0.052,1.953,8.288,8.095,2.778,4.867,5.704,3.636,1.462,1.124,0.860,0.131,0.540,1.358,0.497,1.748,1.974,0.078,0.186,0.001,0.044,0.008,0.020,0.000,0.008,0.001,0.385,0.886,1.482,5.558,4.533,0.219,0.435,1.756,3.087,1.035,4.353,0.058,3.893,0.712,1.044,0.778,0.140,2.316,0.279,5.827
Colo_rep7_Dep6_Tu2,1.927,3.243,1.513,0.936,4.284,8.156,2.045,10.563,5.303,2.323,1.104,3.417,1.155,0.197,0.595,0.559,1.408,0.769,0.991,0.005,0.785,0.725,1.304,0.000,0.393,0.030,0.022,0.002,0.002,0.000,0.301,1.275,1.118,7.993,6.417,0.053,0.715,2.591,0.397,1.912,4.139,0.026,4.154,0.326,4.244,2.701,1.585,1.983,0.214,4.098
Colo_rep8_Dep6_Tu0.1,0.888,1.665,8.162,10.903,1.949,3.239,0.661,13.360,2.024,0.049,2.830,3.992,1.368,0.461,1.253,0.921,1.141,1.759,0.951,0.675,1.875,0.900,0.779,0.000,0.046,0.023,0.015,0.000,0.002,0.000,0.356,0.822,1.035,6.938,9.339,0.037,0.998,1.480,3.571,0.781,0.006,0.005,3.688,0.545,1.155,5.286,0.190,1.520,0.234,0.125
Colo_rep10_Dep6_Tu2,1.611,2.918,6.820,1.374,1.857,1.460,7.628,10.244,6.197,1.439,7.724,2.145,1.108,1.020,0.560,1.227,0.339,0.086,0.939,1.063,1.161,0.626,0.379,0.003,0.076,0.055,0.031,0.001,0.003,0.001,1.558,1.229,0.356,2.843,7.315,0.219,0.893,1.892,1.072,3.002,4.462,0.062,5.273,0.115,2.275,2.041,0.142,3.370,0.349,1.435
Colo_rep6_Dep6_Tu3,1.119,1.998,6.291,4.567,4.414,5.605,1.993,6.299,5.249,5.253,1.985,2.393,1.198,0.190,0.299,1.161,1.199,1.280,0.155,0.582,0.399,1.984,2.319,0.001,0.023,0.087,0.002,0.002,0.017,0.000,0.635,1.003,2.156,1.665,5.401,0.192,0.212,3.364,1.821,2.396,9.264,0.051,4.498,0.951,3.143,0.233,0.281,1.169,0.555,2.946
Colo_rep9_Dep6_Tu30,2.144,3.430,0.681,1.159,0.403,7.887,2.630,9.129,2.800,5.122,0.433,4.183,1.731,0.397,0.611,0.557,0.881,1.087,1.569,0.587,1.906,2.141,1.058,0.034,0.531,0.276,0.375,0.030,0.022,0.007,2.854,8.410,6.371,3.368,3.096,0.778,0.825,2.225,1.979,3.599,2.375,0.015,2.028,1.491,0.234,4.563,1.233,0.109,0.547,0.096
Colo_rep9_Dep6_Tu0.5,0.292,2.565,9.617,6.722,0.020,4.919,7.360,0.943,6.186,4.589,0.638,3.498,1.535,0.089,1.542,0.557,0.716,1.327,0.607,1.112,1.160,0.468,0.099,0.004,0.112,0.042,0.054,0.002,0.003,0.000,0.033,0.628,3.788,4.891,7.183,0.306,1.571,0.769,1.187,2.440,0.327,0.052,9.440,1.063,1.362,2.772,0.081,1.472,0.067,3.790
