Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
gDNA-Breast-GC1002316,9.493,4.988,0.056,0.014,0.277,0.155,4.069,4.691,4.257,8.503,5.339,5.952,2.734,0.784,0.487,0.071,38.719,9.028,0.049,0.220,0.074,0.002,0.040
gDNA-Breast-GC1003962,1.253,0.411,2.022,1.234,1.579,0.021,1.556,3.008,2.339,1.905,0.799,1.197,0.325,4.601,0.451,0.023,2.282,33.389,4.953,32.605,0.024,2.839,1.186
gDNA-Breast-GC1003963,11.877,0.938,2.950,0.331,1.665,0.023,1.943,1.682,3.274,2.425,1.001,1.200,1.409,0.683,2.009,0.002,1.461,0.001,1.900,61.860,0.694,0.000,0.673
gDNA-Breast-GC1003965,16.059,2.508,0.727,0.011,3.082,0.616,5.008,1.519,5.624,3.936,1.564,4.597,0.045,0.670,1.864,0.046,48.857,1.083,0.016,1.490,0.364,0.002,0.313
gDNA-Breast-GC1003966,17.740,2.506,3.853,0.070,1.279,0.003,0.905,1.115,1.873,0.805,0.362,0.702,0.603,0.783,0.065,0.188,3.678,36.248,0.032,22.307,3.452,0.963,0.469
gDNA-Cervical-GC112877,0.749,2.826,1.921,0.018,0.043,0.003,0.378,5.616,1.459,0.019,1.789,1.631,0.227,7.277,0.221,0.010,0.006,0.049,0.177,0.025,0.012,0.000,75.545
gDNA-Cervical-GC112878,2.938,0.102,15.748,0.048,2.424,3.677,2.231,0.229,5.258,6.487,8.177,4.222,13.747,1.209,20.717,4.632,6.057,0.234,0.010,0.478,1.136,0.084,0.158
gDNA-Cervical-GC112880,3.188,0.850,5.830,0.568,3.434,0.049,2.360,1.532,4.023,0.781,2.218,1.547,0.992,3.693,2.479,0.234,0.868,0.729,1.573,0.753,0.644,0.019,61.637
gDNA-Cervical-GC112881,0.812,3.759,0.365,0.160,0.971,0.024,0.206,2.114,0.800,1.314,1.269,1.641,0.139,84.719,0.049,0.461,0.003,0.275,0.393,0.077,0.006,0.007,0.439
gDNA-Cervical-GC112882,1.065,4.777,11.764,0.002,0.836,0.353,3.049,5.960,12.731,4.342,7.307,8.408,1.696,3.353,30.785,0.626,1.116,1.364,0.001,0.021,0.047,0.001,0.396
gDNA-Cervical-GC112883,0.971,0.398,0.265,0.000,38.111,0.088,1.501,13.314,6.928,12.256,5.789,3.219,1.345,0.010,10.796,0.653,3.586,0.729,0.000,0.002,0.030,0.000,0.008
gDNA-Colorectal-GC112876,0.317,0.708,0.054,0.069,0.454,38.802,3.708,1.462,3.261,8.868,1.304,0.250,0.822,0.046,27.299,9.705,0.299,2.164,0.002,0.041,0.055,0.081,0.228
gDNA-Colorectal-GC119345,0.086,0.262,0.008,4.315,0.153,0.680,0.124,0.623,0.305,0.149,0.069,0.315,0.187,0.415,0.262,0.339,0.002,0.957,66.431,0.130,3.323,14.247,6.616
gDNA-Colorectal-GC119346,0.683,0.588,0.862,11.132,2.842,6.875,1.522,5.259,0.732,5.602,2.086,0.321,2.263,0.646,2.076,7.915,3.040,0.667,2.737,2.973,37.900,0.693,0.587
gDNA-Colorectal-GC119347,0.107,0.474,0.311,1.478,0.001,17.447,0.094,0.073,0.255,0.116,0.233,0.229,0.220,0.014,0.233,55.845,0.670,0.354,13.959,0.567,0.949,4.986,1.386
gDNA-Colorectal-GC119348,0.763,1.277,0.610,26.745,0.600,3.346,4.880,1.099,0.425,4.235,6.028,1.075,11.274,1.244,1.907,2.339,0.575,2.484,7.083,0.936,12.742,2.815,5.517
gDNA-Colorectal-GC119349,4.185,0.934,3.921,2.254,2.798,2.233,4.928,3.309,5.028,4.774,4.043,2.789,2.324,5.159,0.642,0.268,2.481,0.924,1.567,3.486,3.339,37.825,0.791
gDNA-Ovarian-GC112879,2.077,2.204,0.162,0.012,10.568,4.891,5.153,3.446,4.513,12.208,4.504,6.101,2.204,0.071,16.927,5.775,14.535,0.543,0.000,0.007,3.935,0.001,0.162
gDNA-Ovarian-GC119433,1.414,0.330,3.805,9.511,3.896,3.283,1.339,0.466,1.132,0.982,0.303,1.068,6.439,3.221,9.951,7.580,2.459,1.238,0.792,9.449,1.664,25.605,4.073
gDNA-Ovarian-GC119434,3.940,3.765,5.312,8.723,2.317,0.221,2.917,5.659,3.419,5.796,8.647,3.841,5.340,2.773,0.353,2.204,2.762,0.708,1.157,5.046,1.620,19.972,3.505
gDNA-WBC-GC131344,0.375,1.139,0.318,0.006,0.292,0.552,1.620,3.748,2.308,4.039,5.586,5.613,70.642,0.022,0.111,1.102,1.952,0.146,0.001,0.007,0.368,0.001,0.053
gDNA-WBC-GC131345,0.911,1.808,0.534,0.750,6.294,0.664,5.375,4.006,9.698,1.090,6.609,3.572,53.394,0.001,0.864,0.349,1.997,0.358,0.019,0.063,1.170,0.343,0.128
gDNA-WBC-GC131346,0.488,1.501,0.090,0.490,4.974,0.699,4.887,1.600,4.424,8.012,11.968,7.471,51.152,0.050,0.104,0.603,0.333,0.228,0.008,0.050,0.777,0.072,0.016
gDNA-WBC-GC131347,0.363,1.525,0.055,0.267,3.117,0.097,3.697,19.714,0.361,0.112,19.833,4.350,45.547,0.013,0.162,0.036,0.404,0.061,0.006,0.002,0.187,0.046,0.045
