Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,3.046,3.077,6.462,2.934,0.305,5.009,2.251,2.767,1.225,0.817,1.284,2.420,0.874,2.972,3.238,1.956,1.100,3.107,2.206,3.736,1.791,1.597,1.798,0.423,2.324,1.607,0.796,0.516,0.035,0.378,0.081,1.140,0.040,1.383,1.841,1.434,1.505,1.594,0.546,2.195,2.621,3.140,4.128,4.421,1.753,3.781,0.265,4.473,0.750,0.857
Breast-GC1002976,1.143,1.564,0.575,6.714,2.682,0.046,5.592,0.230,0.041,3.047,2.111,2.170,2.006,1.479,0.606,0.261,3.172,0.236,1.778,3.935,3.223,1.811,1.286,2.256,1.931,0.586,0.685,2.045,2.282,0.373,2.536,1.394,3.190,2.525,1.472,2.232,0.575,1.719,2.059,2.945,1.819,2.513,3.311,2.189,2.678,5.515,1.479,3.326,0.033,0.625
Breast-GC1002977,0.849,1.862,10.204,4.759,0.886,3.402,9.257,1.198,6.094,4.598,2.889,2.331,3.694,5.861,0.160,0.553,1.705,1.970,3.214,1.301,4.339,1.478,1.464,0.299,0.341,0.659,0.437,0.250,0.233,0.004,0.088,0.253,0.841,0.736,0.952,0.965,0.037,1.172,0.210,1.565,5.253,0.631,0.246,0.934,0.710,2.461,1.535,2.481,1.771,0.868
Breast-GC1002978,0.548,1.757,1.850,2.707,2.254,1.099,3.768,3.660,3.277,1.612,5.155,1.877,1.968,0.522,2.792,2.277,1.182,3.882,3.058,0.881,1.402,2.092,2.328,0.796,2.247,1.062,1.894,0.723,0.385,0.221,0.434,1.564,2.176,3.298,0.711,2.336,0.048,2.973,3.203,0.887,0.367,1.860,2.481,1.808,0.507,1.283,5.060,3.321,6.124,0.284
Breast-GC1002979,2.622,0.354,6.738,7.034,2.767,6.545,4.502,4.321,1.906,2.772,1.159,4.350,1.819,2.264,2.483,1.287,0.337,2.600,0.357,2.676,1.030,0.927,2.243,0.805,1.853,1.975,1.819,1.211,0.622,0.711,0.538,0.420,2.233,1.753,0.774,0.061,2.431,0.420,2.291,0.627,0.051,1.320,1.179,0.013,0.427,3.251,1.617,0.984,2.534,4.988
Breast-GC1002980,3.233,2.596,2.903,0.380,5.295,1.563,3.880,1.291,3.064,5.084,2.676,1.190,2.640,1.754,3.293,1.472,3.644,1.005,2.485,3.504,1.100,0.670,1.252,0.675,1.471,1.012,0.337,0.169,0.346,0.099,0.100,0.387,1.635,1.336,2.366,0.190,0.497,2.119,3.408,3.231,4.458,3.668,2.921,1.083,2.187,2.358,1.059,0.947,5.897,0.068
Breast-GC1002981,2.177,1.964,4.979,3.958,5.510,2.130,4.790,4.259,0.632,1.979,5.049,2.709,2.058,2.030,0.938,3.378,0.080,4.172,2.264,0.939,2.247,0.746,0.804,0.873,1.724,0.199,0.608,0.919,0.467,0.153,0.080,1.282,0.663,2.521,0.346,1.267,1.949,0.993,2.140,3.978,1.256,0.928,1.892,2.143,0.581,2.433,5.203,4.869,0.301,0.441
Breast-GC1003967,0.894,3.675,2.758,2.065,2.303,2.479,1.025,3.145,3.535,1.565,4.406,3.430,2.566,2.920,0.464,3.218,1.167,1.263,3.291,1.383,1.475,2.128,2.436,0.202,1.462,0.106,2.042,0.780,0.462,0.440,0.692,0.855,3.099,2.515,1.774,2.505,1.846,0.799,0.883,0.540,3.820,3.603,1.404,2.081,3.699,1.198,1.143,3.592,1.582,3.290
Breast-GC1003968,4.225,0.990,1.252,2.860,2.264,1.720,3.737,4.313,2.285,1.133,2.071,1.007,2.864,2.638,3.586,0.190,3.340,2.220,1.073,3.071,3.207,1.130,0.043,1.731,2.301,0.363,1.262,0.929,0.972,0.610,1.867,1.248,1.467,2.293,2.579,2.678,2.338,1.629,0.240,0.450,4.343,0.506,5.311,1.239,2.341,1.077,1.782,3.224,0.040,3.961
Breast-GC1003970,2.747,2.362,1.251,2.669,2.083,5.891,5.238,4.195,2.745,1.438,9.190,4.672,0.975,2.538,3.471,0.329,1.908,1.856,3.900,2.517,2.518,0.830,1.206,1.329,1.478,0.268,0.177,1.232,0.064,0.244,1.337,0.065,2.342,1.564,0.866,0.609,2.251,1.370,1.185,2.502,0.420,0.828,2.849,2.160,0.134,1.103,2.488,1.912,1.074,1.622
Breast-GC1003971,3.414,0.196,0.787,3.213,1.844,1.799,0.171,1.590,0.016,3.497,3.924,4.119,2.067,5.425,3.450,1.320,0.295,1.590,3.083,3.211,0.915,2.981,1.768,1.073,2.133,0.077,1.120,1.134,0.293,0.660,1.392,0.442,2.462,2.552,1.626,2.112,1.113,1.516,3.735,3.854,4.329,0.742,3.941,2.854,1.308,0.710,2.195,0.848,3.623,1.483
Breast-GC1003972,3.404,1.979,2.790,1.275,1.254,2.283,1.744,0.847,2.018,3.504,2.779,4.311,2.956,2.231,2.759,1.279,3.037,2.654,2.034,1.891,1.380,1.531,1.021,1.597,1.772,0.421,1.411,1.004,1.525,0.399,0.905,1.119,3.292,0.711,0.038,1.761,1.594,2.649,0.296,3.178,0.414,0.758,4.395,2.894,3.909,3.022,3.460,0.173,1.478,4.868
Breast-GC1003974,2.647,1.006,1.989,8.575,4.090,3.708,6.961,7.026,0.618,2.808,0.983,3.240,2.054,1.689,2.477,0.850,0.042,1.448,1.752,2.828,0.209,0.041,2.718,1.342,1.147,0.226,0.623,0.613,1.206,0.634,1.089,0.202,0.864,0.563,1.214,0.674,0.583,1.370,3.208,2.411,0.374,2.014,0.124,5.379,0.970,1.269,0.412,6.516,0.054,5.160
Breast-GC1002311,3.797,0.118,4.612,0.496,5.246,2.537,1.159,2.593,3.762,4.075,0.862,3.098,0.386,2.953,1.105,3.901,3.024,0.680,0.751,5.078,1.884,1.947,1.849,0.574,0.555,1.025,0.787,0.772,0.957,0.009,0.747,0.208,2.595,1.154,0.029,1.207,0.614,2.860,3.277,2.700,2.630,0.566,5.954,1.084,1.383,0.637,0.298,1.531,5.464,4.469
Breast-GC1004006,0.773,0.530,3.586,3.098,3.476,2.841,3.774,0.262,4.315,4.311,2.717,3.229,2.045,1.205,0.068,4.152,1.313,4.222,0.692,4.552,2.908,0.960,2.237,0.769,1.736,1.298,1.308,0.604,0.809,0.166,0.167,1.431,1.272,0.412,2.324,1.804,2.388,1.213,0.721,2.239,4.713,0.022,0.378,0.550,3.674,4.421,3.496,1.546,1.766,1.508
Breast-GC1004007,2.745,4.411,2.358,2.153,2.950,1.061,1.945,0.625,0.726,0.396,3.201,3.383,0.095,1.842,3.912,1.285,1.108,2.830,0.741,3.797,0.924,1.726,3.228,1.239,0.842,0.837,1.985,0.944,0.112,0.681,0.236,2.543,2.097,2.756,3.403,0.680,0.174,4.557,0.292,3.014,2.627,0.306,2.833,5.411,3.881,3.389,0.044,2.991,3.536,1.149
Breast-GC1004008,3.624,1.843,8.909,0.558,4.459,9.243,2.729,2.443,2.865,0.224,4.008,3.251,1.011,1.656,1.422,3.994,3.361,2.392,2.391,1.044,0.047,0.709,0.295,1.114,1.506,0.285,0.619,0.190,1.077,0.520,0.589,0.134,0.626,0.325,2.758,0.425,1.605,1.938,2.049,0.924,2.448,1.954,0.749,0.922,2.451,0.710,3.346,2.828,3.541,1.888
Breast-GC1004009,2.428,1.177,2.190,0.027,8.532,8.969,0.305,0.547,4.856,0.509,4.196,4.033,1.726,1.363,2.993,0.297,3.141,3.148,1.554,0.791,1.257,2.142,0.176,0.812,1.624,1.337,1.723,0.897,0.345,0.644,0.598,1.118,1.046,3.521,0.443,1.325,0.609,2.189,1.151,0.428,4.196,2.179,1.911,0.462,0.531,5.276,0.462,4.740,2.266,1.809
Breast-GC110693,2.148,2.054,5.747,6.403,0.112,5.920,3.946,0.790,2.866,0.674,1.139,4.358,2.516,1.275,1.952,1.108,0.150,1.323,1.644,1.408,2.026,2.076,0.808,1.297,1.247,0.514,0.320,1.057,0.943,0.448,1.405,1.580,2.087,3.273,1.981,0.826,0.317,2.518,2.047,2.648,0.522,0.860,0.137,0.520,0.491,6.859,0.792,5.308,5.365,2.188
