Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Br66_rep4_Dep6_Tu50,15.446,55.352,0.000,1.326,0.000,0.000,0.077,0.288,1.278,0.051,3.026,0.055,4.762,18.338
Br66_rep3_Dep6_Tu0.5,0.000,0.226,0.291,0.000,0.335,0.000,1.244,0.251,0.906,5.890,10.600,2.173,18.829,59.255
Br66_rep2_Dep6_Tu3,0.000,0.087,0.125,0.000,3.608,0.187,0.000,2.655,0.242,9.043,8.443,1.834,22.319,51.457
Br66_rep6_Dep6_Tu40,0.578,64.476,0.148,0.005,0.029,0.000,0.000,0.000,0.000,0.156,3.194,0.002,1.127,30.285
Br66_rep9_Dep6_Tu0.1,0.000,0.000,0.000,0.000,1.625,0.347,2.100,0.764,1.053,7.994,6.477,1.810,23.131,54.698
Br66_rep9_Dep6_Tu5,0.000,11.280,0.000,0.587,2.346,0.000,0.636,1.040,0.402,7.392,4.087,0.473,17.680,54.078
Br66_rep10_Dep6_Tu1,0.000,0.178,0.927,0.269,0.161,0.195,1.171,0.235,0.359,9.016,3.979,1.373,26.272,55.864
Br66_rep6_Dep6_Tu20,0.840,34.320,0.002,1.308,0.022,0.022,0.000,0.003,0.024,1.660,3.889,0.545,7.410,49.957
Br66_rep10_Dep6_Tu30,1.256,46.477,0.189,0.000,2.781,0.639,0.021,0.024,0.074,0.084,4.949,0.002,7.658,35.843
Br66_rep10_Dep6_Tu5,5.171,1.382,0.351,0.596,0.080,0.005,1.562,1.827,0.527,4.328,7.384,0.675,16.155,59.955
Br66_rep7_Dep6_Tu1,0.000,1.753,0.019,0.000,0.293,0.003,0.091,0.413,0.181,2.784,10.954,1.643,15.422,66.445
Br66_rep6_Dep6_Tu0.3,0.000,0.000,0.398,0.000,0.093,0.000,1.631,0.239,0.973,5.996,10.555,2.115,20.265,57.733
Br66_rep1_Dep6_Tu30,0.090,54.173,0.000,0.000,0.000,0.000,0.007,0.021,0.015,0.200,0.226,0.065,10.650,34.552
Br66_rep3_Dep6_Tu1,0.000,0.000,0.003,0.000,0.904,0.000,2.162,0.005,0.093,3.687,8.825,2.266,21.876,60.178
Br66_rep3_Dep6_Tu30,2.430,49.654,0.004,0.137,0.047,0.000,0.000,0.000,0.002,0.390,3.348,0.000,4.591,39.397
Br66_rep9_Dep6_Tu1,0.000,1.386,1.240,0.000,0.128,0.407,2.029,0.298,0.065,4.692,6.667,0.350,24.061,58.677
Br66_rep9_Dep6_Tu40,1.395,63.302,0.001,0.923,0.004,0.001,0.000,0.010,0.000,0.027,0.516,0.000,9.221,24.601
Br66_rep5_Dep6_Tu1,0.001,0.098,0.797,0.000,3.364,0.000,1.375,1.906,0.212,7.925,6.666,1.495,19.480,56.682
Br66_rep2_Dep6_Tu5,0.277,5.295,0.001,0.000,0.070,1.322,0.191,0.642,0.113,10.015,2.348,1.343,26.955,51.430
Br66_rep5_Dep6_Tu30,4.168,38.211,0.081,0.559,0.008,3.847,0.377,0.392,1.318,4.385,1.411,0.002,3.995,41.246
Br66_rep7_Dep6_Tu50,6.721,63.224,0.000,3.255,0.003,0.001,0.000,0.051,0.006,0.660,2.058,0.000,0.591,23.429
Br66_rep4_Dep6_Tu40,1.279,63.336,0.000,1.173,0.000,0.000,0.000,0.000,0.000,0.433,1.703,0.003,0.037,32.035
Br66_rep8_Dep6_Tu5,0.912,6.385,0.014,0.033,1.829,1.787,2.425,0.013,0.989,3.984,6.940,2.203,18.792,53.696
Br66_rep9_Dep6_Tu2,0.002,1.610,0.003,0.929,0.820,0.059,0.450,0.265,0.130,8.043,5.832,1.779,14.448,65.630
Br66_rep6_Dep6_Tu30,1.345,46.777,0.000,0.922,0.002,1.308,0.056,0.350,2.232,0.061,3.671,1.638,9.251,32.386
Br66_rep4_Dep6_Tu0.1,0.000,0.000,0.542,0.000,0.070,0.007,0.606,0.709,0.001,5.628,7.395,0.743,23.286,61.015
