Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Ov9433_rep10_Dep6_Tu5,1.870,2.161,4.066,0.454,6.172,5.741,14.843,10.476,6.555,1.375,5.925,3.628,1.083,0.280,1.025,0.573,0.147,0.005,0.145,0.501,1.166,0.546,0.293,0.040,0.013,0.088,0.103,0.005,0.046,0.002,0.354,0.625,6.806,1.242,2.738,1.271,1.530,0.357,0.478,0.482,14.789
Ov9433_rep6_Dep6_Tu20,2.944,0.909,2.040,7.650,5.263,7.437,1.887,3.589,6.055,3.732,2.883,3.802,0.745,0.482,0.564,0.740,0.828,0.812,0.815,0.375,0.130,1.074,0.936,0.771,0.249,0.162,0.193,0.984,0.214,1.993,0.377,1.020,5.157,2.530,3.667,0.674,0.204,2.537,0.569,2.229,20.781
Ov9433_rep8_Dep6_Tu5,2.039,1.176,10.275,1.551,8.815,12.255,4.269,1.337,5.414,3.177,1.788,6.155,1.555,1.291,0.641,0.901,0.926,0.344,0.784,0.132,0.013,0.940,1.287,0.010,0.032,0.037,0.095,0.003,0.071,0.146,0.100,0.030,1.747,8.607,4.035,2.332,1.813,0.708,0.349,0.105,12.716
Ov9433_rep2_Dep6_Tu5,2.772,2.406,1.076,2.034,6.204,11.990,11.364,6.719,10.575,3.081,3.306,1.133,0.603,0.913,0.387,0.128,0.672,0.925,0.178,0.319,0.767,0.645,0.411,0.000,0.039,0.002,0.007,0.001,0.025,0.002,0.046,0.657,3.163,2.590,3.438,1.672,2.513,0.515,0.004,0.266,16.453
Ov9433_rep5_Dep6_Tu0.5,1.583,1.616,11.944,12.886,0.785,0.916,9.565,3.186,13.681,6.236,0.660,5.518,0.701,0.005,0.249,0.362,0.258,0.361,0.176,0.004,0.592,0.360,0.057,0.001,0.012,0.001,0.049,0.001,0.000,0.000,0.010,0.125,0.811,7.118,4.703,0.446,1.036,0.797,0.006,0.056,13.124
Ov9433_rep5_Dep6_Tu5,1.914,0.877,0.917,5.381,3.887,9.435,10.722,7.758,9.305,2.114,4.810,5.170,2.202,0.962,1.400,0.101,1.588,0.054,0.995,0.236,0.699,0.311,1.950,0.000,0.077,0.018,0.034,0.000,0.004,0.000,0.025,0.817,1.829,6.092,1.764,1.476,1.873,0.759,0.038,0.142,12.265
Ov9433_rep8_Dep6_Tu30,0.635,2.851,9.133,3.090,0.196,2.815,3.902,4.665,1.645,0.452,2.613,2.098,0.864,0.179,0.525,0.321,0.840,0.658,0.345,0.039,0.029,1.088,0.758,0.605,1.089,0.986,2.015,1.068,1.801,3.085,0.634,0.863,4.639,4.697,4.628,1.447,1.472,2.181,2.355,2.205,24.492
Ov9433_rep6_Dep6_Tu0.3,3.478,1.414,4.168,4.220,12.226,0.190,11.967,7.849,9.282,5.239,4.992,8.010,1.338,1.693,0.364,0.309,0.047,0.421,0.009,0.809,0.325,0.088,0.986,0.000,0.017,0.004,0.019,0.000,0.003,0.000,0.002,0.104,0.940,3.098,3.998,2.425,1.649,0.292,0.007,0.136,7.883
Ov9433_rep1_Dep6_Tu0.3,2.099,2.089,13.269,1.512,8.850,7.401,6.296,16.226,1.496,2.575,5.575,6.315,0.910,0.586,0.093,0.853,0.457,0.592,0.390,0.464,0.557,0.514,0.178,0.000,0.009,0.007,0.004,0.000,0.004,0.000,0.075,0.183,3.173,0.653,5.049,1.339,0.361,0.776,0.022,0.166,8.882
Ov9433_rep2_Dep6_Tu10,0.265,2.377,7.151,3.806,6.353,2.239,9.535,11.482,3.151,4.910,2.887,4.689,0.923,0.466,0.667,0.111,0.554,0.783,0.613,0.695,0.723,0.231,0.189,0.076,0.121,0.027,0.036,0.025,0.157,0.203,0.554,1.202,0.536,3.014,4.704,3.007,1.801,1.354,0.084,0.462,17.838
