Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo9345_rep1_Dep6_Tu5,1.078,1.780,0.362,10.047,0.487,0.735,0.226,8.658,4.690,3.152,2.121,0.862,1.665,1.419,4.499,1.713,0.459,3.912,3.411,3.323,0.096,1.886,2.070,0.300,1.496,0.591,0.815,0.081,0.537,0.203,0.328,0.108,3.326,1.114,2.628,0.015,0.182,1.135,4.070,0.496,1.092,6.597,1.286,6.611,1.664,0.771,0.329,0.909,4.463,0.199
Colo9345_rep8_Dep6_Tu30,0.212,3.088,2.979,4.891,3.605,4.633,2.085,4.494,1.219,3.886,4.766,1.348,1.420,1.089,1.161,0.019,2.347,1.121,1.632,0.515,1.698,1.060,0.188,1.025,0.540,0.300,0.503,0.173,1.239,1.322,0.636,0.222,2.247,1.772,2.122,0.526,0.871,1.099,2.720,2.871,1.409,8.396,5.456,3.222,4.162,2.498,1.809,0.505,0.873,2.027
Colo9345_rep5_Dep6_Tu1,2.521,0.474,7.786,2.652,6.797,5.003,8.073,5.527,6.282,3.586,3.416,1.735,1.474,1.704,3.061,1.993,1.881,2.790,0.837,2.177,0.510,1.417,1.743,0.025,0.880,0.417,0.616,0.123,0.266,0.018,0.128,0.085,3.598,0.251,0.411,0.050,1.103,0.945,1.743,2.035,0.033,1.595,0.089,11.467,0.084,0.175,0.043,0.049,0.317,0.010
Colo9345_rep5_Dep6_Tu20,1.125,0.382,1.223,0.307,0.584,2.700,3.052,0.973,3.034,2.286,0.586,0.275,1.562,1.203,1.972,2.381,2.140,2.512,1.234,2.416,1.286,1.160,1.810,0.262,0.962,0.100,0.836,0.594,1.361,2.526,0.619,1.468,0.934,0.124,1.610,1.202,0.055,0.905,0.846,3.514,8.835,2.425,7.956,4.028,0.092,0.276,9.460,1.980,3.208,7.613
Colo9345_rep7_Dep6_Tu20,1.814,0.842,2.462,2.031,0.542,0.450,1.950,1.522,0.567,2.487,2.607,2.326,1.704,0.190,2.314,2.698,0.105,2.508,2.601,2.216,1.280,0.074,0.521,0.009,0.027,1.241,1.115,0.353,0.313,2.992,1.298,0.328,0.252,1.498,1.519,1.918,0.982,0.594,1.245,2.780,6.515,8.240,4.645,0.043,4.319,4.677,2.234,5.428,8.196,1.428
Colo9345_rep6_Dep6_Tu2,0.577,0.819,7.112,0.520,1.571,9.530,10.835,6.007,2.971,0.295,3.007,4.182,1.966,1.742,0.710,0.948,3.975,1.971,0.487,4.327,0.334,1.908,2.317,0.232,1.182,0.042,0.776,0.030,0.122,0.095,0.026,0.448,2.636,2.506,2.403,0.117,0.953,1.412,1.827,1.177,0.004,3.245,0.410,9.303,1.143,1.012,0.407,0.032,0.266,0.083
Colo9345_rep10_Dep6_Tu10,1.146,0.286,2.565,4.437,3.444,0.989,7.555,6.363,8.017,4.388,5.424,3.487,0.804,0.555,3.872,2.835,2.017,0.713,1.224,3.071,1.510,1.611,0.447,0.304,0.606,0.681,0.272,0.156,0.736,0.271,0.284,0.246,1.849,3.516,0.645,0.173,1.090,0.412,0.890,3.589,0.508,2.686,0.664,10.520,0.248,0.100,0.255,0.383,1.894,0.261
Colo9345_rep1_Dep6_Tu10,2.384,1.641,1.099,2.757,4.604,0.561,2.737,4.460,2.965,1.678,3.628,2.674,2.222,1.264,0.020,2.324,2.582,3.409,1.412,3.400,2.236,0.212,0.323,0.662,0.398,0.342,0.481,0.643,1.323,1.622,0.514,0.158,1.893,1.698,1.926,0.783,0.830,0.937,1.073,0.208,3.083,5.066,2.626,6.337,1.313,0.879,6.739,4.170,0.734,2.971
Colo9345_rep3_Dep6_Tu30,0.745,0.665,0.470,1.559,1.188,1.712,1.235,1.622,1.712,1.285,0.828,0.076,1.342,0.422,1.565,2.085,2.128,1.039,1.272,1.242,1.716,0.907,0.383,0.822,1.068,1.026,0.184,0.719,0.581,4.238,0.971,0.408,0.062,1.180,1.056,1.169,1.125,1.458,1.363,1.149,12.556,4.323,1.581,1.834,5.746,7.508,1.311,8.785,1.934,8.649
Colo9345_rep6_Dep6_Tu1,1.916,0.515,8.863,6.836,1.524,9.401,1.032,10.890,4.189,4.082,0.556,0.511,1.263,1.315,2.733,0.843,4.217,2.572,1.300,3.474,0.996,0.232,2.315,0.232,0.221,0.286,0.593,0.148,0.263,0.047,0.090,0.072,3.186,3.869,0.136,0.041,0.834,0.815,2.777,1.882,0.027,1.336,0.056,10.705,0.022,0.360,0.053,0.030,0.342,0.002
