Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Br62_rep5_Dep6_Tu0.5,0.261,3.237,0.244,0.099,0.225,0.069,3.248,7.748,2.377,1.455,4.216,3.252,3.922,1.322,10.690,13.587,11.662,0.695,0.054,3.704,0.901,25.270,1.760
Br62_rep5_Dep6_Tu3,0.759,2.670,0.384,0.347,0.440,0.077,0.617,3.188,6.477,4.240,5.102,3.060,9.649,0.069,1.718,16.499,5.576,2.951,3.396,5.090,8.821,11.004,7.863
Br62_rep6_Dep6_Tu30,6.284,2.939,2.132,1.581,1.522,0.259,2.909,8.318,3.459,0.247,0.288,2.510,5.470,19.798,10.266,0.925,11.323,2.387,0.874,4.291,1.603,1.765,8.850
Br62_rep7_Dep6_Tu20,3.043,3.399,1.688,0.823,0.372,0.309,2.247,5.201,6.144,2.631,4.233,0.583,6.826,12.021,1.899,0.672,2.937,0.892,4.550,9.735,10.616,11.103,8.075
Br62_rep2_Dep6_Tu40,4.258,4.753,3.114,3.692,2.878,0.325,1.104,3.832,2.966,3.322,1.685,2.959,3.685,24.772,0.433,1.232,3.412,6.521,13.435,4.665,3.802,0.939,2.219
Br62_rep8_Dep6_Tu0.5,0.129,3.175,0.152,0.044,1.163,0.052,2.186,6.816,2.082,1.280,6.730,2.907,12.163,0.541,7.298,12.284,4.104,7.366,5.107,0.207,6.867,9.950,7.397
Br62_rep5_Dep6_Tu2,0.346,1.604,0.288,0.208,0.651,0.017,2.959,2.553,3.866,4.113,3.893,4.021,11.360,0.711,16.146,2.974,0.310,9.462,11.165,9.316,1.648,8.592,3.798
Br62_rep4_Dep6_Tu50,3.683,3.599,3.554,4.323,3.013,0.314,3.095,4.761,3.486,2.579,4.367,1.119,2.999,39.361,2.363,1.334,1.072,6.563,2.448,2.441,0.465,2.097,0.965
Br62_rep8_Dep6_Tu40,6.790,1.099,2.532,2.787,1.565,0.048,2.908,3.975,4.685,4.250,1.749,1.177,3.163,29.727,1.425,3.339,3.301,0.345,0.240,1.134,5.445,6.672,11.642
Br62_rep7_Dep6_Tu2,0.364,1.623,0.299,0.046,0.866,0.104,2.619,7.365,4.918,3.880,5.857,0.549,7.351,0.495,12.412,11.547,1.652,4.375,7.107,7.079,4.782,4.726,9.982
