Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Control-GRP-GC118474	4.2842968895477474E-5	0.21	breast cancer
Control-GRP-GC118476	4.733176852341568E-5	0.21	ovarian cancer
Control-GRP-GC118478	3.947417630027761E-5	0.21	ovarian cancer
Control-GRP-GC118484	2.4317514830875303E-5	0.16	ovarian cancer
Control-GRP-GC118485	3.027294562095216E-5	0.16	ovarian cancer
Control-GRP-GC118486	2.5787876705562943E-5	0.01	colorectal cancer
Control-GRP-GC118489	3.7540544559436426E-5	0.16	ovarian cancer
Control-GRP-GC118490	6.380453146635087E-5	0.28	ovarian cancer
Control-GRP-GC118491	4.677666235286947E-5	0.16	ovarian cancer
Control-GRP-GC118494	4.6462918014384125E-5	0.21	ovarian cancer
Control-GRP-GC118496	2.9316338169579025E-5	0.15	ovarian cancer
Control-GRP-GC118497	2.535731005953734E-5	0.01	colorectal cancer
Control-GRP-GC118499	4.3117916346055304E-5	0.16	ovarian cancer
Control-GRP-GC119340	4.5877621563773095E-5	0.16	ovarian cancer
Control-GRP-GC119343	3.316873758058166E-5	0.17	ovarian cancer
Control-GRP-GC119367	4.821913438009442E-5	0.28	ovarian cancer
Control-GRP-GC119369	2.296599581654039E-5	0.01	colorectal cancer
Control-GRP-GC119370	3.259130568722267E-5	0.17	ovarian cancer
Control-GRP-GC119374	3.478598570489942E-5	0.16	ovarian cancer
Control-GRP-GC119375	7.288153724713032E-5	0.23	ovarian cancer
Control-GRP-GC119377	4.664433806241805E-5	0.21	ovarian cancer
Control-GRP-GC119383	4.392136614554763E-5	0.21	ovarian cancer
Control-GRP-GC119384	4.036955104476464E-5	0.16	ovarian cancer
Control-GRP-GC119386	4.735207212653174E-5	0.16	ovarian cancer
Control-GRP-GC119388	4.9250763652749764E-5	0.22	ovarian cancer
Control-GRP-GC119389	2.7456022492046663E-5	0.15	ovarian cancer
Control-GRP-GC119390	5.473318418164186E-5	0.23	ovarian cancer
Control-GRP-GC119391	3.646907588672486E-5	0.17	ovarian cancer
Control-GRP-GC119394	3.2170084447355554E-5	0.16	ovarian cancer
Control-GRP-GC119395	4.962958397577101E-5	0.23	ovarian cancer
Control-GRP-GC119397	4.529674823331483E-5	0.16	ovarian cancer
Control-GRP-GC119398	3.0223143881418466E-5	0.01	colorectal cancer
Control-GRP-GC119399	3.5564999900117633E-5	0.16	ovarian cancer
Control-GRP-GC119400	4.506657890084099E-5	0.17	ovarian cancer
Control-GRP-GC119401	3.7834535224836325E-5	0.16	ovarian cancer
Control-GRP-GC119402	5.92154346936439E-5	0.22	ovarian cancer
Control-GRP-GC119403	3.759882515751123E-5	0.16	ovarian cancer
Control-GRP-GC119405	4.544636613059531E-5	0.22	ovarian cancer
Control-GRP-GC119410	2.588204192266876E-5	0.01	colorectal cancer
Control-GRP-GC119411	3.8374600041433494E-5	0.16	ovarian cancer
Control-GRP-GC119415	2.853845505641482E-5	0.15	ovarian cancer
Control-GRP-GC119416	6.174336035872715E-5	0.22	ovarian cancer
Control-GRP-GC119417	3.7560026947309184E-5	0.16	ovarian cancer
Control-GRP-GC119419	4.8016071739033966E-5	0.21	ovarian cancer
Control-GRP-GC119420	4.061950682568699E-5	0.16	ovarian cancer
Control-GRP-GC119421	6.31688077977597E-5	0.32	ovarian cancer
Control-GRP-GC119422	2.950167953154712E-5	0.16	ovarian cancer
Control-GRP-GC119426	5.080924236563776E-5	0.23	ovarian cancer
Control-GRP-GC119430	5.117034375018966E-5	0.23	ovarian cancer
Control-GRP-GC121331	3.2264997272692536E-5	0.21	ovarian cancer
Control-GRP-GC121332	5.9198278984041575E-5	0.27	ovarian cancer
Control-GRP-GC121336	1.973191418541539E-5	0.15	ovarian cancer
Control-GRP-GC121337	3.493848518073419E-5	0.21	ovarian cancer
Control-GRP-GC121338	2.591632011486344E-5	0.16	ovarian cancer
Control-GRP-GC121339	3.492079707728259E-5	0.17	ovarian cancer
Control-GRP-GC121340	3.060630934983961E-5	0.17	ovarian cancer
Control-GRP-GC121341	4.3640748870475636E-5	0.23	ovarian cancer
Control-GRP-GC121342	5.245871112609958E-5	0.22	ovarian cancer
Control-GRP-GC121343	4.6226073950836836E-5	0.23	ovarian cancer
Control-GRP-GC121346	2.169199365185829E-5	0.01	colorectal cancer
Control-GRP-GC121347	4.456536132304456E-5	0.23	breast cancer
Control-GRP-GC121348	2.8861740264135703E-5	0.16	ovarian cancer
Control-GRP-GC121349	2.524136653160434E-5	0.01	colorectal cancer
gDNA-Breast-GC1002316	3.359670155175376E-4	0.83	breast cancer
gDNA-Breast-GC1003962	2.2873134556675046E-4	0.99	breast cancer
gDNA-Breast-GC1003963	3.2190708454878786E-4	0.99	breast cancer
gDNA-Breast-GC1003965	3.3704914710585307E-4	0.95	breast cancer
gDNA-Breast-GC1003966	3.513142161432212E-4	0.99	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	3.331651033180959E-4	0.58	colorectal cancer
gDNA-Cervical-GC112880	1.7807236948373155E-4	0.9	cervical cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	2.4590277792139017E-4	0.82	cervical cancer
gDNA-Cervical-GC112883	7.400840794713633E-5	0.6	ovarian cancer
gDNA-Colorectal-GC112876	5.547786140834102E-4	0.8	colorectal cancer
gDNA-Colorectal-GC119345	3.927810524996855E-4	0.8	colorectal cancer
gDNA-Colorectal-GC119346	6.019925072944802E-4	0.73	colorectal cancer
gDNA-Colorectal-GC119347	6.636151034660513E-4	0.86	colorectal cancer
gDNA-Colorectal-GC119348	5.059736979128734E-4	0.58	colorectal cancer
gDNA-Colorectal-GC119349	4.1551895496715784E-4	0.58	colorectal cancer
gDNA-Ovarian-GC112879	3.4054493574607256E-4	0.58	colorectal cancer
gDNA-Ovarian-GC119433	2.97414554610636E-4	0.6	colorectal cancer
gDNA-Ovarian-GC119434	2.3649626107224896E-4	0.41	colorectal cancer
gDNA-WBC-GC131344	2.624443415002501E-5	0.13	ovarian cancer
gDNA-WBC-GC131345	5.060277989631371E-5	0.27	ovarian cancer
gDNA-WBC-GC131346	3.207653342206031E-5	0.2	ovarian cancer
gDNA-WBC-GC131347	1.7803989662266277E-5	0.01	breast cancer
gDNA-WBC-GC131348	1.6224959429101093E-5	0.01	breast cancer
gDNA-WBC-GC131349	2.754232943430401E-5	0.17	ovarian cancer
gDNA-WBC-GC131350	2.2834514783908516E-5	0.15	ovarian cancer
gDNA-WBC-GC131351	1.8388996119401453E-5	0.01	colorectal cancer
gDNA-WBC-GC131352	1.6700075316646016E-5	0.01	colorectal cancer
gDNA-WBC-GC131353	1.7688473081875134E-5	0.18	ovarian cancer
gDNA-WBC-GC131354	3.919764330926022E-5	0.24	ovarian cancer
gDNA-WBC-GC131355	3.560174343322752E-5	0.2	ovarian cancer
Br62_rep5_Dep6_Tu0.5	2.677958609140721E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu3	2.974044174750091E-5	0.18	ovarian cancer
Br62_rep6_Dep6_Tu30	8.314382697469833E-5	0.42	breast cancer
Br62_rep7_Dep6_Tu20	6.65210360141955E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu40	1.0492661813214145E-4	0.49	breast cancer
Br62_rep8_Dep6_Tu0.5	2.64705248943589E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu2	2.610119800524801E-5	0.18	ovarian cancer
Br62_rep4_Dep6_Tu50	1.1863203035583967E-4	0.56	breast cancer
Br62_rep8_Dep6_Tu40	9.967114447420644E-5	0.49	breast cancer
Br62_rep7_Dep6_Tu2	2.4682634710761517E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu40	1.0360227727279168E-4	0.49	breast cancer
Br62_rep10_Dep6_Tu2	2.743827431660361E-5	0.18	ovarian cancer
Br62_rep6_Dep6_Tu10	4.7211647784158195E-5	0.22	breast cancer
Br62_rep2_Dep6_Tu2	2.5341692931759962E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu5	2.9062438218811862E-5	0.17	breast cancer
Br62_rep6_Dep6_Tu40	1.0022226233369412E-4	0.49	breast cancer
Br62_rep4_Dep6_Tu20	6.400588358329906E-5	0.3	breast cancer
Br62_rep9_Dep6_Tu1	2.5047037159683885E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu0.3	2.460208532494531E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu5	3.096551454134362E-5	0.17	breast cancer
Br62_rep9_Dep6_Tu50	1.0556644593015698E-4	0.56	breast cancer
Br62_rep5_Dep6_Tu30	7.986003977060861E-5	0.39	breast cancer
Br62_rep9_Dep6_Tu0.5	2.4801093024904933E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu20	6.693480656059681E-5	0.3	breast cancer
Br62_rep4_Dep6_Tu2	2.9799308154245323E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu3	2.4718916470916026E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu5	2.910309290910782E-5	0.17	breast cancer
Br62_rep2_Dep6_Tu1	2.251260389401356E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu1	2.5405979541053072E-5	0.18	ovarian cancer
Br62_rep10_Dep6_Tu0.1	2.557730814911909E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu40	1.022782747682419E-4	0.43	breast cancer
Br62_rep8_Dep6_Tu0.3	2.2755962986900167E-5	0.18	ovarian cancer
Br62_rep4_Dep6_Tu0.5	2.7152304541728797E-5	0.18	ovarian cancer
Br62_rep6_Dep6_Tu50	1.0613048835390745E-4	0.52	breast cancer
Br62_rep7_Dep6_Tu0.1	2.438325015136228E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu30	9.215864541718535E-5	0.42	breast cancer
Br62_rep6_Dep6_Tu20	6.454207358794874E-5	0.3	breast cancer
Br62_rep5_Dep6_Tu5	2.8460965155212562E-5	0.19	ovarian cancer
Br62_rep4_Dep6_Tu40	9.846497636819068E-5	0.56	breast cancer
Br62_rep8_Dep6_Tu0.1	2.514509885767659E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu40	1.0855686178175271E-4	0.44	breast cancer
Br62_rep3_Dep6_Tu30	8.687035776351146E-5	0.43	breast cancer
Br62_rep7_Dep6_Tu0.5	2.5131099844078183E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu10	4.60096663221827E-5	0.22	breast cancer
Br62_rep10_Dep6_Tu20	7.447125189908578E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu5	2.9626933289461698E-5	0.17	breast cancer
Br62_rep3_Dep6_Tu50	1.2496577460443143E-4	0.5	breast cancer
Br62_rep1_Dep6_Tu3	2.7153412553236133E-5	0.18	ovarian cancer
Br62_rep7_Dep6_Tu30	8.233712763374512E-5	0.39	breast cancer
Br62_rep6_Dep6_Tu1	2.7110041342556565E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu0.5	2.625194074531329E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu0.1	2.5348767254264197E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu3	2.9936331001167606E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu40	9.777186331803342E-5	0.49	breast cancer
Br62_rep10_Dep6_Tu3	2.2484450434297168E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu0.3	2.5178090089644344E-5	0.18	ovarian cancer
Br62_rep10_Dep6_Tu40	1.0600541685301573E-4	0.47	breast cancer
Br62_rep3_Dep6_Tu2	2.80750487076388E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu1	2.4497799410495265E-5	0.18	ovarian cancer
Br62_rep4_Dep6_Tu1	2.7034456906197422E-5	0.18	ovarian cancer
Br62_rep10_Dep6_Tu0.5	2.907490746445746E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu20	7.034717690298885E-5	0.34	breast cancer
Br62_rep6_Dep6_Tu0.3	2.726769963041875E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu0.3	2.1866450905697715E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu20	7.083433699793174E-5	0.3	breast cancer
Br62_rep6_Dep6_Tu0.5	2.624612060127871E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu10	4.603792807271079E-5	0.22	breast cancer
Br62_rep2_Dep6_Tu0.1	2.710601035268649E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu10	3.976683586480889E-5	0.22	breast cancer
Br62_rep10_Dep6_Tu10	4.480749191787281E-5	0.22	breast cancer
Br62_rep4_Dep6_Tu10	4.381177053883984E-5	0.22	breast cancer
Br62_rep3_Dep6_Tu0.1	2.4633495621883625E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu50	1.156445728504796E-4	0.52	breast cancer
Br62_rep9_Dep6_Tu10	4.141793021652981E-5	0.22	breast cancer
Br62_rep5_Dep6_Tu0.3	2.5127808423880578E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu50	1.0617866700143545E-4	0.52	breast cancer
Br62_rep4_Dep6_Tu0.3	2.3373481559382812E-5	0.18	ovarian cancer
Br62_rep7_Dep6_Tu1	2.5700653079239018E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu0.5	2.763481040202602E-5	0.18	ovarian cancer
Br62_rep7_Dep6_Tu40	1.0144646776246304E-4	0.43	breast cancer
Br62_rep2_Dep6_Tu3	2.7663294733074893E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu0.5	2.361625864993462E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu50	1.1674144605127254E-4	0.56	breast cancer
Br62_rep3_Dep6_Tu3	2.695322829428992E-5	0.18	ovarian cancer
Br62_rep7_Dep6_Tu3	2.9594069531339902E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu0.3	2.7108132307363072E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu30	9.321365164443275E-5	0.39	breast cancer
Br62_rep4_Dep6_Tu30	8.029567570874353E-5	0.42	breast cancer
Br62_rep6_Dep6_Tu3	2.655487966580525E-5	0.18	ovarian cancer
Br62_rep4_Dep6_Tu0.1	2.4277466618562103E-5	0.18	ovarian cancer
Br62_rep8_Dep6_Tu5	3.0391154177641066E-5	0.24	ovarian cancer
Br62_rep10_Dep6_Tu50	1.123074688826199E-4	0.52	breast cancer
Br62_rep10_Dep6_Tu0.3	2.3381375275349545E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu20	6.531892943323459E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu1	2.5090218048062515E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu1	2.6288971971088467E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu2	2.5626592551330277E-5	0.18	ovarian cancer
Br62_rep7_Dep6_Tu50	1.2874427160112974E-4	0.56	breast cancer
Br62_rep7_Dep6_Tu5	2.7801021234103448E-5	0.17	breast cancer
Br62_rep8_Dep6_Tu2	2.7535854215279498E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu0.1	2.4346830538492137E-5	0.18	ovarian cancer
Br62_rep6_Dep6_Tu5	2.3955209525755927E-5	0.18	ovarian cancer
Br62_rep9_Dep6_Tu20	6.507152634197984E-5	0.3	breast cancer
Br62_rep2_Dep6_Tu30	8.362393541743728E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu10	3.95128865471458E-5	0.22	breast cancer
Br62_rep6_Dep6_Tu0.1	2.427047199429635E-5	0.18	ovarian cancer
Br62_rep5_Dep6_Tu50	1.2279360358296882E-4	0.56	breast cancer
Br62_rep10_Dep6_Tu1	2.376440884810552E-5	0.18	ovarian cancer
Br62_rep1_Dep6_Tu30	8.911933675360888E-5	0.39	breast cancer
Br62_rep7_Dep6_Tu0.3	2.485889431817364E-5	0.18	ovarian cancer
Br62_rep2_Dep6_Tu10	3.9454340662562014E-5	0.22	breast cancer
Br62_rep9_Dep6_Tu0.1	2.2438542132479782E-5	0.18	ovarian cancer
Br62_rep3_Dep6_Tu10	4.3155851771517816E-5	0.22	breast cancer
Br62_rep4_Dep6_Tu5	2.5933026755593076E-5	0.2	ovarian cancer
Br62_rep8_Dep6_Tu20	6.94925479214004E-5	0.3	breast cancer
Br62_rep1_Dep6_Tu2	2.9374772991970255E-5	0.18	ovarian cancer
Br62_rep10_Dep6_Tu5	3.2355288073115165E-5	0.24	ovarian cancer
Br62_rep10_Dep6_Tu30	7.949013678926074E-5	0.43	breast cancer
Br62_rep6_Dep6_Tu2	2.7163143321063643E-5	0.18	ovarian cancer
Br62_rep4_Dep6_Tu3	2.780206613642104E-5	0.18	ovarian cancer
Br66_rep4_Dep6_Tu50	1.7778813441302573E-4	0.56	breast cancer
Br66_rep3_Dep6_Tu0.5	2.6561196729420798E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu3	3.091400335366655E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu40	1.4744547183001197E-4	0.49	breast cancer
Br66_rep9_Dep6_Tu0.1	2.172521109248008E-5	0.18	ovarian cancer
Br66_rep9_Dep6_Tu5	3.522870934470874E-5	0.24	ovarian cancer
Br66_rep10_Dep6_Tu1	2.695357007936681E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu20	9.092512460981133E-5	0.3	breast cancer
Br66_rep10_Dep6_Tu30	1.1715036636075232E-4	0.43	breast cancer
Br66_rep10_Dep6_Tu5	3.1714349235498195E-5	0.2	ovarian cancer
Br66_rep7_Dep6_Tu1	2.5672308637798144E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu0.3	2.6211707249509564E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu30	1.1612335701220528E-4	0.43	breast cancer
Br66_rep3_Dep6_Tu1	2.4889927228912444E-5	0.18	ovarian cancer
Br66_rep3_Dep6_Tu30	1.2392466051480027E-4	0.43	breast cancer
Br66_rep9_Dep6_Tu1	2.8240789410287207E-5	0.18	ovarian cancer
Br66_rep9_Dep6_Tu40	1.4925009038762015E-4	0.49	breast cancer
Br66_rep5_Dep6_Tu1	2.686705135206765E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu5	3.4723205863869435E-5	0.2	ovarian cancer
Br66_rep5_Dep6_Tu30	1.1385949563877122E-4	0.43	breast cancer
Br66_rep7_Dep6_Tu50	1.8057602644937337E-4	0.56	breast cancer
Br66_rep4_Dep6_Tu40	1.4625426548106507E-4	0.49	breast cancer
Br66_rep8_Dep6_Tu5	3.4873502077882744E-5	0.24	ovarian cancer
Br66_rep9_Dep6_Tu2	2.9014881924215603E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu30	1.17423689010264E-4	0.43	breast cancer
Br66_rep4_Dep6_Tu0.1	2.4294257051969833E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu10	4.979342001966053E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu40	1.5480193181455172E-4	0.49	breast cancer
Br66_rep9_Dep6_Tu0.5	2.4416735737688822E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu2	2.781063147219214E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu2	2.816312017083164E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu0.1	2.3819805534067415E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu0.5	2.563825099218629E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu20	8.83515892159381E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.5	2.8175127259875466E-5	0.18	ovarian cancer
