Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Colorectal-GC1004002	5.458754652572353E-4	0.23	colorectal cancer
Colorectal-GC1004003	6.792173008554506E-4	0.41	colorectal cancer
Colorectal-GC137538	3.845330557524717E-4	0.17	ovarian cancer
Colorectal-GC137539	6.625942199630724E-4	0.41	colorectal cancer
Colorectal-GC137540	5.415756357387885E-4	0.01	breast cancer
Colorectal-GC137541	9.045020751992706E-4	0.41	colorectal cancer
Colorectal-GC137542	3.506685620971372E-4	0.01	colorectal cancer
Colorectal-GC137543	9.313852942994395E-4	0.41	colorectal cancer
Colorectal-GC137544	4.168788625480979E-4	0.01	cervical cancer
Colorectal-GC137545	3.586425397104404E-4	0.01	colorectal cancer
Colorectal-GC137546	5.361670330203766E-4	0.11	ovarian cancer
Colorectal-GC137547	6.433880217507777E-4	0.13	ovarian cancer
Colorectal-GC137548	5.51864831647998E-4	0.17	ovarian cancer
Colorectal-GC137549	0.0015665743263924376	0.5	colorectal cancer
Colorectal-GC137550	6.226757563512447E-4	0.23	colorectal cancer
Colorectal-GC137551	8.25057192716005E-4	0.23	colorectal cancer
Colorectal-GC137552	5.829992839303895E-4	0.17	ovarian cancer
Colorectal-GC137553	6.420841245868061E-4	0.41	colorectal cancer
Colorectal-GC137554	9.08909931430335E-4	0.41	colorectal cancer
Colorectal-GC137555	5.901538358098472E-4	0.01	ovarian cancer
Colorectal-GC137556	0.0010026156617194064	0.15	ovarian cancer
Colorectal-GC137557	1.311036302233724E-4	0.07	ovarian cancer
Cervical-GC1002983	0.0010481920009029696	0.5	colorectal cancer
Cervical-GC1002984	6.416626436313164E-4	0.11	ovarian cancer
Cervical-GC114187	6.152744647859749E-4	0.17	ovarian cancer
Cervical-GC114188	9.75728818082598E-4	0.17	ovarian cancer
Control-GC1003986	4.379242171098499E-4	0.01	breast cancer
Control-GC1003988	2.234832124999454E-4	0.01	colorectal cancer
Control-GC110675	5.391044863368923E-4	0.01	breast cancer
Control-GC112864	6.255235774682752E-4	0.21	ovarian cancer
Control-GC112894	0.0014006972794432682	0.58	colorectal cancer
Control-GC112895	9.247956689684189E-4	0.41	colorectal cancer
Control-GC112897	9.326478170424167E-4	0.47	colorectal cancer
Control-GC119350	3.791076684805827E-4	0.01	breast cancer
Control-GC119351	7.076795430009389E-4	0.41	colorectal cancer
Control-GC119352	6.22774207255783E-4	0.11	ovarian cancer
Control-GC119353	0.001305068352149937	0.25	ovarian cancer
Control-GC119354	6.542027165087956E-4	0.15	ovarian cancer
Control-GC119356	6.766532127721227E-4	0.41	colorectal cancer
Control-GRP-GC114128	3.713770686464518E-4	0.01	ovarian cancer
Control-GRP-GC114130	7.177461666194268E-4	0.1	ovarian cancer
Control-GRP-GC114131	5.707791592730068E-4	0.15	ovarian cancer
Control-GRP-GC114132	7.670170608557611E-4	0.41	colorectal cancer
Control-GRP-GC114133	5.171578200611398E-4	0.01	breast cancer
Control-GRP-GC114134	3.67535709646448E-4	0.1	ovarian cancer
Control-GRP-GC114136	0.0010024910290368787	0.23	colorectal cancer
Control-GRP-GC114137	5.003445572740532E-4	0.1	ovarian cancer
Control-GRP-GC114139	2.537044736090368E-4	0.01	breast cancer
Control-GRP-GC114140	4.058048953890797E-4	0.21	ovarian cancer
Control-GRP-GC114141	6.441745908947686E-4	0.41	colorectal cancer
Control-GRP-GC114142	7.266467144375904E-4	0.23	colorectal cancer
Control-GRP-GC114183	4.4969113416520694E-4	0.01	breast cancer
Control-GRP-GC114185	7.004146682204101E-4	0.41	colorectal cancer
Control-GRP-GC114186	6.10013098643155E-4	0.15	ovarian cancer
Control-GRP-GC118464	7.457324198250457E-4	0.15	ovarian cancer
Control-GRP-GC118466	7.546596536796386E-4	0.1	ovarian cancer
Control-GRP-GC118474	0.0035123539656079085	0.23	colorectal cancer
Control-GRP-GC118476	6.180384274399614E-4	0.14	ovarian cancer
Control-GRP-GC118478	4.5453305251074827E-4	0.13	ovarian cancer
Control-GRP-GC118484	3.767855187972228E-4	0.01	colorectal cancer
Control-GRP-GC118485	6.650319155814206E-4	0.01	breast cancer
Control-GRP-GC118486	4.7097546454960673E-4	0.01	ovarian cancer
Control-GRP-GC118489	8.13432011627787E-4	0.13	ovarian cancer
Control-GRP-GC118490	6.834498026515382E-4	0.41	colorectal cancer
Control-GRP-GC118491	7.66241913680011E-4	0.23	colorectal cancer
Control-GRP-GC118494	6.139159762759691E-4	0.11	ovarian cancer
Control-GRP-GC118496	6.90390724190731E-4	0.11	ovarian cancer
Control-GRP-GC118497	6.289457763949306E-4	0.01	breast cancer
Control-GRP-GC118499	6.991591226785585E-4	0.23	colorectal cancer
Control-GRP-GC119340	6.181119434707347E-4	0.01	breast cancer
Control-GRP-GC119343	6.472259587636836E-4	0.01	cervical cancer
Control-GRP-GC119367	6.127429740045346E-4	0.41	colorectal cancer
Control-GRP-GC119369	4.3688716835787935E-4	0.01	breast cancer
Control-GRP-GC119370	6.19097897424848E-4	0.13	ovarian cancer
Control-GRP-GC119374	5.793086600372488E-4	0.01	breast cancer
Control-GRP-GC119375	7.558693433475018E-4	0.17	ovarian cancer
Control-GRP-GC119377	6.349219361361474E-4	0.21	colorectal cancer
Control-GRP-GC119383	6.832113733899809E-4	0.1	ovarian cancer
Control-GRP-GC119384	6.483302806399328E-4	0.23	colorectal cancer
Control-GRP-GC119386	0.0013562272811807237	0.23	colorectal cancer
Control-GRP-GC119388	6.9965998345748E-4	0.23	colorectal cancer
Control-GRP-GC119389	9.097763758520081E-4	0.11	ovarian cancer
Control-GRP-GC119390	0.001062466409552858	0.23	colorectal cancer
Control-GRP-GC119391	5.803981016488779E-4	0.21	colorectal cancer
Control-GRP-GC119394	5.125770394251263E-4	0.01	breast cancer
Control-GRP-GC119395	8.430421136785208E-4	0.15	ovarian cancer
Control-GRP-GC119397	7.508864355466791E-4	0.13	ovarian cancer
Control-GRP-GC119398	6.212273293891451E-4	0.01	breast cancer
Control-GRP-GC119399	8.398700801031558E-4	0.13	ovarian cancer
Control-GRP-GC119400	7.592471932919554E-4	0.23	colorectal cancer
Control-GRP-GC119401	5.403333034953626E-4	0.23	colorectal cancer
Control-GRP-GC119402	8.930572669978104E-4	0.41	colorectal cancer
Control-GRP-GC119403	7.673434413281039E-4	0.1	ovarian cancer
Control-GRP-GC119405	8.873145189575197E-4	0.41	colorectal cancer
Control-GRP-GC119410	6.441673908134574E-4	0.07	ovarian cancer
Control-GRP-GC119411	3.865950153885208E-4	0.14	ovarian cancer
Control-GRP-GC119415	5.312304248063553E-4	0.01	ovarian cancer
Control-GRP-GC119416	7.713957938117023E-4	0.17	ovarian cancer
Control-GRP-GC119417	8.156936059786891E-4	0.12	ovarian cancer
Control-GRP-GC119419	6.629940584558705E-4	0.23	colorectal cancer
Control-GRP-GC119420	7.603517124171844E-4	0.1	ovarian cancer
Control-GRP-GC119421	3.5145202997199844E-4	0.17	ovarian cancer
Control-GRP-GC119422	5.011757498406492E-4	0.01	breast cancer
Control-GRP-GC119426	8.980429839001288E-4	0.17	ovarian cancer
Control-GRP-GC119430	7.888589685779293E-4	0.14	ovarian cancer
Control-GRP-GC121331	4.227598975201462E-4	0.17	colorectal cancer
Control-GRP-GC121332	7.098536347403952E-4	0.17	ovarian cancer
Control-GRP-GC121336	3.3168981174193693E-4	0.01	ovarian cancer
Control-GRP-GC121337	3.3383311000391615E-4	0.11	ovarian cancer
Control-GRP-GC121338	4.695409947563252E-4	0.01	colorectal cancer
Control-GRP-GC121339	5.722072742982893E-4	0.01	breast cancer
Control-GRP-GC121340	5.367320465854881E-4	0.13	ovarian cancer
Control-GRP-GC121341	5.296542662202381E-4	0.01	breast cancer
Control-GRP-GC121342	7.230758289109454E-4	0.15	ovarian cancer
Control-GRP-GC121343	7.843504219262505E-4	0.17	ovarian cancer
Control-GRP-GC121346	4.7240245683006E-4	0.01	breast cancer
Control-GRP-GC121347	5.848496343414205E-4	0.23	colorectal cancer
Control-GRP-GC121348	4.610406075579098E-4	0.01	breast cancer
Control-GRP-GC121349	4.7425885842642757E-4	0.01	cervical cancer
gDNA-Breast-GC1002316	0.004152201468547948	0.6	breast cancer
gDNA-Breast-GC1003962	0.0029658587980268673	0.8	breast cancer
gDNA-Breast-GC1003963	0.004844292362395603	0.88	breast cancer
gDNA-Breast-GC1003965	0.00464689282684486	0.77	breast cancer
gDNA-Breast-GC1003966	0.004624149959002697	0.87	breast cancer
gDNA-Cervical-GC112877	0.0	0	normal
gDNA-Cervical-GC112878	0.0022388646695276375	0.49	cervical cancer
gDNA-Cervical-GC112880	0.0014822154707255153	0.99	colorectal cancer
gDNA-Cervical-GC112881	0.0	0	normal
gDNA-Cervical-GC112882	0.004970162111802217	0.58	cervical cancer
gDNA-Cervical-GC112883	8.964269603009045E-4	0.41	ovarian cancer
gDNA-Colorectal-GC112876	0.003304322855918044	0.77	colorectal cancer
gDNA-Colorectal-GC119345	0.0	0	normal
gDNA-Colorectal-GC119346	0.003953422467194465	0.81	colorectal cancer
gDNA-Colorectal-GC119347	0.002641156878863489	0.82	colorectal cancer
gDNA-Colorectal-GC119348	0.004502798424587861	0.82	colorectal cancer
gDNA-Colorectal-GC119349	0.0018837518866718767	0.63	breast cancer
gDNA-Ovarian-GC112879	0.0018489723264880572	0.41	breast cancer
gDNA-Ovarian-GC119433	0.0010923693747680449	0.67	breast cancer
gDNA-Ovarian-GC119434	0.0016215497581845441	0.5	breast cancer
gDNA-WBC-GC131344	4.141776439012782E-4	0.01	cervical cancer
gDNA-WBC-GC131345	0.0012330414097877205	0.23	colorectal cancer
gDNA-WBC-GC131346	6.7686476425367E-4	0.22	colorectal cancer
gDNA-WBC-GC131347	4.767145460605175E-4	0.01	cervical cancer
gDNA-WBC-GC131348	6.62829830231905E-4	0.09	cervical cancer
gDNA-WBC-GC131349	5.282086875557675E-4	0.22	colorectal cancer
gDNA-WBC-GC131350	5.387078938557622E-4	0.01	breast cancer
gDNA-WBC-GC131351	5.803022585942754E-4	0.21	colorectal cancer
gDNA-WBC-GC131352	4.3138996043774736E-4	0.13	ovarian cancer
gDNA-WBC-GC131353	8.4705607326556E-4	0.23	colorectal cancer
gDNA-WBC-GC131354	7.937149221969316E-4	0.23	colorectal cancer
gDNA-WBC-GC131355	4.651016489353378E-4	0.23	colorectal cancer
Br62_rep5_Dep6_Tu0.5	4.013475588107207E-4	0.11	ovarian cancer
Br62_rep5_Dep6_Tu3	8.069154242556181E-4	0.17	colorectal cancer
Br62_rep6_Dep6_Tu30	0.0017351598510361992	0.41	breast cancer
Br62_rep7_Dep6_Tu20	0.0011750091418599453	0.34	breast cancer
Br62_rep2_Dep6_Tu40	0.0024717493403469274	0.41	breast cancer
Br62_rep8_Dep6_Tu0.5	4.247379145487173E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu2	9.609593924562386E-5	0.17	ovarian cancer
Br62_rep4_Dep6_Tu50	0.0018104969851865404	0.41	breast cancer
Br62_rep8_Dep6_Tu40	0.0019017687833028918	0.41	breast cancer
Br62_rep7_Dep6_Tu2	6.467720339237111E-6	0.08	colorectal cancer
Br62_rep9_Dep6_Tu40	0.0023658284928290375	0.41	breast cancer
Br62_rep10_Dep6_Tu2	3.366889539835491E-4	0.16	colorectal cancer
Br62_rep6_Dep6_Tu10	8.84351931986616E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu2	2.6668283837911057E-4	0.12	colorectal cancer
Br62_rep9_Dep6_Tu5	4.960748615834079E-4	0.23	colorectal cancer
Br62_rep6_Dep6_Tu40	0.0012623047116479952	0.41	breast cancer
Br62_rep4_Dep6_Tu20	0.0011229455129204567	0.41	colorectal cancer
Br62_rep9_Dep6_Tu1	3.7926882085881055E-4	0.16	colorectal cancer
Br62_rep1_Dep6_Tu0.3	3.921328968064545E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu5	7.81192691451105E-4	0.21	colorectal cancer
Br62_rep9_Dep6_Tu50	0.0021259282236547085	0.41	breast cancer
Br62_rep5_Dep6_Tu30	0.0011019928547232126	0.41	breast cancer
Br62_rep9_Dep6_Tu0.5	3.710385500989838E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu20	0.0012626458177909807	0.34	breast cancer
Br62_rep4_Dep6_Tu2	3.7442419243847823E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu3	7.142784147060882E-4	0.16	colorectal cancer
Br62_rep2_Dep6_Tu5	8.600101028160925E-4	0.21	colorectal cancer
Br62_rep2_Dep6_Tu1	3.2530891850358705E-4	0.01	breast cancer
Br62_rep8_Dep6_Tu1	3.6831244940927605E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu0.1	3.0482169177768124E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu40	0.0017925235830731402	0.41	breast cancer
Br62_rep8_Dep6_Tu0.3	3.746146328350299E-4	0.01	colorectal cancer
Br62_rep4_Dep6_Tu0.5	3.7877171420328746E-4	0.01	colorectal cancer
Br62_rep6_Dep6_Tu50	0.0023708547333147786	0.41	breast cancer
Br62_rep7_Dep6_Tu0.1	3.2665544017009023E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu30	0.0015583602128590834	0.41	breast cancer
Br62_rep6_Dep6_Tu20	9.299791271665568E-4	0.34	breast cancer
Br62_rep5_Dep6_Tu5	6.523842707206769E-4	0.21	colorectal cancer
Br62_rep4_Dep6_Tu40	0.0015437970501241901	0.53	breast cancer
Br62_rep8_Dep6_Tu0.1	2.3016700724715327E-4	0.01	ovarian cancer
Br62_rep1_Dep6_Tu40	0.0019950210527313007	0.36	breast cancer
Br62_rep3_Dep6_Tu30	0.0012281342797779615	0.43	breast cancer
Br62_rep7_Dep6_Tu0.5	3.7762698453533286E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu10	0.001047094375234426	0.23	colorectal cancer
Br62_rep10_Dep6_Tu20	9.343156665617766E-4	0.38	breast cancer
Br62_rep1_Dep6_Tu5	1.325549282263506E-4	0.17	breast cancer
Br62_rep3_Dep6_Tu50	0.0024099478475622573	0.41	breast cancer
Br62_rep1_Dep6_Tu3	5.791431103829966E-4	0.14	colorectal cancer
Br62_rep7_Dep6_Tu30	0.001647267254801821	0.47	breast cancer
Br62_rep6_Dep6_Tu1	3.647729246888901E-4	0.15	colorectal cancer
Br62_rep1_Dep6_Tu0.5	3.8665978652425683E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu0.1	3.2389680959853237E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu3	3.5112146182283136E-4	0.15	colorectal cancer
Br62_rep5_Dep6_Tu40	0.001518970632818261	0.48	breast cancer
Br62_rep10_Dep6_Tu3	1.8909578523476913E-4	0.16	colorectal cancer
Br62_rep2_Dep6_Tu0.3	3.411098538371715E-4	0.11	ovarian cancer
Br62_rep10_Dep6_Tu40	0.0011280222077147141	0.41	breast cancer
Br62_rep3_Dep6_Tu2	4.0506169308588287E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu1	1.934771498095705E-4	0.01	breast cancer
Br62_rep4_Dep6_Tu1	4.3516669267677934E-4	0.01	colorectal cancer
Br62_rep10_Dep6_Tu0.5	4.2201832026102476E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu20	0.0012697194030650957	0.34	breast cancer
Br62_rep6_Dep6_Tu0.3	4.456615779725858E-4	0.01	breast cancer
Br62_rep9_Dep6_Tu0.3	3.850911780149331E-4	0.01	breast cancer
Br62_rep2_Dep6_Tu20	0.0013744781726416984	0.41	breast cancer
Br62_rep6_Dep6_Tu0.5	3.981212288981621E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu10	8.95909639430708E-4	0.23	colorectal cancer
Br62_rep2_Dep6_Tu0.1	3.4532311433667167E-4	0.01	breast cancer
Br62_rep5_Dep6_Tu10	7.159372764572689E-4	0.32	colorectal cancer
Br62_rep10_Dep6_Tu10	8.681400366745353E-4	0.21	breast cancer
Br62_rep4_Dep6_Tu10	7.24216249670915E-4	0.23	colorectal cancer
Br62_rep3_Dep6_Tu0.1	4.060452688988431E-4	0.01	breast cancer
Br62_rep2_Dep6_Tu50	0.0024854471132449815	0.41	breast cancer
Br62_rep9_Dep6_Tu10	6.973065266768416E-4	0.23	colorectal cancer
Br62_rep5_Dep6_Tu0.3	3.743244194415729E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu50	0.0021809126126876087	0.41	breast cancer
Br62_rep4_Dep6_Tu0.3	4.2876286494796163E-4	0.01	colorectal cancer
Br62_rep7_Dep6_Tu1	3.566447833058012E-4	0.13	ovarian cancer
Br62_rep3_Dep6_Tu0.5	3.3389478627556755E-4	0.01	breast cancer
Br62_rep7_Dep6_Tu40	0.0013777874402200615	0.34	breast cancer
Br62_rep2_Dep6_Tu3	3.8510510788473663E-4	0.17	ovarian cancer
Br62_rep2_Dep6_Tu0.5	3.040832305818151E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu50	0.0024532108184321744	0.41	breast cancer
Br62_rep3_Dep6_Tu3	4.459739835703631E-4	0.23	colorectal cancer
Br62_rep7_Dep6_Tu3	2.515931970542033E-4	0.16	colorectal cancer
Br62_rep3_Dep6_Tu0.3	4.289732300532582E-4	0.11	ovarian cancer
Br62_rep8_Dep6_Tu30	0.0019055182277767026	0.41	breast cancer
Br62_rep4_Dep6_Tu30	0.0016730974634255357	0.42	breast cancer
Br62_rep6_Dep6_Tu3	5.311425380416393E-4	0.16	colorectal cancer
Br62_rep4_Dep6_Tu0.1	3.703921321210227E-4	0.01	colorectal cancer
Br62_rep8_Dep6_Tu5	4.6393364617627344E-4	0.17	colorectal cancer
Br62_rep10_Dep6_Tu50	0.002489072147016952	0.47	breast cancer
Br62_rep10_Dep6_Tu0.3	4.2897824135195264E-4	0.01	ovarian cancer
Br62_rep3_Dep6_Tu20	0.00118428924499955	0.34	breast cancer
Br62_rep1_Dep6_Tu1	3.435884533321174E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu1	4.5350157116804806E-4	0.01	colorectal cancer
Br62_rep9_Dep6_Tu2	4.386360937503014E-4	0.17	colorectal cancer
Br62_rep7_Dep6_Tu50	0.002375420772769204	0.47	breast cancer
Br62_rep7_Dep6_Tu5	3.765304701917556E-4	0.17	colorectal cancer
Br62_rep8_Dep6_Tu2	3.067419664949367E-4	0.17	colorectal cancer
Br62_rep5_Dep6_Tu0.1	3.652084341135834E-4	0.01	breast cancer
Br62_rep6_Dep6_Tu5	2.5677595930870733E-4	0.21	colorectal cancer
Br62_rep9_Dep6_Tu20	9.789883464775507E-4	0.41	breast cancer
Br62_rep2_Dep6_Tu30	0.0016283171885879797	0.41	breast cancer
Br62_rep7_Dep6_Tu10	1.1637718274997633E-4	0.23	breast cancer
Br62_rep6_Dep6_Tu0.1	4.2545197961662147E-4	0.01	colorectal cancer
Br62_rep5_Dep6_Tu50	0.0022049283976537724	0.48	breast cancer
Br62_rep10_Dep6_Tu1	3.92553132461631E-4	0.01	colorectal cancer
Br62_rep1_Dep6_Tu30	8.729477639338727E-4	0.41	breast cancer
Br62_rep7_Dep6_Tu0.3	3.4701271763974554E-4	0.01	colorectal cancer
Br62_rep2_Dep6_Tu10	6.305691897704074E-4	0.23	colorectal cancer
Br62_rep9_Dep6_Tu0.1	3.49672246103079E-4	0.01	colorectal cancer
Br62_rep3_Dep6_Tu10	7.57311701446516E-4	0.23	colorectal cancer
Br62_rep4_Dep6_Tu5	3.5075981246903115E-4	0.23	colorectal cancer
Br62_rep8_Dep6_Tu20	0.0012578627911598423	0.41	colorectal cancer
Br62_rep1_Dep6_Tu2	5.565263354517292E-4	0.21	colorectal cancer
Br62_rep10_Dep6_Tu5	6.335851114884966E-4	0.23	colorectal cancer
Br62_rep10_Dep6_Tu30	0.001136253871909604	0.41	breast cancer
Br62_rep6_Dep6_Tu2	5.74737799199167E-4	0.17	ovarian cancer
Br62_rep4_Dep6_Tu3	5.044833715789351E-4	0.16	colorectal cancer
Br66_rep4_Dep6_Tu50	0.0035786543829908137	0.55	breast cancer
Br66_rep3_Dep6_Tu0.5	2.1578218680952564E-4	0.13	ovarian cancer
Br66_rep2_Dep6_Tu3	4.823865400728651E-4	0.13	ovarian cancer
Br66_rep6_Dep6_Tu40	0.0025837731919835724	0.47	breast cancer
Br66_rep9_Dep6_Tu0.1	3.537494167822222E-4	0.01	colorectal cancer
Br66_rep9_Dep6_Tu5	5.207256388254463E-4	0.19	breast cancer
Br66_rep10_Dep6_Tu1	3.5804948517532807E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu20	0.0017402344147999652	0.33	breast cancer
Br66_rep10_Dep6_Tu30	0.00208102078156663	0.41	breast cancer
Br66_rep10_Dep6_Tu5	6.288653639000991E-4	0.08	breast cancer
Br66_rep7_Dep6_Tu1	4.0305023221577966E-4	0.02	breast cancer
Br66_rep6_Dep6_Tu0.3	4.4533463221754234E-4	0.01	breast cancer
Br66_rep1_Dep6_Tu30	0.0024379646018615345	0.36	breast cancer
Br66_rep3_Dep6_Tu1	4.098066621795091E-4	0.01	breast cancer
Br66_rep3_Dep6_Tu30	0.002460107290310933	0.41	breast cancer
Br66_rep9_Dep6_Tu1	2.718772231581383E-4	0.11	ovarian cancer
Br66_rep9_Dep6_Tu40	0.0030924960278601262	0.41	breast cancer
Br66_rep5_Dep6_Tu1	4.6677073514332694E-4	0.01	breast cancer
Br66_rep2_Dep6_Tu5	4.7641911341462384E-4	0.15	ovarian cancer
Br66_rep5_Dep6_Tu30	0.0020824182618744917	0.38	breast cancer
Br66_rep7_Dep6_Tu50	0.003046583824087337	0.5	breast cancer
Br66_rep4_Dep6_Tu40	0.0024941642276998096	0.47	breast cancer
Br66_rep8_Dep6_Tu5	5.034112861900916E-4	0.17	ovarian cancer
Br66_rep9_Dep6_Tu2	4.7519466274784225E-4	0.01	breast cancer
Br66_rep6_Dep6_Tu30	0.0024198267510859447	0.41	breast cancer
Br66_rep4_Dep6_Tu0.1	3.7131944203775883E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu10	9.401021636719478E-4	0.16	breast cancer
Br66_rep3_Dep6_Tu40	0.0028068686711046034	0.41	breast cancer
Br66_rep9_Dep6_Tu0.5	3.027142916448112E-4	0.01	colorectal cancer
Br66_rep8_Dep6_Tu2	4.5739271025383094E-4	0.01	breast cancer
Br66_rep10_Dep6_Tu2	4.651756523779451E-4	0.15	ovarian cancer
Br66_rep6_Dep6_Tu0.1	4.255266054889577E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu0.5	3.973824238416022E-4	0.01	colorectal cancer
Br66_rep2_Dep6_Tu20	0.0018869548579461277	0.41	breast cancer
Br66_rep4_Dep6_Tu0.5	3.3670100247274576E-4	0.01	colorectal cancer
Br66_rep4_Dep6_Tu5	6.034475496223108E-4	0.17	ovarian cancer
Br66_rep8_Dep6_Tu0.5	4.147844994656615E-4	0.01	colorectal cancer
Br66_rep5_Dep6_Tu20	0.0021121321653013764	0.28	breast cancer
Br66_rep1_Dep6_Tu3	4.0805979525564E-4	0.15	ovarian cancer
Br66_rep10_Dep6_Tu10	9.799824986179162E-4	0.23	breast cancer
Br66_rep3_Dep6_Tu10	6.780266547189775E-4	0.21	breast cancer
Br66_rep10_Dep6_Tu40	0.002667467125306053	0.41	breast cancer
Br66_rep1_Dep6_Tu50	0.003213517092705251	0.5	breast cancer
