Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Br62_rep5_Dep6_Tu0.5,0.018,0.075,0.302,0.058,4.026,0.280,2.685,3.690,1.316,0.687,10.978,3.039,11.214,1.718,6.785,13.329,4.424,23.667,0.168,0.090,2.877,2.411,6.165
Br62_rep5_Dep6_Tu3,0.039,1.260,1.149,0.173,1.107,1.280,3.560,2.298,2.377,5.449,0.672,2.403,16.606,2.268,4.123,4.595,4.954,13.897,1.006,1.458,10.056,9.880,9.389
Br62_rep6_Dep6_Tu30,6.098,6.595,1.455,2.086,2.714,4.812,1.096,0.068,3.639,4.576,3.529,2.165,3.256,1.698,4.963,3.794,1.700,0.718,17.255,15.343,11.790,0.598,0.052
Br62_rep7_Dep6_Tu20,1.227,1.542,2.272,3.196,1.213,1.790,3.582,1.022,1.498,4.013,3.462,1.812,5.060,7.946,4.290,5.771,7.178,8.613,22.125,6.938,0.094,4.969,0.385
Br62_rep2_Dep6_Tu40,13.312,2.851,6.473,5.521,1.593,1.355,1.427,2.473,0.123,2.038,1.978,1.770,0.857,7.337,1.561,0.844,1.222,0.466,20.494,9.230,8.637,6.234,2.205
Br62_rep8_Dep6_Tu0.5,0.002,0.282,0.167,0.036,3.617,0.210,3.475,2.930,2.611,5.205,10.721,1.550,3.311,5.692,7.104,10.184,4.822,11.911,0.402,2.116,0.710,10.137,12.806
Br62_rep5_Dep6_Tu2,0.124,0.440,0.331,0.001,1.687,0.497,2.518,5.182,0.727,4.120,7.415,1.612,11.441,3.271,2.769,12.351,7.238,3.664,0.479,2.287,8.693,8.230,14.922
Br62_rep4_Dep6_Tu50,18.313,3.543,4.518,6.821,0.236,0.224,2.397,1.962,0.976,1.937,0.326,1.142,0.410,10.302,0.548,0.373,0.838,0.181,25.507,11.204,6.313,1.489,0.438
Br62_rep8_Dep6_Tu40,5.987,4.406,3.186,8.976,2.711,1.692,1.443,2.318,0.754,0.599,2.536,3.023,1.886,4.835,1.326,3.993,0.275,8.571,31.062,0.868,7.320,0.650,1.582
Br62_rep7_Dep6_Tu2,0.217,0.136,0.006,0.005,1.729,1.779,2.694,2.748,2.272,4.903,6.786,2.363,15.204,5.468,3.993,11.053,6.562,3.249,0.666,2.374,6.102,7.653,12.038
Br62_rep9_Dep6_Tu40,12.028,3.890,3.030,7.899,1.684,0.686,1.261,1.826,1.575,1.769,3.363,1.591,2.226,6.214,2.599,4.133,1.544,1.039,26.657,9.998,1.749,1.591,1.645
Br62_rep10_Dep6_Tu2,0.034,0.610,0.613,0.110,1.198,0.287,2.629,2.774,2.335,4.338,8.851,2.453,6.291,0.143,11.941,0.823,6.947,20.862,0.130,4.963,3.186,5.305,13.177
Br62_rep6_Dep6_Tu10,0.630,1.271,0.954,0.258,4.525,0.702,1.873,3.610,1.757,2.505,6.344,2.408,10.285,7.326,7.288,8.455,2.976,5.368,4.297,10.241,9.710,3.959,3.263
