Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Cer81_rep10_Dep6_Tu5,0.876,0.953,0.621,1.276,8.831,4.567,2.642,6.634,2.212,3.435,2.982,2.513,1.728,0.038,0.436,0.850,3.907,3.849,2.591,2.571,1.000,0.145,1.241,0.050,0.447,0.004,0.300,0.052,0.053,0.105,0.005,0.056,0.369,0.035,1.282,0.281,0.419,0.243,0.318,0.536,0.329,7.612,4.795,13.132,1.878,0.436,4.076,4.293,1.255,1.741
Cer81_rep8_Dep6_Tu2,0.407,0.183,5.465,4.283,5.176,0.966,7.368,4.354,5.427,1.069,0.919,5.050,0.380,1.530,4.050,1.929,0.153,2.044,1.215,2.553,1.545,0.093,0.024,0.079,0.031,0.308,0.188,0.012,0.018,0.016,0.004,0.078,0.765,0.530,0.907,0.010,0.223,0.025,0.623,0.620,0.700,1.602,5.164,4.196,1.397,12.751,1.890,2.645,1.414,7.621
Cer81_rep6_Dep6_Tu3,1.399,1.342,6.415,0.407,1.306,0.279,7.013,8.347,5.906,3.874,4.105,1.138,1.334,0.672,1.959,0.687,0.151,3.332,0.885,2.222,0.780,0.700,1.207,0.085,0.483,0.107,0.158,0.090,0.085,0.025,0.005,0.016,0.265,0.579,0.207,0.132,0.167,0.097,1.322,1.178,4.714,3.137,0.359,11.092,0.167,1.517,10.056,4.289,0.959,3.253
Cer81_rep2_Dep6_Tu3,1.760,1.396,3.539,1.387,6.600,1.700,4.207,1.782,11.282,1.821,0.577,3.864,0.942,1.233,2.480,0.582,0.852,3.733,1.445,2.865,1.081,0.262,1.234,0.105,0.346,0.070,0.203,0.040,0.063,0.044,0.013,0.008,0.278,0.637,0.834,0.085,0.018,0.256,0.456,1.079,8.694,0.172,0.081,5.257,3.254,0.559,4.551,6.160,8.044,2.070
Cer81_rep7_Dep6_Tu20,0.555,2.182,5.084,3.334,2.441,3.172,1.863,2.971,3.343,2.613,1.313,2.917,0.788,1.723,1.430,1.514,5.589,0.174,1.606,3.717,0.214,0.204,0.578,0.212,0.209,0.083,0.365,0.314,0.068,0.303,0.023,0.043,0.434,0.474,1.310,1.063,4.346,0.637,1.284,1.571,1.364,0.716,0.042,3.787,9.740,1.224,4.582,9.499,4.533,2.451
Cer81_rep5_Dep6_Tu5,0.929,0.732,5.132,4.770,6.247,4.545,6.014,1.355,4.038,3.168,0.124,2.842,0.637,0.742,2.605,0.690,3.069,1.449,2.451,2.932,0.983,0.924,0.759,0.203,0.706,0.099,0.126,0.054,0.031,0.080,0.018,0.041,0.776,0.266,0.788,0.151,0.211,0.397,0.826,0.073,1.476,9.120,7.922,2.431,1.929,7.994,3.911,0.439,0.668,2.128
Cer81_rep4_Dep6_Tu0.1,0.873,0.299,2.978,5.692,6.042,6.136,3.298,3.176,7.128,3.601,2.190,1.403,0.739,1.613,2.507,2.229,0.830,3.592,1.317,0.065,0.295,0.508,1.183,0.181,0.113,0.022,0.050,0.049,0.088,0.015,0.025,0.003,0.424,0.483,0.480,0.080,0.025,0.115,0.383,0.348,4.381,5.041,3.895,4.576,0.023,2.120,15.435,0.936,1.156,1.857
Cer81_rep9_Dep6_Tu20,0.416,0.583,0.710,3.265,2.471,4.426,5.585,4.030,2.026,3.412,3.159,2.406,1.062,1.005,1.105,2.732,2.745,3.914,2.168,0.273,0.540,0.703,1.497,0.530,0.528,0.370,0.020,0.159,0.315,0.050,0.036,0.002,0.373,0.327,1.115,1.288,3.373,0.158,2.685,1.259,9.154,4.211,2.763,3.178,11.605,0.185,1.248,1.080,0.097,3.658
Cer81_rep9_Dep6_Tu5,0.300,1.775,3.413,0.485,3.300,7.670,3.367,2.712,7.868,2.154,5.085,2.327,0.524,0.853,1.537,2.475,0.702,3.195,2.933,1.113,1.467,0.542,0.138,0.185,0.217,0.266,0.180,0.073,0.133,0.102,0.001,0.037,0.206,0.530,0.199,0.251,0.141,0.296,1.074,1.266,5.615,0.153,10.003,6.740,0.198,1.013,7.829,2.924,2.705,1.729
Cer81_rep2_Dep6_Tu1,0.827,1.262,6.901,5.094,3.491,4.214,5.386,0.682,7.729,4.139,4.145,2.991,1.153,1.155,0.601,3.020,0.114,2.590,1.404,0.243,0.617,0.926,0.850,0.068,0.441,0.207,0.055,0.044,0.065,0.023,0.009,0.042,0.611,0.288,0.921,0.026,0.093,0.049,0.052,0.301,0.460,0.082,0.506,3.880,2.282,7.371,6.764,2.508,10.112,3.211
