Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo9345_rep1_Dep6_Tu5,1.006,5.987,0.796,1.690,3.022,0.391,2.743,9.314,0.400,0.938,11.151,4.966,1.806,3.472,0.911,3.509,12.391,8.396,2.555,7.905,1.145,1.162,14.348
Colo9345_rep8_Dep6_Tu30,1.320,5.334,0.980,0.449,2.773,1.471,0.721,6.101,6.095,4.700,3.840,1.888,7.702,2.977,3.615,17.386,5.536,0.741,3.203,5.687,0.262,12.514,4.705
Colo9345_rep5_Dep6_Tu1,0.953,1.711,0.740,0.268,1.510,0.042,1.267,6.329,6.545,4.270,9.479,3.401,13.901,0.878,0.334,6.628,18.494,8.287,1.175,0.746,0.235,0.331,12.475
Colo9345_rep5_Dep6_Tu20,1.240,4.771,2.339,1.434,2.618,2.651,0.643,5.074,4.366,1.256,5.574,3.484,0.400,8.702,17.517,1.771,1.761,9.370,4.733,3.596,4.762,6.209,5.730
Colo9345_rep7_Dep6_Tu20,1.835,7.239,1.404,3.862,1.674,2.228,3.296,6.057,1.730,0.634,1.753,3.950,2.822,9.077,10.579,6.725,2.808,1.612,9.180,7.353,1.185,10.376,2.620
Colo9345_rep6_Dep6_Tu2,1.318,0.514,0.432,0.260,3.183,0.213,1.915,8.020,9.865,2.908,5.290,3.986,8.150,1.194,0.743,14.762,6.815,12.211,3.861,1.558,0.949,0.218,11.634
Colo9345_rep10_Dep6_Tu10,1.445,1.510,0.986,0.991,1.076,0.318,2.924,11.561,8.383,2.469,3.462,2.721,7.684,0.484,1.110,22.850,6.005,10.303,9.613,0.338,1.322,0.755,1.691
Colo9345_rep1_Dep6_Tu10,1.881,3.083,1.097,1.084,3.366,1.009,2.838,4.133,8.896,4.467,4.526,2.040,1.219,2.041,8.890,5.542,3.652,4.644,11.049,12.473,0.127,1.319,10.625
Colo9345_rep3_Dep6_Tu30,1.784,1.409,3.065,5.677,0.291,3.864,3.029,6.994,3.876,0.063,0.994,1.113,3.001,3.283,3.094,2.337,0.468,1.043,2.837,25.071,20.147,2.577,3.984
Colo9345_rep6_Dep6_Tu1,0.763,5.832,0.168,0.278,2.668,0.076,0.780,12.740,9.432,1.490,1.939,2.804,7.111,0.181,0.200,17.371,23.556,4.667,2.954,0.997,0.097,0.224,3.671
Colo9345_rep2_Dep6_Tu10,2.095,2.021,2.116,1.996,2.104,0.381,1.794,1.345,5.752,6.401,4.211,3.522,8.399,0.689,1.290,2.146,7.831,2.652,19.910,1.508,5.435,10.392,6.009
Colo9345_rep6_Dep6_Tu5,1.555,4.754,0.965,0.826,1.614,0.183,3.829,0.939,1.460,4.658,13.508,5.732,4.058,3.530,0.134,15.673,1.831,11.812,2.657,4.844,4.565,1.686,9.188
Colo9345_rep5_Dep6_Tu10,1.063,2.593,1.763,3.028,3.369,0.777,1.432,7.894,0.438,5.361,6.387,4.354,3.283,11.234,0.986,8.884,8.593,8.894,6.452,1.617,2.316,8.121,1.160
Colo9345_rep5_Dep6_Tu40,2.575,0.614,3.443,0.444,0.015,4.509,2.571,4.006,5.243,4.456,0.257,0.478,2.224,3.608,32.302,0.343,0.073,2.606,2.118,12.132,9.001,3.121,3.861
Colo9345_rep1_Dep6_Tu0.1,0.508,2.422,0.022,0.030,2.715,0.016,1.506,7.587,1.115,4.785,13.450,4.116,10.874,0.000,0.003,24.677,18.205,1.223,1.669,0.110,0.065,0.045,4.855
Colo9345_rep3_Dep6_Tu10,1.520,6.058,1.504,3.804,1.102,0.098,2.445,1.085,5.792,4.614,7.346,1.934,7.979,7.181,5.522,3.523,8.486,11.730,4.784,4.013,6.946,0.687,1.848
Colo9345_rep4_Dep6_Tu2,0.787,6.317,0.512,0.255,2.362,0.173,1.075,9.077,5.839,5.543,1.026,1.906,17.924,0.288,0.508,24.400,6.386,6.340,5.627,0.541,1.219,0.870,1.023
Colo9345_rep2_Dep6_Tu20,2.386,6.205,0.513,5.466,2.554,0.983,3.253,5.527,1.318,2.971,0.836,3.062,4.786,0.977,8.836,2.457,6.989,2.759,8.083,10.737,4.822,13.987,0.496
Colo9345_rep3_Dep6_Tu50,1.500,2.267,3.405,7.661,0.204,4.378,1.808,2.390,1.373,2.641,1.593,0.650,0.754,18.898,4.092,0.111,0.842,0.080,6.088,13.100,10.095,15.780,0.288
Colo9345_rep6_Dep6_Tu0.1,0.309,4.186,0.153,0.060,2.508,0.011,1.446,6.528,5.622,3.783,6.019,3.765,17.990,0.021,0.011,10.561,10.573,1.240,0.203,0.101,0.092,0.009,24.811
Colo9345_rep3_Dep6_Tu40,1.552,0.853,2.860,4.483,0.777,4.502,2.337,0.938,6.787,3.835,2.642,0.118,0.950,6.475,20.510,1.344,1.859,0.316,9.042,4.912,7.318,14.953,0.638
Colo9345_rep6_Dep6_Tu3,0.845,5.401,0.766,0.242,3.058,0.335,0.779,12.126,1.764,2.863,4.759,3.333,13.807,0.641,1.251,0.220,18.168,1.598,6.569,3.765,0.086,1.035,16.590
Colo9345_rep9_Dep6_Tu50,0.819,1.435,2.194,5.285,2.467,2.210,2.771,3.463,5.054,2.112,5.192,2.318,4.295,5.008,3.109,7.711,0.884,2.096,9.660,14.829,11.541,4.705,0.842
Colo9345_rep1_Dep6_Tu3,0.894,2.208,0.069,1.446,3.196,0.190,0.205,5.578,1.570,6.865,9.173,4.523,14.560,0.287,1.344,5.506,12.968,6.777,6.024,1.349,0.419,3.187,11.665
Colo9345_rep6_Dep6_Tu30,2.254,0.590,1.768,7.163,1.942,2.747,0.996,3.726,3.799,4.465,3.722,1.324,0.764,9.986,8.453,0.137,2.339,5.090,4.372,12.217,13.419,6.731,1.997
Colo9345_rep1_Dep6_Tu20,0.159,7.451,1.217,5.969,0.381,2.263,3.470,3.112,2.560,2.999,6.527,1.392,1.035,1.883,0.486,1.693,3.580,10.262,6.760,12.715,10.259,13.484,0.342
Colo9345_rep4_Dep6_Tu0.5,0.554,1.191,0.200,0.065,2.968,0.055,2.812,3.082,7.701,5.129,10.843,1.324,17.021,0.341,0.085,2.026,14.581,11.830,1.076,0.127,0.074,0.073,16.843
Colo9345_rep9_Dep6_Tu10,0.718,1.071,1.290,1.186,2.365,0.077,3.008,7.217,3.749,2.924,10.064,2.065,15.310,0.778,0.921,9.775,1.883,12.539,4.872,1.826,1.217,0.724,14.423
Colo9345_rep3_Dep6_Tu1,0.080,2.398,0.606,0.359,3.093,0.091,1.408,7.693,5.193,4.950,6.011,2.608,19.927,1.106,0.449,8.515,22.380,4.110,1.961,0.211,0.262,0.110,6.480
Colo9345_rep7_Dep6_Tu0.1,0.223,3.890,0.150,0.035,2.225,0.007,2.279,9.076,4.533,5.078,11.913,2.985,3.166,0.053,0.013,10.028,27.001,2.965,1.255,0.140,0.034,0.016,12.937
Colo9345_rep4_Dep6_Tu20,2.035,4.878,2.492,2.638,2.143,2.599,3.059,6.599,0.215,0.135,6.702,2.661,1.887,8.007,3.049,5.695,0.855,1.676,15.221,4.844,14.469,6.689,1.452
Colo9345_rep7_Dep6_Tu5,0.806,4.442,1.198,1.473,1.633,0.539,3.460,7.528,4.622,4.493,5.075,1.837,11.490,4.607,3.332,7.955,13.019,11.402,4.115,0.463,3.831,0.468,2.210
Colo9345_rep10_Dep6_Tu50,0.169,2.006,2.611,5.520,1.649,1.816,1.926,4.861,2.273,6.672,2.618,3.047,3.483,2.507,7.451,3.410,1.123,6.381,7.849,5.839,16.075,4.778,5.936
Colo9345_rep2_Dep6_Tu50,1.176,2.539,3.040,3.950,0.872,4.983,1.839,2.792,0.765,1.826,2.211,2.005,0.831,12.497,9.463,0.065,0.010,0.710,6.644,0.849,32.782,6.703,1.449
Colo9345_rep10_Dep6_Tu40,2.378,4.308,1.092,2.215,0.279,1.757,2.410,5.230,6.266,4.663,5.077,2.305,2.784,7.334,11.532,8.084,0.701,7.616,11.396,2.230,5.379,1.534,3.432
Colo9345_rep9_Dep6_Tu20,0.039,5.881,0.643,1.514,2.058,0.626,2.615,3.912,7.686,3.421,5.687,2.843,11.441,0.880,3.557,8.701,8.620,5.680,6.277,2.766,5.258,0.883,9.014
Colo9345_rep8_Dep6_Tu3,0.311,4.406,0.352,0.049,1.491,0.041,2.548,5.672,2.234,6.103,11.335,2.897,10.148,0.516,0.024,26.230,10.398,11.908,2.098,0.212,0.016,0.089,0.923
