Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Colo9345_rep1_Dep6_Tu5,0.003,54.968,0.000,0.040,0.034,0.001,0.055,0.780,1.028,0.324,2.979,0.102,20.922,18.765
Colo9345_rep8_Dep6_Tu30,0.001,45.779,0.025,0.545,0.377,0.055,0.231,1.516,0.500,0.987,2.198,0.339,15.880,31.566
Colo9345_rep5_Dep6_Tu1,0.000,69.424,0.000,0.000,0.001,0.000,0.009,0.369,0.199,0.010,1.898,0.003,26.033,2.054
Colo9345_rep5_Dep6_Tu20,0.272,21.796,0.504,1.860,0.416,0.696,0.807,0.146,5.044,1.641,4.235,0.476,9.470,52.637
Colo9345_rep7_Dep6_Tu20,0.208,23.698,0.276,1.876,0.549,0.433,0.644,3.928,2.396,1.306,2.903,0.397,8.527,52.859
Colo9345_rep6_Dep6_Tu2,0.000,63.490,0.000,0.012,0.008,0.000,0.021,0.885,0.111,0.039,1.941,0.023,26.798,6.671
Colo9345_rep10_Dep6_Tu10,0.000,63.229,0.000,0.040,0.006,0.000,0.023,0.631,0.132,0.062,2.621,0.047,24.139,9.068
Colo9345_rep1_Dep6_Tu10,0.020,40.840,0.064,0.926,0.386,0.051,0.246,1.881,1.832,0.426,3.126,0.067,15.825,34.308
Colo9345_rep3_Dep6_Tu30,0.304,12.283,0.744,2.549,1.047,0.751,0.744,5.037,1.901,1.769,4.631,0.670,3.099,64.472
Colo9345_rep6_Dep6_Tu1,0.000,68.959,0.000,0.033,0.003,0.000,0.008,0.478,0.022,0.028,1.645,0.005,27.293,1.527
Colo9345_rep2_Dep6_Tu10,0.049,42.170,0.104,0.534,0.303,0.048,0.283,1.884,1.246,0.143,3.091,0.232,15.454,34.460
Colo9345_rep6_Dep6_Tu5,0.004,53.872,0.000,0.094,0.024,0.002,0.071,1.454,0.487,0.211,2.501,0.167,22.559,18.554
Colo9345_rep5_Dep6_Tu10,0.130,42.063,0.145,0.692,0.279,0.082,0.204,1.903,1.040,0.914,3.587,0.119,15.337,33.505
Colo9345_rep5_Dep6_Tu40,0.555,2.484,0.801,3.959,0.863,1.297,1.387,5.211,4.668,1.869,2.995,0.489,2.169,71.252
Colo9345_rep1_Dep6_Tu0.1,0.000,67.531,0.000,0.000,0.000,0.000,0.001,0.183,0.082,0.008,1.778,0.011,30.406,0.000
Colo9345_rep3_Dep6_Tu10,0.098,41.568,0.060,0.693,0.253,0.080,0.360,1.288,2.292,0.244,3.166,0.044,16.232,33.623
Colo9345_rep4_Dep6_Tu2,0.000,64.788,0.000,0.003,0.016,0.000,0.026,0.556,0.370,0.068,2.204,0.003,25.552,6.414
Colo9345_rep2_Dep6_Tu20,0.410,22.518,0.327,2.592,0.451,0.327,0.597,3.188,2.689,0.900,3.752,0.455,8.935,52.860
Colo9345_rep3_Dep6_Tu50,0.595,0.104,0.962,4.795,0.631,1.047,1.074,0.605,8.732,2.266,1.916,0.186,0.085,77.003
Colo9345_rep6_Dep6_Tu0.1,0.000,66.651,0.000,0.000,0.000,0.000,0.000,0.016,0.305,0.013,2.375,0.005,30.635,0.000
Colo9345_rep3_Dep6_Tu40,0.433,2.884,0.973,4.192,0.976,1.203,0.984,3.462,5.366,1.940,3.001,0.721,2.315,71.551
Colo9345_rep6_Dep6_Tu3,0.003,61.550,0.000,0.035,0.020,0.001,0.099,0.987,0.734,0.232,1.394,0.040,24.478,10.425
Colo9345_rep9_Dep6_Tu50,0.074,26.548,0.096,2.108,0.397,0.118,0.496,1.586,2.679,1.596,3.194,0.127,9.286,51.697
Colo9345_rep1_Dep6_Tu3,0.001,61.394,0.000,0.020,0.009,0.000,0.033,0.853,0.465,0.002,3.139,0.045,23.038,11.000
Colo9345_rep6_Dep6_Tu30,0.469,10.091,0.755,2.543,0.765,1.066,0.805,3.655,4.915,1.067,3.641,0.644,5.146,64.438
Colo9345_rep1_Dep6_Tu20,0.228,21.908,0.478,2.220,0.555,0.192,0.590,3.589,1.744,1.251,3.316,0.636,9.833,53.458
Colo9345_rep4_Dep6_Tu0.5,0.000,69.087,0.000,0.000,0.000,0.000,0.009,0.207,0.260,0.025,1.882,0.009,28.519,0.000
Colo9345_rep9_Dep6_Tu10,0.000,62.635,0.000,0.112,0.006,0.000,0.016,0.380,0.228,0.026,2.716,0.068,24.679,9.134
Colo9345_rep3_Dep6_Tu1,0.000,68.206,0.000,0.000,0.003,0.000,0.006,0.158,0.274,0.022,2.241,0.021,27.316,1.752
Colo9345_rep7_Dep6_Tu0.1,0.000,67.899,0.000,0.000,0.000,0.000,0.000,0.154,0.036,0.008,1.606,0.001,30.296,0.000
Colo9345_rep4_Dep6_Tu20,0.176,21.051,0.368,2.869,0.652,0.210,0.665,3.515,3.638,1.455,0.856,0.486,11.417,52.644
Colo9345_rep7_Dep6_Tu5,0.003,54.479,0.001,0.175,0.053,0.001,0.067,0.699,0.785,0.251,3.030,0.170,21.673,18.612
Colo9345_rep10_Dep6_Tu50,0.113,23.747,0.376,2.553,0.511,0.238,0.348,2.802,2.469,2.797,3.110,0.305,10.315,50.318
Colo9345_rep2_Dep6_Tu50,0.450,0.080,0.951,4.319,0.625,1.548,1.322,6.377,3.900,0.843,1.728,0.545,0.175,77.136
Colo9345_rep10_Dep6_Tu40,0.302,32.601,0.239,1.891,0.567,0.184,0.239,3.318,2.322,0.742,2.130,0.382,14.554,40.528
Colo9345_rep9_Dep6_Tu20,0.011,53.628,0.001,0.048,0.093,0.001,0.080,2.131,0.455,0.267,1.980,0.004,21.221,20.080
Colo9345_rep8_Dep6_Tu3,0.000,69.602,0.000,0.000,0.001,0.000,0.001,0.054,0.138,0.020,1.546,0.008,28.314,0.315
Colo9345_rep5_Dep6_Tu3,0.000,62.043,0.000,0.035,0.009,0.000,0.007,0.325,0.396,0.242,1.884,0.033,24.789,10.236
