Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,3.571,0.851,2.685,1.337,2.640,3.745,0.283,5.814,6.233,3.826,1.987,0.982,2.754,0.795,0.432,0.713,2.571,3.118,0.067,4.661,2.461,2.554,0.817,0.313,0.288,1.695,0.688,0.114,0.177,0.001,0.319,0.398,2.974,0.583,3.820,0.279,0.621,1.118,2.050,2.695,3.419,4.160,4.947,2.821,0.874,2.754,1.159,3.120,2.225,1.492
Breast-GC1002976,0.969,0.249,4.766,0.787,2.554,0.650,2.630,5.371,1.040,2.811,0.875,2.857,0.644,1.669,1.803,2.239,2.462,2.609,1.925,2.015,0.815,2.024,1.029,0.862,1.936,1.519,2.166,0.086,0.402,0.033,1.302,2.596,2.692,1.448,2.393,2.417,0.700,1.087,3.665,2.929,4.972,1.541,0.735,0.313,3.421,0.818,3.527,5.741,3.949,1.952
Breast-GC1002977,1.229,0.485,4.359,4.677,8.995,6.336,4.745,6.996,4.622,3.853,0.433,1.605,1.697,9.123,1.517,0.551,0.622,0.026,1.323,1.404,2.912,1.018,2.798,0.071,0.413,0.488,0.211,0.043,0.002,0.000,0.073,0.143,1.326,0.270,2.090,0.170,0.764,0.737,0.762,0.346,1.240,2.559,0.137,1.215,0.754,3.515,2.597,0.458,2.578,5.713
Breast-GC1002978,0.236,1.845,3.854,1.239,1.053,1.079,3.902,4.025,4.036,0.480,5.115,4.350,3.009,1.786,4.022,1.134,2.093,0.505,0.593,3.197,2.402,1.936,2.824,0.711,1.920,0.422,2.640,0.153,0.150,0.001,1.031,0.102,1.216,3.497,1.394,3.933,0.475,0.447,0.328,3.309,5.785,3.065,1.771,0.415,0.269,1.042,1.113,5.472,0.827,3.798
Breast-GC1002979,2.519,1.748,2.600,5.921,2.339,7.289,2.837,7.909,2.220,3.998,3.428,2.554,2.226,1.367,1.219,1.055,0.734,0.216,3.096,1.679,2.775,0.590,0.392,0.776,0.749,1.085,1.048,1.946,0.314,0.343,0.331,0.513,2.521,1.453,2.603,1.616,1.333,1.592,0.947,2.037,1.229,1.479,0.558,0.181,4.509,3.949,1.107,0.843,0.552,3.678
Breast-GC1002980,2.617,3.707,1.742,5.228,1.662,3.588,4.461,0.392,2.781,3.529,4.200,3.663,2.689,1.959,1.147,3.661,3.274,3.846,1.108,2.106,1.640,0.109,1.937,0.031,0.843,0.798,0.680,0.088,0.114,0.004,0.091,0.343,1.192,1.877,2.090,2.541,1.323,1.724,0.134,2.573,3.374,0.886,4.673,2.544,3.459,2.762,2.830,1.032,0.601,0.350
Breast-GC1002981,2.590,3.629,8.537,1.376,1.089,0.828,1.744,7.184,2.201,5.137,4.202,0.980,1.871,2.095,1.890,3.294,1.734,2.593,0.810,0.458,0.634,0.274,2.105,0.372,0.323,1.062,1.215,0.055,0.145,0.001,0.201,0.466,3.431,0.077,4.158,1.450,2.254,1.908,0.571,0.359,4.411,3.285,1.431,2.620,4.142,4.559,0.688,0.001,0.836,2.723
Breast-GC1003967,2.787,3.667,0.503,5.762,1.708,3.479,2.317,0.492,1.462,1.657,5.260,2.824,2.907,2.272,2.186,3.897,2.284,0.225,1.920,0.899,2.210,2.790,0.268,0.388,1.042,1.358,0.996,0.144,0.275,0.031,0.244,0.708,0.492,3.556,3.677,2.694,0.444,2.150,1.792,0.223,0.703,4.238,6.348,1.115,2.539,0.784,5.768,0.973,1.574,1.968
Breast-GC1003968,3.109,4.637,2.052,1.927,1.593,3.353,2.949,2.260,0.838,0.333,3.407,2.778,2.536,3.398,1.450,2.143,2.704,0.441,2.247,1.850,2.274,3.306,0.007,2.021,1.095,0.501,0.265,0.181,0.807,0.253,0.736,1.762,0.043,3.139,0.544,0.233,1.864,3.556,0.369,3.108,4.032,4.324,2.646,0.859,2.917,1.626,5.076,2.362,2.127,1.961
Breast-GC1003970,2.905,0.886,3.763,5.279,3.005,3.368,3.462,3.897,2.084,4.123,0.089,6.247,0.626,2.322,0.781,2.708,3.214,3.353,2.986,0.408,2.584,0.307,2.628,0.264,0.872,0.543,1.279,0.212,0.082,0.009,0.321,0.440,1.171,2.616,2.561,1.893,2.271,1.190,2.746,1.512,2.431,2.650,0.239,3.863,2.525,3.398,0.306,0.918,0.832,1.834
Breast-GC1003971,2.443,2.699,2.870,0.778,0.287,2.450,2.719,2.505,1.975,3.991,3.498,1.855,4.040,3.095,2.467,0.159,2.345,3.278,3.677,3.495,0.635,2.126,1.295,0.331,1.099,1.817,0.144,0.484,0.067,0.094,1.266,0.948,3.759,1.428,3.299,2.583,1.083,2.792,2.338,1.367,0.312,1.663,1.579,2.216,3.265,2.287,0.183,3.066,1.701,4.151
Breast-GC1003972,4.042,2.377,1.000,2.690,1.912,0.211,2.145,0.074,3.286,1.781,4.580,4.444,3.064,2.612,2.987,2.705,0.007,0.578,2.229,3.390,3.194,0.273,2.691,0.375,1.678,1.562,0.312,0.753,0.777,0.271,0.668,0.621,0.456,1.346,2.133,3.758,1.420,3.405,1.175,1.123,1.078,2.995,4.720,2.898,3.256,2.898,3.921,2.611,0.519,0.998
Breast-GC1003974,0.401,3.024,5.777,2.555,6.479,6.873,5.593,2.209,6.048,1.673,0.373,4.913,1.198,2.671,1.010,1.890,0.011,2.266,0.547,2.381,0.009,2.234,0.783,0.307,0.457,0.452,0.165,0.811,0.558,0.414,0.945,0.019,0.203,2.301,2.518,1.868,1.599,1.728,0.525,2.481,1.716,0.301,1.705,3.593,0.487,3.683,2.652,3.290,0.405,3.896
Breast-GC1002311,3.374,3.691,3.269,4.076,2.136,2.580,0.666,3.774,1.389,5.131,3.098,2.850,2.526,0.776,1.899,1.359,0.570,1.666,2.272,3.569,0.654,2.152,2.556,0.250,0.299,1.134,0.527,0.153,0.108,0.000,0.162,0.687,2.735,2.131,3.152,2.354,0.258,1.799,0.197,2.362,5.028,0.907,3.114,4.878,0.090,4.509,0.283,0.215,4.154,2.483
Breast-GC1004006,2.957,3.897,5.437,5.755,0.356,1.196,5.083,4.337,2.754,4.542,1.327,2.753,1.229,1.460,3.088,3.690,0.138,0.560,2.360,4.016,0.258,3.245,0.989,0.050,0.536,1.009,1.167,0.192,0.099,0.002,0.103,0.708,2.097,1.932,4.287,0.487,1.285,2.442,0.859,0.451,3.680,2.984,2.967,0.115,1.625,0.934,2.120,3.567,2.121,0.755
Breast-GC1004007,3.947,4.635,1.027,1.513,0.910,2.748,0.666,3.251,2.312,4.418,0.097,1.388,0.544,3.807,2.980,3.502,4.024,1.743,1.897,0.714,2.596,0.587,2.133,0.320,1.315,0.660,1.442,0.213,0.531,0.008,0.444,1.850,2.004,2.910,3.056,3.459,0.904,3.462,0.141,1.227,7.903,0.313,3.561,0.454,3.591,0.317,0.155,1.361,4.673,2.284
Breast-GC1004008,1.623,3.325,5.832,4.926,4.469,6.429,4.075,1.704,3.519,1.631,3.307,2.566,0.561,1.034,1.957,2.274,1.952,1.088,2.831,1.783,1.014,2.553,1.617,0.213,0.898,0.071,1.319,0.258,0.271,0.045,0.279,0.499,1.440,0.681,1.814,1.992,1.279,0.745,1.571,0.859,2.836,3.533,2.072,2.190,3.550,3.316,0.689,0.860,2.394,2.256
Breast-GC1004009,1.715,1.932,6.055,4.056,4.111,2.973,4.459,2.812,5.454,3.708,0.941,2.538,2.128,0.631,0.862,0.950,1.477,1.183,0.854,1.628,1.908,0.327,1.354,0.887,0.056,1.964,1.383,0.426,0.293,0.085,0.386,1.660,2.272,1.026,1.602,1.843,1.556,0.381,1.272,2.035,3.909,3.497,1.571,4.165,6.076,3.151,1.178,3.209,0.022,0.039
Breast-GC110693,2.725,1.553,3.830,0.068,5.902,6.041,4.718,8.237,0.635,3.160,3.685,1.530,0.918,2.471,1.506,0.520,1.689,2.073,2.616,0.045,1.909,0.743,2.419,0.373,1.141,1.708,0.988,0.476,0.403,0.073,1.028,1.657,2.022,0.646,0.800,2.079,0.251,0.703,1.530,0.712,1.378,1.368,6.004,3.551,2.987,1.170,7.484,0.075,0.386,0.014
Breast-GC110694,2.823,0.059,1.308,4.055,2.774,2.969,3.111,2.036,4.233,1.981,1.018,4.314,1.902,1.580,0.335,2.506,1.678,3.868,2.415,4.194,2.562,0.595,1.538,0.698,0.679,2.229,0.736,0.179,0.566,0.005,0.165,0.204,0.889,4.328,2.855,2.208,0.989,2.719,0.868,0.374,1.095,4.014,2.909,2.709,0.060,3.351,3.290,1.931,3.431,2.667
Breast-GC110695,1.958,1.479,2.646,0.252,1.367,0.752,4.191,1.535,0.801,1.195,2.225,4.137,2.324,3.660,3.975,2.252,1.774,1.038,0.345,3.968,1.504,0.611,1.028,0.537,0.339,1.638,1.317,0.674,0.147,0.012,0.853,2.478,1.335,0.739,3.642,3.337,1.773,0.535,2.921,3.206,4.764,0.434,2.076,4.360,1.267,0.960,4.939,1.045,6.356,3.298
Breast-GC110696,3.939,0.038,4.815,1.360,0.455,0.931,4.496,3.082,2.674,5.979,1.717,2.773,4.736,1.420,5.032,1.631,0.755,0.528,3.429,0.958,2.449,1.990,2.311,0.247,0.446,1.403,0.377,0.217,0.140,0.002,0.364,0.845,0.049,2.223,1.653,2.529,1.331,2.959,2.288,1.855,1.378,2.346,3.095,3.935,2.526,2.670,3.678,0.385,0.168,3.393
Breast-GC116960,2.667,3.390,3.256,2.997,1.271,5.560,1.294,1.937,4.273,4.896,3.036,3.935,3.442,1.589,0.039,0.035,3.361,3.844,2.812,3.081,2.207,0.769,2.025,0.121,1.332,1.179,0.856,0.653,0.186,0.144,0.099,1.369,2.632,0.792,1.531,0.069,2.640,1.913,1.749,1.305,2.166,0.542,0.223,1.613,1.951,0.141,5.279,3.323,3.878,0.599
Breast-GC116963,1.816,2.775,1.588,2.692,0.363,9.058,7.878,13.153,12.095,0.660,1.752,0.866,1.276,1.701,2.921,0.288,0.369,1.331,1.646,0.064,1.568,0.991,0.713,0.166,0.855,0.276,0.381,0.197,0.053,0.014,0.071,0.196,0.030,0.741,1.310,0.247,0.662,2.059,2.079,0.075,3.217,0.004,3.281,2.019,1.503,8.411,0.025,0.010,4.134,0.420
Breast-GC116964,0.986,3.778,1.344,1.332,0.698,2.394,0.939,3.355,2.298,4.472,3.111,3.042,2.927,2.492,2.288,2.033,0.090,1.350,0.552,1.714,3.720,1.263,1.511,0.104,0.960,2.033,0.410,0.112,0.262,0.001,0.418,4.069,0.500,4.265,2.592,2.256,1.190,2.064,0.817,1.043,0.915,2.608,0.667,4.469,4.322,0.294,6.001,0.146,6.646,3.143
Breast-GC116965,4.637,5.468,1.291,2.070,1.777,0.940,2.031,2.102,0.506,1.428,2.985,3.138,2.805,3.548,3.382,3.054,3.256,1.412,2.921,0.206,1.214,0.161,1.367,0.519,1.371,0.867,0.893,0.382,0.257,0.001,0.578,0.707,4.054,2.435,4.203,0.309,0.371,2.745,3.414,0.456,3.617,4.042,4.383,2.001,1.661,0.523,3.347,0.379,3.410,1.378
Breast-GC116966,4.666,2.260,2.933,2.047,1.728,2.919,0.937,3.764,0.184,2.137,1.521,4.497,2.214,3.236,4.645,2.958,1.024,3.512,0.792,1.744,2.505,1.989,2.493,0.287,0.756,1.065,0.063,0.138,0.068,0.000,0.225,0.530,2.080,1.606,1.961,4.156,2.161,0.674,1.817,1.415,3.553,1.991,4.455,0.416,3.087,0.400,0.039,4.246,2.350,3.755
Breast-GC116967,4.192,2.781,1.437,0.732,1.374,4.742,1.385,3.157,1.157,2.270,4.767,1.176,4.881,0.777,0.330,0.890,1.523,1.807,2.639,2.328,1.190,0.584,2.817,0.211,1.339,1.605,0.824,0.631,0.520,0.005,1.599,0.660,1.576,0.778,4.362,3.740,1.219,0.410,2.595,0.334,6.382,3.371,5.327,3.231,1.142,4.031,2.368,0.941,0.582,1.280
Breast-GC116968,2.392,3.286,3.662,2.057,5.978,4.488,4.893,5.072,5.126,2.124,3.846,3.112,0.607,1.879,0.053,1.817,2.356,0.473,2.146,0.304,0.222,1.839,2.420,0.304,1.360,1.549,0.423,0.394,0.184,0.051,0.219,0.020,3.416,0.751,1.274,2.493,0.065,1.323,0.248,1.390,2.401,2.134,4.709,2.285,2.589,2.921,1.320,3.934,0.619,1.470
Breast-GC116969,1.309,2.827,7.988,1.611,5.900,7.078,3.851,3.274,7.100,4.274,0.740,3.396,2.133,0.972,2.741,2.560,1.811,0.669,2.389,2.416,0.450,1.331,0.172,0.048,0.004,0.960,1.015,0.152,0.147,0.001,0.119,0.332,1.023,2.858,1.721,1.680,0.665,0.070,0.585,0.519,4.874,1.639,3.742,1.386,1.119,0.351,3.781,1.990,0.063,2.163
