Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Breast-GC1002975,0.860,3.888,0.738,3.019,7.773,8.035,6.781,7.158,0.195,2.620,4.213,5.156,0.901,2.036,1.748,0.524,0.264,1.140,0.859,2.580,0.396,0.608,0.855,0.002,0.038,0.183,0.028,0.000,0.001,0.000,0.056,0.358,0.893,4.890,1.033,2.681,0.015,0.198,2.301,3.801,21.175
Breast-GC1002976,0.935,2.063,8.905,5.337,5.653,4.288,2.066,1.557,4.658,1.286,0.553,1.326,1.736,0.948,0.482,0.282,0.255,0.738,1.845,2.967,3.673,0.126,0.322,0.001,0.044,0.297,0.115,0.000,0.008,0.000,0.305,1.166,0.108,4.331,1.395,25.325,0.000,0.003,0.010,0.195,14.695
Breast-GC1002977,0.013,0.015,11.726,6.296,15.960,9.200,0.105,2.489,6.922,1.303,3.959,1.565,2.692,11.312,0.137,0.278,0.040,0.062,0.955,0.145,6.100,1.920,0.069,0.000,0.001,0.021,0.009,0.000,0.000,0.000,0.048,0.248,0.018,3.732,0.009,0.000,0.000,0.003,0.004,0.001,12.644
Breast-GC1002978,0.540,0.935,4.436,5.830,4.092,5.968,3.152,0.508,1.807,8.385,6.571,2.957,0.790,1.538,0.139,2.248,1.787,0.148,0.720,1.853,1.000,0.191,0.819,0.000,2.699,0.042,0.748,0.000,0.000,0.000,0.054,0.595,2.622,5.105,1.792,0.139,0.041,0.049,3.913,4.477,21.310
Breast-GC1002979,1.692,0.529,3.723,10.517,3.081,6.288,2.583,11.474,6.525,5.685,0.960,4.649,0.877,1.466,1.173,1.265,0.524,1.512,0.882,1.078,0.473,1.276,0.590,0.757,0.037,0.884,1.088,1.515,0.392,0.027,0.393,0.142,4.131,0.177,1.562,0.431,0.755,0.016,0.409,4.040,14.424
Breast-GC1002980,3.849,1.290,1.943,1.726,0.346,8.770,5.158,8.174,4.690,4.713,1.967,4.111,0.153,1.345,1.412,2.252,5.719,0.766,1.957,1.453,0.567,0.579,0.004,0.000,0.001,0.004,0.001,0.000,0.000,0.000,0.000,0.003,1.168,1.819,0.974,0.106,0.004,0.447,8.465,1.980,22.085
Breast-GC1002981,1.958,3.162,7.641,2.223,7.668,4.442,6.239,6.889,1.637,0.576,7.626,6.191,0.214,1.180,0.139,1.143,1.111,2.217,1.002,1.536,0.568,0.698,0.058,0.001,0.063,0.046,0.172,0.000,0.000,0.000,0.012,0.257,3.173,2.138,0.635,4.835,0.020,0.102,3.946,0.592,17.889
Breast-GC1003967,5.322,1.334,3.911,0.825,2.292,2.804,4.724,4.711,6.561,6.096,2.902,5.961,1.262,1.613,1.059,0.896,2.274,1.530,0.112,1.037,0.249,0.317,0.520,0.031,0.002,0.012,0.456,0.000,0.270,0.000,0.166,0.827,0.615,3.901,2.352,2.873,0.238,0.106,5.396,1.822,22.621
Breast-GC1003968,4.171,0.478,3.926,3.784,4.241,1.999,6.501,3.862,3.721,2.124,2.697,3.548,0.097,1.299,1.155,0.563,1.727,1.571,3.638,2.751,0.211,0.726,0.607,0.144,0.119,0.460,0.265,0.208,0.333,0.194,0.273,1.392,0.433,9.397,0.031,9.387,0.270,1.103,0.331,0.907,19.357
Breast-GC1003970,2.166,2.398,4.820,2.777,5.539,2.843,0.214,7.626,3.498,4.016,14.943,11.954,1.902,0.726,0.740,0.506,1.037,0.497,0.898,1.061,1.354,0.748,0.087,0.000,0.388,0.426,0.128,0.000,0.002,0.000,0.043,0.959,0.179,5.176,0.789,2.248,0.037,0.130,0.781,4.055,12.308
Breast-GC1003971,3.354,5.068,3.846,1.669,3.886,1.081,0.326,4.467,2.175,7.226,4.299,7.411,2.844,3.725,0.928,1.697,0.962,2.636,1.481,1.738,0.449,0.856,0.096,0.097,0.000,0.072,0.189,0.020,0.323,0.095,0.198,1.177,3.912,0.963,1.949,4.023,0.006,1.149,3.286,2.251,18.069
Breast-GC1003972,2.476,2.503,1.090,3.966,2.698,1.857,2.702,3.796,3.794,5.467,3.468,9.052,1.750,1.378,0.668,1.246,1.776,0.469,1.351,2.078,0.774,0.574,0.723,0.160,0.351,0.206,0.060,0.010,0.289,0.629,0.146,0.003,1.640,2.325,1.706,8.277,0.111,0.288,5.396,1.581,21.166
Breast-GC1003974,0.214,2.667,19.580,2.810,0.416,8.842,5.066,7.433,3.116,2.980,3.931,5.364,1.336,1.393,0.509,0.821,0.149,0.642,1.172,0.762,0.631,0.182,1.014,0.001,0.011,0.061,0.255,0.025,0.450,0.545,1.134,0.278,2.040,3.326,1.071,0.012,1.033,0.731,1.415,0.717,15.867
Breast-GC1002311,3.079,3.930,4.196,2.280,2.099,6.694,5.527,3.869,3.804,6.401,4.312,3.362,0.634,0.656,0.657,1.920,1.786,1.764,0.507,1.335,0.370,0.060,0.150,0.000,0.000,0.002,0.032,0.000,0.000,0.000,0.000,0.013,0.399,1.867,0.221,0.069,0.000,0.006,0.710,13.450,23.840
Breast-GC1004006,1.294,4.015,5.760,9.280,2.435,0.782,6.439,2.131,4.832,3.207,2.462,8.620,1.498,3.039,1.090,5.382,0.542,0.001,0.312,0.239,0.867,1.266,1.577,0.000,0.490,0.020,0.009,0.000,0.000,0.000,0.001,0.685,1.498,5.664,0.494,1.416,0.008,0.208,3.440,0.870,18.125
