Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Colo9345_rep1_Dep6_Tu5,1.692,5.594,3.426,2.860,30.287,1.344,1.417,0.193,2.477,5.706,7.808,0.946,23.739,12.509
Colo9345_rep8_Dep6_Tu30,1.565,4.035,4.187,1.572,23.152,2.753,2.261,1.631,1.665,2.599,9.051,1.709,20.594,23.227
Colo9345_rep5_Dep6_Tu1,0.157,1.793,2.306,0.004,33.591,0.433,0.695,1.967,2.314,7.243,11.139,1.763,33.832,2.763
Colo9345_rep5_Dep6_Tu20,4.024,6.811,9.593,13.436,6.374,2.221,1.437,1.886,3.121,3.830,5.848,2.101,9.616,29.704
Colo9345_rep7_Dep6_Tu20,2.620,14.210,6.359,12.105,7.670,2.813,2.539,3.059,0.533,4.155,0.537,1.679,12.031,29.692
Colo9345_rep6_Dep6_Tu2,0.900,0.021,3.221,0.070,23.292,1.585,1.598,2.389,1.960,6.987,9.784,2.695,41.476,4.023
Colo9345_rep10_Dep6_Tu10,0.057,1.378,2.576,0.213,26.039,0.759,1.062,0.871,2.393,7.067,11.038,1.868,35.475,9.205
Colo9345_rep1_Dep6_Tu10,0.524,1.697,5.839,8.647,19.952,2.947,3.955,2.417,1.140,5.859,7.729,2.847,14.188,22.259
Colo9345_rep3_Dep6_Tu30,10.702,0.319,8.775,14.375,6.375,3.562,1.480,1.113,1.463,3.943,3.864,0.199,2.839,40.989
Colo9345_rep6_Dep6_Tu1,0.074,1.373,0.546,0.190,40.309,0.753,0.854,1.339,0.888,3.980,9.655,2.249,37.086,0.704
Colo9345_rep2_Dep6_Tu10,1.602,5.800,7.813,4.649,4.030,6.011,1.971,1.776,2.056,4.653,7.694,1.743,27.272,22.929
Colo9345_rep6_Dep6_Tu5,0.210,4.937,1.323,5.647,24.827,2.466,2.972,0.991,0.992,4.682,6.071,1.031,31.682,12.169
Colo9345_rep5_Dep6_Tu10,2.819,7.502,9.026,2.935,9.500,1.389,3.554,2.196,2.006,3.748,5.555,0.549,25.083,24.137
Colo9345_rep5_Dep6_Tu40,7.834,7.483,1.035,21.773,2.189,3.479,1.645,3.511,2.105,1.318,2.810,1.027,0.650,43.142
Colo9345_rep1_Dep6_Tu0.1,0.017,0.115,0.088,0.000,33.293,0.763,1.190,0.868,1.762,2.228,11.194,1.276,47.205,0.001
Colo9345_rep3_Dep6_Tu10,2.404,7.031,4.219,4.622,34.570,5.071,1.860,0.948,0.304,4.175,11.187,1.215,1.546,20.848
Colo9345_rep4_Dep6_Tu2,0.188,1.439,1.771,0.724,39.480,0.259,1.418,2.254,0.355,2.003,14.580,1.693,29.168,4.670
Colo9345_rep2_Dep6_Tu20,5.567,7.788,10.186,12.425,8.916,3.488,1.793,3.153,1.872,0.976,5.040,0.739,6.019,32.037
Colo9345_rep3_Dep6_Tu50,6.917,13.931,4.020,21.112,0.174,2.013,1.216,1.131,1.435,0.681,0.347,0.190,0.174,46.659
Colo9345_rep6_Dep6_Tu0.1,0.024,0.068,0.571,0.000,37.340,0.410,0.676,1.316,1.990,4.004,14.974,1.477,37.149,0.001
Colo9345_rep3_Dep6_Tu40,9.839,10.513,5.258,17.577,1.250,4.025,0.879,2.308,1.796,1.525,1.200,0.462,0.646,42.723
Colo9345_rep6_Dep6_Tu3,1.826,0.349,2.246,1.308,36.892,3.592,1.650,2.230,1.445,5.124,7.120,0.415,31.354,4.449
Colo9345_rep9_Dep6_Tu50,0.466,4.928,5.732,12.101,16.780,4.192,1.439,0.615,2.033,8.331,4.330,1.321,7.683,30.047
Colo9345_rep1_Dep6_Tu3,0.022,3.763,1.045,1.432,29.759,1.530,1.965,0.812,1.724,6.088,10.007,1.656,30.706,9.491
Colo9345_rep6_Dep6_Tu30,4.488,14.523,5.131,13.847,0.304,4.721,1.810,0.168,2.471,3.364,2.588,2.142,4.597,39.845
Colo9345_rep1_Dep6_Tu20,2.841,6.735,10.691,12.088,3.982,3.088,2.222,2.381,1.740,3.678,5.511,2.401,8.654,33.988
Colo9345_rep4_Dep6_Tu0.5,0.095,0.384,0.860,0.000,47.797,0.595,1.531,0.975,0.739,5.355,13.413,1.618,26.639,0.001
Colo9345_rep9_Dep6_Tu10,0.032,1.314,3.538,2.110,36.453,1.904,1.954,0.886,0.837,2.670,10.595,1.137,29.994,6.578
Colo9345_rep3_Dep6_Tu1,0.460,1.742,1.192,0.015,36.882,0.072,1.428,0.609,1.871,2.756,14.292,2.352,35.710,0.621
Colo9345_rep7_Dep6_Tu0.1,0.006,0.068,0.262,0.000,33.586,0.011,0.902,1.288,0.764,5.897,13.633,1.470,42.113,0.001
