Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,2.714,2.790,14.134,6.506,5.590,6.145,0.000,4.474,0.000,5.311,5.677,0.000,0.000,1.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.209,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.000,0.000,1.944,0.000,2.989,0.000,0.000,39.275
Breast-GC1002976,6.152,0.000,16.556,8.704,2.939,0.000,0.000,6.339,0.000,0.000,1.940,0.000,0.000,0.575,0.000,0.000,0.000,0.000,0.000,0.000,0.848,0.000,0.000,0.000,0.000,7.268,1.461,0.000,1.867,0.000,0.104,0.000,0.000,0.000,0.464,0.000,0.000,0.000,0.000,0.000,0.000,10.489,0.000,0.000,1.071,0.000,0.000,0.000,0.000,33.218
Breast-GC1002977,0.000,0.000,7.692,18.014,0.633,26.522,0.419,0.000,0.000,0.000,10.956,0.000,13.602,2.128,0.000,3.584,0.000,0.000,0.000,0.000,11.391,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.162,0.000,0.000,0.000,0.000,0.000,0.000,3.888
Breast-GC1002978,3.215,0.000,11.472,4.851,0.359,9.932,0.000,0.039,0.295,4.667,10.376,2.597,1.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.404,0.130,1.856,0.000,0.887,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.961,0.000,0.000,0.000,0.000,0.000,0.000,3.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.861
Breast-GC1002979,2.043,0.000,18.870,17.431,0.000,0.000,0.727,8.355,0.000,0.265,9.082,0.000,0.000,1.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.552,0.546,0.000,0.525,0.111,5.020,0.583,0.007,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.202,0.000,0.000,0.000,0.000,0.000,15.929,0.000,0.000,0.000,18.351
Breast-GC1002980,5.007,1.844,16.790,0.000,0.000,12.862,0.041,2.567,0.000,2.970,6.398,0.000,0.601,0.924,0.000,0.000,0.000,0.000,0.000,0.000,0.758,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.034
Breast-GC1002981,5.110,0.000,13.265,15.613,0.000,5.748,0.000,4.045,0.000,4.440,6.953,1.497,0.000,0.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.475,0.000,0.000,0.000,0.000,0.000,0.000,3.076,0.000,0.000,1.350,0.000,0.000,0.000,6.069,30.577
Breast-GC1003967,2.764,5.982,15.823,0.000,0.000,7.003,0.000,3.827,1.665,6.167,7.426,0.000,0.000,1.462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.126,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.995
Breast-GC1003968,9.583,0.000,9.737,9.198,3.082,5.462,1.958,2.520,0.000,2.277,2.974,0.469,0.000,0.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.609,0.000,0.000,0.377,0.842,0.000,0.257,0.000,0.000,0.000,0.428,0.809,0.000,0.000,0.000,0.000,0.000,0.000,2.120,0.000,0.000,0.000,0.000,0.000,0.000,12.276,34.393
Breast-GC1003970,3.824,0.000,14.138,4.615,0.000,0.000,2.688,8.543,0.000,15.636,9.334,6.179,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.270,0.000,0.000,0.000,0.000,0.114,0.028,0.000,0.015,0.036,0.000,0.000,0.000,0.399,0.000,0.000,0.000,0.000,0.000,7.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.680
