Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Colo_rep2_Dep6_Tu0.5,0.137,0.015,0.949,3.135,1.620,1.638,7.011,10.133,0.342,2.931,0.409,1.754,0.093,0.194,2.072,1.423,1.033,1.055,0.641,0.601,0.025,0.067,0.020,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.050,0.059,0.000,0.001,0.000,0.347,62.241
Colo_rep2_Dep6_Tu50,0.010,0.002,0.748,0.084,0.428,0.253,0.036,0.121,0.355,0.109,0.069,0.354,0.007,0.020,0.090,0.046,0.091,0.006,0.050,0.085,0.002,0.004,0.006,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.083,13.734,0.000,0.017,0.002,0.000,0.000,0.000,63.034,0.000,20.153
Colo_rep6_Dep6_Tu1,0.147,0.045,4.050,2.770,0.470,2.165,15.033,4.551,0.735,0.747,2.980,0.516,0.057,0.065,1.144,0.540,0.013,1.150,0.330,0.253,0.001,0.027,0.112,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.001,0.000,0.000,0.000,0.000,7.081,55.013
Colo_rep3_Dep6_Tu2,0.002,0.001,3.923,2.177,2.297,3.207,11.493,6.470,0.949,0.872,1.690,0.618,0.020,0.001,0.003,0.454,0.426,0.242,0.027,0.096,0.000,0.001,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.759,44.268
Colo_rep7_Dep6_Tu2,0.012,0.009,4.508,1.590,0.702,1.558,7.205,8.808,6.756,1.528,0.539,0.814,0.006,0.006,0.296,0.246,0.126,0.264,0.082,0.197,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.114,45.632
Colo_rep8_Dep6_Tu0.1,0.008,0.008,2.605,2.879,2.954,6.391,1.548,9.219,6.051,2.331,0.342,1.150,0.016,0.016,1.047,0.096,1.488,0.119,0.067,0.609,0.001,0.005,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.943,41.087
Colo_rep10_Dep6_Tu2,0.169,0.349,3.251,0.185,2.638,1.392,8.121,5.571,3.667,0.620,2.499,1.332,0.075,0.093,1.813,0.539,1.728,1.407,0.384,0.695,0.059,0.134,0.095,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.008,0.247,0.096,0.001,0.001,0.012,1.812,60.969
Colo_rep6_Dep6_Tu3,0.029,0.015,3.044,3.436,3.605,2.875,7.821,9.198,0.283,0.731,1.123,0.735,0.005,0.014,0.312,0.039,0.346,0.549,0.046,0.163,0.008,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.859,44.749
Colo_rep9_Dep6_Tu30,0.356,0.046,2.179,1.114,0.307,3.159,3.483,0.939,0.496,0.861,0.472,0.695,0.067,0.073,0.203,0.460,0.127,0.607,0.008,0.369,0.045,0.016,0.056,0.000,0.002,0.003,0.004,0.000,0.001,0.000,0.043,7.183,0.031,0.139,0.077,0.000,0.002,0.001,43.228,0.006,33.141
Colo_rep9_Dep6_Tu0.5,0.063,0.194,1.766,1.208,1.679,2.978,9.961,4.687,3.076,2.417,0.375,1.734,0.028,0.031,0.285,1.289,0.404,2.099,0.120,1.979,0.032,0.026,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.001,0.104,0.036,0.000,0.001,0.000,0.324,63.027
