Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo_rep2_Dep6_Tu0.5,0.893,0.699,7.042,4.958,2.738,4.201,3.752,8.049,1.518,1.174,5.803,3.827,1.158,0.198,1.231,0.312,0.500,0.048,0.358,0.004,0.248,0.538,0.011,0.000,0.102,0.026,0.000,0.001,0.009,0.000,0.138,0.080,0.436,0.213,1.107,0.755,0.167,0.502,0.036,0.615,5.918,3.165,3.560,3.372,9.781,4.695,6.171,2.071,6.280,1.540
Colo_rep2_Dep6_Tu50,1.171,3.060,1.742,3.242,3.097,1.974,2.516,1.809,2.223,0.413,1.900,2.791,3.202,0.098,1.019,1.355,1.249,1.336,0.434,0.470,0.232,2.986,0.241,0.062,0.222,0.132,1.864,0.017,0.873,0.471,5.202,4.860,2.251,1.164,3.620,1.804,0.578,1.426,0.480,0.427,0.329,5.816,1.773,1.495,0.474,11.376,1.496,0.333,9.024,3.871
Colo_rep6_Dep6_Tu1,1.521,1.649,0.580,8.596,11.338,2.210,2.411,5.037,1.287,0.145,3.691,3.797,1.013,0.727,0.487,0.446,0.350,0.557,0.045,0.175,0.661,0.669,0.856,0.005,0.064,0.032,0.019,0.002,0.013,0.001,0.032,0.007,0.137,1.086,1.327,0.080,0.056,0.556,0.209,0.680,2.191,0.340,6.529,0.854,0.131,7.485,9.474,5.617,10.565,4.256
Colo_rep3_Dep6_Tu2,1.343,1.251,4.764,5.720,7.772,1.657,2.639,2.404,4.224,3.935,4.115,3.219,0.281,1.260,0.710,0.517,0.043,0.748,0.702,0.876,0.221,0.980,0.608,0.000,0.015,0.024,0.006,0.000,0.022,0.001,0.134,0.226,0.401,1.242,1.036,0.317,0.143,0.367,0.024,0.004,5.296,4.113,2.376,6.189,2.449,6.926,15.867,1.922,0.246,0.667
Colo_rep7_Dep6_Tu2,0.572,0.248,3.081,8.096,3.413,2.395,3.026,2.447,4.299,2.632,0.282,0.949,0.988,0.079,0.891,0.703,0.495,0.645,0.518,1.258,0.096,0.385,0.434,0.015,0.287,0.010,0.006,0.001,0.008,0.000,0.072,0.462,0.313,0.921,1.769,0.584,0.133,0.279,0.003,0.237,11.005,4.430,0.443,2.287,5.239,1.218,22.142,4.848,2.730,2.623
Colo_rep8_Dep6_Tu0.1,1.864,0.306,8.895,6.329,0.482,2.040,4.864,2.588,6.959,3.296,1.540,4.164,1.129,0.426,0.574,0.849,1.465,0.585,0.672,0.324,0.154,1.159,1.015,0.000,0.009,0.015,0.009,0.000,0.002,0.000,0.089,0.122,0.282,1.869,1.425,0.135,0.147,0.505,0.127,0.018,0.274,1.859,3.098,2.443,12.520,0.868,13.631,0.503,1.661,6.704
Colo_rep10_Dep6_Tu2,2.096,1.588,7.792,6.170,2.570,6.927,0.445,5.143,4.905,0.466,2.356,5.510,0.871,0.646,1.083,0.513,0.720,1.107,0.263,0.316,0.010,0.432,0.604,0.001,0.009,0.011,0.016,0.000,0.016,0.001,0.420,0.261,0.592,0.882,1.581,0.970,0.194,0.085,0.148,0.246,8.423,5.480,2.031,0.373,0.724,19.766,0.295,1.416,0.889,2.637
Colo_rep6_Dep6_Tu3,1.705,0.462,4.438,7.467,1.423,6.907,1.541,3.002,0.909,2.832,3.249,2.184,0.519,0.156,0.271,0.482,1.229,0.412,0.721,0.177,1.391,1.108,0.676,0.001,0.029,0.037,0.019,0.001,0.000,0.002,0.188,0.062,0.859,0.902,1.894,0.399,0.338,0.076,0.142,0.051,3.529,4.199,1.939,1.026,7.606,4.441,20.947,0.613,2.638,4.800
Colo_rep9_Dep6_Tu30,2.634,2.466,3.538,0.097,0.147,6.630,2.233,4.905,5.985,2.177,4.020,3.269,0.860,1.450,1.001,0.786,0.821,0.683,0.692,0.815,0.239,2.414,1.442,0.112,0.236,0.219,0.255,0.016,0.161,0.032,1.005,3.832,1.406,0.098,1.097,0.643,0.569,0.490,0.610,1.046,1.096,10.720,3.796,3.425,3.107,2.953,1.188,6.227,2.677,3.680
Colo_rep9_Dep6_Tu0.5,0.969,1.714,8.987,2.026,3.907,1.274,1.856,6.799,6.506,1.875,6.019,0.392,0.686,0.922,0.287,0.983,0.310,0.321,0.690,0.897,0.499,0.216,0.114,0.003,0.072,0.039,0.001,0.002,0.000,0.000,0.047,0.066,0.267,0.518,2.157,0.899,0.120,0.166,0.199,0.240,0.343,5.547,1.143,4.420,12.164,7.836,9.256,2.522,3.653,0.069
