Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,0.472,6.855,0.009,0.268,3.424,0.458,2.989,2.698,5.605,5.203,6.902,5.428,1.183,8.270,1.238,2.231,7.631,11.930,1.069,7.126,4.809,3.488,10.716
Breast-GC1002976,3.516,1.458,1.511,0.132,5.378,2.122,0.154,5.524,10.349,5.394,3.696,4.916,12.234,5.992,6.774,0.353,1.881,5.240,7.652,6.717,1.753,0.091,7.162
Breast-GC1002977,0.020,0.413,0.179,0.005,1.147,0.110,2.845,2.359,7.078,0.478,6.705,12.586,20.276,1.607,24.980,12.930,0.023,1.077,1.107,2.105,0.244,0.151,1.575
Breast-GC1002978,0.936,6.184,5.826,0.231,8.468,0.274,4.435,0.241,5.521,4.120,11.816,2.201,6.191,5.149,0.462,2.842,1.277,9.936,9.559,1.216,3.331,5.074,4.709
Breast-GC1002979,5.986,3.154,3.281,0.853,3.514,0.936,1.858,2.975,4.644,0.373,6.915,3.912,16.055,3.181,11.406,7.994,2.293,0.547,7.218,4.576,0.303,3.055,4.972
Breast-GC1002980,0.281,0.530,6.050,0.085,4.159,0.160,3.864,2.641,4.637,7.736,5.444,4.659,0.140,3.254,7.673,5.650,8.788,1.020,6.796,10.068,7.496,2.304,6.565
Breast-GC1002981,0.402,3.801,2.821,0.031,5.600,0.821,2.972,3.473,4.712,2.217,7.001,4.434,7.934,6.757,1.502,5.696,1.216,6.662,1.511,8.942,1.528,11.095,8.869
Breast-GC1003967,1.200,1.499,2.411,0.039,4.021,1.622,3.686,5.153,5.181,9.876,4.160,4.388,2.749,5.718,0.959,5.676,3.776,6.189,5.609,9.941,4.916,2.398,8.832
Breast-GC1003968,1.877,1.911,2.726,0.386,9.835,2.071,2.687,1.455,3.725,10.201,6.308,6.598,7.759,2.920,1.028,9.478,2.350,4.871,6.700,7.992,2.189,4.686,0.248
Breast-GC1003970,2.233,2.787,5.793,0.222,1.856,1.001,0.593,4.161,1.215,4.609,19.850,4.671,10.553,1.449,0.714,1.794,1.569,5.394,0.527,12.504,2.275,5.372,8.859
Breast-GC1003971,1.050,3.978,5.339,0.318,3.771,1.759,3.149,5.318,6.660,9.245,11.273,4.558,1.773,1.933,6.854,5.479,1.763,7.036,2.882,5.277,7.419,1.420,1.747
Breast-GC1003972,1.050,7.326,5.738,1.553,4.610,0.967,3.206,2.263,4.088,7.059,6.263,6.978,3.673,1.880,7.155,2.591,1.760,0.012,0.066,15.828,5.814,0.491,9.631
Breast-GC1003974,0.911,1.543,2.033,0.756,6.335,1.027,2.395,2.766,3.636,2.945,5.962,4.189,21.851,4.403,3.580,0.679,4.988,0.289,2.692,9.209,3.518,8.718,5.575
Breast-GC1002311,0.209,2.071,5.219,0.015,3.327,0.888,4.363,3.456,5.437,6.009,6.039,2.082,7.611,5.909,4.409,4.532,0.596,6.572,3.469,2.987,14.617,3.711,6.472
Breast-GC1004006,0.180,7.143,3.194,0.006,4.385,0.433,5.465,4.832,3.737,1.353,7.853,2.424,0.707,1.940,12.889,4.178,7.821,1.797,3.357,6.445,3.576,3.145,13.139
Breast-GC1004007,0.494,5.964,2.632,0.113,4.991,2.451,5.046,5.632,2.024,4.972,0.187,8.968,2.656,4.633,0.985,6.784,8.471,0.211,7.217,10.779,7.496,2.128,5.164
Breast-GC1004008,0.256,3.244,1.042,0.417,5.845,0.540,3.038,3.753,4.312,2.180,5.413,5.872,13.280,2.614,6.565,2.585,6.759,0.399,4.853,1.289,7.033,9.120,9.592
Breast-GC1004009,2.535,7.876,4.819,1.004,0.731,0.548,1.451,0.282,2.175,5.478,6.083,2.436,16.642,5.270,9.575,5.538,2.529,7.247,4.393,2.291,2.091,4.353,4.654
Breast-GC110693,0.968,2.057,0.421,0.155,6.378,1.139,6.362,1.629,3.930,0.377,0.556,7.694,8.052,4.462,8.844,1.598,1.442,13.480,4.535,9.870,3.077,5.671,7.303
Breast-GC110694,0.594,3.830,0.574,0.161,5.797,2.491,2.635,3.207,3.955,5.092,6.487,4.519,2.861,7.562,0.002,5.988,6.068,9.931,5.807,2.978,6.976,3.626,8.856
Breast-GC110695,1.890,3.109,2.889,0.307,7.120,2.839,4.228,3.890,3.512,4.417,2.165,7.738,3.440,5.043,4.912,13.873,1.974,6.928,1.416,0.052,15.446,0.176,2.637
Breast-GC110696,0.292,5.151,3.512,0.025,3.623,0.646,2.910,1.830,6.140,5.361,8.791,8.396,2.064,3.959,6.026,5.201,3.995,4.026,0.427,10.010,6.836,3.241,7.538
Breast-GC116960,1.379,5.096,2.156,0.142,3.012,2.000,5.644,6.167,1.349,4.726,12.695,6.647,6.496,4.306,3.460,5.027,2.134,1.579,4.740,4.246,1.288,7.483,8.229
Breast-GC116963,0.206,1.487,3.291,0.045,4.704,0.705,1.007,2.422,3.206,2.564,6.146,1.680,17.569,13.201,10.785,2.800,4.370,11.081,1.786,0.099,2.340,4.609,3.896
Breast-GC116964,0.145,3.532,2.096,0.175,2.896,1.603,3.508,4.277,4.183,5.189,12.301,8.076,3.023,2.191,12.896,2.403,1.823,5.755,5.092,4.710,7.107,0.845,6.174
Breast-GC116965,0.714,9.366,4.169,0.033,7.222,1.042,1.997,3.873,6.243,0.501,3.483,5.898,2.073,2.343,8.954,4.234,0.491,2.033,4.530,14.268,11.024,2.472,3.035
Breast-GC116966,0.015,2.429,6.247,0.062,3.069,1.037,0.710,3.236,5.361,5.940,4.092,5.960,3.637,5.087,5.880,1.738,7.329,2.830,4.386,6.676,20.032,0.617,3.631
Breast-GC116967,1.587,3.458,3.089,0.109,4.025,2.012,3.856,3.095,3.650,4.487,10.328,8.413,6.437,0.689,5.794,2.196,0.264,8.906,6.557,4.915,5.405,5.678,5.048
Breast-GC116968,1.046,3.221,0.545,0.418,5.801,1.707,2.600,4.990,1.324,0.970,5.395,3.313,19.478,4.021,6.049,8.988,7.648,2.552,7.920,4.038,5.336,1.401,1.239
Breast-GC116969,0.229,0.319,3.937,0.040,3.002,1.651,2.613,4.925,4.659,3.611,6.102,3.452,13.995,6.505,4.681,3.235,6.506,12.916,4.807,1.019,2.559,1.885,7.354
Breast-GC116970,1.599,0.537,2.674,0.517,6.728,1.185,1.299,3.355,6.527,7.719,8.119,2.183,10.077,0.445,9.698,1.301,4.662,1.264,3.497,4.268,3.649,7.826,10.871
Breast-GC116971,0.683,4.745,4.248,0.191,5.551,1.075,4.782,4.568,4.126,5.850,6.428,3.094,5.852,1.431,1.411,0.919,0.985,3.593,6.785,6.750,10.459,9.381,7.094
Breast-GC110676,0.877,2.331,0.789,0.586,2.990,1.945,3.059,1.795,4.839,1.796,3.979,6.993,2.916,11.254,4.072,3.620,1.495,7.571,11.972,10.756,4.115,6.019,4.229
Breast-GC110678,0.548,3.642,12.566,1.192,4.200,1.115,3.869,5.602,2.901,0.524,15.269,6.355,1.322,5.604,4.004,5.191,0.867,4.846,5.792,1.803,0.509,6.684,5.595
Breast-GC110679,15.219,5.731,1.811,2.784,3.916,0.560,4.596,3.422,5.770,3.048,6.002,0.248,5.067,4.978,4.142,1.460,3.964,5.834,3.340,8.395,2.115,5.853,1.745
Breast-GC110680,0.271,3.789,5.265,0.044,4.820,1.148,2.738,3.636,3.701,5.756,4.181,4.611,9.553,6.586,6.662,4.609,4.769,2.111,4.926,3.698,0.666,6.736,9.725
Breast-GC110681,6.006,1.394,4.951,0.093,11.237,2.436,5.201,1.927,5.304,1.610,1.698,5.276,5.040,3.710,6.696,11.374,3.763,4.548,6.343,0.876,4.512,3.664,2.341
Breast-GC110682,0.215,3.425,0.347,0.191,7.233,1.533,6.726,4.916,0.660,2.920,7.181,8.581,9.868,1.789,3.352,3.025,2.647,7.722,2.229,6.979,2.395,2.480,13.587
Breast-GC110683,1.250,2.792,0.308,0.078,8.648,1.714,6.557,4.639,2.177,0.001,4.320,9.958,5.189,1.849,6.340,8.322,7.101,5.340,8.027,9.857,2.562,0.894,2.079
Breast-GC110684,0.566,6.286,0.174,0.559,3.183,1.007,4.250,3.072,3.587,3.449,9.269,5.831,13.278,2.995,5.591,3.146,1.216,8.238,3.498,6.699,4.194,4.048,5.864
Breast-GC110685,0.413,3.330,8.991,0.218,5.671,1.647,5.245,10.609,0.342,5.607,12.099,8.323,1.144,5.374,2.265,2.611,1.409,6.546,5.292,0.536,7.266,0.001,5.061
Ovarian-GC110686,0.685,4.072,1.141,0.013,4.673,1.743,2.071,6.542,1.891,17.235,0.604,4.420,3.550,4.210,1.499,5.233,4.737,2.890,3.226,8.492,8.750,8.138,4.185
Ovarian-GC114179,0.930,3.944,4.798,0.208,3.240,1.242,4.713,7.620,1.358,10.439,4.403,4.036,5.087,1.756,4.871,0.660,5.355,1.964,8.784,6.356,5.864,2.340,10.031
Ovarian-GC114180,0.176,8.801,7.311,0.494,0.747,0.369,5.284,3.750,6.635,2.663,7.034,4.030,2.502,4.320,3.033,0.345,7.881,4.094,8.356,5.682,6.425,7.630,2.438
Ovarian-GC114181,8.289,14.264,8.756,0.549,3.355,1.499,1.572,4.790,2.478,12.193,2.941,3.645,5.167,3.081,2.058,0.749,7.471,10.827,1.640,1.393,1.085,0.091,2.107
Ovarian-GC114182,13.717,0.157,1.430,0.034,18.958,3.230,0.690,0.219,4.662,3.983,5.893,3.543,6.023,2.967,14.903,3.293,2.601,0.862,0.338,3.396,5.777,1.947,1.376
Ovarian-GC116977,1.539,4.734,4.510,0.180,1.549,3.272,3.320,4.599,0.352,10.487,5.469,6.202,4.467,4.737,3.866,5.331,5.823,4.037,10.459,9.839,0.575,2.006,2.649
Ovarian-GC116979,6.320,9.717,5.177,0.241,6.321,2.551,2.465,4.127,2.362,6.753,8.834,3.012,2.373,1.571,9.210,1.512,4.347,4.171,0.388,2.319,1.359,5.786,9.082
Ovarian-GC116982,2.191,4.376,3.228,0.000,15.411,1.504,3.506,3.602,4.273,5.525,9.238,7.911,2.459,6.473,1.107,5.855,1.693,5.696,4.133,0.635,5.891,1.737,3.556
Ovarian-GC116990,1.844,3.402,1.994,0.116,3.115,2.839,2.887,3.441,5.411,2.650,9.972,4.365,8.500,0.312,4.955,2.870,2.194,9.063,3.893,2.466,3.892,8.398,11.419
Ovarian-GC119363,3.558,3.304,5.868,0.186,1.537,2.053,5.100,10.225,3.999,16.854,1.221,0.188,1.710,5.594,4.317,3.595,6.020,5.806,2.077,5.679,4.051,4.353,2.705
Ovarian-GC119364,1.168,5.542,5.593,0.223,2.751,2.005,4.450,4.369,3.892,0.735,12.848,4.260,9.023,6.574,8.577,0.228,4.543,2.919,6.687,4.643,5.509,0.086,3.376
Ovarian-GC119365,13.311,2.194,3.173,0.010,27.357,1.456,6.129,5.306,0.637,0.128,3.060,4.073,1.884,0.309,4.512,7.520,3.184,0.907,1.735,1.703,7.337,4.029,0.045
Ovarian-GC119366,1.834,18.142,6.994,0.717,5.452,1.475,4.181,1.380,5.379,12.519,3.231,4.804,1.029,3.553,2.019,0.269,9.028,1.010,3.923,3.418,6.121,2.451,1.071
Colorectal-GC121326,1.923,6.630,1.147,0.222,1.343,1.799,1.511,8.021,2.990,9.664,5.793,3.945,3.244,3.415,7.105,5.322,5.983,6.760,5.640,1.376,4.526,5.642,5.996
Colorectal-GC121327,17.611,9.546,1.893,7.432,2.265,5.631,3.904,2.185,2.143,4.697,2.057,1.220,0.880,0.200,0.434,2.348,3.001,2.247,10.365,3.644,8.951,5.544,1.801
Colorectal-GC121328,0.793,4.644,4.495,0.043,2.729,1.420,4.371,3.996,9.039,19.107,2.017,2.900,0.407,3.025,5.842,5.610,0.701,3.312,4.145,6.663,12.695,1.324,0.722
Colorectal-GC121329,0.661,4.731,7.562,0.367,5.897,20.599,7.100,3.540,7.182,15.179,3.689,4.579,0.079,0.575,1.076,1.865,8.853,1.343,1.072,2.814,0.172,0.364,0.702
Colorectal-GC121330,10.261,6.600,6.459,0.378,13.215,0.869,1.076,0.715,2.069,10.842,3.921,1.925,2.454,11.259,0.078,7.016,0.093,2.138,7.414,9.526,1.522,0.078,0.090
Colorectal-GC1003994,0.676,6.072,1.214,0.704,3.470,1.759,3.409,0.789,11.109,12.516,3.172,1.329,3.496,2.418,5.379,8.677,9.014,5.120,3.345,4.914,3.691,7.253,0.473
Colorectal-GC1003995,6.817,5.836,0.704,16.693,6.355,10.616,3.297,2.709,3.413,2.074,2.414,4.329,0.302,2.598,2.141,9.699,1.635,4.903,1.107,7.593,3.809,0.676,0.280
Colorectal-GC1003996,3.694,3.195,2.334,2.288,3.039,1.438,5.189,1.970,4.324,5.006,6.499,3.838,13.819,7.689,0.770,0.794,1.470,9.138,2.056,2.012,4.415,4.427,10.593
Colorectal-GC1003997,0.362,3.124,4.110,0.374,6.310,0.855,3.997,1.706,4.169,5.277,1.168,3.899,5.464,8.052,2.179,3.930,9.074,5.557,3.147,7.178,9.597,9.957,0.515
Colorectal-GC1003998,0.148,6.000,5.629,1.399,3.512,2.591,2.985,5.029,5.673,3.400,8.513,8.379,3.116,2.690,5.536,6.569,5.992,3.521,2.859,0.891,5.193,6.553,3.823
Colorectal-GC1003999,4.964,2.514,5.303,0.123,7.363,1.444,1.361,5.662,3.432,18.201,2.269,5.415,2.265,0.882,6.999,4.788,4.069,0.419,6.616,2.930,4.624,3.837,4.519
