Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,0.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.192,13.113,0.000,34.406,8.047,0.000,0.000,0.000,0.000,0.000,31.610,0.000,0.000,0.000
Breast-GC1002976,3.789,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.343,6.857,4.465,0.000,36.296,2.437,0.000,0.000,0.000,11.869,33.942,0.000,0.000,0.000,0.000
Breast-GC1002977,0.000,0.000,0.000,0.000,0.000,0.000,0.301,29.913,7.888,0.035,12.105,0.000,48.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.987,0.000
Breast-GC1002978,0.708,0.000,0.000,0.000,4.998,0.000,0.000,0.000,0.201,12.898,22.938,0.000,25.012,21.286,0.000,4.061,0.000,0.000,7.897,0.000,0.000,0.000,0.000
Breast-GC1002979,8.423,0.000,0.000,0.650,0.000,0.000,0.000,0.000,1.942,9.100,18.368,0.000,46.358,15.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1002980,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,26.257,13.321,0.000,29.674,6.269,0.000,7.855,0.000,7.888,8.735,0.000,0.000,0.000,0.000
Breast-GC1002981,0.233,0.000,0.000,0.000,1.073,0.000,0.000,0.000,0.000,12.138,17.012,0.000,40.605,0.000,0.000,0.000,1.571,20.125,0.000,0.000,5.738,1.502,0.000
Breast-GC1003967,0.000,0.000,0.000,0.000,0.000,0.436,0.000,0.000,3.528,17.611,21.214,0.000,25.383,23.317,8.510,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1003968,1.413,0.000,0.000,0.000,6.196,0.218,0.000,0.000,4.062,20.531,13.297,0.000,33.344,14.059,6.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1003970,0.000,0.000,1.779,0.000,0.000,0.000,0.000,0.000,0.567,9.145,39.137,0.000,27.412,11.892,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.066,0.000
Breast-GC1003971,0.216,0.229,0.000,0.000,1.533,0.285,0.000,0.000,0.799,15.614,19.571,0.000,18.974,5.635,0.000,7.640,0.000,0.000,20.236,0.000,0.000,9.268,0.000
Breast-GC1003972,4.997,0.000,0.000,0.402,0.000,0.000,0.000,0.000,2.594,18.948,27.575,0.000,20.968,0.000,0.000,0.000,2.220,0.000,0.000,0.000,10.167,12.127,0.000
Breast-GC1003974,2.069,0.000,0.785,0.029,0.014,0.000,0.000,0.000,0.067,12.960,15.821,0.000,52.349,14.975,0.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1002311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.864,20.206,0.000,27.690,18.078,17.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1004006,0.101,0.000,0.000,0.000,0.000,0.000,0.621,0.000,0.000,8.598,16.817,0.000,38.309,26.963,0.000,0.000,0.000,0.000,0.000,0.000,8.589,0.000,0.000
Breast-GC1004007,0.017,0.000,0.000,0.000,0.853,0.490,0.000,0.000,3.919,15.904,13.184,0.000,18.105,19.511,28.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1004008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.734,14.636,12.479,0.000,45.741,13.845,0.000,0.000,0.000,12.563,0.000,0.000,0.000,0.000,0.000
Breast-GC1004009,2.010,0.000,0.096,0.832,8.699,0.000,0.000,0.000,0.000,10.865,11.065,0.000,45.434,18.686,0.000,0.000,0.000,2.311,0.000,0.000,0.000,0.000,0.000
Breast-GC110693,0.000,0.000,0.000,0.000,0.321,0.000,6.449,0.000,3.539,9.863,16.124,0.000,47.485,5.638,0.000,10.580,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC110694,0.000,0.000,0.000,0.000,1.667,2.389,0.000,0.000,0.000,15.799,17.760,0.000,33.006,0.000,0.000,6.433,22.944,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC110695,1.945,0.000,0.000,0.000,0.254,0.725,0.000,0.000,0.000,21.366,12.990,0.000,23.204,6.027,0.000,0.000,0.000,0.000,0.000,0.000,33.488,0.000,0.000
Breast-GC110696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.148,14.401,19.277,0.000,25.526,0.000,0.000,0.000,24.476,5.919,0.000,0.000,0.071,9.180,0.000
Breast-GC116960,1.513,0.000,0.000,0.041,0.537,0.000,1.873,0.000,1.256,8.196,24.745,0.000,25.347,0.000,0.000,0.000,16.578,0.000,0.000,0.000,9.676,10.237,0.000
Breast-GC116963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.814,7.631,0.000,62.637,19.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC116964,0.000,0.000,0.423,0.000,0.000,0.000,0.000,0.000,4.352,14.193,31.188,0.000,19.372,17.472,0.000,0.000,0.000,12.999,0.000,0.000,0.000,0.000,0.000
Breast-GC116965,2.309,0.000,0.000,0.000,0.637,0.000,0.000,0.000,0.000,25.973,12.490,0.000,17.469,15.175,13.459,0.000,0.000,12.487,0.000,0.000,0.000,0.000,0.000
Breast-GC116966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.330,23.132,18.601,0.000,20.012,36.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC116967,1.201,0.000,0.000,0.000,2.942,0.000,0.000,0.000,1.440,15.493,22.914,0.000,25.084,30.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC116968,2.257,0.000,0.000,0.000,0.000,1.590,0.000,0.000,0.000,12.405,9.102,0.000,47.739,26.906,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC116969,0.000,0.000,0.161,0.000,0.000,0.000,0.000,0.000,1.783,11.976,11.018,0.000,50.840,0.000,0.000,0.000,0.000,2.993,0.000,0.000,21.227,0.000,0.000
Breast-GC116970,2.169,0.000,0.000,0.040,0.000,2.783,0.000,0.000,0.000,17.241,16.664,0.000,37.516,0.000,0.000,3.110,9.926,0.000,0.000,0.000,10.004,0.547,0.000
