Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,0.247,3.768,1.415,0.000,4.932,0.744,3.886,1.283,2.538,6.419,11.472,4.133,20.685,38.477
Breast-GC1002976,3.086,0.331,0.256,0.000,14.531,2.087,2.869,2.590,7.125,4.599,5.644,4.035,24.873,27.974
Breast-GC1002977,0.000,0.000,0.001,0.000,0.146,0.002,7.142,7.243,0.525,0.000,6.758,13.949,46.345,17.889
Breast-GC1002978,1.681,4.025,3.869,0.594,4.880,0.288,3.685,1.075,3.280,1.192,21.111,3.132,9.845,41.343
Breast-GC1002979,7.901,2.114,0.595,0.009,2.504,2.362,2.173,0.936,2.517,1.973,14.967,3.824,33.409,24.715
Breast-GC1002980,0.000,14.374,0.095,0.103,1.065,0.003,3.141,3.362,1.978,8.431,13.072,1.906,14.365,38.106
Breast-GC1002981,0.001,11.615,1.108,0.000,5.849,0.000,1.930,1.369,1.050,2.363,13.634,3.434,25.809,31.838
Breast-GC1003967,0.553,7.975,1.407,0.034,5.031,3.314,1.721,1.749,0.884,10.451,16.606,3.914,10.043,36.318
Breast-GC1003968,1.441,1.465,0.240,1.028,12.212,2.250,1.043,0.032,4.642,10.721,10.799,4.900,15.644,33.583
Breast-GC1003970,1.736,0.044,5.595,0.004,1.893,0.016,0.276,2.305,2.878,4.077,38.340,1.503,16.523,24.809
Breast-GC1003971,0.088,8.395,2.701,0.922,7.116,0.103,2.517,0.358,5.399,9.587,19.364,7.513,3.101,32.836
Breast-GC1003972,1.448,10.215,0.610,1.230,9.887,0.858,0.675,0.115,3.578,4.536,22.655,4.634,1.387,38.174
Breast-GC1003974,0.001,0.257,1.918,1.296,4.585,0.000,3.094,1.459,2.881,6.128,13.055,1.682,35.705,27.938
Breast-GC1002311,0.000,2.927,2.112,0.000,4.419,1.537,1.974,4.756,1.392,4.792,18.893,2.240,4.757,50.200
Breast-GC1004006,0.146,1.217,4.596,0.000,1.277,2.088,4.658,5.786,3.530,4.715,13.024,1.064,24.848,33.050
Breast-GC1004007,0.003,14.663,1.150,0.000,5.982,0.364,4.505,2.198,1.373,3.999,10.089,6.406,0.533,48.735
Breast-GC1004008,0.221,10.040,3.644,0.135,0.416,0.269,3.278,0.647,4.758,5.156,7.394,2.728,31.040,30.275
Breast-GC1004009,0.113,3.772,0.748,0.541,20.195,0.442,0.792,0.004,0.256,2.828,10.463,1.128,36.462,22.256
Breast-GC110693,1.211,0.286,0.003,0.000,3.027,1.429,7.427,0.522,3.818,4.049,9.922,4.626,31.224,32.455
Breast-GC110694,0.229,7.517,0.153,0.181,6.800,0.505,3.524,0.702,1.955,9.784,14.798,3.610,22.053,28.189
Breast-GC110695,0.742,6.241,5.137,0.011,14.380,0.584,0.305,2.076,1.335,3.850,12.752,7.013,0.892,44.682
Breast-GC110696,0.000,3.753,1.853,0.000,5.906,0.000,6.489,2.417,1.523,4.933,16.456,7.034,10.018,39.617
Breast-GC116960,0.062,10.893,1.525,0.198,8.286,0.003,4.050,3.597,1.085,3.031,21.649,5.035,13.654,26.931
Breast-GC116963,0.000,0.360,4.902,0.000,5.627,0.001,0.068,2.453,0.217,0.570,8.293,2.646,46.695,28.169
Breast-GC116964,0.000,0.001,0.002,0.449,7.202,0.877,5.588,1.630,2.608,6.306,25.288,6.629,3.735,39.684
Breast-GC116965,1.529,11.976,2.170,0.000,7.479,0.012,1.348,2.374,1.834,11.025,11.121,3.280,0.127,45.724
Breast-GC116966,0.000,13.040,3.497,0.000,0.711,0.000,2.075,0.701,2.121,7.233,17.701,5.135,0.104,47.681
Breast-GC116967,0.174,1.104,4.121,0.631,11.275,0.344,1.598,3.833,2.701,4.302,17.861,6.616,11.216,34.225
Breast-GC116968,0.447,11.615,3.040,0.192,2.537,0.785,0.504,1.258,1.427,3.201,7.883,2.210,32.697,32.205
