Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
gDNA-Breast-GC1002316,52.660,0.000,0.027,0.869,28.129,0.026,0.504,3.825,0.617,6.074,7.092,0.175,0.002,0.000
gDNA-Breast-GC1003962,61.961,14.879,1.458,0.264,0.008,0.000,0.016,0.245,0.229,0.022,0.000,0.028,0.000,20.889
gDNA-Breast-GC1003963,80.050,0.361,1.300,0.003,0.000,0.000,0.001,0.005,0.004,0.006,0.002,0.002,0.000,18.267
gDNA-Breast-GC1003965,74.844,0.000,0.000,0.555,13.905,3.094,0.326,0.341,0.231,4.628,0.681,1.282,0.063,0.049
gDNA-Breast-GC1003966,82.207,0.821,2.024,0.402,0.047,0.013,0.000,0.000,0.000,0.000,0.000,0.002,0.001,14.482
gDNA-Cervical-GC112877,0.000,99.999,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112878,2.819,0.028,11.111,1.492,55.383,12.083,0.032,0.001,0.002,0.029,1.374,1.394,13.771,0.482
gDNA-Cervical-GC112880,0.000,95.308,0.894,0.116,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,3.671
gDNA-Cervical-GC112881,0.000,0.001,93.302,0.000,0.000,0.000,0.002,6.435,0.246,0.001,0.007,0.005,0.000,0.000
gDNA-Cervical-GC112882,0.517,0.700,21.250,0.000,48.797,7.427,3.709,2.852,5.998,1.275,1.069,6.374,0.034,0.000
gDNA-Cervical-GC112883,0.000,0.010,0.000,0.000,71.754,0.004,0.199,17.751,1.698,8.422,0.012,0.149,0.000,0.000
gDNA-Colorectal-GC112876,0.095,0.321,1.067,1.374,23.311,62.307,1.664,1.605,1.202,3.000,1.383,0.376,0.285,2.010
gDNA-Colorectal-GC119345,0.000,4.581,0.113,1.666,0.000,9.625,0.061,10.881,1.007,0.226,0.013,0.012,0.001,71.814
gDNA-Colorectal-GC119346,4.217,0.054,0.197,31.424,25.305,23.838,0.133,0.017,0.058,1.445,3.682,1.141,2.372,6.117
gDNA-Colorectal-GC119347,1.449,0.159,0.121,3.991,0.097,63.629,0.023,0.000,0.000,0.001,0.046,0.110,2.800,27.575
gDNA-Colorectal-GC119348,2.476,1.630,5.538,38.149,5.280,10.743,4.089,0.436,4.507,1.800,2.911,1.803,13.674,6.963
gDNA-Colorectal-GC119349,4.806,0.013,0.453,0.182,39.133,0.189,5.948,2.016,2.531,4.466,0.113,1.370,0.000,38.780
gDNA-Ovarian-GC112879,2.757,0.052,0.002,0.853,75.745,14.099,0.207,0.275,0.252,3.790,0.811,1.154,0.000,0.002
gDNA-Ovarian-GC119433,6.750,0.000,0.847,11.839,35.553,10.884,0.000,0.000,0.000,0.000,0.000,0.000,6.601,27.527
gDNA-Ovarian-GC119434,6.434,0.726,3.277,9.128,31.738,0.000,11.151,0.708,0.920,0.294,6.881,3.779,2.978,21.986
gDNA-WBC-GC131344,0.082,0.001,0.166,0.273,3.702,2.754,3.802,0.087,0.362,0.787,1.416,8.092,78.131,0.345
gDNA-WBC-GC131345,2.389,0.019,0.676,2.477,4.979,3.334,7.225,1.054,2.767,1.526,7.586,8.840,57.056,0.071
gDNA-WBC-GC131346,0.082,0.002,0.001,1.765,3.399,2.545,8.664,0.771,5.852,5.989,3.412,7.362,60.094,0.061
gDNA-WBC-GC131347,0.003,0.384,0.009,0.400,1.923,0.005,4.102,10.933,16.837,4.335,7.457,0.304,52.794,0.515
gDNA-WBC-GC131348,0.122,0.641,0.088,0.248,0.858,0.000,5.791,8.632,2.776,0.291,4.196,6.524,67.075,2.757
gDNA-WBC-GC131349,0.263,0.018,0.815,0.751,2.854,1.786,8.096,4.045,4.423,3.382,5.685,10.801,56.494,0.588
gDNA-WBC-GC131350,1.090,0.273,0.088,1.132,1.560,1.477,4.462,0.562,3.089,3.769,6.467,7.601,67.702,0.729
gDNA-WBC-GC131351,0.018,0.017,0.008,0.517,8.788,0.008,7.075,1.717,0.122,0.376,6.546,7.266,65.666,1.875
gDNA-WBC-GC131352,0.858,0.117,0.002,0.771,2.937,0.019,7.803,8.827,12.121,3.955,7.144,5.219,49.606,0.622
gDNA-WBC-GC131353,0.004,0.018,0.844,1.904,4.072,2.109,9.634,1.045,2.165,1.805,9.940,8.257,56.976,1.224
gDNA-WBC-GC131354,0.706,0.010,0.343,0.083,5.371,3.223,11.004,5.529,6.434,0.788,7.065,9.395,49.009,1.039
gDNA-WBC-GC131355,1.149,0.000,0.008,1.192,5.884,3.954,5.655,0.056,1.437,3.696,6.192,10.533,60.194,0.050
