Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Colo_rep2_Dep6_Tu0.5,0.002,21.833,9.441,0.000,20.744,3.812,0.956,2.093,2.925,1.558,15.948,2.610,16.710,1.367
Colo_rep2_Dep6_Tu50,1.620,11.487,1.340,0.788,3.180,30.406,5.468,3.862,2.811,9.059,8.752,4.603,11.621,5.002
Colo_rep6_Dep6_Tu1,0.011,17.509,11.997,0.001,18.138,3.664,3.327,1.303,2.665,3.864,11.778,1.887,22.080,1.776
Colo_rep3_Dep6_Tu2,0.037,1.903,2.289,0.082,35.391,1.156,1.913,4.266,3.595,3.967,14.880,2.759,26.099,1.663
Colo_rep7_Dep6_Tu2,0.042,6.197,10.513,0.000,38.933,4.034,2.940,0.316,2.301,9.222,10.557,3.078,7.551,4.317
Colo_rep8_Dep6_Tu0.1,0.008,21.821,13.516,0.000,3.066,4.027,4.846,4.303,0.602,5.451,4.834,2.988,33.573,0.964
Colo_rep10_Dep6_Tu2,0.022,14.047,8.839,0.052,25.908,3.758,3.047,5.460,2.273,2.762,14.815,0.596,17.357,1.064
Colo_rep6_Dep6_Tu3,0.012,21.523,1.941,0.001,22.709,4.446,5.917,0.541,3.648,5.461,2.884,2.329,25.060,3.527
Colo_rep9_Dep6_Tu30,0.588,12.078,8.801,0.067,18.525,19.907,4.739,2.585,3.861,8.648,12.929,3.800,0.730,2.742
Colo_rep9_Dep6_Tu0.5,0.087,13.413,11.753,0.024,29.427,0.063,1.986,3.743,0.466,6.164,14.113,3.339,13.708,1.714
Colo_rep6_Dep6_Tu20,0.287,14.110,5.403,0.006,17.024,16.172,3.450,2.018,6.124,4.710,13.644,4.065,9.055,3.932
Colo_rep8_Dep6_Tu30,3.686,13.159,6.300,0.533,18.867,15.805,2.280,2.833,3.199,7.813,10.718,4.337,9.420,1.049
