Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
gDNA-Breast-GC1002316,0.853,0.068,0.028,0.064,0.029,0.078,0.040,0.024,0.024,0.939,6.365,1.536,0.060,0.097,1.831,1.086,0.295,0.864,0.606,0.017,0.057,0.107,0.293,0.050,5.719,9.008,50.506,4.423,0.005,0.777,0.000,0.000,0.000,0.003,8.743,0.129,0.008,1.139,0.063,4.065,0.001
gDNA-Breast-GC1003962,0.002,0.006,0.002,0.002,0.001,0.003,0.009,0.003,0.001,0.021,0.021,0.008,0.014,0.004,2.449,1.091,2.854,0.251,0.055,0.711,0.000,0.002,0.001,0.826,0.736,0.067,7.825,58.458,0.000,3.944,0.000,0.000,0.000,0.000,0.003,5.078,2.397,0.001,0.211,3.850,9.090
gDNA-Breast-GC1003963,0.235,0.044,0.001,0.003,0.007,0.036,0.069,0.041,0.041,0.367,0.212,0.228,0.053,0.003,2.890,1.679,1.272,0.411,0.625,0.176,0.002,0.000,0.016,4.182,0.288,5.098,7.043,60.930,0.014,0.185,0.000,0.000,0.012,0.000,0.002,1.520,0.137,0.001,0.044,3.879,8.255
gDNA-Breast-GC1003965,0.128,0.362,0.003,0.004,0.006,0.028,0.007,0.036,0.009,0.026,0.011,0.111,0.013,0.021,0.016,0.022,0.035,0.008,0.046,0.004,0.016,0.008,0.009,1.564,0.673,64.470,21.359,4.662,0.402,0.001,1.041,0.007,0.132,0.008,0.125,1.193,0.016,1.291,0.049,1.466,0.610
gDNA-Breast-GC1003966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.161,0.005,22.263,7.419,35.474,0.003,0.320,0.008,0.000,0.267,0.006,0.049,2.036,1.522,1.459,0.073,3.004,7.931
gDNA-Cervical-GC112877,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.003,0.046,0.093,0.027,0.000,0.000,7.104,5.077,16.313,2.707,0.038,0.806,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,67.782,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112878,0.129,0.555,5.449,4.505,1.855,0.039,1.014,1.393,0.602,0.285,0.134,0.425,0.314,0.252,0.002,0.002,0.002,0.001,0.011,0.000,0.039,0.008,0.010,0.234,0.071,1.201,2.170,0.217,0.900,0.000,7.337,3.042,0.651,3.869,2.728,0.000,0.000,60.538,0.000,0.009,0.004
gDNA-Cervical-GC112880,0.077,0.247,0.050,0.296,0.086,0.059,0.354,0.449,0.236,0.765,1.220,0.174,0.102,0.279,6.377,3.030,2.170,0.630,0.919,3.423,0.267,0.155,0.928,0.083,0.130,0.003,0.016,0.019,0.000,2.503,0.367,0.398,4.255,0.904,0.092,0.000,68.866,0.000,0.014,0.009,0.046
gDNA-Cervical-GC112881,0.000,0.000,0.001,0.000,0.001,0.001,0.038,0.012,0.011,0.029,0.226,0.062,0.002,0.002,4.024,3.738,6.389,3.743,0.137,0.710,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,80.871,0.000,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112882,0.422,0.363,0.032,0.105,0.182,0.041,0.188,0.033,0.078,0.282,0.531,0.295,1.250,1.538,2.762,0.896,2.450,4.702,1.355,3.752,0.176,0.629,2.984,0.000,0.615,0.081,0.066,0.001,0.000,0.000,0.211,4.992,0.014,0.686,3.706,0.001,0.004,64.572,0.002,0.002,0.000
