Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,9.705,0.000,0.000,0.473,30.253,3.035,0.000,0.057,0.853,7.118,6.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.154,0.000,0.284,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.304,0.000,0.000,0.000,0.000
Breast-GC1002976,6.622,0.000,12.045,18.292,0.000,0.000,0.000,1.010,7.342,0.619,0.000,1.579,0.000,0.000,0.735,0.000,0.000,0.000,1.750,0.000,0.000,0.000,0.000,0.000,0.000,13.530,1.563,0.000,0.000,0.000,1.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.279,32.594,0.000,0.000,0.000,0.000
Breast-GC1002977,0.000,0.000,0.000,12.475,0.000,34.672,0.000,3.751,0.000,0.000,11.738,0.000,0.000,8.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.339,0.000,0.000,0.000,0.000,0.000,0.000
Breast-GC1002978,6.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.118,12.227,10.661,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.352,0.000,0.000,0.235,0.000,0.000,0.154,0.000,0.000,0.000,0.000,6.871,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,39.609,0.000,0.000,0.000,0.000
Breast-GC1002979,6.715,0.000,2.023,42.127,0.437,0.000,0.598,0.000,0.000,0.000,3.524,11.562,0.000,0.000,1.908,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.197,0.000,0.309,0.978,3.509,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23.022,0.000,0.000,0.000,0.000
Breast-GC1002980,17.840,0.479,17.169,9.530,0.000,0.000,1.723,0.446,0.000,0.000,12.714,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.838,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.204,1.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.863,0.000,0.000,0.000,0.000
Breast-GC1002981,12.691,0.000,0.000,9.217,0.000,14.423,0.000,0.000,12.774,14.200,0.000,4.166,0.000,1.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,4.253,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.965,0.000,0.000,0.000,0.000,0.000,0.000,0.227,8.066,0.000,0.000,17.697,0.000,0.000,0.000,0.000
Breast-GC1003967,18.898,0.000,0.000,0.000,0.000,17.015,3.070,0.000,0.000,0.000,8.047,13.881,0.000,0.000,4.410,0.000,0.000,0.000,0.000,0.000,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.071,0.000,0.000,1.031,1.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.863,0.000,0.000,0.000,0.000
Breast-GC1003968,12.461,0.000,9.966,0.000,0.000,16.804,0.000,1.843,0.000,0.000,8.839,7.554,0.000,0.000,6.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.887,0.063,0.000,1.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.668,0.000,0.000,0.000,0.000
Breast-GC1003970,6.284,0.000,5.473,0.000,0.000,0.000,0.000,3.312,14.174,5.676,22.385,19.604,0.000,0.000,4.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.473,0.000,0.013,1.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.002,0.000,0.000,0.000,0.000
