Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Br66_rep4_Dep6_Tu5	3.4278594739577424E-5	0.17	breast cancer
Br66_rep8_Dep6_Tu0.5	2.961224582012134E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu20	9.520597922737744E-5	0.33	breast cancer
Br66_rep1_Dep6_Tu3	3.240888287794138E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu10	5.392785025685149E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu10	5.49469531043717E-5	0.22	breast cancer
Br66_rep10_Dep6_Tu40	1.537111799254523E-4	0.49	breast cancer
Br66_rep1_Dep6_Tu50	1.9190206788766357E-4	0.56	breast cancer
Br66_rep10_Dep6_Tu0.5	2.624371938035495E-5	0.15	ovarian cancer
Br66_rep1_Dep6_Tu0.3	2.523443220031648E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu0.1	2.3611314830685737E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu40	1.5709257900802502E-4	0.49	breast cancer
Br66_rep3_Dep6_Tu20	9.230095570511225E-5	0.3	breast cancer
Br66_rep9_Dep6_Tu0.3	2.3887105021858872E-5	0.18	ovarian cancer
Br66_rep7_Dep6_Tu0.3	2.597493278233796E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu2	3.005610165682587E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu0.3	2.5640032204073164E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu5	3.698863802457514E-5	0.2	ovarian cancer
Br66_rep5_Dep6_Tu3	3.0359265115575142E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu5	3.618439350801584E-5	0.19	ovarian cancer
Br66_rep6_Dep6_Tu10	5.885661224492159E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu5	3.608623516773371E-5	0.2	ovarian cancer
Br66_rep1_Dep6_Tu1	2.6640795255399228E-5	0.18	ovarian cancer
Br66_rep4_Dep6_Tu30	1.2813167677077638E-4	0.42	breast cancer
Br66_rep8_Dep6_Tu20	9.346616757196256E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu10	5.762781146845578E-5	0.22	breast cancer
Br66_rep2_Dep6_Tu1	2.043778621989489E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu2	2.8325628516936214E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu0.5	2.8315541360955686E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu0.1	2.552512948223985E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu2	2.9229964618308994E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu50	1.9521007549994375E-4	0.56	breast cancer
Br66_rep7_Dep6_Tu3	3.241862971154186E-5	0.18	ovarian cancer
Br66_rep7_Dep6_Tu10	5.625419237002268E-5	0.22	breast cancer
Br66_rep2_Dep6_Tu0.5	2.454647826001784E-5	0.18	ovarian cancer
Br66_rep5_Dep6_Tu50	1.9355509940504904E-4	0.56	breast cancer
Br66_rep9_Dep6_Tu20	9.131666642670029E-5	0.3	breast cancer
Br66_rep8_Dep6_Tu3	3.0324200622015748E-5	0.18	ovarian cancer
Br66_rep9_Dep6_Tu10	4.92443463862444E-5	0.22	breast cancer
Br66_rep7_Dep6_Tu2	2.9375503489224182E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu3	2.8820368683169106E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu0.5	2.7276278759123777E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu40	1.638573808116017E-4	0.49	breast cancer
Br66_rep1_Dep6_Tu2	2.941754146544607E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu1	2.5503354744085042E-5	0.18	ovarian cancer
Br66_rep4_Dep6_Tu3	3.2961603107565826E-5	0.18	ovarian cancer
Br66_rep7_Dep6_Tu40	1.5960666811921546E-4	0.49	breast cancer
Br66_rep7_Dep6_Tu0.5	2.5901567405453844E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu30	1.3064487491857213E-4	0.43	breast cancer
Br66_rep2_Dep6_Tu0.1	2.7599002762382125E-5	0.18	ovarian cancer
Br66_rep7_Dep6_Tu0.1	2.5839715471105265E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu40	1.6423590274736744E-4	0.49	breast cancer
Br66_rep7_Dep6_Tu5	3.248945040061555E-5	0.19	ovarian cancer
Br66_rep4_Dep6_Tu1	2.9257981688540812E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu0.1	2.704492264901558E-5	0.18	ovarian cancer
Br66_rep4_Dep6_Tu2	3.1730304473586124E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu0.1	2.674153841908381E-5	0.18	ovarian cancer
Br66_rep2_Dep6_Tu10	5.523706445926797E-5	0.24	breast cancer
Br66_rep4_Dep6_Tu20	9.477995359384933E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.3	2.4602429633677883E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu3	3.484370553307225E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu20	9.569077920712259E-5	0.3	breast cancer
Br66_rep6_Dep6_Tu1	3.243707377728916E-5	0.18	ovarian cancer
Br66_rep6_Dep6_Tu50	2.0086295373230133E-4	0.56	breast cancer
Br66_rep9_Dep6_Tu3	3.3828319485225603E-5	0.18	ovarian cancer
Br66_rep3_Dep6_Tu50	1.896188782678377E-4	0.56	breast cancer
Br66_rep8_Dep6_Tu30	1.1914386560602136E-4	0.39	breast cancer
Br66_rep7_Dep6_Tu20	9.437390735859187E-5	0.3	breast cancer
Br66_rep3_Dep6_Tu2	3.0899626721779965E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu50	1.9063429757261032E-4	0.56	breast cancer
Br66_rep3_Dep6_Tu3	3.068915972324573E-5	0.18	ovarian cancer
Br66_rep3_Dep6_Tu0.3	3.0047900219514952E-5	0.18	ovarian cancer
Br66_rep8_Dep6_Tu0.3	2.3493637062877884E-5	0.18	ovarian cancer
Br66_rep3_Dep6_Tu0.1	2.501149668189836E-5	0.18	ovarian cancer
Br66_rep10_Dep6_Tu0.3	2.3029526509426023E-5	0.13	ovarian cancer
Br66_rep2_Dep6_Tu50	1.854153139357139E-4	0.56	breast cancer
Br66_rep5_Dep6_Tu5	3.4517699521389844E-5	0.2	ovarian cancer
Br66_rep10_Dep6_Tu20	9.011683990728088E-5	0.3	breast cancer
Br66_rep7_Dep6_Tu30	1.308937204980085E-4	0.43	breast cancer
Br66_rep9_Dep6_Tu30	1.2610060715156156E-4	0.42	breast cancer
Br66_rep5_Dep6_Tu40	1.6130545236363683E-4	0.49	breast cancer
Br66_rep8_Dep6_Tu10	5.774677803293869E-5	0.22	breast cancer
Br66_rep9_Dep6_Tu50	1.879375747708367E-4	0.56	breast cancer
Br66_rep2_Dep6_Tu0.3	2.5943635665933416E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu10	6.000787575051095E-5	0.22	breast cancer
Cer77_rep9_Dep6_Tu3	3.294991843864904E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu30	6.362822438510942E-5	0.52	cervical cancer
Cer77_rep3_Dep6_Tu30	5.692503602019642E-5	0.52	cervical cancer
Cer77_rep8_Dep6_Tu50	3.697918409070586E-5	0.64	cervical cancer
Cer77_rep1_Dep6_Tu1	2.7463442395114063E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu3	2.9171853958000185E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu2	3.136913440815857E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu0.5	2.5271564088137704E-5	0.18	ovarian cancer
Cer77_rep3_Dep6_Tu20	6.062919615277383E-5	0.45	cervical cancer
Cer77_rep1_Dep6_Tu2	3.3633708770934984E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu5	3.6062288312211177E-5	0.24	ovarian cancer
Cer77_rep5_Dep6_Tu0.5	2.8260369006338588E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu50	4.718980895416978E-5	0.66	cervical cancer
Cer77_rep9_Dep6_Tu0.5	2.5596494356297187E-5	0.18	ovarian cancer
Cer77_rep4_Dep6_Tu10	4.254963516321599E-5	0.3	cervical cancer
Cer77_rep9_Dep6_Tu20	5.215849775546838E-5	0.43	cervical cancer
Cer77_rep3_Dep6_Tu10	4.922112841091558E-5	0.27	cervical cancer
Cer77_rep6_Dep6_Tu5	3.4138078255574795E-5	0.24	ovarian cancer
Cer77_rep5_Dep6_Tu1	2.7746493257009346E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu0.3	2.5491898241117798E-5	0.18	ovarian cancer
Cer77_rep4_Dep6_Tu50	5.224455944828866E-5	0.67	cervical cancer
Cer77_rep6_Dep6_Tu0.3	2.7437590340259432E-5	0.18	ovarian cancer
Cer77_rep4_Dep6_Tu40	5.396320428484197E-5	0.59	cervical cancer
Cer77_rep10_Dep6_Tu5	3.1052217952439144E-5	0.2	ovarian cancer
Cer77_rep3_Dep6_Tu1	2.7573615522195427E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu40	6.063679578484735E-5	0.59	cervical cancer
Cer77_rep7_Dep6_Tu0.3	2.642867723512899E-5	0.18	ovarian cancer
Cer77_rep3_Dep6_Tu0.1	2.473891304293382E-5	0.18	ovarian cancer
Cer77_rep4_Dep6_Tu0.3	2.4983430206795566E-5	0.18	ovarian cancer
Cer77_rep6_Dep6_Tu2	2.7308346857776374E-5	0.18	ovarian cancer
Cer77_rep6_Dep6_Tu20	5.936392584800102E-5	0.43	cervical cancer
Cer77_rep9_Dep6_Tu40	4.3521259850740947E-5	0.59	cervical cancer
Cer77_rep6_Dep6_Tu40	5.856920844396544E-5	0.59	cervical cancer
Cer77_rep8_Dep6_Tu5	3.857664578363406E-5	0.24	ovarian cancer
Cer77_rep5_Dep6_Tu50	4.545938949765961E-5	0.64	cervical cancer
Cer77_rep1_Dep6_Tu30	5.291994836154143E-5	0.48	cervical cancer
Cer77_rep2_Dep6_Tu20	5.725983048274831E-5	0.43	cervical cancer
Cer77_rep4_Dep6_Tu0.5	3.003404935016439E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu40	6.24238270088355E-5	0.59	cervical cancer
Cer77_rep8_Dep6_Tu30	6.30486234368536E-5	0.52	cervical cancer
Cer77_rep3_Dep6_Tu40	5.706859365589571E-5	0.59	cervical cancer
Cer77_rep4_Dep6_Tu0.1	2.5186676855911328E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu1	2.5463409280445953E-5	0.18	ovarian cancer
Cer77_rep3_Dep6_Tu3	3.276392725562353E-5	0.2	ovarian cancer
Cer77_rep2_Dep6_Tu30	5.2075496925760576E-5	0.52	cervical cancer
Cer77_rep9_Dep6_Tu30	5.483185680640845E-5	0.48	cervical cancer
Cer77_rep7_Dep6_Tu20	5.4295893959871773E-5	0.38	cervical cancer
Cer77_rep6_Dep6_Tu1	3.0450606179428455E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu50	4.7342861788301984E-5	0.64	cervical cancer
Cer77_rep3_Dep6_Tu5	3.897724592386335E-5	0.24	ovarian cancer
Cer77_rep8_Dep6_Tu0.5	2.8091806281513064E-5	0.18	ovarian cancer
Cer77_rep9_Dep6_Tu0.3	2.356822271109722E-5	0.18	ovarian cancer
Cer77_rep6_Dep6_Tu0.5	2.7260391053581982E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu1	2.690245119076559E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu3	2.925396563656715E-5	0.2	ovarian cancer
Cer77_rep10_Dep6_Tu3	3.114593685379659E-5	0.18	ovarian cancer
Cer77_rep9_Dep6_Tu5	3.4151184485865345E-5	0.24	ovarian cancer
Cer77_rep10_Dep6_Tu20	6.470718602486843E-5	0.43	cervical cancer
Cer77_rep1_Dep6_Tu3	2.9358148184016628E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu2	2.789413016950057E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu5	3.672014721738195E-5	0.24	ovarian cancer
Cer77_rep8_Dep6_Tu2	2.7880286448304472E-5	0.2	ovarian cancer
Cer77_rep8_Dep6_Tu10	4.9184494782598406E-5	0.27	cervical cancer
Cer77_rep10_Dep6_Tu30	6.334497904855773E-5	0.5	cervical cancer
Cer77_rep10_Dep6_Tu0.1	2.330199896664768E-5	0.18	ovarian cancer
Cer77_rep6_Dep6_Tu3	3.3843137746452924E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu10	4.242214396443307E-5	0.27	cervical cancer
Cer77_rep1_Dep6_Tu0.1	2.6299230918691222E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu50	4.927295770023143E-5	0.64	cervical cancer
Cer77_rep3_Dep6_Tu2	3.054655235597717E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu10	3.4419719873671175E-5	0.27	cervical cancer
Cer77_rep4_Dep6_Tu5	3.1256971751678874E-5	0.24	ovarian cancer
Cer77_rep4_Dep6_Tu2	3.386127613092797E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu3	3.399057683522316E-5	0.2	ovarian cancer
Cer77_rep7_Dep6_Tu5	2.9527216483590244E-5	0.2	ovarian cancer
Cer77_rep4_Dep6_Tu3	3.4472819390733376E-5	0.2	ovarian cancer
Cer77_rep7_Dep6_Tu2	3.203263160680683E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu40	5.937945975627248E-5	0.59	cervical cancer
Cer77_rep6_Dep6_Tu10	4.1986450551208864E-5	0.3	cervical cancer
Cer77_rep6_Dep6_Tu50	3.848877918969872E-5	0.64	cervical cancer
Cer77_rep2_Dep6_Tu2	2.893134178009423E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu5	3.4605481242880776E-5	0.24	ovarian cancer
Cer77_rep5_Dep6_Tu0.1	2.5219304157561862E-5	0.18	ovarian cancer
Cer77_rep9_Dep6_Tu50	3.687071133473604E-5	0.64	cervical cancer
Cer77_rep10_Dep6_Tu0.3	2.2761015913878574E-5	0.13	ovarian cancer
Cer77_rep3_Dep6_Tu0.3	2.7742831596816212E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu0.5	2.4963911012860776E-5	0.18	ovarian cancer
Cer77_rep4_Dep6_Tu1	2.936871375859146E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu0.3	2.6607427972963642E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu10	4.2519330642643626E-5	0.3	cervical cancer
Cer77_rep3_Dep6_Tu50	4.351132130722489E-5	0.64	cervical cancer
Cer77_rep3_Dep6_Tu0.5	2.7777126124131086E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu40	4.8246155050080954E-5	0.59	cervical cancer
Cer77_rep9_Dep6_Tu2	2.949936854403241E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu20	6.374675026070005E-5	0.43	cervical cancer
Cer77_rep7_Dep6_Tu0.5	2.6314877651628946E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu50	4.5125693893127906E-5	0.64	cervical cancer
Cer77_rep10_Dep6_Tu1	2.63443854498976E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu0.3	2.343321596258104E-5	0.15	ovarian cancer
Cer77_rep4_Dep6_Tu20	5.852370820678413E-5	0.38	cervical cancer
Cer77_rep7_Dep6_Tu30	4.8709630135170555E-5	0.49	cervical cancer
Cer77_rep7_Dep6_Tu40	5.748356173497129E-5	0.59	cervical cancer
Cer77_rep9_Dep6_Tu0.1	2.3508523376452023E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu20	5.738418005552611E-5	0.43	cervical cancer
Cer77_rep8_Dep6_Tu1	2.625779681963613E-5	0.18	ovarian cancer
Cer77_rep6_Dep6_Tu0.1	2.5158493759411303E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu3	3.0528153354265637E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu0.3	2.49379762739309E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu40	6.013203815063138E-5	0.59	cervical cancer
Cer77_rep6_Dep6_Tu30	5.952404875290574E-5	0.49	cervical cancer
Cer77_rep2_Dep6_Tu0.1	2.839508503615761E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu20	6.47349978380077E-5	0.43	cervical cancer
Cer77_rep4_Dep6_Tu30	4.780852759631262E-5	0.52	cervical cancer
Cer77_rep10_Dep6_Tu0.5	2.5307601462520648E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu10	3.690709483024673E-5	0.27	cervical cancer
Cer77_rep9_Dep6_Tu1	3.102293568346348E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu10	4.9474990622126695E-5	0.3	cervical cancer
Cer77_rep8_Dep6_Tu0.1	2.5851878991887598E-5	0.18	ovarian cancer
Cer77_rep9_Dep6_Tu10	4.680061663279585E-5	0.23	cervical cancer
Cer77_rep7_Dep6_Tu0.1	2.571337821934849E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu5	2.5824919764819163E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu2	2.905407745483288E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu3	2.4417724626791995E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu3	2.7489653265939198E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu20	4.4832372911887907E-5	0.3	cervical cancer
Cer81_rep5_Dep6_Tu5	2.8526983943545304E-5	0.18	ovarian cancer
Cer81_rep4_Dep6_Tu0.1	2.5201517895996096E-5	0.18	ovarian cancer
Cer81_rep9_Dep6_Tu20	4.5015945347365976E-5	0.27	cervical cancer
Cer81_rep9_Dep6_Tu5	2.5675593230396556E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu1	2.0701795285545654E-5	0.14	ovarian cancer
Cer81_rep8_Dep6_Tu3	2.6056045265441964E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu1	2.2470196934234704E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu50	5.108319946296669E-5	0.52	cervical cancer
Cer81_rep9_Dep6_Tu1	2.6901297397264888E-5	0.18	ovarian cancer
Cer81_rep4_Dep6_Tu30	4.791572706547291E-5	0.36	cervical cancer
Cer81_rep5_Dep6_Tu20	4.976178607901199E-5	0.29	cervical cancer
Cer81_rep2_Dep6_Tu0.5	2.4517181396536866E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu2	2.5702390429563827E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu1	2.545789388393745E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu0.5	2.5031849633103854E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu0.1	2.540979796192372E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu0.1	2.7221578609737955E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu10	3.1698752770105555E-5	0.24	ovarian cancer
Cer81_rep2_Dep6_Tu5	2.934386438590515E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu50	5.552964375899089E-5	0.49	cervical cancer
Cer81_rep2_Dep6_Tu40	6.676940263485654E-5	0.45	cervical cancer
Cer81_rep6_Dep6_Tu30	4.8170087602587064E-5	0.36	cervical cancer
Cer81_rep4_Dep6_Tu1	2.7698818896538617E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu0.3	2.841794736314689E-5	0.18	ovarian cancer
Cer81_rep9_Dep6_Tu0.1	2.3439474792395186E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu40	5.3815726151600546E-5	0.43	cervical cancer
Cer81_rep10_Dep6_Tu2	2.8748231468529348E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu50	5.298788361491086E-5	0.52	cervical cancer
Cer81_rep8_Dep6_Tu0.3	2.3195688380050154E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu40	5.218177502813027E-5	0.41	cervical cancer
Cer81_rep9_Dep6_Tu40	5.9690556507267724E-5	0.43	cervical cancer
Cer81_rep9_Dep6_Tu10	2.6970013544282047E-5	0.22	cervical cancer
Cer81_rep2_Dep6_Tu50	5.441964272131965E-5	0.52	cervical cancer
Cer81_rep8_Dep6_Tu10	3.3582323579403924E-5	0.24	ovarian cancer
Cer81_rep10_Dep6_Tu0.1	2.3181276457498767E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu1	2.5462658032123787E-5	0.18	ovarian cancer
Cer81_rep9_Dep6_Tu50	5.896116324809348E-5	0.5	cervical cancer
Cer81_rep8_Dep6_Tu30	5.9921537222869974E-5	0.38	cervical cancer
Cer81_rep4_Dep6_Tu20	4.2736927971607175E-5	0.27	cervical cancer
Cer81_rep10_Dep6_Tu20	5.1734925154346825E-5	0.3	cervical cancer
Cer81_rep7_Dep6_Tu3	2.7608364857569064E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu30	5.896695653307894E-5	0.38	cervical cancer
Cer81_rep1_Dep6_Tu0.1	2.7529468465697007E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu10	3.39848769290209E-5	0.22	cervical cancer
Cer81_rep7_Dep6_Tu0.1	2.5367833717532426E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu0.5	2.9216188488189828E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu1	2.4108407438415563E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu0.5	2.554475455927675E-5	0.15	ovarian cancer
Cer81_rep8_Dep6_Tu20	4.47696745717639E-5	0.3	cervical cancer
Cer81_rep4_Dep6_Tu5	2.838483238071447E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu30	5.1464270497711165E-5	0.38	cervical cancer
Cer81_rep9_Dep6_Tu0.3	2.2126867599806337E-5	0.15	ovarian cancer
Cer81_rep4_Dep6_Tu0.3	2.4478076357338826E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu30	6.237126318438756E-5	0.36	cervical cancer
Cer81_rep1_Dep6_Tu1	2.682556983021387E-5	0.18	ovarian cancer
Cer81_rep4_Dep6_Tu50	6.0458917863206064E-5	0.52	cervical cancer
Cer81_rep6_Dep6_Tu0.1	2.5505988626913387E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu0.5	2.5006932281736945E-5	0.15	ovarian cancer
Cer81_rep3_Dep6_Tu50	4.9738437684427733E-5	0.52	cervical cancer
Cer81_rep6_Dep6_Tu50	5.770324556655423E-5	0.52	cervical cancer
Cer81_rep4_Dep6_Tu40	5.9470735549711944E-5	0.43	cervical cancer
Cer81_rep7_Dep6_Tu5	2.738331556333719E-5	0.18	ovarian cancer
Cer81_rep9_Dep6_Tu30	6.0675123596534846E-5	0.36	cervical cancer
Cer81_rep5_Dep6_Tu0.5	2.666675223567576E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu2	2.6560437155158654E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu3	2.591110926080075E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu0.3	2.4535126849068424E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu1	2.7381186471652522E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu20	4.633240763121638E-5	0.3	cervical cancer
Cer81_rep4_Dep6_Tu10	2.9807188733757393E-5	0.24	ovarian cancer
Cer81_rep4_Dep6_Tu2	2.9753645578964555E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu20	5.093456578724111E-5	0.27	cervical cancer
Cer81_rep3_Dep6_Tu40	6.690189832506195E-5	0.43	cervical cancer
Cer81_rep9_Dep6_Tu0.5	2.6271405542017292E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu10	3.215817035003105E-5	0.24	ovarian cancer
Cer81_rep6_Dep6_Tu0.3	2.733527988914155E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu30	5.382626285200495E-5	0.36	cervical cancer
Cer81_rep1_Dep6_Tu10	3.0455582348311584E-5	0.24	ovarian cancer
Cer81_rep7_Dep6_Tu2	2.6025030228328025E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu2	2.4907649557629995E-5	0.18	ovarian cancer
Cer81_rep10_Dep6_Tu40	5.556240834556352E-5	0.45	cervical cancer
Cer81_rep6_Dep6_Tu5	2.4236634112263677E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu40	5.406966538171666E-5	0.43	cervical cancer
Cer81_rep3_Dep6_Tu3	3.0013999619566462E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu2	2.8177291137914413E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu10	3.4241785778373365E-5	0.24	ovarian cancer
Cer81_rep9_Dep6_Tu2	2.775802793948099E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu0.5	2.7759914250682328E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu0.3	2.5067327824250675E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu3	3.1721483502679907E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu0.1	2.761773028522778E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu0.3	2.551864603191282E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu30	5.3514837469340684E-5	0.36	cervical cancer
Cer81_rep10_Dep6_Tu3	2.5551072512113274E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu40	5.406171489262623E-5	0.45	cervical cancer
Cer81_rep3_Dep6_Tu0.5	2.6868662643115503E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu5	2.513550694059489E-5	0.19	ovarian cancer
Cer81_rep7_Dep6_Tu30	5.908609652804105E-5	0.36	cervical cancer
Cer81_rep3_Dep6_Tu2	2.8550507225330696E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu50	5.444949953414165E-5	0.52	cervical cancer
Cer81_rep2_Dep6_Tu20	4.504440909631328E-5	0.3	cervical cancer
Cer81_rep7_Dep6_Tu40	5.830876974012366E-5	0.46	cervical cancer
Cer81_rep10_Dep6_Tu0.3	2.2104235079189873E-5	0.13	ovarian cancer
Cer81_rep4_Dep6_Tu3	2.8431446701856046E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu1	3.2365385604615966E-5	0.18	ovarian cancer
Cer81_rep4_Dep6_Tu0.5	2.723585561406889E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu0.1	2.5214418089174354E-5	0.18	ovarian cancer
Cer81_rep7_Dep6_Tu10	3.2663643743435906E-5	0.2	ovarian cancer
Cer81_rep10_Dep6_Tu50	5.209600568176944E-5	0.5	cervical cancer
Cer81_rep5_Dep6_Tu0.3	2.48306712615343E-5	0.18	ovarian cancer
Cer81_rep6_Dep6_Tu20	3.8947311099645175E-5	0.3	cervical cancer
Cer81_rep3_Dep6_Tu5	3.01945184531407E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu10	2.753883337637643E-5	0.24	ovarian cancer
Cer81_rep9_Dep6_Tu3	3.027825523796257E-5	0.18	ovarian cancer
Cer81_rep1_Dep6_Tu5	2.8172528674042563E-5	0.18	ovarian cancer
Colo_rep2_Dep6_Tu0.5	2.6074558074692478E-5	0.18	ovarian cancer
Colo_rep2_Dep6_Tu50	3.2057389454723674E-4	0.5	colorectal cancer
Colo_rep6_Dep6_Tu1	2.9940607072973062E-5	0.18	ovarian cancer
Colo_rep3_Dep6_Tu2	3.101043475491689E-5	0.18	ovarian cancer
Colo_rep7_Dep6_Tu2	3.0152491677788092E-5	0.18	ovarian cancer
