Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Br66_rep4_Dep6_Tu0.5	3.1718700997215445E-5	0.15	ovarian cancer
Br66_rep4_Dep6_Tu5	4.1399294971589636E-5	0.16	breast cancer
Br66_rep8_Dep6_Tu0.5	3.2869923581481E-5	0.15	ovarian cancer
Br66_rep5_Dep6_Tu20	1.2451714980592628E-4	0.33	breast cancer
Br66_rep1_Dep6_Tu3	3.51499931661904E-5	0.15	ovarian cancer
Br66_rep10_Dep6_Tu10	6.918897234762995E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu10	7.346015649122538E-5	0.22	breast cancer
Br66_rep10_Dep6_Tu40	2.0215531389941848E-4	0.49	breast cancer
Br66_rep1_Dep6_Tu50	2.612082154484004E-4	0.56	breast cancer
Br66_rep10_Dep6_Tu0.5	2.834303267630247E-5	0.15	ovarian cancer
Br66_rep1_Dep6_Tu0.3	2.6230521407271256E-5	0.13	ovarian cancer
Br66_rep10_Dep6_Tu0.1	2.184805611881458E-5	0.13	ovarian cancer
Br66_rep8_Dep6_Tu40	2.1546570772489716E-4	0.49	breast cancer
Br66_rep3_Dep6_Tu20	1.2595117545644022E-4	0.33	breast cancer
Br66_rep9_Dep6_Tu0.3	2.2768349323127275E-5	0.13	ovarian cancer
Br66_rep7_Dep6_Tu0.3	2.598171665568347E-5	0.13	ovarian cancer
Br66_rep5_Dep6_Tu2	3.398191866453184E-5	0.15	ovarian cancer
Br66_rep5_Dep6_Tu0.3	2.668261344566604E-5	0.12	ovarian cancer
Br66_rep6_Dep6_Tu5	4.4923822732842334E-5	0.15	breast cancer
Br66_rep5_Dep6_Tu3	3.1949098271715976E-5	0.15	ovarian cancer
Br66_rep1_Dep6_Tu5	4.577458477735312E-5	0.15	breast cancer
Br66_rep6_Dep6_Tu10	7.656121356696262E-5	0.22	breast cancer
Br66_rep3_Dep6_Tu5	4.353282053381722E-5	0.17	breast cancer
Br66_rep1_Dep6_Tu1	2.8410856660620337E-5	0.15	ovarian cancer
Br66_rep4_Dep6_Tu30	1.7072327352622924E-4	0.41	breast cancer
Br66_rep8_Dep6_Tu20	1.2271227035471653E-4	0.34	breast cancer
Br66_rep4_Dep6_Tu10	7.199861153773789E-5	0.22	breast cancer
Br66_rep2_Dep6_Tu1	1.956611211012513E-5	0.12	ovarian cancer
Br66_rep6_Dep6_Tu2	3.410841313648169E-5	0.15	ovarian cancer
Br66_rep6_Dep6_Tu0.5	3.022691259272347E-5	0.15	ovarian cancer
Br66_rep5_Dep6_Tu0.1	2.503935264165858E-5	0.13	ovarian cancer
Br66_rep2_Dep6_Tu2	3.5048199344220425E-5	0.15	ovarian cancer
Br66_rep10_Dep6_Tu50	2.671510308087441E-4	0.56	breast cancer
Br66_rep7_Dep6_Tu3	3.555171369970571E-5	0.15	ovarian cancer
Br66_rep7_Dep6_Tu10	7.408775679960374E-5	0.22	breast cancer
Br66_rep2_Dep6_Tu0.5	2.59933321392873E-5	0.13	ovarian cancer
Br66_rep5_Dep6_Tu50	2.658445880366454E-4	0.56	breast cancer
Br66_rep9_Dep6_Tu20	1.2335849914724104E-4	0.34	breast cancer
Br66_rep8_Dep6_Tu3	3.503326227167876E-5	0.15	breast cancer
Br66_rep9_Dep6_Tu10	6.28124372361622E-5	0.22	breast cancer
Br66_rep7_Dep6_Tu2	3.229897869237046E-5	0.15	ovarian cancer
Br66_rep6_Dep6_Tu3	2.9398422266631836E-5	0.18	ovarian cancer
Br66_rep1_Dep6_Tu0.5	3.103016702780432E-5	0.13	ovarian cancer
Br66_rep2_Dep6_Tu40	2.2445969953674812E-4	0.49	breast cancer
Br66_rep1_Dep6_Tu2	3.1841759720328025E-5	0.15	ovarian cancer
Br66_rep8_Dep6_Tu1	2.5135921049521136E-5	0.13	ovarian cancer
Br66_rep4_Dep6_Tu3	3.688908054851519E-5	0.15	ovarian cancer
Br66_rep7_Dep6_Tu40	2.135143784563021E-4	0.49	breast cancer
Br66_rep7_Dep6_Tu0.5	2.8638472696484053E-5	0.15	ovarian cancer
Br66_rep2_Dep6_Tu30	1.7428292761068281E-4	0.43	breast cancer
Br66_rep2_Dep6_Tu0.1	2.7422259783612183E-5	0.15	ovarian cancer
Br66_rep7_Dep6_Tu0.1	2.6614963695902023E-5	0.13	ovarian cancer
Br66_rep1_Dep6_Tu40	2.2278770404904203E-4	0.49	breast cancer
Br66_rep7_Dep6_Tu5	3.928955940386165E-5	0.16	breast cancer
Br66_rep4_Dep6_Tu1	3.2851857320763895E-5	0.15	ovarian cancer
Br66_rep8_Dep6_Tu0.1	2.8087734320289827E-5	0.15	ovarian cancer
Br66_rep4_Dep6_Tu2	3.447111152685372E-5	0.15	ovarian cancer
Br66_rep1_Dep6_Tu0.1	2.7871992398278532E-5	0.13	ovarian cancer
Br66_rep2_Dep6_Tu10	6.997858536710967E-5	0.24	breast cancer
Br66_rep4_Dep6_Tu20	1.269068125843099E-4	0.3	breast cancer
Br66_rep4_Dep6_Tu0.3	2.5405354453951265E-5	0.15	ovarian cancer
Br66_rep10_Dep6_Tu3	3.916442469167038E-5	0.15	breast cancer
Br66_rep1_Dep6_Tu20	1.2163207998786368E-4	0.3	breast cancer
Br66_rep6_Dep6_Tu1	3.584932093761185E-5	0.15	ovarian cancer
Br66_rep6_Dep6_Tu50	2.6706765770268264E-4	0.56	breast cancer
Br66_rep9_Dep6_Tu3	3.462404496638431E-5	0.18	ovarian cancer
Br66_rep3_Dep6_Tu50	2.531494665934059E-4	0.56	breast cancer
Br66_rep8_Dep6_Tu30	1.594097406349864E-4	0.41	breast cancer
Br66_rep7_Dep6_Tu20	1.23517145108362E-4	0.3	breast cancer
Br66_rep3_Dep6_Tu2	3.2933306885702524E-5	0.15	ovarian cancer
Br66_rep8_Dep6_Tu50	2.5569296286654996E-4	0.59	breast cancer
Br66_rep3_Dep6_Tu3	3.5646615495682115E-5	0.15	breast cancer
Br66_rep3_Dep6_Tu0.3	3.404731813828492E-5	0.15	ovarian cancer
Br66_rep8_Dep6_Tu0.3	2.249952830789217E-5	0.13	ovarian cancer
Br66_rep3_Dep6_Tu0.1	2.7583483313804695E-5	0.15	ovarian cancer
Br66_rep10_Dep6_Tu0.3	2.312525760347951E-5	0.11	ovarian cancer
Br66_rep2_Dep6_Tu50	2.4630025856854404E-4	0.56	breast cancer
Br66_rep5_Dep6_Tu5	3.93913713016074E-5	0.16	breast cancer
Br66_rep10_Dep6_Tu20	1.2338101270436514E-4	0.3	breast cancer
Br66_rep7_Dep6_Tu30	1.7901467355042658E-4	0.42	breast cancer
Br66_rep9_Dep6_Tu30	1.6942294835062285E-4	0.39	breast cancer
Br66_rep5_Dep6_Tu40	2.2140300077002324E-4	0.49	breast cancer
Br66_rep8_Dep6_Tu10	7.376399343690291E-5	0.22	breast cancer
Br66_rep9_Dep6_Tu50	2.540642024217847E-4	0.56	breast cancer
Br66_rep2_Dep6_Tu0.3	2.6819744879579664E-5	0.13	ovarian cancer
Br66_rep1_Dep6_Tu10	7.72843889774549E-5	0.22	breast cancer
Cer77_rep9_Dep6_Tu3	3.612622393706838E-5	0.16	ovarian cancer
Cer77_rep5_Dep6_Tu30	7.252940077366389E-5	0.52	cervical cancer
Cer77_rep3_Dep6_Tu30	5.48604897383813E-5	0.49	cervical cancer
Cer77_rep8_Dep6_Tu50	2.3644871287221485E-5	0.64	cervical cancer
Cer77_rep1_Dep6_Tu1	2.7816789505450273E-5	0.15	ovarian cancer
Cer77_rep7_Dep6_Tu3	3.004693994991362E-5	0.17	ovarian cancer
Cer77_rep10_Dep6_Tu2	3.465770005796884E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu0.5	2.7142751098072097E-5	0.13	ovarian cancer
Cer77_rep3_Dep6_Tu20	6.64610127217239E-5	0.39	cervical cancer
Cer77_rep1_Dep6_Tu2	3.484954083606225E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu5	4.062315781293221E-5	0.16	cervical cancer
Cer77_rep5_Dep6_Tu0.5	2.9306053575841687E-5	0.15	ovarian cancer
Cer77_rep2_Dep6_Tu50	4.0219112794200374E-5	0.67	cervical cancer
Cer77_rep9_Dep6_Tu0.5	2.5832222517830973E-5	0.15	ovarian cancer
Cer77_rep4_Dep6_Tu10	5.330590547689954E-5	0.27	cervical cancer
Cer77_rep9_Dep6_Tu20	6.403973992691179E-5	0.38	cervical cancer
Cer77_rep3_Dep6_Tu10	5.878191102854356E-5	0.23	cervical cancer
Cer77_rep6_Dep6_Tu5	3.642298208050641E-5	0.2	ovarian cancer
Cer77_rep5_Dep6_Tu1	3.1794614320340414E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu0.3	2.666747322256698E-5	0.12	ovarian cancer
Cer77_rep4_Dep6_Tu50	3.795544256035061E-5	0.69	cervical cancer
Cer77_rep6_Dep6_Tu0.3	2.6090706682920473E-5	0.15	ovarian cancer
Cer77_rep4_Dep6_Tu40	5.370696560452865E-5	0.55	cervical cancer
Cer77_rep10_Dep6_Tu5	3.318279399949889E-5	0.18	ovarian cancer
Cer77_rep3_Dep6_Tu1	2.863228222236453E-5	0.15	ovarian cancer
Cer77_rep8_Dep6_Tu40	5.767326888015168E-5	0.58	cervical cancer
Cer77_rep7_Dep6_Tu0.3	2.650310325080432E-5	0.15	ovarian cancer
Cer77_rep3_Dep6_Tu0.1	2.6633659222343306E-5	0.15	ovarian cancer
Cer77_rep4_Dep6_Tu0.3	2.5679245134401472E-5	0.15	ovarian cancer
Cer77_rep6_Dep6_Tu2	2.9157222802069683E-5	0.17	ovarian cancer
Cer77_rep6_Dep6_Tu20	7.394180764449888E-5	0.41	cervical cancer
Cer77_rep9_Dep6_Tu40	4.191343969704416E-5	0.58	cervical cancer
Cer77_rep6_Dep6_Tu40	5.576502457884346E-5	0.55	cervical cancer
Cer77_rep8_Dep6_Tu5	4.2417103869727595E-5	0.2	ovarian cancer
Cer77_rep5_Dep6_Tu50	4.064372751067747E-5	0.72	cervical cancer
Cer77_rep1_Dep6_Tu30	5.782494193045391E-5	0.47	cervical cancer
Cer77_rep2_Dep6_Tu20	6.776753788188652E-5	0.38	cervical cancer
Cer77_rep4_Dep6_Tu0.5	3.247703070919793E-5	0.15	ovarian cancer
Cer77_rep2_Dep6_Tu40	6.172406723159362E-5	0.58	cervical cancer
Cer77_rep8_Dep6_Tu30	6.778587789374742E-5	0.49	cervical cancer
Cer77_rep3_Dep6_Tu40	5.579262487323189E-5	0.58	cervical cancer
Cer77_rep4_Dep6_Tu0.1	2.7081944239018738E-5	0.13	ovarian cancer
Cer77_rep2_Dep6_Tu1	2.4418248586215003E-5	0.15	ovarian cancer
Cer77_rep3_Dep6_Tu3	3.4797052004254926E-5	0.18	ovarian cancer
Cer77_rep2_Dep6_Tu30	4.7701769619607426E-5	0.49	cervical cancer
Cer77_rep9_Dep6_Tu30	5.8336279390976085E-5	0.49	cervical cancer
Cer77_rep7_Dep6_Tu20	6.705636216569322E-5	0.38	cervical cancer
Cer77_rep6_Dep6_Tu1	3.45569343996714E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu50	4.836024632468138E-5	0.65	cervical cancer
Cer77_rep3_Dep6_Tu5	4.1465643612623866E-5	0.2	ovarian cancer
Cer77_rep8_Dep6_Tu0.5	3.317539712942181E-5	0.15	ovarian cancer
Cer77_rep9_Dep6_Tu0.3	2.222982817589682E-5	0.13	ovarian cancer
Cer77_rep6_Dep6_Tu0.5	3.057031383261689E-5	0.15	ovarian cancer
Cer77_rep7_Dep6_Tu1	2.8776782929694313E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu3	3.127011878148859E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu3	3.586741567686453E-5	0.18	ovarian cancer
Cer77_rep9_Dep6_Tu5	4.1195090626817975E-5	0.2	ovarian cancer
Cer77_rep10_Dep6_Tu20	7.588107836608914E-5	0.41	cervical cancer
Cer77_rep1_Dep6_Tu3	3.0237225629118577E-5	0.18	ovarian cancer
Cer77_rep5_Dep6_Tu2	3.0261408095805914E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu5	3.865257144512876E-5	0.19	ovarian cancer
Cer77_rep8_Dep6_Tu2	2.6391456217737228E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu10	5.885735625666195E-5	0.25	cervical cancer
Cer77_rep10_Dep6_Tu30	7.115396020268672E-5	0.49	cervical cancer
Cer77_rep10_Dep6_Tu0.1	2.1464408592384753E-5	0.13	ovarian cancer
Cer77_rep6_Dep6_Tu3	3.700787119424287E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu10	5.285224370812983E-5	0.26	cervical cancer
Cer77_rep1_Dep6_Tu0.1	2.740333038379971E-5	0.13	ovarian cancer
Cer77_rep10_Dep6_Tu50	4.998939261886511E-5	0.64	cervical cancer
Cer77_rep3_Dep6_Tu2	3.135949671046201E-5	0.15	ovarian cancer
Cer77_rep2_Dep6_Tu10	4.207995957170306E-5	0.23	cervical cancer
Cer77_rep4_Dep6_Tu5	3.2340881879161986E-5	0.19	ovarian cancer
Cer77_rep4_Dep6_Tu2	3.7484927694177454E-5	0.17	ovarian cancer
Cer77_rep8_Dep6_Tu3	3.8774549536342814E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu5	3.2315623765086313E-5	0.08	colorectal cancer
Cer77_rep4_Dep6_Tu3	3.8667887971815456E-5	0.18	ovarian cancer
Cer77_rep7_Dep6_Tu2	3.501867185135279E-5	0.18	ovarian cancer
Cer77_rep10_Dep6_Tu40	6.115256269376761E-5	0.55	cervical cancer
Cer77_rep6_Dep6_Tu10	4.8791162889568974E-5	0.27	cervical cancer
Cer77_rep6_Dep6_Tu50	3.319455015426196E-5	0.64	cervical cancer
Cer77_rep2_Dep6_Tu2	3.263217574584114E-5	0.15	ovarian cancer
Cer77_rep1_Dep6_Tu5	4.030982889384261E-5	0.2	ovarian cancer
Cer77_rep5_Dep6_Tu0.1	2.4628705083743434E-5	0.13	ovarian cancer
Cer77_rep9_Dep6_Tu50	2.3497669326536133E-5	0.64	cervical cancer
Cer77_rep10_Dep6_Tu0.3	2.2153255584517305E-5	0.11	ovarian cancer
Cer77_rep3_Dep6_Tu0.3	3.007052737329556E-5	0.15	ovarian cancer
Cer77_rep1_Dep6_Tu0.5	2.708940592533241E-5	0.13	ovarian cancer
Cer77_rep4_Dep6_Tu1	3.377263414335233E-5	0.15	ovarian cancer
Cer77_rep2_Dep6_Tu0.3	2.7392155428409334E-5	0.13	ovarian cancer
Cer77_rep10_Dep6_Tu10	5.186477117053175E-5	0.26	cervical cancer
Cer77_rep3_Dep6_Tu50	3.701656876263243E-5	0.64	cervical cancer
Cer77_rep3_Dep6_Tu0.5	2.66536273121627E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu40	4.363841392242165E-5	0.58	cervical cancer
Cer77_rep9_Dep6_Tu2	3.41860496945102E-5	0.18	ovarian cancer
Cer77_rep8_Dep6_Tu20	7.517479625714064E-5	0.41	cervical cancer
Cer77_rep7_Dep6_Tu0.5	2.908121056175282E-5	0.15	ovarian cancer
Cer77_rep1_Dep6_Tu50	2.8533942385041543E-5	0.65	cervical cancer
Cer77_rep10_Dep6_Tu1	2.7256765844338238E-5	0.15	ovarian cancer
Cer77_rep8_Dep6_Tu0.3	2.2312775961595918E-5	0.13	ovarian cancer
Cer77_rep4_Dep6_Tu20	7.03458146621642E-5	0.36	cervical cancer
Cer77_rep7_Dep6_Tu30	5.025201405609056E-5	0.49	cervical cancer
Cer77_rep7_Dep6_Tu40	5.728459822008671E-5	0.59	cervical cancer
Cer77_rep9_Dep6_Tu0.1	2.391819931655865E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu20	6.721360517359953E-5	0.38	cervical cancer
Cer77_rep8_Dep6_Tu1	2.5832155292349346E-5	0.15	ovarian cancer
Cer77_rep6_Dep6_Tu0.1	2.7916577082744267E-5	0.13	ovarian cancer
Cer77_rep2_Dep6_Tu3	3.601175751884457E-5	0.18	ovarian cancer
Cer77_rep1_Dep6_Tu0.3	2.560162913925393E-5	0.13	ovarian cancer
Cer77_rep1_Dep6_Tu40	6.58562533502304E-5	0.58	cervical cancer
Cer77_rep6_Dep6_Tu30	7.480503314123592E-5	0.47	cervical cancer
Cer77_rep2_Dep6_Tu0.1	2.803614098950857E-5	0.15	ovarian cancer
Cer77_rep1_Dep6_Tu20	7.87749765610143E-5	0.38	cervical cancer
Cer77_rep4_Dep6_Tu30	4.892270263438082E-5	0.49	cervical cancer
Cer77_rep10_Dep6_Tu0.5	2.702578072735009E-5	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu10	4.059451739132451E-5	0.23	cervical cancer
Cer77_rep9_Dep6_Tu1	3.2821628979111846E-5	0.15	ovarian cancer
Cer77_rep1_Dep6_Tu10	5.724725739623169E-5	0.27	cervical cancer
Cer77_rep8_Dep6_Tu0.1	2.6374888426293936E-5	0.15	ovarian cancer
Cer77_rep9_Dep6_Tu10	5.753339308996732E-5	0.24	cervical cancer
Cer77_rep7_Dep6_Tu0.1	2.642641029612735E-5	0.13	ovarian cancer
Cer81_rep10_Dep6_Tu5	2.4757259775499672E-5	0.15	ovarian cancer
Cer81_rep8_Dep6_Tu2	2.8825963082657087E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu3	2.4029019069885468E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu3	2.642046063489665E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu20	5.0179734308375195E-5	0.29	cervical cancer
Cer81_rep5_Dep6_Tu5	2.86221194052498E-5	0.16	ovarian cancer
Cer81_rep4_Dep6_Tu0.1	2.7157302031653598E-5	0.13	ovarian cancer
Cer81_rep9_Dep6_Tu20	5.466279388802427E-5	0.23	cervical cancer
Cer81_rep9_Dep6_Tu5	2.4685527451776857E-5	0.18	ovarian cancer
Cer81_rep2_Dep6_Tu1	1.9616769238277385E-5	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu3	2.6574775327566228E-5	0.15	ovarian cancer
Cer81_rep8_Dep6_Tu1	2.177121395717066E-5	0.13	ovarian cancer
Cer81_rep1_Dep6_Tu50	5.019354484332534E-5	0.53	cervical cancer
Cer81_rep9_Dep6_Tu1	2.7778194051651972E-5	0.15	ovarian cancer
Cer81_rep4_Dep6_Tu30	5.4188638814020735E-5	0.34	cervical cancer
Cer81_rep5_Dep6_Tu20	5.524933554166691E-5	0.26	cervical cancer
Cer81_rep2_Dep6_Tu0.5	2.4848789121056436E-5	0.13	ovarian cancer
Cer81_rep2_Dep6_Tu2	2.8955421403841214E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu1	2.9302508817308455E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu0.5	2.699678930618613E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu0.1	2.4888441918719974E-5	0.13	ovarian cancer
Cer81_rep8_Dep6_Tu0.1	2.830519254226022E-5	0.15	ovarian cancer
Cer81_rep10_Dep6_Tu10	3.802277550299711E-5	0.21	cervical cancer
Cer81_rep2_Dep6_Tu5	2.848023129990389E-5	0.18	ovarian cancer
Cer81_rep8_Dep6_Tu50	5.649523923662001E-5	0.49	cervical cancer
Cer81_rep2_Dep6_Tu40	7.314867348619845E-5	0.41	cervical cancer
Cer81_rep6_Dep6_Tu30	5.735080859705158E-5	0.34	cervical cancer
Cer81_rep4_Dep6_Tu1	3.040464883064543E-5	0.15	ovarian cancer
Cer81_rep3_Dep6_Tu0.3	3.1763946433541625E-5	0.15	ovarian cancer
Cer81_rep9_Dep6_Tu0.1	2.3800655989918245E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu40	5.7435128916642384E-5	0.41	cervical cancer
Cer81_rep10_Dep6_Tu2	3.1438404588423195E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu50	6.115641085383825E-5	0.53	cervical cancer
Cer81_rep8_Dep6_Tu0.3	2.1381086933780078E-5	0.13	ovarian cancer
Cer81_rep8_Dep6_Tu40	6.008935431330586E-5	0.41	cervical cancer
Cer81_rep9_Dep6_Tu40	6.700768223061254E-5	0.41	cervical cancer
Cer81_rep9_Dep6_Tu10	2.7430869236277605E-5	0.17	cervical cancer
Cer81_rep2_Dep6_Tu50	5.9877445036544545E-5	0.48	cervical cancer
Cer81_rep8_Dep6_Tu10	3.860558843135333E-5	0.17	cervical cancer
Cer81_rep10_Dep6_Tu0.1	2.1472742604311154E-5	0.13	ovarian cancer
Cer81_rep3_Dep6_Tu1	2.577392331847477E-5	0.15	ovarian cancer
Cer81_rep9_Dep6_Tu50	6.510981685141113E-5	0.5	cervical cancer
Cer81_rep8_Dep6_Tu30	6.901663178782224E-5	0.36	cervical cancer
Cer81_rep4_Dep6_Tu20	4.769045477443613E-5	0.26	cervical cancer
Cer81_rep10_Dep6_Tu20	6.50366412118559E-5	0.28	cervical cancer
Cer81_rep7_Dep6_Tu3	2.8162368733672535E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu30	6.374072941799459E-5	0.36	cervical cancer
Cer81_rep1_Dep6_Tu0.1	2.912347036640746E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu10	3.337330841315753E-5	0.17	cervical cancer
Cer81_rep7_Dep6_Tu0.1	2.6091609802240883E-5	0.13	ovarian cancer
Cer81_rep8_Dep6_Tu0.5	3.2562702314130616E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu1	2.482592892231978E-5	0.13	ovarian cancer
Cer81_rep10_Dep6_Tu0.5	2.7608286384956264E-5	0.15	ovarian cancer
Cer81_rep8_Dep6_Tu20	5.246888913050946E-5	0.28	cervical cancer
Cer81_rep4_Dep6_Tu5	3.042666936166238E-5	0.17	ovarian cancer
Cer81_rep3_Dep6_Tu30	5.4549210680708165E-5	0.36	cervical cancer
Cer81_rep9_Dep6_Tu0.3	2.059039753353897E-5	0.13	ovarian cancer
Cer81_rep4_Dep6_Tu0.3	2.5131708774625817E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu30	7.4449809548529E-5	0.34	cervical cancer
Cer81_rep1_Dep6_Tu1	2.785180827766189E-5	0.15	ovarian cancer
Cer81_rep4_Dep6_Tu50	6.451656242626149E-5	0.49	cervical cancer
Cer81_rep6_Dep6_Tu0.1	2.8199784668403064E-5	0.13	ovarian cancer
Cer81_rep1_Dep6_Tu0.5	2.7283362945677584E-5	0.13	ovarian cancer
Cer81_rep3_Dep6_Tu50	5.308060587827816E-5	0.52	cervical cancer
Cer81_rep6_Dep6_Tu50	6.206105128887769E-5	0.5	cervical cancer
Cer81_rep4_Dep6_Tu40	6.607128206916163E-5	0.41	cervical cancer
Cer81_rep7_Dep6_Tu5	2.6793853668516423E-5	0.15	ovarian cancer
Cer81_rep9_Dep6_Tu30	7.172868235035573E-5	0.34	cervical cancer
Cer81_rep5_Dep6_Tu0.5	2.733359838618526E-5	0.13	ovarian cancer
Cer81_rep5_Dep6_Tu2	2.843487335658953E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu3	2.547554612331106E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu0.3	2.4380408104938783E-5	0.13	ovarian cancer
Cer81_rep10_Dep6_Tu1	2.906370903603928E-5	0.15	ovarian cancer
Cer81_rep3_Dep6_Tu20	5.454840030452608E-5	0.26	cervical cancer
Cer81_rep4_Dep6_Tu10	2.7785693798382094E-5	0.17	cervical cancer
Cer81_rep4_Dep6_Tu2	3.2457102394799065E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu20	6.163043336442413E-5	0.25	cervical cancer
Cer81_rep3_Dep6_Tu40	7.248460752866146E-5	0.41	cervical cancer
Cer81_rep9_Dep6_Tu0.5	2.6839045430138745E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu10	3.491561070388842E-5	0.17	cervical cancer
Cer81_rep6_Dep6_Tu0.3	2.567927261307698E-5	0.15	ovarian cancer
Cer81_rep10_Dep6_Tu30	6.090074782149094E-5	0.34	cervical cancer
Cer81_rep1_Dep6_Tu10	3.315638709481709E-5	0.2	ovarian cancer
Cer81_rep7_Dep6_Tu2	2.718517374062896E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu2	2.6388535374626046E-5	0.15	ovarian cancer
Cer81_rep10_Dep6_Tu40	5.949477165273958E-5	0.41	cervical cancer
Cer81_rep6_Dep6_Tu5	2.3714936032078358E-5	0.18	ovarian cancer
Cer81_rep5_Dep6_Tu40	5.957173350561214E-5	0.41	cervical cancer
Cer81_rep3_Dep6_Tu3	3.110941975766254E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu2	2.915584545792539E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu10	3.598934460497976E-5	0.17	cervical cancer
Cer81_rep9_Dep6_Tu2	3.0253578934963726E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu0.5	2.9310896025883866E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu0.3	2.6235049038158034E-5	0.13	ovarian cancer
Cer81_rep1_Dep6_Tu3	3.2343525249454863E-5	0.15	ovarian cancer
Cer81_rep2_Dep6_Tu0.1	2.768831856808623E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu0.3	2.532421254870635E-5	0.13	ovarian cancer
Cer81_rep5_Dep6_Tu30	5.781484306168657E-5	0.34	cervical cancer
Cer81_rep10_Dep6_Tu3	2.4848899511286345E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu40	5.590130585281755E-5	0.41	cervical cancer
Cer81_rep3_Dep6_Tu0.5	2.5284868101239195E-5	0.15	ovarian cancer
Cer81_rep8_Dep6_Tu5	2.615235753456466E-5	0.17	ovarian cancer
Cer81_rep7_Dep6_Tu30	6.646498627318188E-5	0.33	cervical cancer
Cer81_rep3_Dep6_Tu2	2.944148223787953E-5	0.15	ovarian cancer
Cer81_rep5_Dep6_Tu50	5.766303627921673E-5	0.49	cervical cancer
Cer81_rep2_Dep6_Tu20	5.2397324665746524E-5	0.29	cervical cancer
Cer81_rep7_Dep6_Tu40	6.236529435601911E-5	0.41	cervical cancer
Cer81_rep10_Dep6_Tu0.3	2.178993754866406E-5	0.11	ovarian cancer
Cer81_rep4_Dep6_Tu3	3.0817099808686015E-5	0.15	ovarian cancer
Cer81_rep6_Dep6_Tu1	3.6373385660540855E-5	0.15	ovarian cancer
Cer81_rep4_Dep6_Tu0.5	2.8200678477020982E-5	0.15	ovarian cancer
Cer81_rep3_Dep6_Tu0.1	2.78776941064044E-5	0.15	ovarian cancer
Cer81_rep7_Dep6_Tu10	3.178686925427669E-5	0.2	ovarian cancer
Cer81_rep10_Dep6_Tu50	5.657581928681061E-5	0.5	cervical cancer
Cer81_rep5_Dep6_Tu0.3	2.602141703239387E-5	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu20	4.633964113847076E-5	0.28	cervical cancer
Cer81_rep3_Dep6_Tu5	3.01550984767621E-5	0.18	ovarian cancer
Cer81_rep3_Dep6_Tu10	2.91345976570899E-5	0.21	breast cancer
Cer81_rep9_Dep6_Tu3	2.975099813816502E-5	0.15	ovarian cancer
Cer81_rep1_Dep6_Tu5	3.252134894968732E-5	0.18	ovarian cancer
Colo_rep2_Dep6_Tu0.5	2.7202948405424258E-5	0.13	ovarian cancer
Colo_rep2_Dep6_Tu50	4.665837161507703E-4	0.5	colorectal cancer
Colo_rep6_Dep6_Tu1	3.187831997477886E-5	0.15	ovarian cancer
Colo_rep3_Dep6_Tu2	3.400715668745639E-5	0.15	ovarian cancer
Colo_rep7_Dep6_Tu2	3.243455462381851E-5	0.08	colorectal cancer
Colo_rep8_Dep6_Tu0.1	2.7689602904121306E-5	0.15	ovarian cancer
