Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo_rep2_Dep6_Tu0.5,0.348,1.595,0.330,0.095,0.906,0.003,1.559,0.568,2.964,4.857,11.644,4.127,8.820,12.386,10.821,0.766,13.573,0.039,2.436,8.985,1.656,9.089,2.434
Colo_rep2_Dep6_Tu50,1.010,3.860,1.102,2.531,4.522,12.190,3.115,1.560,0.306,1.358,3.564,4.550,2.944,2.638,7.158,5.605,4.925,30.125,0.739,1.576,1.722,1.371,1.529
Colo_rep6_Dep6_Tu1,0.428,3.441,0.344,0.098,1.336,0.011,0.239,5.439,0.298,5.214,6.136,4.053,13.475,3.090,5.896,4.119,5.123,0.088,15.351,2.203,9.168,5.416,9.034
Colo_rep3_Dep6_Tu2,0.191,1.830,0.445,0.141,1.566,0.018,4.081,0.044,7.215,5.225,9.041,2.816,2.628,10.857,12.224,0.176,11.769,0.572,0.843,5.047,8.602,4.552,10.117
Colo_rep7_Dep6_Tu2,0.148,1.222,0.622,0.201,0.284,0.049,3.314,0.015,6.150,3.692,7.472,3.866,14.116,12.401,4.012,4.256,1.679,0.471,9.344,1.237,6.934,0.983,17.535
Colo_rep8_Dep6_Tu0.1,0.081,2.526,0.150,0.145,0.878,0.011,2.415,7.225,3.579,2.182,7.622,3.316,11.245,1.348,2.125,1.426,10.994,0.680,3.293,10.424,0.644,13.777,13.916
Colo_rep10_Dep6_Tu2,0.376,2.518,0.346,0.111,1.340,0.013,2.043,8.288,1.874,2.661,6.914,2.112,12.453,4.827,6.160,3.127,19.670,0.949,7.032,3.346,4.308,6.922,2.610
Colo_rep6_Dep6_Tu3,0.166,1.709,0.694,0.362,2.081,0.096,0.394,7.750,7.178,3.485,8.434,1.133,2.769,3.265,4.414,2.091,8.637,1.269,11.702,4.299,5.617,7.990,14.467
Colo_rep9_Dep6_Tu30,1.759,3.010,1.379,0.618,3.116,6.183,0.031,5.785,2.769,4.188,3.059,3.757,4.825,4.950,4.609,3.362,4.040,19.870,0.156,6.812,7.197,4.012,4.514
Colo_rep9_Dep6_Tu0.5,0.510,1.143,0.222,0.049,0.849,0.022,1.709,7.477,5.305,1.980,3.924,2.737,15.662,1.853,11.319,5.255,4.922,0.478,16.151,9.397,2.420,5.965,0.653
Colo_rep6_Dep6_Tu20,0.802,4.858,1.102,0.337,0.941,3.726,3.263,7.619,1.653,5.435,0.820,2.471,4.432,18.271,8.171,7.495,0.366,7.419,3.500,0.590,5.596,0.985,10.149
Colo_rep8_Dep6_Tu30,1.400,4.210,0.694,0.893,3.272,8.169,2.684,2.682,4.095,4.642,1.240,3.074,5.754,3.672,2.358,20.862,16.419,7.578,1.352,2.799,0.903,1.204,0.042
Colo_rep3_Dep6_Tu5,0.244,4.047,0.140,0.363,2.621,0.282,2.985,5.687,5.591,0.186,2.489,2.556,15.129,11.725,0.976,9.379,5.804,0.065,13.384,1.111,11.211,2.712,1.313
