Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Br66_rep4_Dep6_Tu50,1.701,1.450,1.979,1.969,1.109,0.665,0.295,0.386,0.415,2.512,0.401,1.032,0.608,0.477,1.099,2.908,1.454,2.531,0.417,0.698,0.412,0.653,1.607,6.737,2.852,2.218,1.604,8.877,1.716,0.028,0.334,0.016,1.574,0.530,1.068,1.291,0.444,0.883,2.414,0.175,6.628,0.544,20.687,0.058,3.541,0.168,2.036,0.914,0.158,5.722
Br66_rep3_Dep6_Tu0.5,1.187,0.149,3.600,5.239,2.401,6.914,4.694,8.217,0.551,4.774,1.116,4.328,0.805,1.334,2.613,3.199,1.419,1.700,1.855,3.139,0.983,0.199,0.326,0.012,0.468,0.057,0.052,0.018,0.028,0.026,0.010,0.007,0.531,0.396,0.334,0.135,0.075,0.121,0.649,0.162,0.353,2.155,0.887,19.613,0.062,5.680,2.517,0.062,1.682,3.167
Br66_rep2_Dep6_Tu3,1.620,1.536,1.598,6.016,5.908,5.494,0.304,6.178,6.510,5.104,2.739,0.570,1.116,0.863,3.022,3.012,1.911,0.869,2.131,2.364,0.945,0.068,0.558,0.065,0.625,0.103,0.216,0.088,0.114,0.063,0.003,0.041,0.505,0.564,0.822,0.036,0.105,0.135,0.105,1.742,0.087,3.813,1.101,7.729,2.005,3.149,6.396,3.340,6.107,0.504
Br66_rep6_Dep6_Tu40,2.111,1.943,0.696,1.715,0.427,1.020,2.590,1.187,3.486,1.784,1.072,1.714,0.279,0.739,1.971,2.578,0.296,2.893,1.798,2.120,1.150,0.031,0.916,2.661,1.934,2.697,4.157,5.328,0.154,1.310,0.238,0.059,1.639,0.818,0.276,1.161,1.006,0.434,0.918,2.415,19.180,2.247,6.362,1.552,0.390,3.455,1.524,0.442,0.218,2.910
Br66_rep9_Dep6_Tu0.1,1.888,1.173,0.881,6.151,7.201,4.489,1.526,6.687,1.377,3.888,5.495,5.207,0.049,1.174,2.000,4.025,0.348,3.490,2.052,0.572,0.988,0.918,0.071,0.067,0.055,0.082,0.002,0.015,0.008,0.010,0.006,0.016,0.511,0.857,0.930,0.040,0.100,0.040,0.640,0.523,0.534,10.828,0.514,5.600,2.216,4.759,2.591,0.226,2.583,4.598
Br66_rep9_Dep6_Tu5,1.369,0.240,5.737,6.649,7.238,2.132,3.620,5.312,1.834,4.579,1.309,1.802,1.684,0.214,3.758,0.915,4.935,0.173,1.141,2.850,0.273,0.951,1.048,0.006,0.896,0.327,0.485,0.045,0.161,0.104,0.011,0.047,1.035,0.667,0.561,0.491,0.216,0.061,0.456,0.301,0.904,6.982,2.927,0.649,0.337,3.183,6.516,6.050,4.703,2.117
Br66_rep10_Dep6_Tu1,0.910,1.767,4.911,2.412,5.731,8.757,2.350,4.268,6.330,3.178,1.678,2.924,0.534,1.462,3.416,1.100,3.647,0.899,2.062,1.197,0.769,0.692,0.005,0.007,0.214,0.109,0.029,0.025,0.076,0.023,0.009,0.011,0.450,1.000,0.613,0.091,0.099,0.220,0.531,0.135,0.338,0.740,0.392,4.358,7.644,4.251,0.495,8.658,5.078,3.407
Br66_rep6_Dep6_Tu20,0.881,2.095,4.625,3.563,4.355,3.955,5.623,3.095,0.547,3.522,1.543,1.631,1.024,0.669,0.412,1.677,3.572,1.832,1.266,2.067,1.370,1.227,0.271,1.991,0.674,0.078,2.053,1.197,0.652,0.292,0.092,0.119,0.286,0.129,1.358,0.961,0.370,0.531,0.278,2.758,4.774,6.696,8.949,0.106,0.397,3.066,4.110,1.255,4.246,1.758
Br66_rep10_Dep6_Tu30,1.405,2.398,1.850,0.164,3.504,0.695,3.794,4.975,2.023,3.786,3.428,1.318,1.243,1.250,3.213,0.897,1.251,1.493,1.083,1.015,1.355,0.158,0.312,2.037,0.103,2.748,2.481,3.435,0.125,0.932,0.052,0.077,1.020,1.095,1.100,0.229,1.035,0.849,1.391,2.861,15.018,1.895,3.619,1.157,5.609,3.130,2.078,0.298,2.470,0.546
Br66_rep10_Dep6_Tu5,2.187,0.298,0.753,6.839,6.730,3.173,0.294,6.620,5.541,2.308,4.111,4.528,1.475,0.340,1.365,2.882,4.047,0.786,0.261,3.081,0.684,0.419,0.765,0.134,0.120,0.066,0.363,0.101,0.180,0.077,0.014,0.038,0.306,0.057,1.407,0.217,0.427,0.053,0.543,1.462,3.021,10.100,1.010,0.224,1.164,2.049,6.280,2.711,7.419,0.971
