Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
gDNA-Breast-GC1002316,2.833,2.884,0.159,0.160,0.406,0.491,0.217,0.398,0.394,0.526,1.350,1.347,0.569,1.801,3.610,2.779,0.708,1.736,2.080,1.205,1.535,1.732,0.147,3.341,3.122,6.040,1.917,2.653,0.034,0.011,0.144,0.120,0.150,0.202,3.327,0.830,0.656,0.290,1.346,0.189,0.011,0.060,0.347,45.430,0.267,0.003,0.001,0.093,0.002,0.347
gDNA-Breast-GC1003962,0.729,0.423,0.069,0.116,0.142,0.067,0.048,0.160,0.019,0.231,0.111,0.400,0.106,1.067,1.023,1.675,0.622,0.298,1.072,1.034,0.515,1.070,0.429,3.537,3.093,0.605,2.190,7.003,0.412,1.575,0.015,0.011,0.594,0.404,1.748,1.666,0.323,3.617,0.795,2.778,0.013,0.006,46.567,2.308,1.081,5.219,0.032,0.574,0.471,1.938
gDNA-Breast-GC1003963,0.343,1.052,0.147,0.056,0.007,0.044,0.009,0.244,0.077,0.233,0.797,0.502,0.763,0.291,1.751,0.679,1.751,1.710,0.243,0.711,0.637,0.776,0.142,9.160,0.511,1.659,6.558,1.208,0.411,0.005,0.055,0.027,0.900,0.248,0.580,1.984,2.120,0.894,0.957,1.567,0.000,0.264,52.533,1.315,1.554,0.745,0.169,0.187,0.287,1.138
gDNA-Breast-GC1003965,1.983,3.423,0.013,0.213,0.100,0.197,0.358,0.309,0.111,0.441,0.964,1.161,0.054,0.758,0.023,2.413,0.811,2.303,0.568,0.851,0.457,0.511,0.671,6.674,2.614,10.404,7.271,4.748,0.068,0.003,0.213,0.242,0.060,0.722,1.238,0.728,0.203,0.255,0.699,0.312,0.005,0.043,0.207,1.242,0.017,0.005,0.002,0.017,0.006,43.306
gDNA-Breast-GC1003966,0.381,0.125,0.015,0.177,0.045,0.004,0.004,0.089,0.049,0.206,0.067,0.036,0.330,0.470,0.093,0.930,0.748,0.431,0.848,0.551,0.174,0.399,0.286,3.578,1.868,2.607,4.537,18.295,0.573,1.041,0.052,0.105,0.392,0.447,0.471,0.438,0.067,0.644,1.369,1.152,0.022,0.192,15.171,10.953,6.284,0.110,0.109,4.668,2.095,16.303
gDNA-Cervical-GC112877,0.201,0.102,0.020,0.019,0.028,0.052,0.047,0.008,0.009,0.210,0.238,0.164,0.339,0.066,1.947,2.393,1.150,0.881,0.877,0.325,0.089,0.336,0.017,0.482,0.182,0.036,0.066,0.162,0.018,0.174,0.001,0.002,0.311,0.212,0.554,0.435,0.213,82.266,0.986,1.412,0.001,0.008,0.012,0.005,0.339,2.275,0.271,0.002,0.025,0.037
gDNA-Cervical-GC112878,1.738,2.858,4.621,2.103,2.983,1.644,0.360,3.685,0.692,1.734,1.057,2.945,0.317,2.337,0.481,0.677,0.078,1.209,0.842,0.865,0.502,1.966,0.371,0.114,2.207,1.146,0.038,0.469,0.712,0.009,0.498,4.288,4.490,0.265,1.907,0.793,2.377,5.588,2.122,0.811,2.909,20.465,0.090,0.880,0.084,0.001,0.026,0.463,0.071,11.113
gDNA-Cervical-GC112880,0.227,0.319,0.020,0.175,0.238,0.316,0.337,0.247,0.119,0.105,0.075,0.455,0.355,0.670,0.233,1.636,1.109,1.734,0.192,0.363,0.806,0.576,0.175,0.034,1.733,0.152,0.153,1.957,0.578,2.128,0.062,0.035,0.768,1.073,2.145,4.472,6.685,25.396,4.074,21.946,0.897,0.514,0.180,1.057,2.841,9.785,0.357,0.014,0.035,0.446
gDNA-Cervical-GC112881,0.320,0.166,0.021,0.017,0.019,0.072,0.129,0.049,0.057,0.025,0.301,0.260,0.375,0.363,1.966,1.483,0.521,1.332,0.210,0.099,0.283,0.015,0.202,0.075,0.580,0.095,0.035,0.017,0.004,0.028,0.000,0.001,0.208,0.100,0.212,10.883,0.158,9.084,1.337,4.498,0.005,0.001,0.000,0.003,64.067,0.020,0.001,0.285,0.001,0.018
gDNA-Cervical-GC112882,0.057,1.785,0.334,1.021,0.474,0.063,0.527,0.284,0.071,1.745,0.685,1.528,3.787,4.130,0.045,0.464,3.651,2.592,3.691,3.321,1.030,1.980,3.295,0.410,3.519,0.766,1.460,0.358,0.064,0.013,0.626,5.430,0.283,2.291,0.977,0.697,3.623,17.231,3.300,5.300,1.048,11.706,0.006,3.414,0.290,0.003,0.015,0.127,0.003,0.481
