Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
gDNA-Breast-GC1002316,0.994,1.861,0.000,0.000,0.000,0.000,0.001,0.000,0.000,2.876,5.142,0.599,0.153,0.095,0.022,0.966,1.897,1.415,0.164,0.123,0.126,0.136,0.422,0.006,3.689,18.951,36.150,3.984,0.011,0.081,0.000,0.000,1.096,0.066,13.719,0.072,5.164,0.004,0.001,0.015,0.000
gDNA-Breast-GC1003962,0.005,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.754,0.086,1.411,1.182,0.030,0.205,0.001,0.000,0.002,0.075,0.180,0.002,1.383,54.662,0.000,4.080,0.000,0.000,0.000,0.000,0.000,0.139,32.970,2.811,0.000,0.004,0.009
gDNA-Breast-GC1003963,0.155,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.031,0.008,0.004,0.000,0.698,0.305,0.483,0.386,0.025,0.207,0.001,0.002,0.007,1.752,0.001,0.193,4.284,65.101,0.005,0.120,0.000,0.000,0.000,0.000,0.000,0.362,24.118,0.243,0.009,0.027,1.408
gDNA-Breast-GC1003965,0.549,0.329,0.001,0.003,0.005,0.001,0.004,0.001,0.003,0.228,0.404,0.257,0.062,0.046,0.058,0.030,0.066,0.010,0.017,0.079,0.013,0.008,0.009,4.582,1.698,61.022,20.945,2.311,0.657,0.037,0.359,0.003,2.190,0.051,0.073,0.017,3.862,0.000,0.006,0.002,0.002
gDNA-Breast-GC1003966,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.212,0.144,17.033,4.788,35.510,0.744,0.458,0.280,0.019,0.932,0.012,0.002,0.882,17.185,1.441,0.020,0.001,3.331
gDNA-Cervical-GC112877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.600,0.222,0.404,0.125,0.001,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.609,0.000,0.000,0.000
gDNA-Cervical-GC112878,0.000,0.000,3.175,5.047,1.388,0.660,0.607,1.850,0.889,0.006,0.040,0.022,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.030,0.020,0.002,0.413,0.000,2.646,1.786,81.238,0.001,0.001,0.000,0.139,0.000,0.000,0.000,0.029
gDNA-Cervical-GC112880,0.007,0.058,0.013,0.021,0.019,0.011,0.122,0.024,0.004,0.006,0.008,0.005,0.008,0.032,0.092,0.090,0.060,0.044,0.061,0.072,0.278,0.049,0.075,0.043,0.179,0.021,0.007,0.084,0.026,1.635,0.150,0.080,0.003,0.105,1.253,0.002,0.118,93.662,0.001,0.051,1.422
gDNA-Cervical-GC112881,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,1.014,1.042,0.367,0.175,0.026,0.111,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,97.255,0.000,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112882,0.072,0.052,0.000,0.001,0.000,0.000,0.001,0.001,0.001,0.011,0.077,0.014,0.794,1.988,0.795,0.142,3.310,5.327,1.364,2.038,0.417,0.363,0.521,0.000,0.345,0.012,0.018,0.000,0.000,0.000,0.001,0.367,79.451,0.001,0.403,1.440,0.000,0.536,0.134,0.002,0.000
