Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.303,11.775,1.586,37.001,23.727,2.173,1.344,1.563,4.184,3.146,7.842,0.000,0.000,1.355
Breast-GC1002976,3.017,0.000,0.000,0.000,0.000,0.689,0.000,0.000,0.000,4.840,2.644,0.000,35.084,21.669,7.527,2.245,5.728,1.250,11.725,1.306,0.000,0.000,2.275
Breast-GC1002977,0.000,0.000,0.000,0.000,0.000,0.000,11.502,0.000,1.569,0.000,11.437,16.441,51.679,5.163,0.000,0.000,0.000,2.207,0.000,0.000,0.000,0.000,0.000
Breast-GC1002978,1.143,0.000,0.000,0.000,0.457,0.000,0.000,0.000,0.000,1.650,18.011,0.918,28.018,20.602,1.032,0.718,0.000,3.510,7.318,12.238,2.952,0.000,1.433
Breast-GC1002979,8.928,0.028,0.000,0.000,0.000,0.393,1.063,0.000,0.000,0.886,10.702,1.283,45.167,12.575,0.000,4.711,8.643,3.206,0.000,0.000,2.414,0.000,0.000
Breast-GC1002980,0.000,0.000,0.000,0.000,0.493,0.000,0.433,0.000,0.000,5.989,10.261,1.193,32.909,22.478,0.000,0.000,4.949,2.105,3.073,0.000,11.949,0.000,4.167
Breast-GC1002981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.444,14.005,0.457,39.163,19.017,0.951,0.000,1.980,2.857,3.845,5.203,2.825,0.000,5.250
Breast-GC1003967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.790,14.056,1.133,27.701,22.877,0.000,1.521,0.000,5.965,0.000,2.259,0.000,18.695,0.000
Breast-GC1003968,1.518,0.000,0.000,0.000,0.000,0.104,0.000,0.000,0.000,7.125,6.233,0.376,32.625,19.445,1.694,0.000,5.985,6.147,9.094,9.653,0.000,0.000,0.000
Breast-GC1003970,0.065,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,4.578,30.214,0.513,30.571,18.968,0.000,0.000,0.000,5.614,1.817,4.276,3.368,0.000,0.000
Breast-GC1003971,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,7.032,18.886,4.872,17.552,25.961,0.000,0.000,4.652,7.837,3.799,3.996,0.000,0.000,5.313
Breast-GC1003972,1.051,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,5.189,17.881,0.933,22.399,28.158,5.324,0.000,11.747,2.231,0.795,4.222,0.000,0.000,0.000
Breast-GC1003974,0.000,0.000,0.000,0.000,0.000,0.981,0.000,0.000,0.000,1.788,13.512,0.552,50.633,22.294,0.000,0.000,2.747,0.000,3.818,2.975,0.000,0.699,0.000
Breast-GC1002311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.893,15.817,0.518,29.890,16.603,0.652,4.862,3.493,1.976,7.927,0.183,3.476,0.000,8.711
Breast-GC1004006,0.000,0.000,0.000,0.000,0.000,0.000,1.560,0.000,0.000,9.632,14.378,1.721,32.273,28.426,0.204,0.000,0.000,10.179,0.000,1.625,0.000,0.000,0.000
Breast-GC1004007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.552,10.021,1.439,22.469,27.331,13.247,5.625,0.000,0.000,0.231,0.000,9.890,6.194,0.000
Breast-GC1004008,0.000,0.000,0.000,0.000,0.000,0.000,0.437,0.000,0.000,1.199,6.078,0.337,47.647,13.838,0.000,13.547,3.450,0.624,1.753,2.840,5.178,0.000,3.072
Breast-GC1004009,0.253,0.000,0.000,0.000,0.741,0.000,0.000,0.000,0.000,2.293,6.446,0.000,48.392,17.414,3.820,0.000,0.000,0.000,0.074,6.356,0.000,14.210,0.000
Breast-GC110693,0.000,0.000,0.000,0.000,0.000,0.016,0.156,0.000,0.000,3.344,12.740,1.250,47.727,7.390,0.000,1.973,0.000,4.497,0.000,7.138,13.767,0.000,0.000
Breast-GC110694,0.000,0.000,0.000,0.000,0.000,0.000,0.404,0.000,0.000,5.504,12.342,0.846,35.060,17.712,3.825,0.000,0.000,6.662,4.727,9.783,0.000,1.194,1.941
