Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
gDNA-Breast-GC1002316,1.228,1.450,0.020,1.426,0.057,0.062,1.361,0.448,2.455,5.279,2.103,0.431,0.667,0.521,0.883,1.470,2.031,2.678,0.927,0.343,1.381,0.646,2.277,2.036,3.627,3.176,9.424,0.667,0.058,0.018,0.562,0.005,0.190,0.839,0.874,0.107,1.999,0.307,5.370,0.365,0.003,0.005,1.633,0.826,36.882,0.064,0.713,0.107,0.000,0.000
gDNA-Breast-GC1003962,0.440,0.649,0.043,0.063,0.001,0.124,0.164,0.198,0.037,0.108,0.133,0.199,0.234,0.301,0.295,0.118,0.540,0.379,0.047,0.227,0.139,0.016,0.313,1.595,0.317,0.377,0.003,0.136,0.106,0.940,0.458,0.106,0.427,0.448,0.308,0.078,0.189,0.220,0.625,0.279,0.264,1.281,0.022,27.710,5.003,2.231,45.570,0.001,0.134,6.405
gDNA-Breast-GC1003963,0.056,0.032,0.051,0.059,0.036,0.059,0.111,0.117,0.105,0.082,0.124,0.114,0.228,0.196,0.011,0.064,0.162,0.170,0.089,0.272,0.079,0.058,0.018,3.202,0.432,2.829,6.074,5.928,0.175,0.030,0.356,0.088,0.267,0.253,0.048,4.438,1.678,1.328,0.588,0.048,0.994,1.286,0.037,0.205,11.955,0.097,41.409,13.540,0.405,0.020
gDNA-Breast-GC1003965,0.519,1.492,0.677,0.002,0.653,0.836,0.056,1.378,0.631,1.503,0.275,0.722,2.326,1.421,0.414,2.593,0.924,2.149,2.181,1.506,1.323,0.111,0.618,19.524,3.752,2.746,12.937,6.444,0.121,0.015,0.012,0.235,0.686,1.678,1.439,0.132,0.081,0.537,1.912,0.432,0.064,0.012,0.030,0.007,19.229,0.339,0.242,1.092,1.759,0.232
gDNA-Breast-GC1003966,0.322,0.363,0.166,0.352,0.306,0.247,0.216,0.155,0.062,0.084,0.071,0.080,0.051,0.871,0.333,0.873,0.800,1.256,0.326,0.621,0.222,0.678,0.136,19.353,0.237,6.747,2.650,2.128,0.887,0.375,0.021,0.168,0.795,0.328,0.408,1.118,0.830,0.144,0.209,0.147,0.047,3.873,0.431,0.608,9.089,0.559,10.342,28.619,1.124,0.169
gDNA-Cervical-GC112877,0.218,0.135,0.040,0.009,0.075,0.005,0.058,0.047,0.056,0.031,0.006,0.047,0.091,0.000,0.726,0.548,1.063,0.002,0.067,0.350,0.063,0.131,0.022,0.036,0.037,0.010,0.007,0.012,0.005,0.005,0.007,0.158,0.333,0.103,0.043,6.700,0.067,2.454,3.754,0.110,0.177,0.000,0.000,0.166,0.000,81.886,0.001,0.000,0.140,0.000
gDNA-Cervical-GC112878,2.088,0.309,6.075,1.078,4.008,4.664,3.780,1.523,0.512,0.056,4.089,4.969,3.078,1.258,2.269,1.536,0.132,1.444,0.216,1.759,1.861,0.001,0.980,0.227,1.076,0.521,0.228,0.008,0.168,0.002,0.089,1.686,0.660,1.846,2.316,0.371,2.557,4.955,0.828,0.677,0.069,0.000,31.348,0.114,0.015,0.538,0.238,1.603,0.035,0.139
gDNA-Cervical-GC112880,0.006,0.077,0.100,0.387,0.303,0.308,0.549,0.337,0.253,0.041,0.086,0.004,0.584,0.210,0.597,0.451,0.179,0.277,0.420,0.052,0.889,0.577,0.621,1.176,1.061,0.226,0.067,0.926,0.149,0.014,0.684,0.596,2.443,1.276,4.952,23.601,0.295,2.160,0.786,0.111,0.037,0.001,0.058,4.916,0.066,41.304,1.537,0.012,4.221,0.019
gDNA-Cervical-GC112881,0.273,0.213,0.118,0.020,0.028,0.126,0.001,0.107,0.090,0.124,0.083,0.141,0.072,0.056,0.210,0.240,0.322,0.400,0.205,0.210,0.019,0.159,0.024,0.177,0.280,0.195,0.263,0.015,0.027,0.062,0.017,0.018,0.696,0.078,0.190,7.371,58.551,0.447,0.115,0.022,0.013,0.121,0.759,26.302,0.000,0.033,0.006,0.929,0.070,0.000
gDNA-Cervical-GC112882,2.625,0.448,0.875,1.329,0.863,1.228,0.010,1.459,0.083,0.623,0.943,0.759,4.889,1.244,2.867,1.743,3.470,2.523,3.435,4.723,1.188,0.742,2.555,0.012,2.744,0.467,0.229,0.030,0.072,0.006,0.944,7.334,4.917,2.549,0.044,11.870,2.979,3.633,1.980,4.139,0.004,0.000,15.208,0.042,0.001,0.004,0.001,0.064,0.004,0.101
gDNA-Cervical-GC112883,2.154,9.344,0.409,0.597,0.166,0.042,0.200,0.315,0.207,0.995,0.505,0.673,0.711,1.468,0.407,0.605,1.177,1.642,1.046,0.818,1.823,0.410,2.111,0.003,0.088,0.338,0.472,0.019,0.011,0.001,0.062,0.818,1.975,8.643,57.339,0.004,0.019,0.128,0.338,0.682,0.002,0.000,1.040,0.010,0.038,0.027,0.005,0.008,0.027,0.078
