Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo_rep2_Dep6_Tu0.5,0.070,0.646,1.406,0.004,0.821,0.328,0.628,0.231,2.773,4.796,5.762,0.293,4.115,3.394,0.346,7.782,13.136,13.262,1.520,8.815,12.190,17.582,0.100
Colo_rep2_Dep6_Tu50,0.680,5.369,0.697,0.720,0.562,11.088,2.546,3.938,3.224,3.974,5.841,2.608,2.845,5.087,19.679,1.577,5.490,10.124,3.155,6.929,2.915,0.357,0.597
Colo_rep6_Dep6_Tu1,0.037,0.669,0.574,0.000,2.037,0.548,1.953,1.609,0.230,3.412,6.361,1.558,8.019,3.273,7.216,7.701,12.255,3.233,0.999,4.751,8.350,13.082,12.133
Colo_rep3_Dep6_Tu2,0.006,0.408,0.203,0.026,3.266,0.606,2.574,0.741,1.758,1.019,8.917,3.271,8.594,1.984,0.031,11.025,16.996,13.326,1.664,4.634,4.234,8.943,5.776
Colo_rep7_Dep6_Tu2,0.103,0.763,0.212,0.030,2.075,0.675,2.384,0.451,0.611,5.378,1.225,2.205,2.552,21.386,2.033,7.941,17.860,7.592,7.095,0.848,5.814,1.372,9.395
Colo_rep8_Dep6_Tu0.1,0.012,0.639,0.387,0.001,1.966,0.146,1.702,3.962,1.350,1.323,6.799,1.972,12.760,8.025,3.960,17.303,0.866,8.582,4.280,1.746,9.053,0.005,13.164
Colo_rep10_Dep6_Tu2,0.035,0.042,1.526,0.015,0.480,1.717,1.779,0.213,2.554,4.098,7.926,2.151,7.675,14.116,0.983,5.107,8.113,4.644,4.613,1.583,4.038,19.243,7.350
Colo_rep6_Dep6_Tu3,0.023,0.658,0.455,0.025,1.905,0.533,3.458,1.867,2.337,0.935,6.501,1.283,8.703,17.710,4.628,6.509,9.931,9.710,7.076,2.370,1.888,2.521,8.975
Colo_rep9_Dep6_Tu30,0.417,3.402,0.952,0.054,0.791,4.964,3.878,2.442,2.942,2.126,8.614,2.464,9.487,2.285,11.435,8.767,7.339,5.489,0.963,17.284,0.933,0.454,2.519
Colo_rep9_Dep6_Tu0.5,0.046,0.133,0.901,0.001,3.619,0.075,1.155,0.021,2.712,2.148,7.129,2.242,10.058,3.607,2.169,6.216,9.990,4.315,5.884,5.277,14.359,17.871,0.074
Colo_rep6_Dep6_Tu20,0.134,2.589,2.036,0.273,4.074,3.898,0.050,2.658,1.601,5.354,0.694,4.836,10.657,14.805,1.434,7.619,7.615,1.045,4.030,8.768,1.026,11.915,2.890
Colo_rep8_Dep6_Tu30,2.122,3.766,1.436,0.085,0.739,4.450,2.544,2.273,1.920,3.682,4.230,3.824,0.716,8.138,14.984,0.128,19.710,5.392,1.469,11.128,0.671,1.732,4.859
Colo_rep3_Dep6_Tu5,0.143,0.305,0.394,0.018,2.921,0.588,2.487,2.454,0.481,2.817,4.969,2.798,7.272,0.640,3.696,14.781,17.111,2.066,7.040,11.232,11.407,0.453,3.928
Colo_rep4_Dep6_Tu3,0.149,1.035,1.214,0.111,1.973,0.483,0.841,2.231,1.840,2.370,4.021,2.259,5.796,12.604,1.935,14.270,4.664,1.124,13.351,8.869,7.771,0.113,10.978
Colo_rep2_Dep6_Tu10,0.073,1.359,0.258,0.008,1.321,3.404,2.201,2.452,1.596,2.823,5.856,1.489,0.283,11.282,1.499,8.890,0.202,4.335,5.900,5.527,14.682,19.118,5.440
Colo_rep3_Dep6_Tu40,0.103,2.856,1.127,0.549,0.499,13.670,1.334,2.957,3.752,0.728,6.022,3.958,0.522,4.273,5.391,4.269,0.585,10.223,8.700,22.117,0.412,5.354,0.600
Colo_rep3_Dep6_Tu30,1.590,3.095,0.528,0.109,0.850,7.865,3.033,1.511,1.799,4.508,4.025,2.883,8.586,5.393,14.036,0.512,8.047,5.184,4.409,0.626,9.742,10.556,1.114
Colo_rep6_Dep6_Tu30,0.465,1.575,0.691,0.017,6.732,4.524,1.789,5.564,0.715,7.378,1.341,3.619,6.162,8.538,17.256,5.884,3.901,1.212,2.990,8.996,9.329,0.968,0.356
Colo_rep4_Dep6_Tu50,0.432,3.066,0.934,0.109,3.754,14.659,3.000,6.198,2.936,5.572,5.631,2.093,7.518,0.147,9.941,6.221,3.048,3.652,7.194,8.161,3.933,0.047,1.753
Colo_rep5_Dep6_Tu50,0.894,3.463,0.919,0.261,2.048,14.091,0.178,3.229,2.682,6.742,7.176,3.743,3.904,0.539,15.824,0.305,3.128,5.147,7.249,10.165,1.210,6.773,0.332
Colo_rep6_Dep6_Tu2,0.043,0.034,1.171,0.013,2.614,0.779,2.112,1.714,2.288,2.392,0.173,2.391,8.592,0.716,5.652,14.314,7.956,14.191,9.171,0.197,6.091,3.718,13.678
Colo_rep10_Dep6_Tu50,1.096,1.205,1.946,0.390,7.966,12.595,1.454,1.481,2.723,7.083,7.959,4.457,2.643,2.286,26.807,2.422,2.613,3.207,5.248,1.361,0.003,0.695,2.361
Colo_rep7_Dep6_Tu50,2.023,5.464,0.423,0.333,0.873,11.827,0.988,4.459,3.924,10.160,8.052,1.564,5.664,5.424,12.314,0.313,4.487,7.162,3.583,4.223,3.439,2.711,0.590
Colo_rep9_Dep6_Tu40,0.924,6.360,1.135,0.157,2.891,9.066,3.113,4.385,3.385,2.840,7.346,0.979,7.102,3.820,6.071,0.411,0.845,0.385,10.347,18.005,5.777,4.335,0.322
Colo_rep8_Dep6_Tu5,0.049,1.329,0.704,0.001,3.802,1.131,2.337,2.369,3.268,4.211,4.304,1.267,8.046,10.312,2.048,1.649,6.320,10.820,17.869,1.225,0.770,6.813,9.356
Colo_rep1_Dep6_Tu20,0.161,2.979,0.489,0.100,2.362,2.951,2.243,4.217,4.376,1.360,5.695,1.946,3.749,8.916,9.556,7.425,3.208,14.105,14.702,3.359,4.731,1.042,0.328
Colo_rep9_Dep6_Tu2,0.225,0.468,0.370,0.016,2.752,0.096,1.491,1.725,1.989,4.234,6.303,1.936,2.848,1.879,5.870,3.282,2.066,15.180,6.567,6.847,18.793,10.568,4.495
Colo_rep5_Dep6_Tu30,0.896,0.953,0.736,0.008,6.426,6.244,4.446,0.610,3.166,8.274,3.022,2.338,1.120,1.716,10.315,1.833,11.929,7.939,9.819,8.171,0.022,8.266,1.752
