Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Cer77_rep9_Dep6_Tu3,0.130,0.015,2.358,2.999,4.138,5.050,7.570,11.650,4.280,1.500,1.293,1.430,0.075,0.010,0.695,0.369,1.258,0.815,0.245,0.554,0.005,0.030,0.031,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,45.555,0.002,0.297,0.742,0.235,0.000,0.006,6.659
Cer77_rep5_Dep6_Tu30,1.090,0.266,2.196,0.608,2.741,2.110,1.081,1.019,1.970,0.590,0.480,2.447,0.037,0.306,1.555,2.658,0.909,0.622,0.049,1.576,0.085,0.110,0.191,0.067,0.076,0.002,0.055,0.001,0.000,0.000,0.006,0.025,0.595,0.020,0.710,0.892,28.259,0.065,0.694,0.047,43.795
Cer77_rep3_Dep6_Tu30,0.133,0.290,0.984,2.435,1.194,0.600,2.270,3.205,0.951,1.612,1.533,0.435,0.239,0.083,0.572,0.360,0.563,0.326,0.172,1.321,0.401,0.037,0.520,0.108,0.045,0.082,0.056,0.013,0.000,0.000,0.000,0.000,0.105,0.086,0.368,0.030,30.383,0.231,0.168,0.730,47.360
Cer77_rep8_Dep6_Tu50,0.052,0.066,0.432,0.344,0.605,1.201,0.967,0.127,0.314,0.498,0.172,0.935,0.100,0.144,2.325,1.969,0.220,0.683,0.461,0.682,0.015,0.031,0.243,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.006,0.002,57.805,0.000,0.015,0.008,29.559
Cer77_rep1_Dep6_Tu1,0.115,0.103,5.262,2.653,5.607,10.374,15.104,2.814,0.818,2.306,0.258,1.412,0.001,0.083,0.039,0.745,0.660,0.256,0.282,0.221,0.005,0.007,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,48.869,0.000,0.002,0.000,0.000,0.000,0.000,1.965
Cer77_rep7_Dep6_Tu3,0.200,0.143,4.305,4.248,2.502,4.155,13.668,6.306,3.825,2.657,0.976,0.440,0.084,0.046,0.315,0.558,0.077,0.119,0.377,0.431,0.005,0.011,0.030,0.001,0.007,0.000,0.000,0.000,0.004,0.034,0.000,0.000,0.011,42.141,0.001,0.295,0.000,0.001,0.001,0.000,12.026
Cer77_rep10_Dep6_Tu2,0.021,0.053,4.369,5.922,6.116,6.126,19.835,0.534,0.257,1.487,1.769,0.303,0.308,0.153,0.148,0.230,0.099,0.054,0.246,0.097,0.180,0.161,0.007,0.000,0.142,0.002,0.003,0.000,0.000,0.000,0.000,0.000,0.007,40.013,0.003,0.076,0.001,0.002,0.002,0.002,11.273
Cer77_rep2_Dep6_Tu0.5,0.025,0.020,6.909,3.440,2.431,6.007,16.723,4.011,3.765,0.812,2.191,1.705,0.042,0.078,0.032,0.038,0.095,0.002,0.025,0.034,0.001,0.001,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.971,0.000,0.000,0.000,0.000,0.000,0.000,1.633
Cer77_rep3_Dep6_Tu20,0.731,0.646,0.800,2.631,5.007,1.943,2.275,3.355,3.428,1.830,0.077,2.493,0.038,0.054,0.945,0.129,1.587,0.182,0.489,0.885,0.067,0.247,0.128,0.041,0.033,0.155,0.070,0.110,0.000,0.000,0.007,0.060,1.055,3.786,0.089,0.458,14.445,0.327,0.511,1.450,47.434
Cer77_rep1_Dep6_Tu2,0.641,0.010,7.236,1.835,4.787,5.524,11.762,4.808,3.749,1.455,1.332,0.625,0.035,0.073,0.598,0.169,0.671,0.216,0.268,0.161,0.018,0.102,0.034,0.000,0.004,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.001,44.243,0.000,0.000,0.000,0.001,0.004,0.002,9.636
