Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
gDNA-Breast-GC1002316,72.143,5.700,1.631,0.000,4.935,0.430,0.418,1.648,0.000,3.191,9.905,0.000,0.000
gDNA-Breast-GC1003962,75.041,8.301,4.569,11.162,0.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gDNA-Breast-GC1003963,83.243,2.031,1.773,10.498,0.000,1.025,0.000,0.000,0.000,1.430,0.000,0.000,0.000
gDNA-Breast-GC1003965,80.559,0.000,2.176,1.172,0.000,3.896,3.295,0.000,1.420,6.406,1.026,0.051,0.000
gDNA-Breast-GC1003966,89.129,0.127,1.741,8.032,0.000,0.970,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112877,11.469,21.900,12.032,19.140,17.094,2.333,3.571,7.717,0.000,0.000,0.000,2.391,2.352
gDNA-Cervical-GC112878,8.915,5.179,27.801,4.678,10.822,10.655,0.000,0.000,1.757,5.912,6.910,2.575,14.796
gDNA-Cervical-GC112880,9.453,14.406,20.193,19.640,22.494,2.930,4.299,2.206,0.000,0.000,0.000,2.236,2.143
gDNA-Cervical-GC112881,19.260,15.304,20.634,12.518,11.476,2.128,2.509,4.796,0.000,0.000,1.453,5.262,4.662
gDNA-Cervical-GC112882,5.265,11.047,28.131,3.188,11.602,5.710,6.136,9.793,11.001,0.000,4.259,3.868,0.000
gDNA-Cervical-GC112883,9.712,6.877,5.067,0.000,51.706,3.856,2.008,4.547,0.000,12.077,1.437,2.712,0.000
gDNA-Colorectal-GC112876,0.000,8.795,0.965,5.798,5.379,59.029,1.296,9.638,2.180,0.000,5.403,1.078,0.440
gDNA-Colorectal-GC119345,5.261,9.420,3.949,53.646,3.241,22.452,1.948,0.000,0.000,0.000,0.000,0.084,0.000
gDNA-Colorectal-GC119346,6.194,7.387,4.086,37.226,7.138,22.857,0.712,0.000,0.000,9.599,4.800,0.000,0.000
gDNA-Colorectal-GC119347,4.184,5.380,2.876,29.734,1.000,56.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000
gDNA-Colorectal-GC119348,0.818,7.162,4.990,46.414,1.458,10.070,4.041,0.000,4.722,3.696,2.621,1.320,12.688
gDNA-Colorectal-GC119349,10.000,8.459,8.191,22.366,14.762,11.637,9.562,0.000,1.488,10.170,0.998,2.367,0.000
gDNA-Ovarian-GC112879,11.971,12.206,11.112,7.980,22.133,14.622,0.000,0.000,0.000,12.534,5.337,2.105,0.000
gDNA-Ovarian-GC119433,8.443,11.835,9.950,30.885,24.826,6.692,2.693,0.000,0.000,1.786,0.000,0.000,2.890
gDNA-Ovarian-GC119434,7.357,9.408,7.844,20.788,15.877,2.517,12.731,0.000,4.103,5.374,8.488,4.370,1.144
gDNA-WBC-GC131344,0.285,1.904,0.311,0.984,1.293,0.609,3.424,1.475,3.540,0.000,2.102,5.605,78.468
gDNA-WBC-GC131345,0.000,3.439,0.905,2.569,1.124,0.599,6.595,5.291,7.696,0.047,7.600,7.394,56.740
gDNA-WBC-GC131346,0.411,1.868,0.635,1.947,1.099,0.377,6.480,3.602,11.095,3.078,3.878,5.298,60.230
gDNA-WBC-GC131347,0.056,2.011,0.210,0.399,0.000,0.474,4.192,20.445,8.797,1.918,7.162,1.476,52.860
gDNA-WBC-GC131348,1.297,3.820,0.547,1.600,0.429,0.188,4.161,8.281,1.798,0.000,3.890,7.565,66.423
gDNA-WBC-GC131349,0.154,3.534,1.430,2.767,0.336,1.079,5.724,0.000,10.898,2.966,6.639,8.917,55.556
gDNA-WBC-GC131350,0.000,3.442,0.647,1.196,0.291,0.421,3.588,5.894,5.248,1.584,6.254,4.833,66.602
gDNA-WBC-GC131351,1.172,2.118,0.954,2.358,0.986,0.763,4.715,0.000,4.387,1.388,9.729,5.914,65.516
gDNA-WBC-GC131352,0.522,2.310,0.907,1.542,0.755,0.524,5.440,16.298,8.198,1.763,7.681,4.559,49.503
gDNA-WBC-GC131353,0.000,0.152,0.858,2.193,1.480,0.290,7.198,7.102,6.792,1.847,11.724,5.785,54.580
gDNA-WBC-GC131354,0.063,3.107,1.292,1.550,1.062,0.849,7.672,11.504,7.230,3.435,7.101,7.074,48.060
gDNA-WBC-GC131355,0.000,2.413,1.165,1.683,0.945,0.599,5.948,0.000,10.520,2.874,8.327,6.205,59.322
