Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
gDNA-Breast-GC1002316,68.580,0.005,2.250,0.000,11.497,0.001,0.135,1.638,1.809,3.390,9.770,0.102,0.031,0.793
gDNA-Breast-GC1003962,73.315,6.851,0.000,0.407,0.000,0.000,0.001,1.314,0.716,0.004,0.009,0.003,0.002,17.380
gDNA-Breast-GC1003963,81.391,0.947,0.000,0.783,0.000,0.000,0.002,2.179,0.302,0.025,0.154,0.004,0.004,14.209
gDNA-Breast-GC1003965,84.464,0.000,2.654,0.000,1.827,4.514,1.245,0.030,0.140,3.151,0.106,0.589,0.074,1.205
gDNA-Breast-GC1003966,86.019,0.065,0.654,0.199,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.061
gDNA-Cervical-GC112877,0.000,93.076,0.000,2.101,3.406,0.000,0.054,1.025,0.319,0.008,0.007,0.002,0.001,0.000
gDNA-Cervical-GC112878,5.802,0.000,41.811,0.003,16.502,14.615,0.428,0.004,0.017,0.285,1.709,3.156,15.061,0.608
gDNA-Cervical-GC112880,0.023,60.716,12.270,9.861,15.237,0.019,0.435,0.123,0.208,0.021,0.028,0.007,0.033,1.020
gDNA-Cervical-GC112881,0.000,99.999,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
gDNA-Cervical-GC112882,1.614,0.163,44.385,0.000,15.460,8.150,5.885,1.060,12.065,1.551,3.859,4.980,0.828,0.000
gDNA-Cervical-GC112883,0.169,0.007,0.542,0.000,76.538,0.002,0.042,16.429,2.872,2.891,0.452,0.056,0.000,0.000
gDNA-Colorectal-GC112876,0.043,3.061,3.840,0.294,7.336,64.397,2.539,3.058,2.423,1.735,4.957,1.561,1.050,3.704
gDNA-Colorectal-GC119345,0.000,4.728,0.000,43.582,0.000,1.984,0.000,15.265,0.159,0.000,0.001,0.000,0.000,34.280
gDNA-Colorectal-GC119346,4.692,0.006,8.059,32.290,13.755,23.958,1.119,0.001,0.103,4.190,1.761,1.104,2.167,6.796
gDNA-Colorectal-GC119347,0.573,0.132,5.506,16.599,1.070,60.260,0.000,0.000,0.000,0.000,0.000,0.002,0.000,15.857
gDNA-Colorectal-GC119348,0.181,4.836,6.331,45.043,2.137,8.772,4.053,0.306,2.607,2.767,3.519,2.135,13.030,4.281
gDNA-Colorectal-GC119349,0.031,1.548,8.499,0.269,1.901,1.522,8.471,10.442,7.991,9.393,4.123,1.338,0.725,43.746
gDNA-Ovarian-GC112879,7.273,0.000,14.976,0.132,50.813,17.563,0.158,0.119,0.109,4.812,1.078,2.788,0.023,0.153
gDNA-Ovarian-GC119433,0.447,0.006,18.153,6.935,30.522,9.979,0.502,0.000,0.000,0.000,0.000,0.046,1.950,31.461
gDNA-Ovarian-GC119434,1.375,6.269,8.568,8.605,17.621,0.003,13.078,1.635,3.261,2.406,7.049,4.930,3.186,22.013
gDNA-WBC-GC131344,1.070,0.002,1.875,0.017,3.236,2.356,3.905,0.132,0.435,1.336,1.168,7.017,77.195,0.259
gDNA-WBC-GC131345,1.943,0.004,3.321,1.382,4.630,2.861,8.330,1.057,3.375,3.023,0.308,9.298,59.439,1.030
gDNA-WBC-GC131346,0.668,0.004,2.331,0.461,2.859,2.072,8.115,3.097,2.155,5.782,3.482,7.998,59.941,1.033
gDNA-WBC-GC131347,0.009,0.333,0.095,0.423,0.379,0.002,5.190,15.707,11.850,2.764,8.296,1.382,52.931,0.641
gDNA-WBC-GC131348,0.005,1.351,0.012,0.426,0.000,0.000,4.001,10.345,4.431,0.088,5.019,6.215,66.036,2.071
gDNA-WBC-GC131349,0.072,0.265,2.058,0.706,0.401,1.240,6.963,0.667,12.363,4.600,4.420,8.784,56.510,0.950
gDNA-WBC-GC131350,0.671,0.032,2.135,0.955,2.145,1.232,4.520,0.771,2.918,3.316,6.279,6.864,67.464,0.699
gDNA-WBC-GC131351,0.400,0.171,1.222,0.926,2.353,0.550,6.059,1.393,2.536,1.703,7.657,6.822,66.730,1.482
gDNA-WBC-GC131352,0.344,0.077,0.476,0.415,0.862,0.099,6.326,12.200,11.359,3.277,8.305,4.927,49.952,1.381
gDNA-WBC-GC131353,0.320,0.330,2.197,1.505,3.693,1.705,8.725,3.488,0.800,1.646,9.119,8.280,56.816,1.375
gDNA-WBC-GC131354,0.878,0.062,3.235,0.086,3.372,2.784,9.270,3.035,5.861,6.756,5.762,9.293,48.527,1.080
gDNA-WBC-GC131355,1.688,0.000,3.651,0.337,4.807,3.931,6.822,0.076,0.822,5.213,3.513,9.909,59.108,0.123
