Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Colo_rep2_Dep6_Tu0.5,1.585,0.320,13.527,2.306,4.939,4.303,3.305,6.741,2.157,2.273,3.232,3.171,0.047,0.125,0.034,0.042,0.045,0.006,0.002,0.009,0.005,0.001,0.008,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.459,0.000,0.000,0.008,0.006,0.000,0.262,0.081,0.011,0.230,50.630
Colo_rep2_Dep6_Tu50,0.358,2.723,8.965,1.119,0.785,0.649,0.091,0.978,2.781,0.715,0.138,3.868,0.076,0.790,0.008,0.002,0.057,0.106,0.057,0.006,1.096,0.410,0.022,0.000,0.000,0.000,0.000,0.000,0.016,0.077,0.003,8.141,0.007,0.299,0.015,41.261,0.000,0.000,0.000,0.000,24.382
Colo_rep6_Dep6_Tu1,0.262,1.750,4.430,3.419,9.542,1.192,5.456,8.956,5.984,0.408,0.814,1.277,0.020,0.838,0.008,0.002,0.005,0.010,0.000,0.000,0.013,0.309,0.991,0.000,0.000,0.004,0.002,0.000,0.000,0.000,0.250,0.000,0.006,0.722,0.003,0.012,0.002,0.004,0.097,0.880,52.333
Colo_rep3_Dep6_Tu2,0.114,0.196,10.913,4.461,3.144,2.368,11.150,0.174,3.197,2.999,1.608,4.357,0.502,0.466,0.017,0.013,0.008,0.080,0.021,0.027,0.580,0.065,1.726,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.662,0.000,0.003,0.020,0.095,0.000,0.000,0.000,0.000,0.000,51.033
Colo_rep7_Dep6_Tu2,1.364,0.057,2.530,5.315,3.450,6.418,0.097,5.860,9.272,5.497,0.208,0.150,0.199,0.035,0.002,0.005,0.007,0.027,0.007,0.001,0.022,0.047,0.323,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000,2.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,55.068
Colo_rep8_Dep6_Tu0.1,0.207,0.059,3.767,8.727,3.927,6.141,0.610,2.755,12.468,3.051,1.528,0.138,0.748,0.448,0.030,0.149,0.382,1.589,0.082,0.038,0.009,0.026,2.965,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.096,0.020,0.010,0.061,0.000,0.000,0.000,0.000,0.000,49.906
Colo_rep10_Dep6_Tu2,0.032,0.996,7.175,8.635,3.221,0.939,5.140,8.465,0.932,2.433,6.551,0.530,0.196,0.242,0.076,0.014,0.358,0.577,0.010,0.086,0.000,0.004,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.280,0.001,0.000,0.001,0.001,0.330,0.529,0.126,0.000,0.001,51.116
Colo_rep6_Dep6_Tu3,0.001,0.098,9.216,7.997,3.596,2.737,2.939,2.441,3.228,3.717,3.425,0.134,0.001,0.000,0.006,0.021,0.135,0.056,0.040,0.058,0.946,0.080,2.399,0.000,0.000,0.005,0.012,0.000,0.000,0.000,0.287,0.000,0.212,0.572,0.284,0.001,0.431,0.000,0.001,0.000,54.926
Colo_rep9_Dep6_Tu30,0.277,2.574,1.591,3.751,2.736,0.449,7.185,8.962,1.015,0.008,1.082,6.712,0.126,0.049,0.015,0.003,0.074,0.018,0.035,0.005,1.101,0.316,0.710,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.809,3.096,0.016,0.004,25.762,0.000,0.000,0.000,0.000,31.446
Colo_rep9_Dep6_Tu0.5,0.007,0.213,0.432,7.133,1.135,3.929,2.251,11.074,6.579,4.387,3.292,1.222,0.127,0.366,0.113,0.065,0.049,0.037,0.001,0.010,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.001,0.002,0.035,0.626,0.000,0.540,0.381,0.000,0.000,55.868
