Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,2.350,0.000,32.434,0.000,0.000,0.000,0.000,0.000,0.000,15.463,13.592,1.292,0.000,34.869
Breast-GC1002976,10.459,0.000,31.355,0.000,0.000,0.000,0.000,0.000,4.227,10.354,3.365,1.290,0.000,38.950
Breast-GC1002977,0.000,0.000,0.357,0.000,0.000,0.000,4.498,30.452,0.000,0.000,8.796,6.608,0.000,49.288
Breast-GC1002978,0.705,0.000,36.199,0.000,3.209,0.000,0.000,0.000,0.000,9.401,26.080,0.000,0.000,24.406
Breast-GC1002979,7.496,0.000,21.115,0.000,0.000,0.000,0.000,0.000,0.000,8.643,15.199,2.253,0.000,45.294
Breast-GC1002980,0.000,0.000,25.031,0.000,2.785,0.000,0.924,0.000,0.000,26.031,14.317,0.675,0.000,30.237
Breast-GC1002981,4.324,0.000,18.114,0.000,1.979,0.000,0.000,0.000,0.000,16.683,18.819,2.871,0.000,37.208
Breast-GC1003967,0.000,0.000,40.085,0.000,2.282,0.000,0.000,0.000,0.000,18.285,18.641,0.000,0.000,20.705
Breast-GC1003968,1.892,0.000,29.714,1.075,0.000,0.000,0.000,0.000,0.000,17.438,13.524,7.462,0.000,28.894
Breast-GC1003970,0.833,0.000,16.534,0.076,0.000,0.000,0.000,0.000,0.000,7.547,44.862,3.506,0.202,26.439
Breast-GC1003971,0.000,1.020,42.062,0.623,0.000,0.000,0.000,0.000,0.000,19.027,20.637,3.163,0.940,12.528
Breast-GC1003972,3.861,0.000,25.635,1.023,0.000,0.000,0.000,0.000,0.000,22.071,28.682,0.455,0.000,18.272
Breast-GC1003974,0.153,0.000,20.053,0.347,2.117,0.000,0.000,0.000,0.000,10.999,17.001,0.000,0.049,49.280
Breast-GC1002311,0.000,0.000,35.889,0.000,0.000,0.000,0.000,0.000,0.000,17.214,20.926,1.216,0.000,24.754
Breast-GC1004006,0.175,0.000,34.743,0.000,0.000,0.000,0.000,0.000,0.000,12.791,15.919,0.000,0.000,36.372
Breast-GC1004007,0.000,0.000,46.161,0.000,0.159,0.000,0.000,0.000,0.000,16.495,15.365,3.138,0.000,18.682
Breast-GC1004008,0.000,0.000,35.067,0.000,0.000,0.000,0.000,0.000,0.000,9.950,13.649,0.263,0.000,41.071
Breast-GC1004009,5.511,0.000,14.990,0.000,2.982,1.526,0.000,0.000,0.000,15.240,10.390,0.000,0.000,49.361
Breast-GC110693,0.000,0.000,9.166,0.000,0.000,0.000,4.939,0.000,0.681,14.415,17.759,5.616,0.000,47.422
Breast-GC110694,0.376,0.000,32.341,0.000,1.465,0.000,0.000,0.000,0.000,15.579,17.878,0.538,0.000,31.821
Breast-GC110695,4.096,0.000,35.406,0.000,1.808,0.040,0.000,0.000,0.000,19.812,13.669,3.705,0.015,21.449
Breast-GC110696,0.000,0.000,34.692,0.000,0.908,0.000,5.404,0.000,0.000,15.732,15.616,3.026,0.000,24.621
Breast-GC116960,1.790,0.000,25.400,0.223,4.933,0.000,0.000,0.000,0.000,12.418,25.682,6.243,0.000,23.310
Breast-GC116963,0.000,0.000,20.984,0.000,2.434,0.000,0.000,0.000,0.000,7.391,7.256,0.000,0.000,61.934
Breast-GC116964,0.000,0.000,27.394,0.000,0.000,0.000,4.351,0.000,0.000,16.632,30.790,5.373,0.000,15.458
Breast-GC116965,4.460,0.000,34.827,0.000,0.000,0.000,0.000,0.000,0.000,31.673,13.662,0.000,0.000,15.376
Breast-GC116966,0.000,0.000,43.153,0.000,0.000,0.000,0.000,0.000,0.000,21.368,17.694,0.846,0.000,16.937
Breast-GC116967,2.065,0.000,24.951,1.068,0.000,0.000,0.000,0.000,0.000,21.527,22.227,3.374,0.000,24.787
Breast-GC116968,1.133,0.000,28.975,0.000,0.000,0.603,0.000,0.000,0.000,12.334,10.019,0.000,0.000,46.936
Breast-GC116969,0.000,0.082,24.132,0.000,0.000,0.932,0.000,0.000,0.374,12.512,9.612,1.320,0.548,50.487
Breast-GC116970,2.740,0.000,23.627,0.000,0.000,4.716,0.000,0.000,0.000,14.836,16.965,0.000,0.000,37.116
Breast-GC116971,3.093,0.000,36.472,0.000,0.993,0.000,0.000,0.000,0.000,20.847,16.502,1.993,0.000,20.099
Breast-GC110676,0.000,0.000,34.532,0.000,0.000,0.000,0.000,0.000,0.365,19.373,11.573,0.718,0.000,33.437
Breast-GC110678,0.000,0.000,33.784,1.957,2.113,0.000,0.000,0.000,0.000,11.345,24.758,3.777,0.595,21.670
Breast-GC110679,17.269,0.000,28.853,2.723,0.000,0.000,0.000,0.000,0.000,11.120,16.163,0.000,0.000,23.871
Breast-GC110680,0.000,0.000,23.157,0.000,0.000,5.577,0.000,0.000,0.000,24.011,12.412,0.000,0.181,34.661
Breast-GC110681,4.240,0.000,35.822,0.000,4.488,4.872,0.000,0.000,0.000,19.465,7.968,0.000,0.000,23.145
Breast-GC110682,1.280,0.000,22.467,0.000,0.000,0.880,14.062,0.000,0.000,9.121,15.018,3.228,0.000,33.943
Breast-GC110683,3.570,0.000,33.826,0.000,0.000,0.000,1.518,0.000,0.000,9.444,22.017,7.252,0.000,22.372
Breast-GC110684,0.000,0.407,12.515,0.060,2.920,0.000,10.627,0.000,0.000,14.848,27.476,0.000,0.000,31.146
Breast-GC110685,1.496,0.000,46.673,1.013,1.871,0.000,0.918,3.826,0.000,11.549,14.277,2.439,0.000,15.940
Ovarian-GC110686,0.000,0.000,30.522,0.000,4.028,0.000,0.000,0.000,0.000,31.044,10.040,2.780,0.000,21.586
Ovarian-GC114179,0.133,0.000,36.335,0.000,0.000,0.000,0.000,0.000,0.000,20.095,16.786,3.640,0.000,23.009
Ovarian-GC114180,0.000,0.000,39.127,0.000,0.950,0.000,3.672,0.000,0.000,18.127,18.956,3.282,0.000,15.884
