Sample ID	Log-likelihood ratio	Predicted tumor burden	Predicted sample class
Br66_rep8_Dep6_Tu0.5	2.3291932177001946E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu20	1.3654217140407565E-5	0.3	breast cancer
Br66_rep1_Dep6_Tu3	2.930901814621102E-6	0.13	breast cancer
Br66_rep10_Dep6_Tu10	7.112617860376704E-6	0.22	breast cancer
Br66_rep3_Dep6_Tu10	6.9934242794083E-6	0.22	breast cancer
Br66_rep10_Dep6_Tu40	2.5321764917799796E-5	0.49	breast cancer
Br66_rep1_Dep6_Tu50	3.113430390207898E-5	0.57	breast cancer
Br66_rep10_Dep6_Tu0.5	2.359501684107226E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu0.3	2.2664860723690905E-6	0.11	ovarian cancer
Br66_rep10_Dep6_Tu0.1	2.310937368600893E-6	0.11	ovarian cancer
Br66_rep8_Dep6_Tu40	2.599378380699358E-5	0.49	breast cancer
Br66_rep3_Dep6_Tu20	1.3152069426172434E-5	0.3	breast cancer
Br66_rep9_Dep6_Tu0.3	1.973098331469827E-6	0.11	ovarian cancer
Br66_rep7_Dep6_Tu0.3	2.057605954339386E-6	0.08	colorectal cancer
Br66_rep5_Dep6_Tu2	2.605626017595833E-6	0.13	breast cancer
Br66_rep5_Dep6_Tu0.3	2.180171279058291E-6	0.08	colorectal cancer
Br66_rep6_Dep6_Tu5	4.260084325534406E-6	0.15	breast cancer
Br66_rep5_Dep6_Tu3	2.7190329541553243E-6	0.13	breast cancer
Br66_rep1_Dep6_Tu5	4.155149080775832E-6	0.15	breast cancer
Br66_rep6_Dep6_Tu10	7.127803309771981E-6	0.22	breast cancer
Br66_rep3_Dep6_Tu5	4.177608978625477E-6	0.15	breast cancer
Br66_rep1_Dep6_Tu1	2.2819046552393658E-6	0.11	ovarian cancer
Br66_rep4_Dep6_Tu30	1.937841403489968E-5	0.41	breast cancer
Br66_rep8_Dep6_Tu20	1.3360057333342146E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu10	6.931445964548773E-6	0.22	breast cancer
Br66_rep2_Dep6_Tu1	1.6374726073722992E-6	0.11	ovarian cancer
Br66_rep6_Dep6_Tu2	2.4340037681966197E-6	0.08	colorectal cancer
Br66_rep6_Dep6_Tu0.5	2.185320270805995E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu0.1	2.1046078171256103E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu2	2.7619601845998035E-6	0.13	breast cancer
Br66_rep10_Dep6_Tu50	3.177388443857002E-5	0.59	breast cancer
Br66_rep7_Dep6_Tu3	2.880824298352592E-6	0.13	breast cancer
Br66_rep7_Dep6_Tu10	7.46594499236346E-6	0.22	breast cancer
Br66_rep2_Dep6_Tu0.5	2.0041810829869073E-6	0.11	ovarian cancer
Br66_rep5_Dep6_Tu50	3.1722612183583515E-5	0.59	breast cancer
Br66_rep9_Dep6_Tu20	1.3181508510394903E-5	0.3	breast cancer
Br66_rep8_Dep6_Tu3	3.0509186970999514E-6	0.13	breast cancer
Br66_rep9_Dep6_Tu10	6.554952592474164E-6	0.22	breast cancer
Br66_rep7_Dep6_Tu2	2.6261109956258493E-6	0.13	breast cancer
Br66_rep6_Dep6_Tu3	2.9170706116692926E-6	0.13	breast cancer
Br66_rep1_Dep6_Tu0.5	2.209405281015593E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu40	2.6046817084666434E-5	0.49	breast cancer
Br66_rep1_Dep6_Tu2	2.347467930325937E-6	0.13	breast cancer
Br66_rep8_Dep6_Tu1	2.2731973711607804E-6	0.12	ovarian cancer
Br66_rep4_Dep6_Tu3	3.0769079229491126E-6	0.13	breast cancer
Br66_rep7_Dep6_Tu40	2.585547778397738E-5	0.49	breast cancer
Br66_rep7_Dep6_Tu0.5	2.1868087246357057E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu30	1.9771902063038945E-5	0.42	breast cancer
Br66_rep2_Dep6_Tu0.1	2.1555166114229203E-6	0.11	ovarian cancer
Br66_rep7_Dep6_Tu0.1	2.2280193678502882E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu40	2.5836949972009976E-5	0.49	breast cancer
Br66_rep7_Dep6_Tu5	3.9614862517326745E-6	0.15	breast cancer
Br66_rep4_Dep6_Tu1	2.428612991485066E-6	0.12	ovarian cancer
Br66_rep8_Dep6_Tu0.1	2.117463631606737E-6	0.08	ovarian cancer
Br66_rep4_Dep6_Tu2	2.4751700716646337E-6	0.13	ovarian cancer
Br66_rep1_Dep6_Tu0.1	2.0252225424642697E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu10	6.9009834117691505E-6	0.22	breast cancer
Br66_rep4_Dep6_Tu20	1.325950784140436E-5	0.3	breast cancer
Br66_rep4_Dep6_Tu0.3	2.033585691230848E-6	0.11	ovarian cancer
Br66_rep10_Dep6_Tu3	3.273486597369082E-6	0.13	breast cancer
Br66_rep1_Dep6_Tu20	1.390256622849339E-5	0.3	breast cancer
Br66_rep6_Dep6_Tu1	2.5150590038047337E-6	0.12	ovarian cancer
Br66_rep6_Dep6_Tu50	3.162490943089111E-5	0.57	breast cancer
Br66_rep9_Dep6_Tu3	2.927362176569694E-6	0.13	breast cancer
Br66_rep3_Dep6_Tu50	3.160721475308868E-5	0.59	breast cancer
Br66_rep8_Dep6_Tu30	1.9136246200502498E-5	0.39	breast cancer
Br66_rep7_Dep6_Tu20	1.3315920036495206E-5	0.3	breast cancer
Br66_rep3_Dep6_Tu2	2.678382879964871E-6	0.13	breast cancer
Br66_rep8_Dep6_Tu50	3.1678798759242163E-5	0.59	breast cancer
Br66_rep3_Dep6_Tu3	3.028513903594963E-6	0.13	breast cancer
Br66_rep3_Dep6_Tu0.3	2.33198253296589E-6	0.11	ovarian cancer
Br66_rep8_Dep6_Tu0.3	1.970662901876876E-6	0.11	ovarian cancer
Br66_rep3_Dep6_Tu0.1	2.182246632470917E-6	0.11	ovarian cancer
Br66_rep10_Dep6_Tu0.3	1.934644825525598E-6	0.11	ovarian cancer
Br66_rep2_Dep6_Tu50	3.0515203863011076E-5	0.58	breast cancer
Br66_rep5_Dep6_Tu5	4.014829131476149E-6	0.15	breast cancer
Br66_rep10_Dep6_Tu20	1.2777222454284734E-5	0.3	breast cancer
Br66_rep7_Dep6_Tu30	2.0081556350379665E-5	0.41	breast cancer
Br66_rep9_Dep6_Tu30	1.9119924422297128E-5	0.39	breast cancer
Br66_rep5_Dep6_Tu40	2.5882565733446608E-5	0.49	breast cancer
Br66_rep8_Dep6_Tu10	7.004430573196479E-6	0.22	breast cancer
Br66_rep9_Dep6_Tu50	3.138746970494901E-5	0.57	breast cancer
Br66_rep2_Dep6_Tu0.3	2.063799168540197E-6	0.11	ovarian cancer
Br66_rep1_Dep6_Tu10	7.142891029486831E-6	0.22	breast cancer
Cer77_rep9_Dep6_Tu3	2.5583729087617184E-6	0.15	ovarian cancer
Cer77_rep5_Dep6_Tu30	3.5387617155643103E-6	0.36	cervical cancer
Cer77_rep3_Dep6_Tu30	3.2668668279984173E-6	0.36	cervical cancer
Cer77_rep8_Dep6_Tu50	1.546367618709903E-6	0.58	cervical cancer
Cer77_rep1_Dep6_Tu1	2.2993610395394717E-6	0.11	ovarian cancer
Cer77_rep7_Dep6_Tu3	2.3617336553940194E-6	0.08	colorectal cancer
Cer77_rep10_Dep6_Tu2	2.3824537871420765E-6	0.12	ovarian cancer
Cer77_rep2_Dep6_Tu0.5	2.0597333606882022E-6	0.11	ovarian cancer
Cer77_rep3_Dep6_Tu20	4.361391460335653E-6	0.3	cervical cancer
Cer77_rep1_Dep6_Tu2	2.3368727608970925E-6	0.13	ovarian cancer
Cer77_rep2_Dep6_Tu5	2.9554027573219156E-6	0.15	cervical cancer
Cer77_rep5_Dep6_Tu0.5	2.0576251556829494E-6	0.11	ovarian cancer
Cer77_rep2_Dep6_Tu50	1.2375644013673016E-6	0.58	cervical cancer
Cer77_rep9_Dep6_Tu0.5	2.289059590581868E-6	0.11	ovarian cancer
Cer77_rep4_Dep6_Tu10	3.5910824327834394E-6	0.21	cervical cancer
Cer77_rep9_Dep6_Tu20	3.874147995735384E-6	0.23	cervical cancer
Cer77_rep3_Dep6_Tu10	4.029984100067304E-6	0.17	cervical cancer
Cer77_rep6_Dep6_Tu5	3.0300247211080763E-6	0.15	cervical cancer
Cer77_rep5_Dep6_Tu1	2.150076981990384E-6	0.11	ovarian cancer
Cer77_rep5_Dep6_Tu0.3	2.1902840339203377E-6	0.08	colorectal cancer
Cer77_rep4_Dep6_Tu50	1.265412787507784E-6	0.58	cervical cancer
Cer77_rep6_Dep6_Tu0.3	2.234134979728659E-6	0.11	ovarian cancer
Cer77_rep4_Dep6_Tu40	2.1534868802930536E-6	0.47	cervical cancer
Cer77_rep10_Dep6_Tu5	3.0265718976499898E-6	0.15	cervical cancer
Cer77_rep3_Dep6_Tu1	2.3921420822698163E-6	0.12	ovarian cancer
Cer77_rep8_Dep6_Tu40	2.084148266811016E-6	0.49	cervical cancer
Cer77_rep7_Dep6_Tu0.3	2.080994802226819E-6	0.11	ovarian cancer
Cer77_rep3_Dep6_Tu0.1	2.1334830885401144E-6	0.11	ovarian cancer
Cer77_rep4_Dep6_Tu0.3	2.054223351318931E-6	0.11	ovarian cancer
Cer77_rep6_Dep6_Tu2	2.2484555591479334E-6	0.08	colorectal cancer
Cer77_rep6_Dep6_Tu20	4.689710722739049E-6	0.3	cervical cancer
Cer77_rep9_Dep6_Tu40	1.5779454072018054E-6	0.49	cervical cancer
Cer77_rep6_Dep6_Tu40	2.8729948448687917E-6	0.47	cervical cancer
Cer77_rep8_Dep6_Tu5	2.8635859117666904E-6	0.15	cervical cancer
Cer77_rep5_Dep6_Tu50	1.6116317827829774E-6	0.58	cervical cancer
Cer77_rep1_Dep6_Tu30	3.2856901875520307E-6	0.36	cervical cancer
Cer77_rep2_Dep6_Tu20	4.310075763980064E-6	0.23	cervical cancer
Cer77_rep4_Dep6_Tu0.5	2.303305781178789E-6	0.11	ovarian cancer
Cer77_rep2_Dep6_Tu40	3.3644836102981583E-6	0.49	cervical cancer
Cer77_rep8_Dep6_Tu30	3.34974364718085E-6	0.41	cervical cancer
Cer77_rep3_Dep6_Tu40	2.270730343310574E-6	0.49	cervical cancer
Cer77_rep4_Dep6_Tu0.1	2.103499160179753E-6	0.11	ovarian cancer
Cer77_rep2_Dep6_Tu1	1.7685919204335017E-6	0.11	ovarian cancer
Cer77_rep3_Dep6_Tu3	2.527905698938328E-6	0.08	colorectal cancer
Cer77_rep2_Dep6_Tu30	3.4042271309790747E-6	0.36	cervical cancer
Cer77_rep9_Dep6_Tu30	3.906317905721247E-6	0.36	cervical cancer
Cer77_rep7_Dep6_Tu20	3.7439184225491704E-6	0.23	cervical cancer
Cer77_rep6_Dep6_Tu1	2.314452575486151E-6	0.12	ovarian cancer
Cer77_rep7_Dep6_Tu50	2.4061169726401713E-6	0.58	cervical cancer
Cer77_rep3_Dep6_Tu5	3.0134523457545364E-6	0.15	ovarian cancer
Cer77_rep8_Dep6_Tu0.5	2.2217436070059925E-6	0.11	ovarian cancer
Cer77_rep9_Dep6_Tu0.3	1.960958312615872E-6	0.11	ovarian cancer
Cer77_rep6_Dep6_Tu0.5	2.047125164200997E-6	0.11	ovarian cancer
Cer77_rep7_Dep6_Tu1	2.2443130045241575E-6	0.12	ovarian cancer
Cer77_rep5_Dep6_Tu3	2.3204863704229976E-6	0.14	ovarian cancer
Cer77_rep10_Dep6_Tu3	2.5110859441735704E-6	0.14	ovarian cancer
Cer77_rep9_Dep6_Tu5	2.9858836188113984E-6	0.15	cervical cancer
Cer77_rep10_Dep6_Tu20	4.551090315329259E-6	0.3	cervical cancer
Cer77_rep1_Dep6_Tu3	2.5470090174566557E-6	0.12	ovarian cancer
Cer77_rep5_Dep6_Tu2	2.181626189368858E-6	0.12	ovarian cancer
Cer77_rep5_Dep6_Tu5	2.9356017112030955E-6	0.15	cervical cancer
Cer77_rep8_Dep6_Tu2	2.368073138666302E-6	0.08	colorectal cancer
Cer77_rep8_Dep6_Tu10	3.8804106662605944E-6	0.21	cervical cancer
Cer77_rep10_Dep6_Tu30	4.369882410714852E-6	0.36	cervical cancer
Cer77_rep10_Dep6_Tu0.1	2.2859935539132693E-6	0.11	ovarian cancer
Cer77_rep6_Dep6_Tu3	2.575142922300298E-6	0.13	ovarian cancer
Cer77_rep7_Dep6_Tu10	3.841621269957475E-6	0.21	cervical cancer
Cer77_rep1_Dep6_Tu0.1	2.0790868006205432E-6	0.11	ovarian cancer
Cer77_rep10_Dep6_Tu50	1.952501147160843E-6	0.58	cervical cancer
Cer77_rep3_Dep6_Tu2	2.4556496245029773E-6	0.12	ovarian cancer
Cer77_rep2_Dep6_Tu10	3.4513348674281818E-6	0.17	cervical cancer
Cer77_rep4_Dep6_Tu5	2.709862537391354E-6	0.15	cervical cancer
Cer77_rep4_Dep6_Tu2	2.6294054896620923E-6	0.14	ovarian cancer
Cer77_rep8_Dep6_Tu3	2.3312967761765303E-6	0.15	ovarian cancer
Cer77_rep7_Dep6_Tu5	2.689897014205353E-6	0.15	cervical cancer
Cer77_rep4_Dep6_Tu3	2.4057899023023424E-6	0.08	colorectal cancer
Cer77_rep7_Dep6_Tu2	2.4018374516240545E-6	0.08	colorectal cancer
Cer77_rep10_Dep6_Tu40	2.327567056473847E-6	0.49	cervical cancer
Cer77_rep6_Dep6_Tu10	3.2110371144257793E-6	0.21	cervical cancer
Cer77_rep6_Dep6_Tu50	1.4546073190050072E-6	0.58	cervical cancer
Cer77_rep2_Dep6_Tu2	2.5380264561190983E-6	0.12	ovarian cancer
Cer77_rep1_Dep6_Tu5	2.73404127582319E-6	0.15	cervical cancer
Cer77_rep5_Dep6_Tu0.1	2.0883445716614603E-6	0.11	ovarian cancer
Cer77_rep9_Dep6_Tu50	1.1665335016259623E-6	0.58	cervical cancer
Cer77_rep10_Dep6_Tu0.3	1.942709642615431E-6	0.11	ovarian cancer
Cer77_rep3_Dep6_Tu0.3	2.2092784432412833E-6	0.11	ovarian cancer
Cer77_rep1_Dep6_Tu0.5	2.0336241900429333E-6	0.11	ovarian cancer
Cer77_rep4_Dep6_Tu1	2.456334544684866E-6	0.12	ovarian cancer
Cer77_rep2_Dep6_Tu0.3	2.097109838818769E-6	0.11	ovarian cancer
Cer77_rep10_Dep6_Tu10	3.978294705681529E-6	0.21	cervical cancer
Cer77_rep3_Dep6_Tu50	8.346560450887252E-7	0.58	normal
Cer77_rep3_Dep6_Tu0.5	2.1531510177034986E-6	0.11	ovarian cancer
Cer77_rep5_Dep6_Tu40	1.8156826927088852E-6	0.49	cervical cancer
Cer77_rep9_Dep6_Tu2	2.306265935717086E-6	0.08	colorectal cancer
Cer77_rep8_Dep6_Tu20	4.570488714300411E-6	0.3	cervical cancer
Cer77_rep7_Dep6_Tu0.5	2.246163147639153E-6	0.11	ovarian cancer
Cer77_rep1_Dep6_Tu50	4.6780286027365056E-7	0.58	normal
Cer77_rep10_Dep6_Tu1	1.8369272545055947E-6	0.12	ovarian cancer
Cer77_rep8_Dep6_Tu0.3	1.9739807714774186E-6	0.11	ovarian cancer
Cer77_rep4_Dep6_Tu20	4.26234042921742E-6	0.23	cervical cancer
Cer77_rep7_Dep6_Tu30	3.160006166086732E-6	0.36	cervical cancer
Cer77_rep7_Dep6_Tu40	2.9233362240124083E-6	0.49	cervical cancer
Cer77_rep9_Dep6_Tu0.1	2.007298214940973E-6	0.08	ovarian cancer
Cer77_rep5_Dep6_Tu20	4.768120323294555E-6	0.3	cervical cancer
Cer77_rep8_Dep6_Tu1	2.3545414948933458E-6	0.12	ovarian cancer
Cer77_rep6_Dep6_Tu0.1	2.2037184589556497E-6	0.11	ovarian cancer
Cer77_rep2_Dep6_Tu3	2.536130551859014E-6	0.08	colorectal cancer
Cer77_rep1_Dep6_Tu0.3	2.2429316056192945E-6	0.11	ovarian cancer
Cer77_rep1_Dep6_Tu40	2.97407995530457E-6	0.49	cervical cancer
Cer77_rep6_Dep6_Tu30	4.078945475833261E-6	0.36	cervical cancer
Cer77_rep2_Dep6_Tu0.1	2.1967247158573774E-6	0.11	ovarian cancer
Cer77_rep1_Dep6_Tu20	4.969371317462323E-6	0.3	cervical cancer
Cer77_rep4_Dep6_Tu30	3.184869543680368E-6	0.36	cervical cancer
Cer77_rep10_Dep6_Tu0.5	2.284478411312976E-6	0.11	ovarian cancer
Cer77_rep5_Dep6_Tu10	3.512275396889689E-6	0.17	cervical cancer
Cer77_rep9_Dep6_Tu1	2.2123681778054676E-6	0.12	ovarian cancer
Cer77_rep1_Dep6_Tu10	4.090707227923261E-6	0.21	cervical cancer
Cer77_rep8_Dep6_Tu0.1	2.0934762032466587E-6	0.08	ovarian cancer
Cer77_rep9_Dep6_Tu10	3.908766967085385E-6	0.17	cervical cancer
Cer77_rep7_Dep6_Tu0.1	2.2086739263668387E-6	0.11	ovarian cancer
Cer81_rep10_Dep6_Tu5	2.3725932916304715E-6	0.09	cervical cancer
Cer81_rep8_Dep6_Tu2	2.2971247516032362E-6	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu3	2.1066745032084815E-6	0.12	ovarian cancer
Cer81_rep2_Dep6_Tu3	2.2760988703527245E-6	0.12	ovarian cancer
Cer81_rep7_Dep6_Tu20	4.373264594768329E-6	0.22	cervical cancer
Cer81_rep5_Dep6_Tu5	2.225142720235571E-6	0.12	ovarian cancer
Cer81_rep4_Dep6_Tu0.1	2.103528101677518E-6	0.11	ovarian cancer
Cer81_rep9_Dep6_Tu20	3.988308354686429E-6	0.21	cervical cancer
Cer81_rep9_Dep6_Tu5	2.1128100933357596E-6	0.15	cervical cancer
Cer81_rep2_Dep6_Tu1	1.545396119631455E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu3	2.0200708597466377E-6	0.12	ovarian cancer
Cer81_rep8_Dep6_Tu1	2.110913851983183E-6	0.12	ovarian cancer
Cer81_rep1_Dep6_Tu50	3.2782355859570765E-6	0.41	cervical cancer
Cer81_rep9_Dep6_Tu1	2.116797840294689E-6	0.12	ovarian cancer
Cer81_rep4_Dep6_Tu30	3.5497840139641727E-6	0.27	cervical cancer
Cer81_rep5_Dep6_Tu20	4.668703946374476E-6	0.22	cervical cancer
Cer81_rep2_Dep6_Tu0.5	1.946103411670618E-6	0.11	ovarian cancer
Cer81_rep2_Dep6_Tu2	2.2149033308675423E-6	0.12	ovarian cancer
Cer81_rep5_Dep6_Tu1	1.9652862490320907E-6	0.11	ovarian cancer
Cer81_rep7_Dep6_Tu0.5	2.1382635825185516E-6	0.11	ovarian cancer
Cer81_rep5_Dep6_Tu0.1	2.067875057627679E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu0.1	2.127282836990627E-6	0.08	ovarian cancer
Cer81_rep10_Dep6_Tu10	3.567283515371941E-6	0.15	cervical cancer
Cer81_rep2_Dep6_Tu5	2.475918979330494E-6	0.15	cervical cancer
Cer81_rep8_Dep6_Tu50	3.718749494544095E-6	0.41	cervical cancer
Cer81_rep2_Dep6_Tu40	4.560227613929957E-6	0.36	cervical cancer
Cer81_rep6_Dep6_Tu30	4.7167577466763254E-6	0.23	cervical cancer
Cer81_rep4_Dep6_Tu1	2.356800457090672E-6	0.12	ovarian cancer
Cer81_rep3_Dep6_Tu0.3	2.276305411145648E-6	0.11	ovarian cancer
Cer81_rep9_Dep6_Tu0.1	1.9854927524748393E-6	0.11	ovarian cancer
Cer81_rep1_Dep6_Tu40	3.735287577296192E-6	0.36	cervical cancer
Cer81_rep10_Dep6_Tu2	2.2419170304828797E-6	0.12	ovarian cancer
Cer81_rep7_Dep6_Tu50	3.2110848663699213E-6	0.43	cervical cancer
Cer81_rep8_Dep6_Tu0.3	1.916834776459514E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu40	4.206539438997904E-6	0.32	cervical cancer
Cer81_rep9_Dep6_Tu40	4.428432575725149E-6	0.36	cervical cancer
Cer81_rep9_Dep6_Tu10	3.2489352488173045E-6	0.15	cervical cancer
Cer81_rep2_Dep6_Tu50	3.634789036334818E-6	0.41	cervical cancer
Cer81_rep8_Dep6_Tu10	3.2638894430349034E-6	0.15	cervical cancer
Cer81_rep10_Dep6_Tu0.1	2.2539014729912348E-6	0.11	ovarian cancer
Cer81_rep3_Dep6_Tu1	2.164612362268974E-6	0.12	ovarian cancer
Cer81_rep9_Dep6_Tu50	3.4891075753030208E-6	0.41	cervical cancer
Cer81_rep8_Dep6_Tu30	4.45218586370501E-6	0.28	cervical cancer
Cer81_rep4_Dep6_Tu20	4.563782485516586E-6	0.21	cervical cancer
Cer81_rep10_Dep6_Tu20	4.526161575160048E-6	0.21	cervical cancer
Cer81_rep7_Dep6_Tu3	2.15805852501775E-6	0.08	colorectal cancer
Cer81_rep2_Dep6_Tu30	4.899061701114104E-6	0.3	cervical cancer
Cer81_rep1_Dep6_Tu0.1	2.0731236423068217E-6	0.11	ovarian cancer
Cer81_rep5_Dep6_Tu10	3.259088204397428E-6	0.15	cervical cancer
Cer81_rep7_Dep6_Tu0.1	2.186417954154037E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu0.5	2.3129928563346416E-6	0.11	ovarian cancer
Cer81_rep7_Dep6_Tu1	1.973903934968522E-6	0.11	ovarian cancer
Cer81_rep10_Dep6_Tu0.5	2.310994028144121E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu20	4.606635851426574E-6	0.21	cervical cancer
Cer81_rep4_Dep6_Tu5	2.114832419433099E-6	0.15	cervical cancer
Cer81_rep3_Dep6_Tu30	4.108476587030712E-6	0.26	cervical cancer
Cer81_rep9_Dep6_Tu0.3	1.9018000522832355E-6	0.11	ovarian cancer
Cer81_rep4_Dep6_Tu0.3	1.9940550829957025E-6	0.11	ovarian cancer
Cer81_rep1_Dep6_Tu30	5.320151633276647E-6	0.23	cervical cancer
Cer81_rep1_Dep6_Tu1	2.2331325178365805E-6	0.11	ovarian cancer
Cer81_rep4_Dep6_Tu50	2.8476425339871564E-6	0.41	cervical cancer
Cer81_rep6_Dep6_Tu0.1	2.202156283420427E-6	0.11	ovarian cancer
Cer81_rep1_Dep6_Tu0.5	2.083210547556405E-6	0.11	ovarian cancer
Cer81_rep3_Dep6_Tu50	3.0196358638342703E-6	0.41	cervical cancer
Cer81_rep6_Dep6_Tu50	3.8115148383158007E-6	0.41	cervical cancer
Cer81_rep4_Dep6_Tu40	4.174337044271239E-6	0.32	cervical cancer
Cer81_rep7_Dep6_Tu5	2.1749903640008887E-6	0.15	cervical cancer
Cer81_rep9_Dep6_Tu30	5.109290345926518E-6	0.28	cervical cancer
Cer81_rep5_Dep6_Tu0.5	2.012933694618191E-6	0.11	ovarian cancer
Cer81_rep5_Dep6_Tu2	2.20482536494577E-6	0.11	ovarian cancer
Cer81_rep5_Dep6_Tu3	2.1794777000420997E-6	0.12	ovarian cancer
Cer81_rep2_Dep6_Tu0.3	1.991142830184934E-6	0.11	ovarian cancer
Cer81_rep10_Dep6_Tu1	1.7938564697644193E-6	0.11	ovarian cancer
Cer81_rep3_Dep6_Tu20	4.545290826585801E-6	0.21	cervical cancer
Cer81_rep4_Dep6_Tu10	3.189937531608495E-6	0.15	cervical cancer
Cer81_rep4_Dep6_Tu2	2.3497604238603094E-6	0.12	ovarian cancer
Cer81_rep1_Dep6_Tu20	4.583515435599815E-6	0.21	cervical cancer
Cer81_rep3_Dep6_Tu40	4.6274359282857455E-6	0.36	cervical cancer
Cer81_rep9_Dep6_Tu0.5	2.2382238791005305E-6	0.11	ovarian cancer
Cer81_rep2_Dep6_Tu10	3.0677436038750153E-6	0.15	cervical cancer
Cer81_rep6_Dep6_Tu0.3	2.2340057854110293E-6	0.11	ovarian cancer
Cer81_rep10_Dep6_Tu30	4.500612604573608E-6	0.27	cervical cancer
Cer81_rep1_Dep6_Tu10	3.1574692287624428E-6	0.15	cervical cancer
Cer81_rep7_Dep6_Tu2	1.9280121459101355E-6	0.08	colorectal cancer
Cer81_rep6_Dep6_Tu2	2.111451363172149E-6	0.11	ovarian cancer
Cer81_rep10_Dep6_Tu40	3.522805395200917E-6	0.36	cervical cancer
Cer81_rep6_Dep6_Tu5	2.2433935361556383E-6	0.15	cervical cancer
Cer81_rep5_Dep6_Tu40	3.973244123467849E-6	0.32	cervical cancer
Cer81_rep3_Dep6_Tu3	2.2198242153438757E-6	0.12	ovarian cancer
Cer81_rep1_Dep6_Tu2	2.1893903382072004E-6	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu10	3.3270187102193417E-6	0.15	cervical cancer
Cer81_rep9_Dep6_Tu2	2.2175691736259498E-6	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu0.5	2.0962239130819E-6	0.11	ovarian cancer
Cer81_rep1_Dep6_Tu0.3	2.12497461232675E-6	0.11	ovarian cancer
Cer81_rep1_Dep6_Tu3	2.4126501744715357E-6	0.12	ovarian cancer
Cer81_rep2_Dep6_Tu0.1	2.1648893056524295E-6	0.11	ovarian cancer
Cer81_rep7_Dep6_Tu0.3	2.0367612784552536E-6	0.11	ovarian cancer
Cer81_rep5_Dep6_Tu30	4.283454799910739E-6	0.23	cervical cancer
Cer81_rep10_Dep6_Tu3	2.2108834104139548E-6	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu40	4.572527435987999E-6	0.32	cervical cancer
Cer81_rep3_Dep6_Tu0.5	2.1405953777971465E-6	0.11	ovarian cancer
Cer81_rep8_Dep6_Tu5	1.920348927570228E-6	0.12	cervical cancer
Cer81_rep7_Dep6_Tu30	4.755710393307672E-6	0.23	cervical cancer
Cer81_rep3_Dep6_Tu2	2.4941261265610794E-6	0.12	ovarian cancer
Cer81_rep5_Dep6_Tu50	3.29873920368694E-6	0.41	cervical cancer
Cer81_rep2_Dep6_Tu20	4.06500069515189E-6	0.21	cervical cancer
Cer81_rep7_Dep6_Tu40	4.064154723231489E-6	0.36	cervical cancer
Cer81_rep10_Dep6_Tu0.3	1.88442450303009E-6	0.11	ovarian cancer
Cer81_rep4_Dep6_Tu3	2.0296074132875682E-6	0.12	ovarian cancer
Cer81_rep6_Dep6_Tu1	2.3420997946927348E-6	0.11	ovarian cancer
Cer81_rep4_Dep6_Tu0.5	2.1810813314181347E-6	0.11	ovarian cancer
Cer81_rep3_Dep6_Tu0.1	2.163452991495269E-6	0.11	ovarian cancer
Cer81_rep7_Dep6_Tu10	3.2181887334588776E-6	0.15	cervical cancer
Cer81_rep10_Dep6_Tu50	4.035548654548344E-6	0.41	cervical cancer
Cer81_rep5_Dep6_Tu0.3	2.138082401609009E-6	0.08	colorectal cancer
Cer81_rep6_Dep6_Tu20	4.354524832242212E-6	0.21	cervical cancer
Cer81_rep3_Dep6_Tu5	2.091672656118381E-6	0.15	cervical cancer
Cer81_rep3_Dep6_Tu10	2.799503086978379E-6	0.15	cervical cancer
Cer81_rep9_Dep6_Tu3	2.2044743616945296E-6	0.12	ovarian cancer
Cer81_rep1_Dep6_Tu5	2.367446811987944E-6	0.15	cervical cancer
Colo_rep2_Dep6_Tu0.5	2.0337501206712434E-6	0.11	ovarian cancer
Colo_rep2_Dep6_Tu50	4.708913157804425E-5	0.5	colorectal cancer
Colo_rep6_Dep6_Tu1	2.3637966221180344E-6	0.12	ovarian cancer
Colo_rep3_Dep6_Tu2	3.0459490512183377E-6	0.08	colorectal cancer
Colo_rep7_Dep6_Tu2	3.0972635614111767E-6	0.08	colorectal cancer
Colo_rep8_Dep6_Tu0.1	2.122417546712092E-6	0.08	ovarian cancer
Colo_rep10_Dep6_Tu2	2.585475650574492E-6	0.08	colorectal cancer
Colo_rep6_Dep6_Tu3	3.5318943391225584E-6	0.11	colorectal cancer
