Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Ov79_rep2_Dep6_Tu5,0.009,2.835,0.116,0.000,1.964,0.002,0.365,2.558,1.364,1.525,5.858,0.469,16.745,66.188
Ov79_rep8_Dep6_Tu30,0.121,0.066,1.084,0.001,33.556,1.641,0.299,2.435,1.481,1.613,4.201,0.753,4.121,48.629
Ov79_rep6_Dep6_Tu0.3,0.000,0.530,0.000,0.000,0.000,0.000,0.252,3.878,2.808,0.356,7.817,0.336,16.049,67.974
Ov79_rep1_Dep6_Tu3,0.000,0.697,0.000,0.000,0.001,0.000,0.337,5.236,0.533,0.115,8.338,0.561,16.316,67.864
Ov79_rep1_Dep6_Tu50,0.250,0.502,1.100,0.079,54.717,2.844,0.111,1.082,0.775,1.779,2.554,1.012,1.340,31.855
Ov79_rep7_Dep6_Tu50,0.165,0.071,1.329,0.015,56.521,2.465,0.188,1.683,0.899,1.299,1.430,0.435,0.637,32.863
Ov79_rep4_Dep6_Tu50,0.144,0.027,1.142,0.006,54.051,3.159,0.111,1.453,0.943,1.178,4.474,0.892,0.692,31.728
Ov79_rep2_Dep6_Tu3,0.000,0.582,0.001,0.000,0.001,0.000,0.335,4.276,1.777,0.460,8.002,0.373,16.467,67.728
Ov79_rep7_Dep6_Tu1,0.000,0.506,0.005,0.000,0.004,0.000,0.525,3.329,2.428,0.696,7.249,0.324,16.261,68.672
Ov79_rep9_Dep6_Tu5,0.007,3.757,0.070,0.010,1.624,0.001,0.561,1.733,2.862,0.948,7.146,0.238,14.215,66.830
Ov79_rep3_Dep6_Tu1,0.003,0.986,0.004,0.000,0.040,0.000,0.328,2.830,2.633,0.085,7.469,0.389,17.794,67.438
Ov79_rep5_Dep6_Tu3,0.000,0.350,0.000,0.000,0.003,0.000,0.264,2.601,2.747,0.378,7.371,0.323,17.045,68.917
Ov79_rep10_Dep6_Tu0.3,0.000,0.360,0.000,0.000,0.000,0.000,0.211,5.858,0.438,0.160,7.187,0.628,17.401,67.757
Ov79_rep8_Dep6_Tu2,0.002,2.332,0.017,0.000,0.077,0.000,0.308,2.158,2.257,0.747,7.612,0.890,16.862,66.738
Ov79_rep1_Dep6_Tu0.5,0.000,0.637,0.002,0.000,0.001,0.000,0.222,4.262,2.363,0.502,7.336,0.207,17.043,67.425
Ov79_rep3_Dep6_Tu0.3,0.000,0.952,0.000,0.000,0.000,0.000,0.176,4.797,1.463,0.272,7.838,0.348,16.765,67.389
Ov79_rep8_Dep6_Tu50,0.176,0.403,0.903,0.046,54.631,2.493,0.157,1.040,2.349,1.492,0.661,0.421,1.797,33.432
Ov79_rep9_Dep6_Tu0.3,0.000,0.100,0.010,0.000,0.002,0.000,0.385,2.151,2.860,0.631,8.268,0.432,16.489,68.670
Ov79_rep7_Dep6_Tu2,0.001,1.644,0.001,0.000,0.013,0.000,0.104,1.730,3.436,0.839,7.816,0.244,17.169,67.002
Ov79_rep7_Dep6_Tu30,0.091,0.135,0.742,0.076,34.928,1.166,0.268,1.757,1.348,1.072,5.028,0.631,3.964,48.795
Ov79_rep5_Dep6_Tu50,0.066,0.091,1.381,0.001,54.742,2.868,0.088,0.771,1.016,1.781,2.576,0.824,1.053,32.741
Ov79_rep6_Dep6_Tu0.5,0.000,1.541,0.000,0.000,0.001,0.000,0.325,5.107,1.496,0.422,6.615,0.275,18.785,65.434
Ov79_rep2_Dep6_Tu2,0.001,2.303,0.000,0.000,0.041,0.000,0.233,3.017,1.527,1.018,8.407,0.457,17.289,65.706
Ov79_rep3_Dep6_Tu30,0.098,0.310,0.798,0.186,33.380,1.349,0.078,1.917,0.370,2.338,5.065,0.631,5.817,47.662
Ov79_rep9_Dep6_Tu3,0.000,0.564,0.000,0.000,0.001,0.000,0.294,4.882,2.079,0.253,6.887,0.419,16.412,68.209
Ov79_rep10_Dep6_Tu2,0.001,2.047,0.001,0.000,0.003,0.000,0.372,3.376,2.153,0.569,6.956,0.648,18.730,65.143
Ov79_rep10_Dep6_Tu1,0.000,1.342,0.000,0.000,0.006,0.000,0.328,3.535,2.172,0.301,6.038,0.238,18.207,67.833
Ov79_rep6_Dep6_Tu5,0.017,2.691,0.074,0.000,1.957,0.001,0.432,3.714,1.863,1.500,5.631,0.450,15.905,65.763
Ov79_rep2_Dep6_Tu0.3,0.000,0.933,0.000,0.000,0.001,0.000,0.302,4.984,0.785,0.431,5.667,0.131,19.207,67.558
Ov79_rep4_Dep6_Tu20,0.065,1.859,0.324,0.001,22.112,0.641,0.220,2.551,0.834,2.078,4.622,1.373,11.497,51.822
Ov79_rep1_Dep6_Tu0.1,0.002,0.186,0.009,0.000,0.004,0.000,0.434,3.507,2.569,0.623,6.841,0.248,17.636,67.941
Ov79_rep4_Dep6_Tu10,0.027,0.849,0.600,0.011,9.980,0.144,0.686,2.639,1.370,1.145,7.189,0.257,10.249,64.854
Ov79_rep4_Dep6_Tu30,0.107,0.055,0.934,0.020,34.173,1.263,0.230,1.631,2.012,1.178,4.073,0.810,5.494,48.022
Ov79_rep5_Dep6_Tu10,0.010,1.979,0.231,0.013,9.313,0.338,0.215,3.227,1.084,1.796,6.815,0.659,13.574,60.746
Ov79_rep7_Dep6_Tu3,0.000,1.593,0.000,0.000,0.000,0.000,0.081,4.604,2.005,0.081,7.008,0.168,18.050,66.410
Ov79_rep9_Dep6_Tu50,0.256,0.047,1.246,0.001,53.819,3.081,0.058,1.866,0.047,1.760,2.806,0.910,1.171,32.932
Ov79_rep10_Dep6_Tu0.5,0.000,0.852,0.000,0.000,0.005,0.000,0.418,4.812,1.530,0.037,7.125,0.292,16.927,68.002
Ov79_rep7_Dep6_Tu40,0.354,0.352,0.909,0.026,45.051,2.099,0.186,1.639,1.097,1.911,3.188,0.846,3.113,39.229
Ov79_rep7_Dep6_Tu0.1,0.000,0.197,0.000,0.000,0.001,0.000,0.110,1.278,3.801,0.274,8.593,0.097,16.014,69.634
Ov79_rep9_Dep6_Tu0.1,0.000,1.413,0.000,0.000,0.000,0.000,0.262,4.603,1.452,0.103,7.355,0.314,18.017,66.482
Ov79_rep1_Dep6_Tu5,0.012,2.583,0.186,0.006,2.722,0.069,0.419,3.571,1.736,1.286,6.568,0.334,15.387,65.122
Ov79_rep9_Dep6_Tu30,0.176,0.863,0.809,0.059,33.596,1.411,0.156,1.348,0.791,1.841,5.726,1.272,5.792,46.159
Ov79_rep2_Dep6_Tu0.1,0.000,0.727,0.000,0.000,0.001,0.000,0.291,4.796,2.399,0.368,5.366,0.275,18.500,67.276
