Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Br66_rep4_Dep6_Tu50,21.745,49.490,0.000,0.061,0.000,0.000,0.025,0.419,0.029,0.032,0.217,0.079,1.030,26.871
Br66_rep3_Dep6_Tu0.5,0.000,0.024,0.000,0.000,0.022,0.000,0.297,5.463,1.279,0.956,7.683,0.645,16.370,67.261
Br66_rep2_Dep6_Tu3,0.053,1.231,0.016,0.003,0.251,0.000,0.669,4.277,3.384,1.591,6.097,0.193,16.179,66.056
Br66_rep6_Dep6_Tu40,18.167,37.974,0.003,0.428,0.007,0.000,0.008,0.074,0.315,0.024,2.303,0.130,2.231,38.335
Br66_rep9_Dep6_Tu0.1,0.000,0.017,0.000,0.000,0.100,0.000,0.403,4.077,2.380,0.791,7.465,0.508,18.358,65.901
Br66_rep9_Dep6_Tu5,1.099,4.006,0.052,0.098,0.418,0.002,0.614,5.574,0.510,0.960,6.264,0.486,14.665,65.252
Br66_rep10_Dep6_Tu1,0.000,0.224,0.001,0.000,0.092,0.000,0.444,4.008,1.346,1.351,6.336,0.605,18.587,67.005
Br66_rep6_Dep6_Tu20,8.738,19.165,0.008,0.361,0.023,0.000,0.185,1.327,1.799,0.435,4.267,0.345,11.192,52.156
Br66_rep10_Dep6_Tu30,14.457,26.816,0.008,0.211,0.017,0.000,0.141,2.688,0.252,0.398,1.642,0.234,8.402,44.734
Br66_rep10_Dep6_Tu5,2.242,2.561,0.154,0.024,0.133,0.001,0.430,4.832,0.433,2.047,6.168,0.756,16.585,63.634
Br66_rep7_Dep6_Tu1,0.000,0.005,0.008,0.000,0.199,0.003,0.473,3.235,3.658,0.367,6.557,0.448,17.093,67.954
Br66_rep6_Dep6_Tu0.3,0.000,0.009,0.000,0.000,0.013,0.000,0.216,3.715,3.631,0.844,7.783,0.116,16.459,67.214
Br66_rep1_Dep6_Tu30,13.174,29.789,0.003,0.267,0.002,0.000,0.137,1.070,1.027,0.131,2.029,0.175,6.718,45.479
Br66_rep3_Dep6_Tu1,0.000,0.083,0.001,0.000,0.280,0.000,0.367,1.686,4.264,0.420,7.534,0.400,18.535,66.431
Br66_rep3_Dep6_Tu30,13.862,28.277,0.011,0.297,0.027,0.000,0.070,1.350,0.656,0.259,4.168,0.187,3.100,47.736
Br66_rep9_Dep6_Tu1,0.000,0.036,0.000,0.000,0.136,0.000,0.349,4.222,2.702,1.189,6.830,0.458,15.977,68.100
Br66_rep9_Dep6_Tu40,17.091,41.288,0.002,0.160,0.006,0.000,0.011,0.759,0.148,0.067,0.552,0.192,4.220,35.504
Br66_rep5_Dep6_Tu1,0.000,0.214,0.005,0.000,0.171,0.000,0.210,3.254,3.248,0.917,7.829,0.264,16.087,67.801
Br66_rep2_Dep6_Tu5,1.040,3.605,0.007,0.000,0.101,0.000,0.548,0.919,4.423,2.215,4.442,0.159,18.706,63.834
Br66_rep5_Dep6_Tu30,12.885,30.183,0.002,0.159,0.005,0.000,0.281,1.699,0.963,0.264,2.619,0.219,6.626,44.096
Br66_rep7_Dep6_Tu50,22.721,48.231,0.002,0.134,0.002,0.000,0.030,0.213,0.092,0.041,0.575,0.030,0.776,27.152
Br66_rep4_Dep6_Tu40,16.968,38.730,0.005,0.167,0.001,0.000,0.091,1.340,0.048,0.140,1.791,0.091,1.787,38.843
Br66_rep8_Dep6_Tu5,2.442,2.571,0.012,0.014,0.359,0.006,0.204,6.435,0.060,0.320,5.640,1.010,17.781,63.147
Br66_rep9_Dep6_Tu2,0.000,0.317,0.006,0.000,0.148,0.000,0.376,4.106,2.662,1.146,6.033,0.514,15.478,69.213
Br66_rep6_Dep6_Tu30,11.918,30.825,0.009,0.148,0.006,0.000,0.063,1.346,0.635,0.150,2.875,0.141,6.602,45.280
Br66_rep4_Dep6_Tu0.1,0.000,0.004,0.000,0.000,0.035,0.000,0.336,5.085,0.655,0.980,7.006,0.855,18.654,66.390
Br66_rep5_Dep6_Tu10,4.107,9.254,0.066,0.127,0.086,0.000,0.196,1.666,4.097,1.196,4.241,0.098,15.329,59.536
Br66_rep3_Dep6_Tu40,18.032,39.156,0.013,0.358,0.006,0.000,0.003,1.043,0.327,0.031,0.852,0.106,3.938,36.134
Br66_rep9_Dep6_Tu0.5,0.000,0.018,0.000,0.000,0.057,0.000,0.102,0.666,4.648,0.917,8.311,0.260,16.927,68.093
Br66_rep8_Dep6_Tu2,0.037,0.974,0.015,0.001,0.356,0.002,0.451,2.475,3.810,1.000,6.632,0.644,17.072,66.531
Br66_rep10_Dep6_Tu2,0.002,0.863,0.104,0.001,0.165,0.007,0.109,3.802,2.705,1.259,6.675,0.881,18.363,65.062
Br66_rep6_Dep6_Tu0.1,0.000,0.003,0.000,0.000,0.019,0.000,0.514,3.282,3.966,1.226,5.388,0.327,19.674,65.602
Br66_rep5_Dep6_Tu0.5,0.000,0.027,0.000,0.000,0.031,0.000,0.518,4.242,1.493,0.769,6.475,0.457,17.409,68.578
Br66_rep2_Dep6_Tu20,8.493,18.975,0.050,0.229,0.021,0.000,0.145,2.986,2.255,0.329,3.296,0.162,10.329,52.729
Br66_rep4_Dep6_Tu0.5,0.000,0.061,0.001,0.000,0.087,0.000,0.340,3.328,2.445,1.730,7.478,0.302,18.069,66.159
Br66_rep4_Dep6_Tu5,1.860,3.466,0.048,0.001,0.182,0.001,0.400,5.043,1.791,0.932,6.269,0.488,14.531,64.987
Br66_rep8_Dep6_Tu0.5,0.000,0.024,0.000,0.000,0.027,0.000,0.328,6.549,0.379,0.914,6.435,0.734,17.476,67.133
