Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,0.099,6.501,0.537,0.000,6.134,1.264,1.881,2.069,3.642,5.019,11.408,3.727,22.188,35.530
Breast-GC1002976,0.373,0.642,4.007,0.000,12.915,4.487,3.406,1.414,3.612,7.059,3.548,4.242,22.732,31.563
Breast-GC1002977,0.000,0.004,0.000,0.000,1.030,1.542,7.866,0.292,0.299,0.040,9.876,15.300,46.489,17.261
Breast-GC1002978,1.551,7.814,0.183,0.000,9.067,1.394,2.504,3.657,0.477,3.172,17.454,3.705,14.278,34.744
Breast-GC1002979,5.022,5.136,0.607,0.643,4.555,1.138,2.520,3.313,1.924,2.170,10.685,3.068,36.078,23.141
Breast-GC1002980,0.001,5.989,0.199,0.000,4.978,0.007,1.578,9.065,3.547,5.351,9.317,1.990,15.591,42.386
Breast-GC1002981,0.031,4.838,0.828,0.000,5.540,1.218,1.859,1.595,4.393,6.620,13.489,2.078,25.807,31.704
Breast-GC1003967,0.062,7.632,0.705,0.003,6.688,1.297,1.090,2.160,2.221,7.204,13.092,4.142,12.680,41.021
Breast-GC1003968,1.297,1.589,3.000,0.381,8.714,3.363,1.584,2.386,6.446,8.475,7.159,2.775,18.522,34.308
Breast-GC1003970,0.509,2.454,0.816,0.011,6.636,1.624,2.275,2.828,0.372,6.344,29.788,3.863,21.046,21.435
Breast-GC1003971,0.142,5.890,1.373,0.490,7.518,2.175,1.431,7.318,0.748,7.833,17.717,7.570,6.985,32.812
Breast-GC1003972,0.686,7.994,1.319,0.886,7.181,0.942,1.931,0.333,5.277,6.620,16.436,3.978,7.387,39.031
Breast-GC1003974,0.730,1.985,0.975,1.249,5.451,1.868,1.608,0.307,2.030,3.359,12.391,3.263,38.399,26.384
Breast-GC1002311,0.000,14.161,0.006,0.000,1.442,0.753,1.038,4.438,0.364,6.894,13.887,3.102,15.340,38.575
Breast-GC1004006,0.034,6.044,0.130,0.000,5.813,1.413,4.613,0.798,2.614,7.242,14.762,4.967,21.760,29.809
Breast-GC1004007,0.029,7.838,1.647,0.000,7.522,2.404,2.903,0.687,5.296,7.975,10.094,4.909,8.231,40.465
Breast-GC1004008,0.012,6.547,0.539,0.153,3.127,1.291,3.075,2.438,3.203,4.330,7.705,2.577,35.153,29.850
Breast-GC1004009,0.170,1.155,2.889,0.078,10.301,2.065,0.886,0.714,0.828,5.978,8.210,1.658,35.083,29.984
Breast-GC110693,0.440,0.023,0.434,0.328,12.318,3.688,2.285,0.064,1.582,1.435,11.286,5.021,34.060,27.036
Breast-GC110694,0.190,3.645,1.304,0.000,6.458,1.284,3.037,1.675,4.401,9.088,12.638,2.819,22.228,31.232
Breast-GC110695,0.115,3.530,2.208,0.000,12.006,3.556,2.756,0.628,1.732,5.872,10.932,6.882,8.734,41.049
Breast-GC110696,0.003,5.674,0.073,0.000,6.744,1.397,4.544,3.175,3.788,6.184,13.044,4.769,16.052,34.552
Breast-GC116960,0.492,2.755,1.147,0.299,6.435,2.013,4.805,4.380,1.762,5.105,18.310,5.499,17.317,29.679
Breast-GC116963,0.004,1.921,0.714,0.148,4.583,0.130,0.888,3.094,2.872,1.771,3.700,1.531,53.317,25.329
Breast-GC116964,0.005,0.220,0.265,0.000,14.075,5.544,4.044,0.083,0.406,1.687,19.802,7.930,7.798,38.142
Breast-GC116965,0.099,9.173,0.409,0.000,7.621,1.313,0.934,4.844,2.951,12.481,9.459,4.290,1.473,44.953
