Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1
Br62_rep5_Dep6_Tu0.5,0.006,0.062,2.826,1.780,1.927,1.727,2.001,10.033,6.991,0.503,2.358,1.280,0.032,0.008,0.850,0.211,0.811,1.012,0.253,0.438,0.002,0.029,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.001,0.001,0.000,0.000,0.000,0.000,0.000,64.827
Br62_rep5_Dep6_Tu3,0.166,0.121,6.126,0.234,0.843,4.309,2.352,9.485,2.296,1.763,0.389,1.551,0.004,0.050,1.185,0.736,1.442,0.468,0.264,0.193,0.003,0.013,0.019,0.003,0.017,0.001,0.000,0.004,0.000,0.000,0.000,0.000,0.149,0.004,0.004,0.001,0.001,0.000,0.094,3.436,62.273
Br62_rep6_Dep6_Tu30,0.033,0.013,0.536,1.125,1.406,0.427,11.442,1.146,1.365,0.346,0.845,0.055,0.023,0.014,0.390,0.598,0.597,0.149,0.005,0.392,0.006,0.016,0.026,0.593,0.016,0.035,0.231,0.356,0.001,0.001,0.000,0.000,0.000,0.003,0.004,0.000,0.002,0.000,0.000,50.560,27.243
Br62_rep7_Dep6_Tu20,0.036,0.039,2.335,2.930,1.724,0.221,0.281,4.646,3.970,1.489,0.198,0.622,0.002,0.016,0.480,0.129,0.987,0.700,0.025,0.669,0.003,0.005,0.025,0.188,0.065,0.017,0.166,0.032,0.000,0.000,0.000,0.000,0.003,0.005,0.007,0.000,0.001,0.000,0.001,35.347,42.636
Br62_rep2_Dep6_Tu40,0.026,0.022,0.695,0.086,0.353,0.621,8.747,0.446,1.993,0.298,0.524,0.224,0.034,0.038,0.438,0.401,0.047,0.295,0.202,0.191,0.002,0.005,0.004,1.072,0.018,0.214,0.232,1.845,0.000,0.186,0.000,0.000,0.002,0.020,0.006,0.001,0.010,0.005,0.003,62.444,18.250
Br62_rep8_Dep6_Tu0.5,0.055,0.011,2.952,0.827,2.874,4.469,6.433,4.698,4.919,1.506,0.870,1.591,0.019,0.068,1.478,0.950,0.677,0.884,0.145,0.565,0.010,0.001,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.003,0.000,63.941
Br62_rep5_Dep6_Tu2,0.167,0.020,2.547,1.305,0.205,1.871,27.618,1.373,0.938,1.276,1.106,0.174,0.078,0.021,0.051,0.845,0.837,0.145,0.360,0.325,0.036,0.049,0.040,0.001,0.017,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.078,0.006,0.012,0.021,0.000,0.000,0.062,0.144,58.269
Br62_rep4_Dep6_Tu50,0.013,0.031,0.135,0.237,0.222,0.536,3.882,0.546,1.997,0.401,0.007,0.245,0.008,0.018,0.138,0.527,0.192,0.354,0.077,0.254,0.031,0.001,0.033,1.884,0.045,0.114,0.241,2.118,0.003,0.112,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.000,0.002,76.110,9.484
Br62_rep8_Dep6_Tu40,0.036,0.013,1.327,0.597,1.471,1.506,0.249,1.561,1.042,0.204,0.204,0.331,0.000,0.007,0.302,0.365,0.495,0.222,0.052,0.437,0.002,0.003,0.001,0.972,0.005,0.040,0.324,0.235,0.000,0.007,0.000,0.000,0.000,0.001,0.001,0.000,0.000,0.000,0.002,67.167,20.819
Br62_rep7_Dep6_Tu2,0.121,0.002,3.020,0.336,3.187,3.305,8.308,7.968,1.874,1.348,2.368,0.364,0.017,0.080,0.845,0.206,0.874,1.324,0.417,0.486,0.035,0.034,0.033,0.000,0.012,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.044,0.012,0.003,0.135,0.001,0.000,0.032,0.194,63.008
