Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,0.000,0.000,0.000,0.000,0.000,0.000,0.499,0.000,0.000,7.715,13.582,2.247,37.511,38.445
Breast-GC1002976,4.720,0.000,0.000,0.913,0.000,0.476,1.674,0.000,0.124,10.883,3.955,0.896,35.658,40.701
Breast-GC1002977,0.000,0.000,0.000,0.000,0.000,0.000,10.041,0.000,1.101,0.000,11.733,16.811,53.735,6.578
Breast-GC1002978,1.487,0.000,0.000,0.000,1.834,0.000,0.759,0.000,0.000,6.982,20.560,2.163,28.795,37.420
Breast-GC1002979,5.299,0.187,0.000,0.000,0.000,0.491,1.856,0.000,0.000,4.425,12.421,2.018,45.983,27.318
Breast-GC1002980,0.000,0.000,0.000,0.000,0.000,0.000,0.804,0.000,0.000,11.778,12.017,2.270,34.086,39.045
Breast-GC1002981,0.909,0.000,0.000,0.000,0.131,0.000,0.460,0.000,0.000,8.815,14.867,0.963,40.095,33.760
Breast-GC1003967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.369,16.946,1.549,29.030,41.106
Breast-GC1003968,3.296,0.000,0.000,0.013,1.216,0.264,0.000,0.000,0.000,12.045,10.236,1.252,31.963,39.715
Breast-GC1003970,0.064,0.000,0.000,0.143,0.026,0.004,1.019,0.000,0.000,6.998,29.268,0.707,32.510,29.261
Breast-GC1003971,0.291,0.383,0.000,0.000,0.000,0.279,0.477,0.000,0.084,12.688,19.041,6.183,18.706,41.868
Breast-GC1003972,2.252,0.000,0.000,0.000,0.000,0.334,1.038,0.000,0.000,10.885,20.563,1.741,23.521,39.666
Breast-GC1003974,0.000,0.088,0.000,0.000,0.000,1.054,0.181,0.000,0.000,4.517,13.649,1.161,50.551,28.799
Breast-GC1002311,0.000,0.000,0.000,0.066,0.347,0.000,0.242,0.000,0.000,13.228,16.885,1.524,31.070,36.639
Breast-GC1004006,0.025,0.000,0.000,0.000,0.000,0.000,2.008,0.000,0.000,10.444,15.535,3.269,33.106,35.613
Breast-GC1004007,0.654,0.000,0.000,0.000,0.358,0.019,0.975,0.000,0.000,12.089,11.149,2.425,24.121,48.210
Breast-GC1004008,0.000,0.000,0.000,0.000,0.000,0.030,1.950,0.000,0.000,6.054,8.297,1.048,49.319,33.302
Breast-GC1004009,1.258,0.000,0.000,0.299,1.499,0.050,0.000,0.000,0.000,5.094,8.785,0.000,49.805,33.210
Breast-GC110693,0.000,0.000,0.000,0.000,0.458,0.056,1.290,0.000,0.000,7.143,11.718,2.107,49.456,27.771
Breast-GC110694,0.000,0.000,0.000,0.000,0.513,0.000,1.608,0.000,0.000,11.898,13.733,1.999,35.174,35.074
Breast-GC110695,1.023,0.000,0.000,0.000,1.188,0.000,0.112,0.000,0.000,10.738,13.755,3.782,25.728,43.673
Breast-GC110696,0.000,0.000,0.000,0.000,0.000,0.000,3.507,0.000,0.000,11.390,13.812,3.208,30.297,37.785
Breast-GC116960,0.797,0.000,0.000,0.000,0.000,0.545,4.437,0.000,0.000,8.124,20.418,3.398,29.580,32.701
Breast-GC116963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.690,5.478,0.864,64.655,26.313
Breast-GC116964,0.000,0.000,0.000,0.000,0.000,0.000,2.296,0.000,0.000,13.038,25.057,4.169,22.624,32.816
Breast-GC116965,0.512,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.282,10.807,2.512,19.233,50.653
Breast-GC116966,0.000,0.000,0.000,0.000,0.000,0.000,0.747,0.000,0.000,12.466,14.308,2.872,22.601,47.005
Breast-GC116967,0.752,0.078,0.000,0.000,1.336,0.360,0.023,0.000,0.000,8.501,20.991,2.744,27.131,38.084
Breast-GC116968,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,6.774,6.459,0.396,50.499,35.865
Breast-GC116969,0.000,0.000,0.000,0.000,0.000,0.000,0.854,0.000,0.000,5.819,8.392,1.763,55.548,27.624
Breast-GC116970,0.000,0.000,0.000,0.000,1.199,0.813,0.342,0.000,0.000,9.360,11.037,1.395,40.588,35.266
Breast-GC116971,1.934,0.000,0.000,0.000,0.000,0.000,3.008,0.000,0.000,14.536,10.066,2.992,28.783,38.680
Breast-GC110676,0.000,0.000,0.000,0.000,0.122,0.000,0.856,0.000,0.000,6.630,11.378,2.668,36.217,42.129
Breast-GC110678,1.711,0.000,0.000,0.000,0.841,1.594,0.703,0.000,0.000,9.634,22.981,2.972,26.708,32.856
Breast-GC110679,13.050,0.000,0.000,0.000,0.425,0.819,1.335,0.000,0.000,8.690,11.534,1.256,27.703,35.187
Breast-GC110680,0.000,0.000,0.000,0.158,0.046,0.000,0.955,0.000,0.000,11.843,12.727,0.087,40.586,33.597
Breast-GC110681,6.013,0.000,0.000,6.180,3.314,0.000,0.000,0.000,0.000,12.649,0.814,0.000,26.165,44.864
Breast-GC110682,0.000,0.735,0.000,0.000,1.137,0.000,3.499,0.000,0.000,8.626,14.127,1.855,35.018,35.002
Breast-GC110683,0.094,0.000,0.000,0.000,0.678,0.387,1.478,0.000,0.000,9.950,12.957,2.266,29.668,42.522
Breast-GC110684,0.000,0.000,0.000,0.000,0.515,0.156,3.512,0.000,0.000,10.383,17.452,1.716,39.799,26.466
Breast-GC110685,1.478,0.000,0.000,1.455,0.790,0.029,3.488,1.847,0.000,9.584,17.336,5.445,19.458,39.091
Ovarian-GC110686,0.000,0.000,0.000,0.000,0.190,0.000,0.459,0.000,0.000,23.701,6.756,3.145,23.861,41.887
Ovarian-GC114179,0.000,0.000,0.000,0.000,0.777,0.251,0.138,0.000,0.000,15.838,13.271,1.293,25.563,42.869
Ovarian-GC114180,0.520,0.000,0.000,0.000,0.000,0.115,2.074,0.000,0.000,10.394,13.804,3.179,23.638,46.275
Ovarian-GC114181,3.429,18.413,0.000,0.520,0.000,0.051,0.000,0.000,0.000,14.956,6.399,1.370,22.568,32.293
Ovarian-GC114182,6.471,0.000,0.269,3.544,24.389,0.000,0.000,0.000,0.000,16.807,6.432,0.000,22.962,19.125
Ovarian-GC116977,0.000,0.000,0.000,0.000,1.091,0.402,0.624,0.000,0.000,13.785,16.080,3.566,27.186,37.265
Ovarian-GC116979,2.440,0.000,0.000,0.000,10.625,0.037,0.730,0.000,0.000,8.862,10.946,0.975,32.104,33.281
Ovarian-GC116982,1.827,0.000,0.000,0.574,9.315,0.000,0.232,0.000,0.000,13.862,7.372,6.030,23.651,37.137
Ovarian-GC116990,0.000,0.000,0.000,0.000,2.099,0.356,1.271,0.000,0.000,2.675,15.916,2.070,38.679,36.935
Ovarian-GC119363,3.203,0.000,0.000,0.849,5.842,0.133,0.631,0.000,0.000,17.306,5.818,2.318,22.611,41.288
Ovarian-GC119364,0.000,0.000,0.000,0.000,0.484,0.041,3.253,0.000,0.000,5.704,20.034,2.271,33.187,35.025
Ovarian-GC119365,1.381,0.000,0.000,0.560,73.914,0.000,0.000,0.000,0.000,3.944,0.000,0.000,0.982,19.218
Ovarian-GC119366,7.437,0.000,0.000,1.632,0.825,0.257,0.373,0.000,0.000,23.358,8.978,2.709,10.264,44.168
Colorectal-GC121326,0.000,0.000,0.000,0.000,0.432,0.278,0.000,0.000,0.000,24.041,2.626,0.000,39.588,33.034
Colorectal-GC121327,1.712,18.671,0.000,0.000,0.481,8.064,1.286,0.000,0.000,12.662,9.868,2.886,17.083,27.287
Colorectal-GC121328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.412,11.022,1.540,9.342,34.683
Colorectal-GC121329,0.248,0.000,0.000,27.232,0.630,0.000,0.427,1.298,1.128,26.568,6.171,0.031,3.357,32.910
Colorectal-GC121330,17.268,0.000,0.000,4.495,0.109,0.201,0.000,0.000,0.000,14.198,1.389,0.000,21.207,41.133
Colorectal-GC1003994,0.000,0.000,0.000,0.000,0.738,0.000,1.309,0.000,0.000,16.148,10.723,0.618,28.846,41.616
Colorectal-GC1003995,0.856,1.237,0.157,6.260,0.128,39.784,2.900,0.000,0.000,2.339,6.075,0.019,17.148,23.096
Colorectal-GC1003996,0.000,0.000,0.000,0.000,0.000,1.573,1.932,0.000,0.000,5.783,10.299,1.690,41.664,37.059
Colorectal-GC1003997,0.000,0.000,0.000,0.000,0.077,0.000,0.261,0.000,0.000,15.921,11.487,3.054,31.792,37.408
Colorectal-GC1003998,0.000,0.000,0.000,0.005,0.000,0.831,1.316,0.000,0.000,14.119,10.508,4.006,27.063,42.151
Colorectal-GC1003999,9.736,0.000,0.000,2.406,0.285,0.000,0.000,0.000,0.000,17.070,1.625,0.114,17.414,51.350
Colorectal-GC1004000,0.695,0.093,0.000,54.104,1.085,0.819,0.000,0.000,0.000,0.000,4.111,0.175,16.911,22.007
Colorectal-GC1004001,0.000,0.000,0.000,0.000,0.000,0.000,1.235,0.000,0.000,9.069,10.371,2.310,41.235,35.780
Colorectal-GC1004002,0.051,0.000,0.000,0.000,0.000,0.259,2.808,0.000,0.000,17.922,7.675,2.710,32.139,36.435
Colorectal-GC1004003,1.240,0.000,0.000,0.673,3.021,0.000,0.000,0.000,0.000,18.365,13.704,0.534,19.491,42.971
Colorectal-GC137538,0.533,0.000,0.000,0.000,1.330,0.044,2.306,24.205,0.000,5.914,15.298,5.270,16.680,28.419
Colorectal-GC137539,1.128,0.000,0.000,0.173,3.149,0.306,1.243,0.000,0.000,10.209,18.496,1.296,30.515,33.486
Colorectal-GC137540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.749,10.069,3.467,29.048,36.665
Colorectal-GC137541,0.450,0.000,0.000,0.000,0.000,0.000,0.592,0.000,0.000,13.539,14.101,0.784,31.199,39.334
Colorectal-GC137542,0.000,0.000,0.000,0.000,0.000,0.000,0.021,0.000,0.000,17.977,9.320,3.942,31.467,37.273
Colorectal-GC137543,0.487,0.000,0.000,5.454,0.780,0.128,0.000,0.000,0.000,12.475,9.441,1.484,23.598,46.153
Colorectal-GC137544,0.000,0.000,0.000,0.000,0.000,0.000,1.892,0.000,0.000,16.362,11.532,2.023,33.733,34.456
Colorectal-GC137545,0.000,0.000,0.000,0.000,0.000,0.000,0.532,0.000,0.000,17.252,13.907,2.700,18.032,47.576
Colorectal-GC137546,0.000,0.000,0.000,0.000,0.388,0.000,0.000,0.000,0.000,13.144,10.786,4.217,36.187,35.278
Colorectal-GC137547,0.478,0.000,0.000,0.000,0.177,0.000,0.098,0.000,0.000,10.158,20.728,2.111,25.234,41.015
Colorectal-GC137548,0.000,0.000,0.000,0.000,0.000,0.000,1.168,0.000,0.000,0.819,6.366,5.947,56.456,29.244
Colorectal-GC137549,0.000,0.000,0.000,20.272,0.731,0.000,0.000,0.000,0.000,13.891,6.310,1.890,24.830,32.076
Colorectal-GC137550,1.531,0.000,0.000,0.000,0.000,0.000,6.159,0.000,0.000,7.853,8.821,8.754,34.903,31.978
Colorectal-GC137551,0.000,0.000,0.000,0.000,0.337,0.000,2.732,0.000,0.000,2.194,22.545,3.199,45.308,23.684
Colorectal-GC137552,0.000,0.000,0.000,0.000,0.176,0.000,0.015,0.000,0.000,10.966,13.745,2.247,31.203,41.647
Colorectal-GC137553,0.929,0.000,0.336,0.389,0.000,0.671,22.994,0.000,0.000,11.627,14.964,4.576,14.253,29.261
Colorectal-GC137554,1.320,0.322,0.000,3.563,0.000,0.076,1.384,0.000,0.000,14.709,12.774,0.641,22.295,42.916
Colorectal-GC137555,0.000,0.000,0.000,0.000,0.000,0.000,1.152,0.000,0.000,10.898,17.070,4.375,32.233,34.271
Colorectal-GC137556,0.000,0.000,0.000,0.000,0.000,0.000,0.312,0.000,0.000,10.195,10.990,2.340,35.195,40.967
Colorectal-GC137557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.183,8.757,0.354,53.725,33.980
Cervical-GC1002983,2.068,0.347,0.000,0.385,0.760,0.011,2.023,0.000,0.000,7.181,14.564,0.045,42.694,29.922
Cervical-GC1002984,0.000,0.000,0.000,0.000,1.152,0.000,0.000,0.000,0.000,11.210,24.982,1.126,24.272,37.258
Cervical-GC114187,0.000,0.000,0.000,0.000,2.037,0.000,1.128,0.846,0.000,12.643,17.000,3.295,22.107,40.944
Cervical-GC114188,0.026,0.000,0.000,0.000,2.374,0.000,1.751,0.000,0.000,14.017,16.437,2.452,27.065,35.878
Control-GC1003986,0.000,0.000,0.000,0.000,0.000,0.000,1.229,0.000,0.652,1.042,9.958,0.558,54.663,31.898
Control-GC1003988,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.565,12.050,1.752,36.377,38.255
Control-GC110675,0.000,0.000,0.000,0.000,0.507,0.000,1.075,0.000,3.413,5.288,9.019,0.462,62.500,17.735
Control-GC112864,0.000,0.000,0.000,0.000,0.560,0.000,1.677,0.000,0.000,9.646,13.987,3.304,40.828,29.999
Control-GC112894,6.063,0.000,0.000,0.000,0.000,0.762,0.513,0.000,0.000,9.321,11.440,0.981,24.900,46.020
Control-GC112895,1.624,0.000,0.000,0.000,0.087,0.343,6.431,0.000,0.000,11.540,11.065,0.704,30.358,37.847
Control-GC112897,1.386,0.000,0.000,0.000,0.337,0.133,2.683,0.000,0.000,9.988,10.665,2.008,41.516,31.282
Control-GC119350,0.000,0.000,0.000,0.000,0.410,0.000,2.286,0.000,0.000,10.247,15.151,3.400,32.489,36.016
Control-GC119351,0.000,0.000,0.000,0.000,0.000,0.000,1.529,0.000,0.000,9.579,8.113,1.958,48.315,30.505
Control-GC119352,0.000,0.000,0.000,0.000,0.496,0.000,0.000,0.000,0.000,12.913,12.686,1.965,30.552,41.387
Control-GC119353,2.327,0.000,0.000,0.000,1.030,0.000,0.950,0.000,0.000,13.507,16.001,1.818,20.189,44.180
Control-GC119354,0.000,0.000,0.000,0.000,0.349,0.000,3.018,0.000,0.000,13.724,16.341,3.463,24.140,38.963
Control-GC119356,0.000,0.000,0.000,0.000,0.000,0.000,1.134,0.000,0.000,6.081,11.364,1.845,47.738,31.837
Control-GRP-GC114128,0.000,0.000,0.000,0.000,0.000,0.000,1.914,0.000,0.000,17.752,13.148,2.114,26.494,38.578
Control-GRP-GC114130,1.049,0.000,0.000,0.254,0.000,0.000,0.821,0.000,0.000,14.818,11.549,2.479,26.101,42.930
Control-GRP-GC114131,0.000,0.000,0.000,0.000,0.000,0.226,0.000,0.000,0.000,10.719,10.862,1.948,36.003,40.241
Control-GRP-GC114132,2.548,0.000,0.000,0.955,0.983,0.083,0.542,0.000,0.159,14.536,14.316,3.161,26.160,36.557
Control-GRP-GC114133,0.020,0.000,0.000,0.000,0.000,0.000,2.245,0.000,0.000,9.486,20.592,1.720,24.736,41.200
Control-GRP-GC114134,0.000,0.000,0.000,0.000,0.000,0.000,0.728,0.000,0.000,17.779,13.888,3.505,26.598,37.502
Control-GRP-GC114136,0.000,0.000,0.000,0.000,0.000,0.173,1.012,0.000,0.000,9.643,11.117,1.620,43.108,33.325
Control-GRP-GC114137,0.000,0.000,0.000,0.000,0.165,0.000,1.451,0.000,0.000,16.410,10.533,2.103,37.624,31.713
Control-GRP-GC114139,0.000,0.000,0.000,0.000,0.000,0.000,0.815,0.000,0.000,7.725,10.373,3.349,33.840,43.897
Control-GRP-GC114140,0.000,0.000,0.000,0.000,0.648,0.000,0.376,0.000,0.000,1.023,13.026,1.590,53.367,29.970
Control-GRP-GC114141,2.192,0.000,0.000,1.040,0.000,0.101,0.478,0.000,0.000,9.937,10.643,0.833,37.092,37.683
Control-GRP-GC114142,0.000,0.000,0.000,0.000,0.334,0.000,1.073,0.000,0.000,11.041,11.827,1.103,41.917,32.706
Control-GRP-GC114183,0.000,0.000,0.000,0.000,0.000,0.000,1.206,0.000,0.000,8.462,10.280,2.990,43.802,33.260
Control-GRP-GC114185,0.000,0.000,0.000,0.000,0.000,0.000,1.479,0.000,0.000,2.065,15.737,1.899,46.685,32.134
Control-GRP-GC114186,0.000,0.000,0.000,0.000,0.000,0.398,1.111,0.000,0.000,7.457,10.423,2.366,41.573,36.671
Control-GRP-GC118464,4.082,0.000,0.000,0.189,0.279,0.038,0.000,0.000,0.000,8.988,12.071,2.077,33.457,38.818
Control-GRP-GC118466,0.095,0.000,0.000,0.000,0.000,0.000,1.460,0.000,0.000,15.180,13.040,1.842,28.763,39.621
Control-GRP-GC118474,0.179,0.000,0.000,0.000,0.000,0.000,0.627,0.000,0.000,11.670,13.987,3.311,33.125,37.101
Control-GRP-GC118476,0.448,0.000,0.000,0.591,0.000,0.000,0.000,0.000,0.000,18.629,12.125,2.185,23.983,42.039
Control-GRP-GC118478,0.000,0.000,0.000,0.000,0.000,0.000,3.022,0.000,0.000,13.428,19.435,2.679,28.393,33.043
Control-GRP-GC118484,0.000,0.000,0.000,0.022,0.000,0.000,1.547,0.000,0.000,8.646,9.583,2.482,46.895,30.824
Control-GRP-GC118485,0.000,0.000,0.000,0.000,0.000,0.000,1.148,0.000,0.000,9.441,12.494,3.097,37.102,36.717
Control-GRP-GC118486,0.000,0.000,0.000,0.000,0.000,0.000,0.463,0.000,0.000,4.114,6.972,0.403,60.536,27.511
Control-GRP-GC118489,0.338,0.000,0.000,0.000,0.000,0.088,1.939,0.000,0.000,3.371,15.809,2.883,44.800,30.773
Control-GRP-GC118490,0.000,0.000,0.000,0.000,0.245,0.369,2.068,0.000,0.000,6.522,15.797,2.104,35.929,36.965
Control-GRP-GC118491,0.013,0.000,0.000,0.000,0.000,0.009,0.910,0.000,0.000,19.636,12.809,2.978,24.700,38.942
Control-GRP-GC118494,0.000,0.000,0.000,0.000,0.402,0.000,1.928,0.000,0.000,5.026,19.381,1.076,34.458,37.728
Control-GRP-GC118496,0.000,0.000,0.000,0.000,0.360,0.000,0.000,0.000,0.000,4.864,2.716,0.162,67.165,24.732
Control-GRP-GC118497,0.000,0.000,0.000,0.000,0.000,0.000,1.208,0.000,0.000,11.763,10.073,2.540,40.597,33.819
Control-GRP-GC118499,1.038,0.000,0.000,0.000,0.000,0.000,0.691,0.000,0.000,8.227,8.036,1.408,47.034,33.565
