Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
Breast-GC1002975,0.015,30.274,3.704,0.000,8.321,0.511,0.800,0.693,2.367,3.819,11.996,3.113,34.386
Breast-GC1002976,0.031,8.215,23.069,0.000,12.811,1.981,2.400,0.038,2.323,6.382,4.141,3.413,35.196
Breast-GC1002977,0.000,10.447,0.002,0.000,4.942,0.934,6.797,0.027,0.004,0.025,7.151,15.008,54.664
Breast-GC1002978,1.501,32.098,1.467,0.000,12.608,0.776,1.329,2.116,1.355,0.131,17.987,2.433,26.200
Breast-GC1002979,4.838,20.355,2.100,0.653,6.509,0.802,2.039,1.749,2.983,0.949,11.151,2.178,43.695
Breast-GC1002980,0.000,35.594,1.537,0.000,3.767,0.000,0.826,4.923,1.964,7.138,11.101,2.128,31.021
Breast-GC1002981,0.006,26.001,5.783,0.000,5.889,0.302,0.969,1.440,0.585,5.773,14.155,1.983,37.115
Breast-GC1003967,0.009,34.614,4.380,0.000,8.553,1.051,0.495,2.713,0.903,2.772,15.097,2.894,26.519
Breast-GC1003968,0.285,21.361,11.557,0.294,11.728,2.054,0.961,1.293,4.915,4.867,8.608,1.875,30.202
Breast-GC1003970,0.215,15.654,3.969,0.000,8.329,1.148,1.780,1.059,1.671,4.469,30.147,2.688,28.871
Breast-GC1003971,0.091,24.934,6.951,0.341,8.388,1.330,0.982,1.354,3.452,8.425,18.844,6.800,18.108
Breast-GC1003972,0.427,31.347,8.380,0.882,8.561,0.116,1.007,1.505,1.241,4.206,17.948,3.570,20.813
Breast-GC1003974,0.097,21.334,2.222,1.192,7.123,1.556,1.405,0.057,1.231,1.972,11.473,2.651,47.686
Breast-GC1002311,0.000,38.045,1.933,0.000,5.442,0.125,0.424,2.276,0.624,7.412,13.815,1.648,28.256
Breast-GC1004006,0.008,27.090,2.640,0.000,7.619,0.693,3.153,1.165,1.874,4.514,14.005,4.697,32.543
Breast-GC1004007,0.018,32.815,10.154,0.000,9.030,1.331,2.302,1.897,4.253,2.664,10.136,3.150,22.249
Breast-GC1004008,0.026,26.300,2.469,0.188,5.338,0.823,2.676,0.851,3.037,3.004,7.766,1.696,45.826
Breast-GC1004009,0.052,15.905,13.475,0.024,9.548,1.020,0.262,0.060,0.553,1.760,9.131,0.827,47.385
Breast-GC110693,0.079,16.508,3.253,0.190,17.201,2.412,1.525,0.028,0.218,1.341,8.804,4.226,44.215
Breast-GC110694,0.028,26.062,4.648,0.000,8.442,0.549,1.902,1.345,2.984,6.107,12.870,2.358,32.705
Breast-GC110695,0.025,31.325,8.455,0.000,15.278,2.026,0.795,0.814,0.038,2.523,10.045,5.254,23.422
Breast-GC110696,0.006,30.903,1.166,0.000,9.356,0.617,3.456,1.704,1.568,5.881,13.963,4.532,26.848
Breast-GC116960,0.298,23.167,4.328,0.311,8.470,1.229,3.995,1.069,2.608,3.646,19.248,4.442,27.189
Breast-GC116963,0.002,20.849,1.872,0.023,5.045,0.005,0.400,1.036,1.933,0.963,4.738,1.132,62.002
Breast-GC116964,0.000,25.060,2.216,0.000,19.774,3.997,1.644,0.003,0.023,1.810,18.456,6.038,20.978
Breast-GC116965,0.023,39.617,5.762,0.000,9.438,0.305,0.234,3.926,0.251,9.392,10.510,3.842,16.700
Breast-GC116966,0.000,44.125,0.940,0.000,4.828,0.027,1.241,0.435,4.102,7.252,14.681,3.130,19.239
Breast-GC116967,0.019,24.939,8.092,0.000,15.090,1.996,0.982,0.347,0.710,1.397,16.317,4.992,25.118
Breast-GC116968,0.096,26.879,5.324,0.027,5.699,0.232,0.545,1.293,2.237,3.277,5.863,1.219,47.310
Breast-GC116969,0.000,21.805,2.762,0.000,7.561,0.263,0.876,0.599,3.079,2.686,7.546,1.560,51.262
Breast-GC116970,0.007,23.207,6.105,0.262,9.528,0.872,0.848,2.549,1.175,4.389,11.405,2.133,37.519
Breast-GC116971,0.304,28.434,7.232,0.048,5.028,0.181,2.931,6.637,0.598,7.198,11.792,3.673,25.944
Breast-GC110676,0.001,32.615,2.623,0.490,9.384,0.714,1.407,0.833,2.882,2.649,9.700,2.916,33.787
Breast-GC110678,0.496,19.441,5.445,1.074,8.444,1.344,1.771,1.328,4.946,5.389,22.400,3.358,24.564
Breast-GC110679,12.189,24.281,6.302,1.337,10.470,0.697,2.355,2.452,1.475,1.006,10.418,2.046,24.970
Breast-GC110680,0.000,24.287,7.660,0.000,9.595,1.425,1.135,0.882,0.885,4.480,10.351,1.589,37.711
Breast-GC110681,1.939,13.576,3.953,0.000,43.088,12.558,0.026,0.000,0.002,0.048,0.073,2.159,22.578
Breast-GC110682,0.025,17.068,5.706,0.000,16.794,3.100,3.421,0.253,0.208,3.025,12.492,4.631,33.276
Breast-GC110683,0.001,6.057,10.592,0.000,22.931,4.340,2.708,0.082,0.269,5.140,12.190,6.347,29.340
Breast-GC110684,0.008,19.903,3.354,0.299,11.152,2.300,2.991,0.206,0.510,3.835,14.425,3.104,37.916
Breast-GC110685,0.154,17.267,8.610,0.000,8.680,0.969,4.575,8.426,1.167,8.401,17.519,6.439,17.794
Ovarian-GC110686,0.000,42.789,1.345,0.112,1.925,0.000,0.608,12.097,6.502,3.240,9.052,1.784,20.546
Ovarian-GC114179,0.002,29.750,4.757,0.396,5.020,0.064,0.994,5.176,5.119,9.759,14.391,1.582,22.990
Ovarian-GC114180,0.002,34.985,2.561,0.500,1.068,0.000,1.872,13.849,3.533,4.864,14.254,1.803,20.708
Ovarian-GC114181,7.258,26.449,5.318,0.800,3.861,0.304,0.340,8.110,1.104,16.868,7.482,1.665,20.441
Ovarian-GC114182,5.226,0.293,2.400,0.005,65.471,3.794,0.005,0.014,0.033,1.438,2.430,0.308,18.581
Ovarian-GC116977,0.015,31.058,4.692,0.216,11.120,1.128,1.528,0.893,1.084,6.907,13.151,3.726,24.482
Ovarian-GC116979,2.159,13.627,5.011,0.558,21.294,0.000,0.846,11.178,4.394,0.762,10.795,0.192,29.185
Ovarian-GC116982,1.148,12.681,6.427,0.000,22.340,0.060,0.858,4.266,5.112,11.377,8.958,5.872,20.900
Ovarian-GC116990,0.014,16.124,9.684,0.096,12.607,0.738,1.491,0.901,1.693,1.528,15.742,3.501,35.881
Ovarian-GC119363,0.190,22.293,9.739,0.463,12.829,0.014,1.030,12.431,0.906,11.883,5.853,1.927,20.441
Ovarian-GC119364,0.012,22.457,4.466,0.060,6.235,0.411,3.119,3.964,3.038,2.707,18.454,3.267,31.812
Ovarian-GC119365,5.110,0.000,0.000,0.000,93.324,0.184,0.157,0.104,0.384,0.723,0.002,0.012,0.000
Ovarian-GC119366,1.085,24.667,16.289,0.744,1.946,0.014,0.357,13.675,5.667,15.596,10.696,0.809,8.454
