Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
Breast-GC1002975,1.943,2.726,0.000,0.000,4.690,1.346,4.222,2.513,2.452,20.263,15.860,5.533,38.453
Breast-GC1002976,5.443,4.341,0.000,0.000,4.654,3.957,5.394,3.027,6.533,18.905,7.346,2.997,37.403
Breast-GC1002977,0.000,0.000,0.000,0.000,0.000,0.000,10.704,2.062,4.077,0.000,13.312,16.573,53.272
Breast-GC1002978,4.872,0.819,0.000,0.000,7.169,1.571,4.457,2.984,2.262,19.065,21.412,4.759,30.631
Breast-GC1002979,5.773,4.238,0.000,0.000,3.259,1.651,4.650,0.728,1.983,12.725,13.565,4.525,46.905
Breast-GC1002980,0.550,2.176,0.000,0.000,5.328,0.635,4.707,6.078,0.000,25.101,14.314,5.803,35.308
Breast-GC1002981,2.861,2.219,0.000,0.000,4.453,2.000,4.479,2.391,0.000,19.348,17.196,4.362,40.690
Breast-GC1003967,3.192,1.148,0.000,0.000,4.905,2.170,3.722,4.569,0.828,24.074,19.095,5.709,30.587
Breast-GC1003968,6.352,0.000,0.367,0.000,7.821,2.657,3.621,0.000,10.967,20.711,11.794,2.271,33.438
Breast-GC1003970,2.405,2.168,0.000,0.000,4.472,2.224,4.530,0.639,1.108,14.208,31.353,4.879,32.013
Breast-GC1003971,1.636,6.311,0.000,0.000,3.215,1.370,3.828,7.760,1.513,21.128,23.119,8.916,21.203
Breast-GC1003972,3.187,5.590,0.000,0.000,3.070,1.920,4.755,1.193,3.129,24.316,21.448,6.218,25.174
Breast-GC1003974,0.508,4.745,0.315,0.206,3.363,0.000,2.589,0.000,2.857,17.064,13.620,3.954,50.778
Breast-GC1002311,2.413,0.447,0.000,0.000,5.542,2.150,4.273,3.786,0.631,24.075,18.700,4.648,33.335
Breast-GC1004006,4.156,0.234,0.000,0.000,4.162,1.600,5.936,7.435,0.175,17.794,16.661,5.992,35.854
Breast-GC1004007,4.602,4.243,0.000,0.000,4.580,1.581,5.990,4.661,1.600,26.741,14.775,5.128,26.100
Breast-GC1004008,0.546,2.801,0.000,0.000,4.922,1.791,6.342,0.215,1.562,16.712,11.288,4.303,49.518
Breast-GC1004009,4.616,0.532,0.000,0.000,7.951,3.638,2.478,0.000,0.000,14.794,12.896,3.153,49.942
Breast-GC110693,1.623,0.550,0.432,0.000,5.652,0.749,3.609,1.666,3.937,15.109,13.944,3.847,48.881
Breast-GC110694,1.501,4.115,0.000,0.000,5.093,1.413,4.824,1.397,3.129,21.326,15.912,4.745,36.545
Breast-GC110695,3.306,1.762,0.000,0.000,7.052,0.746,4.043,9.091,0.000,24.247,16.557,6.418,26.778
Breast-GC110696,1.502,2.005,0.000,0.000,4.996,1.524,6.586,5.773,0.664,21.583,17.784,6.975,30.608
Breast-GC116960,2.019,3.314,0.000,0.099,4.584,1.044,7.164,6.037,0.000,16.583,22.560,6.448,30.149
Breast-GC116963,0.000,3.051,0.000,0.000,3.488,0.053,2.669,4.042,0.000,11.534,6.686,2.801,65.674
Breast-GC116964,2.059,0.920,0.000,0.000,4.797,0.788,6.148,5.461,0.000,21.873,25.707,7.734,24.514
Breast-GC116965,3.284,4.227,0.000,0.000,5.525,1.393,3.174,2.959,3.189,32.458,14.933,7.088,21.772
Breast-GC116966,1.315,4.121,0.000,0.000,3.832,0.350,5.687,4.951,0.106,29.486,18.695,7.167,24.291
Breast-GC116967,1.940,4.239,0.000,0.000,6.363,1.300,4.677,4.776,0.000,20.835,20.738,6.324,28.809
Breast-GC116968,2.237,2.312,0.000,0.000,4.395,1.101,3.433,5.161,0.827,18.328,8.899,2.849,50.458
Breast-GC116969,1.163,1.780,0.000,0.000,3.222,0.559,4.134,1.761,4.482,13.355,11.133,3.033,55.378
Breast-GC116970,1.844,2.483,0.000,0.000,5.215,2.048,4.605,3.652,1.800,19.837,13.342,3.700,41.474
Breast-GC116971,3.385,3.649,0.000,0.000,3.090,1.968,6.995,4.860,0.091,24.203,13.987,7.175,30.598
Breast-GC110676,3.191,1.267,0.000,0.000,6.907,0.793,4.380,4.333,3.477,19.497,13.442,5.433,37.280
Breast-GC110678,3.014,3.163,0.267,0.265,4.699,2.473,3.965,2.540,3.872,17.500,25.053,5.557,27.632
Breast-GC110679,15.595,0.663,0.355,0.602,7.002,2.237,4.848,0.778,1.872,19.456,13.014,4.601,28.978
Breast-GC110680,1.990,1.325,0.000,0.000,4.445,2.446,4.680,0.000,7.843,18.391,14.804,2.505,41.571
