Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Cer77_rep9_Dep6_Tu3,0.000,0.079,7.647,0.000,0.111,0.814,0.606,1.433,1.326,5.766,9.310,1.936,23.286,47.686
Cer77_rep5_Dep6_Tu30,0.000,6.813,57.855,0.006,0.005,0.073,0.049,0.415,0.938,1.560,1.980,0.017,5.169,25.120
Cer77_rep3_Dep6_Tu30,0.006,6.434,64.423,0.000,0.006,0.000,0.010,0.000,0.004,0.001,0.826,0.126,6.904,21.263
Cer77_rep8_Dep6_Tu50,0.000,3.991,91.848,0.008,0.022,0.705,0.363,0.969,0.668,0.091,0.009,0.473,0.278,0.575
Cer77_rep1_Dep6_Tu1,0.000,0.281,0.000,0.000,0.897,0.000,1.111,0.217,1.115,3.742,8.487,2.389,23.966,57.794
Cer77_rep7_Dep6_Tu3,0.000,0.179,6.910,0.000,1.713,0.000,0.479,0.026,0.497,2.330,7.410,2.102,16.016,62.339
Cer77_rep10_Dep6_Tu2,0.000,0.452,7.924,0.345,0.719,0.060,1.474,0.025,0.034,2.711,4.397,0.078,21.861,59.920
Cer77_rep2_Dep6_Tu0.5,0.000,1.340,0.093,0.000,0.015,0.142,0.025,0.063,0.023,3.271,9.785,0.401,24.130,60.710
Cer77_rep3_Dep6_Tu20,0.000,8.643,40.975,0.000,0.000,0.000,0.000,0.002,0.000,1.112,2.753,0.000,18.111,28.404
Cer77_rep1_Dep6_Tu2,0.374,1.853,2.841,0.055,0.005,0.024,1.147,0.202,0.188,4.011,6.742,0.202,23.211,59.145
Cer77_rep2_Dep6_Tu5,0.000,1.486,12.768,0.000,0.048,0.060,0.131,0.029,0.033,7.942,2.738,0.225,25.798,48.741
Cer77_rep5_Dep6_Tu0.5,1.096,0.000,0.000,0.013,0.024,0.063,0.259,0.349,0.068,0.538,10.592,0.621,26.111,60.267
Cer77_rep2_Dep6_Tu50,0.030,1.910,86.600,0.042,0.035,0.000,0.015,0.063,0.001,0.054,0.143,0.009,2.111,8.986
Cer77_rep9_Dep6_Tu0.5,0.000,0.000,0.039,0.000,2.055,0.706,0.020,0.999,0.049,1.119,10.738,0.624,19.512,64.138
Cer77_rep4_Dep6_Tu10,0.000,3.691,20.083,0.000,0.000,0.000,0.174,0.029,0.004,2.995,9.307,0.007,13.740,49.969
Cer77_rep9_Dep6_Tu20,0.004,3.784,40.835,0.001,0.207,0.303,0.378,2.066,0.264,2.437,5.917,0.046,5.533,38.226
Cer77_rep3_Dep6_Tu10,0.000,1.698,27.382,0.006,0.000,0.000,0.031,0.216,0.000,1.704,5.461,0.021,13.841,49.641
Cer77_rep6_Dep6_Tu5,0.000,7.938,4.669,0.000,0.012,0.041,1.721,0.182,0.252,1.699,5.973,0.079,18.493,58.942
Cer77_rep5_Dep6_Tu1,0.000,1.017,0.662,0.000,0.580,0.000,0.823,1.508,0.193,5.060,8.150,1.551,19.105,61.350
Cer77_rep5_Dep6_Tu0.3,0.000,0.000,0.000,0.000,1.395,0.002,0.000,0.202,1.011,2.269,10.002,3.109,17.718,64.292
Cer77_rep4_Dep6_Tu50,1.153,3.911,90.368,0.000,0.188,0.055,0.003,0.187,1.553,0.085,0.674,0.438,0.086,1.300
Cer77_rep6_Dep6_Tu0.3,0.002,0.000,0.000,0.000,0.162,0.000,0.938,0.117,0.981,4.102,11.634,1.657,21.302,59.106
Cer77_rep4_Dep6_Tu40,0.000,1.267,75.787,0.000,0.366,0.345,0.028,0.002,0.147,3.607,1.355,0.023,0.118,16.956
Cer77_rep10_Dep6_Tu5,0.000,1.003,16.923,0.612,0.006,0.007,0.366,0.013,0.003,0.631,4.915,0.012,12.451,63.057
Cer77_rep3_Dep6_Tu1,0.000,0.000,2.843,0.000,1.051,0.000,1.014,0.004,0.038,1.220,9.186,2.237,22.882,59.525
Cer77_rep8_Dep6_Tu40,0.000,5.542,75.339,0.000,0.400,0.530,1.448,1.632,0.028,0.268,0.870,0.375,3.077,10.490
Cer77_rep7_Dep6_Tu0.3,0.000,2.664,0.017,0.000,0.001,0.000,0.135,0.002,0.017,4.452,7.878,0.471,18.210,66.154
Cer77_rep3_Dep6_Tu0.1,0.000,0.000,0.000,0.034,1.354,0.519,0.072,0.287,0.015,3.587,11.466,0.778,23.494,58.393
Cer77_rep4_Dep6_Tu0.3,0.000,0.004,0.002,0.000,1.478,0.000,0.777,0.007,0.095,2.306,7.251,1.291,18.933,67.856
Cer77_rep6_Dep6_Tu2,0.000,0.115,7.597,0.000,1.062,0.000,0.248,0.219,0.909,2.252,5.614,0.814,23.116,58.055
Cer77_rep6_Dep6_Tu20,0.000,5.989,42.404,0.488,0.000,0.003,0.000,0.044,0.013,0.078,3.397,0.246,7.330,40.006
