Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
Breast-GC1002975,2.021,0.000,2.410,40.191,4.562,2.328,0.140,8.274,0.000,1.691,18.776,0.000,19.607
Breast-GC1002976,9.312,0.000,2.726,43.507,2.782,5.304,3.690,5.762,0.000,7.088,6.436,0.000,13.393
Breast-GC1002977,0.000,0.000,0.000,58.227,6.955,0.000,15.858,8.641,0.000,0.000,10.318,0.000,0.000
Breast-GC1002978,0.292,0.000,9.913,28.955,6.344,1.209,2.119,7.439,0.000,1.460,27.788,0.000,14.482
Breast-GC1002979,4.549,8.582,0.000,47.179,2.989,0.207,0.000,5.574,0.000,5.122,18.004,0.000,7.794
Breast-GC1002980,0.000,0.000,6.010,35.595,5.620,0.000,0.000,6.980,0.000,0.000,18.114,0.000,27.682
Breast-GC1002981,3.231,0.000,3.768,41.491,2.678,1.404,5.106,6.191,0.000,0.000,22.108,0.000,14.023
Breast-GC1003967,0.000,0.000,3.877,28.143,1.334,3.998,0.000,10.344,0.000,0.000,23.814,0.000,28.489
Breast-GC1003968,1.158,0.000,6.246,34.721,0.737,4.881,0.000,10.489,0.619,4.670,18.506,0.000,17.972
Breast-GC1003970,0.969,0.533,5.044,31.467,0.980,2.173,0.000,4.996,0.051,0.134,44.257,3.261,6.135
Breast-GC1003971,0.000,1.120,7.500,15.991,1.802,0.807,3.574,7.452,0.000,4.888,27.978,0.143,28.745
Breast-GC1003972,6.105,1.702,0.005,22.974,0.000,2.077,0.000,6.172,1.216,4.819,32.378,0.000,22.551
Breast-GC1003974,0.153,0.000,4.935,53.715,0.011,0.000,0.000,2.591,0.592,2.219,22.016,0.158,13.609
Breast-GC1002311,0.041,0.000,3.705,29.082,3.832,3.045,4.841,6.933,0.000,1.167,25.239,0.000,22.115
Breast-GC1004006,0.257,0.717,0.000,40.793,5.053,2.552,9.449,1.894,0.000,1.341,18.123,0.000,19.820
Breast-GC1004007,0.000,0.000,9.218,26.965,3.869,2.220,3.616,11.482,0.000,1.640,20.786,0.000,20.202
Breast-GC1004008,0.595,0.545,0.784,45.729,5.157,3.908,0.000,6.501,0.000,1.772,18.928,0.000,16.081
Breast-GC1004009,6.747,0.012,4.191,50.835,1.941,2.212,0.000,3.912,0.000,0.000,15.775,0.000,14.376
Breast-GC110693,0.010,0.000,0.973,49.364,9.252,0.029,0.000,8.212,0.000,3.390,19.750,0.000,9.019
Breast-GC110694,0.149,5.055,1.349,38.290,5.218,0.000,1.671,6.209,0.640,0.806,20.809,0.000,19.805
