Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
Breast-GC1002975,0.000,29.737,3.776,0.000,13.126,0.002,1.277,0.086,0.853,4.792,12.498,3.354,30.499
Breast-GC1002976,0.094,3.090,17.562,0.000,20.550,0.095,0.950,1.193,6.059,4.816,6.940,4.583,34.068
Breast-GC1002977,0.000,0.002,0.000,0.000,16.047,0.001,3.443,7.007,0.695,0.000,11.677,13.750,47.378
Breast-GC1002978,1.687,39.783,0.234,0.457,15.841,0.232,1.833,0.036,0.606,0.251,18.650,2.025,18.364
Breast-GC1002979,7.189,18.471,2.776,0.028,7.343,1.235,0.318,0.131,1.803,3.085,14.851,3.450,39.320
Breast-GC1002980,0.000,56.074,0.000,0.000,19.876,0.000,0.169,0.011,0.062,0.309,7.761,0.020,15.718
Breast-GC1002981,0.000,27.001,4.695,0.000,12.076,0.000,0.447,0.803,0.251,3.286,15.557,2.669,33.215
Breast-GC1003967,0.000,39.535,1.612,0.002,22.962,0.020,0.214,0.020,0.007,6.958,14.554,1.343,12.774
Breast-GC1003968,0.000,4.177,9.851,0.834,22.017,0.861,0.193,0.002,3.206,11.407,16.315,6.020,25.117
Breast-GC1003970,0.276,22.161,6.804,0.000,4.542,0.002,0.233,0.001,0.162,2.930,37.929,2.499,22.462
Breast-GC1003971,0.004,39.269,1.716,0.780,20.955,0.090,0.352,0.547,2.135,6.719,17.545,4.336,5.553
Breast-GC1003972,0.240,28.804,10.455,0.756,13.507,0.045,0.047,0.002,2.729,4.438,24.340,3.951,10.685
Breast-GC1003974,0.000,21.180,0.179,1.198,20.120,0.000,0.633,0.033,0.896,3.084,12.421,0.726,39.530
Breast-GC1002311,0.000,37.933,2.275,0.000,9.868,0.011,0.207,2.494,0.376,4.769,18.560,2.863,20.644
Breast-GC1004006,0.000,17.067,4.924,0.000,13.198,0.082,1.935,2.855,1.651,8.167,13.190,1.987,34.945
Breast-GC1004007,0.000,45.582,1.329,0.000,20.604,0.397,0.941,0.281,1.898,1.469,10.119,5.755,11.625
Breast-GC1004008,0.000,30.937,4.763,0.068,2.747,0.096,2.538,0.019,2.664,3.460,10.029,4.261,38.418
Breast-GC1004009,0.015,6.262,13.160,0.219,17.783,0.473,0.278,0.000,0.020,6.159,11.501,0.604,43.527
Breast-GC110693,0.000,6.436,2.410,0.000,20.655,0.000,4.085,0.000,3.442,4.203,13.098,5.341,40.329
Breast-GC110694,0.000,22.106,6.189,0.000,10.550,0.122,2.137,0.788,1.116,9.394,15.588,2.477,29.533
Breast-GC110695,0.000,31.105,11.460,0.000,22.845,0.029,0.022,1.128,0.815,2.818,11.135,6.145,12.498
