Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Breast-GC1002975,0.440,1.253,4.105,0.038,3.707,2.668,5.324,4.336,1.621,2.594,4.540,4.118,9.985,4.020,0.064,7.735,2.623,7.053,2.241,0.059,11.937,8.061,11.478
Breast-GC1002976,3.896,4.434,2.310,0.112,4.291,4.284,2.080,2.405,8.324,5.133,1.086,5.741,10.537,0.350,3.408,4.957,8.260,2.924,1.013,7.655,1.211,11.973,3.616
Breast-GC1002977,0.017,0.086,1.320,0.001,1.639,0.055,5.103,9.141,1.284,0.064,3.008,11.075,15.441,0.264,0.702,1.658,0.892,0.148,32.166,12.234,1.125,0.511,2.067
Breast-GC1002978,1.736,7.271,4.337,0.452,0.928,1.979,5.514,2.560,5.177,2.601,10.243,0.663,0.086,2.148,9.206,4.008,4.309,1.301,7.419,13.190,7.451,4.425,2.995
Breast-GC1002979,6.880,0.778,3.872,0.349,4.795,2.227,2.426,0.129,4.499,2.011,0.987,3.668,19.311,4.388,6.064,3.706,5.951,4.929,5.806,1.737,1.244,3.541,10.700
Breast-GC1002980,0.158,6.220,0.882,0.141,9.343,1.210,4.184,4.150,0.054,5.128,0.640,2.203,1.752,1.322,0.196,12.429,7.204,14.852,10.229,0.446,2.069,1.525,13.664
Breast-GC1002981,0.453,3.561,2.530,0.029,5.618,2.055,3.104,2.660,3.421,4.268,8.552,2.349,11.833,6.016,5.789,4.520,2.602,4.486,6.091,6.717,0.912,4.738,7.699
Breast-GC1003967,0.873,7.157,2.298,0.163,0.279,2.901,4.946,3.201,2.280,5.216,5.750,4.230,2.983,6.550,8.693,6.096,0.824,4.522,7.860,2.677,5.974,10.145,4.380
Breast-GC1003968,2.102,0.947,3.343,0.665,5.338,5.692,2.868,1.717,10.731,3.755,4.551,2.099,7.135,0.857,5.135,7.862,1.070,4.078,10.405,3.304,2.026,6.770,7.549
Breast-GC1003970,1.208,5.772,3.617,0.131,2.088,0.202,2.751,1.784,2.131,0.059,26.470,2.975,1.022,2.242,6.176,1.700,7.127,4.246,3.887,7.169,4.421,7.732,5.089
Breast-GC1003971,1.747,5.207,2.241,0.518,1.286,3.243,4.955,2.628,6.573,7.624,10.188,6.105,1.865,4.282,11.648,0.606,0.103,8.403,5.112,5.544,1.457,3.954,4.710
Breast-GC1003972,2.850,2.409,1.397,0.966,5.026,3.655,1.532,2.144,6.838,3.091,11.652,5.227,1.884,8.154,7.862,4.841,2.785,7.638,3.692,5.778,3.203,3.555,3.822
Breast-GC1003974,0.846,1.948,0.422,1.349,7.663,0.269,3.838,1.348,3.929,3.429,5.767,1.088,17.096,4.018,4.561,8.063,5.401,0.465,8.178,0.236,2.339,10.040,7.705
Breast-GC1002311,0.383,5.912,1.314,0.142,2.353,1.737,3.332,1.551,2.926,6.875,12.275,5.321,5.476,2.006,6.410,4.058,4.490,8.312,2.075,9.664,10.838,1.800,0.749
Breast-GC1004006,0.674,3.322,3.665,0.004,0.694,3.718,3.280,6.525,1.610,7.407,6.935,3.494,17.055,5.039,4.595,0.822,7.278,3.389,2.661,2.682,0.232,8.419,6.501
Breast-GC1004007,1.245,2.297,1.095,0.047,6.768,1.930,5.274,3.973,6.190,4.728,5.727,6.460,3.273,4.568,1.171,8.214,0.340,11.837,3.048,5.566,10.309,1.550,4.391
Breast-GC1004008,0.677,3.056,5.211,0.422,1.600,1.028,1.799,3.679,6.421,4.874,6.059,1.161,9.760,0.432,0.825,0.998,13.954,5.630,8.736,7.663,3.643,0.841,11.532
Breast-GC1004009,1.084,3.826,2.359,0.321,9.480,4.673,1.742,1.577,1.634,3.670,6.382,1.060,0.368,6.864,2.628,11.975,8.712,4.405,17.947,0.095,6.494,2.648,0.056
Breast-GC110693,0.797,0.854,0.297,0.008,4.317,1.352,7.446,1.017,6.620,1.833,4.037,4.778,10.036,1.509,4.649,11.909,0.842,0.566,7.021,11.378,1.493,7.835,9.404
Breast-GC110694,0.947,0.538,4.481,0.266,3.977,1.031,5.312,6.134,3.319,4.324,2.210,2.616,9.744,5.751,7.944,3.005,1.905,3.246,7.371,6.852,5.854,10.816,2.355
Breast-GC110695,2.738,7.610,5.441,0.373,0.933,0.632,3.392,4.683,4.555,2.387,3.877,7.795,0.808,5.228,8.208,7.207,1.236,8.900,8.292,1.808,3.092,9.648,1.158
Breast-GC110696,0.399,7.788,0.628,0.043,4.710,1.371,8.090,1.197,9.404,3.744,0.767,0.911,2.167,0.315,12.079,13.735,2.639,4.231,9.405,4.828,4.954,6.263,0.333
Breast-GC116960,1.276,3.156,0.508,0.250,7.563,2.500,5.640,3.427,3.170,5.891,13.139,4.834,6.784,8.326,2.627,8.402,0.266,3.183,8.129,2.996,2.432,2.398,3.103
Breast-GC116963,0.285,1.716,2.812,0.043,6.847,1.620,1.362,1.924,0.844,1.686,5.455,2.563,24.021,0.138,0.610,1.521,16.796,1.898,5.586,7.579,5.152,1.584,7.959
Breast-GC116964,0.120,2.602,1.170,0.226,3.125,2.123,7.062,2.536,3.932,7.182,11.024,7.139,4.132,4.667,2.873,3.479,2.126,0.290,10.229,2.397,6.474,12.297,2.794
Breast-GC116965,1.029,8.491,3.059,0.037,3.531,2.858,3.860,6.557,2.509,2.162,3.870,4.716,0.004,11.194,16.631,3.307,1.479,1.406,1.794,4.610,4.703,2.571,9.622
Breast-GC116966,0.382,6.641,3.290,0.077,0.215,1.567,4.105,2.473,3.727,4.103,5.863,5.786,3.016,0.050,14.547,2.879,0.515,9.385,1.665,1.848,11.763,7.766,8.337
Breast-GC116967,1.777,3.613,3.673,0.406,0.203,3.518,3.475,4.777,7.068,3.128,8.466,3.862,4.403,2.269,2.704,11.054,1.006,2.469,2.250,9.349,7.237,5.697,7.597
