Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,0.610,6.623,1.951,0.004,4.485,1.285,2.467,5.704,6.298,6.310,11.264,3.922,18.034,31.042
Breast-GC1002976,3.659,2.015,3.619,0.035,7.440,4.775,4.594,3.383,8.498,7.835,3.775,3.579,16.999,29.794
Breast-GC1002977,0.076,0.002,0.814,0.000,1.394,0.297,9.089,0.966,2.133,0.748,5.025,16.053,42.575,20.829
Breast-GC1002978,2.214,9.559,2.165,0.002,6.368,1.634,2.299,2.301,10.053,2.369,17.968,2.876,11.184,29.009
Breast-GC1002979,4.762,2.131,1.737,0.833,4.112,0.820,2.112,2.811,9.592,3.680,12.427,1.911,31.195,21.875
Breast-GC1002980,0.024,19.027,0.533,0.000,2.779,0.205,1.824,11.907,5.021,1.187,9.684,3.108,15.752,28.949
Breast-GC1002981,0.520,5.179,2.004,0.000,4.084,1.498,1.949,7.326,5.599,5.864,14.459,2.519,21.846,27.152
Breast-GC1003967,0.334,9.377,2.152,0.014,5.569,1.821,2.377,11.090,1.904,6.641,12.529,4.314,8.453,33.423
Breast-GC1003968,2.034,3.887,3.447,0.553,6.675,2.896,2.797,5.673,9.614,8.136,7.875,3.155,10.978,32.281
Breast-GC1003970,1.719,3.141,1.807,0.008,4.051,1.890,2.839,1.800,6.837,5.735,29.424,3.301,18.571,18.877
Breast-GC1003971,1.045,7.348,2.501,0.372,5.260,2.441,2.436,7.498,9.368,6.826,15.980,7.005,2.888,29.032
Breast-GC1003972,1.728,11.040,2.082,0.867,4.958,1.685,1.964,4.546,8.388,6.325,16.206,4.222,3.716,32.273
Breast-GC1003974,0.674,6.116,2.526,1.109,3.228,1.607,2.627,3.643,0.766,4.010,11.358,4.458,35.357,22.520
Breast-GC1002311,0.299,11.068,1.071,0.001,3.350,0.870,1.752,9.266,2.622,8.570,16.367,3.397,10.960,30.408
Breast-GC1004006,0.218,2.822,2.698,0.000,5.413,1.335,3.940,5.355,9.163,7.945,9.351,4.332,18.628,28.799
Breast-GC1004007,1.565,13.537,2.225,0.014,5.740,2.405,3.185,11.653,0.184,7.620,8.241,5.455,3.595,34.580
Breast-GC1004008,0.211,11.520,1.447,0.155,3.165,1.107,3.107,2.530,7.348,2.651,9.441,2.061,32.276,22.980
Breast-GC1004009,1.884,2.299,2.683,0.128,6.856,2.471,2.019,5.125,6.491,1.385,7.251,1.353,33.313,26.742
Breast-GC110693,1.066,0.372,4.130,0.145,7.464,3.283,4.200,1.676,2.321,4.704,8.819,4.980,29.664,27.175
Breast-GC110694,0.739,10.273,1.516,0.001,3.994,1.403,2.831,6.800,4.369,6.388,11.772,4.222,18.394,27.299
Breast-GC110695,2.103,5.699,3.652,0.000,8.382,3.930,4.397,6.659,5.400,2.178,9.256,6.957,3.289,38.098
Breast-GC110696,0.118,10.734,1.541,0.001,4.320,1.054,5.542,1.689,11.595,9.307,7.218,4.199,13.966,28.717
Breast-GC116960,0.900,3.880,2.796,0.368,5.209,2.092,4.740,9.616,1.557,5.227,19.319,5.815,11.997,26.484
