Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Cer81_rep10_Dep6_Tu5,0.636,0.594,0.830,0.022,6.289,1.419,2.701,3.140,2.855,6.179,5.758,2.029,12.806,2.207,8.915,0.171,2.064,0.639,2.307,1.103,17.178,18.683,1.477
Cer81_rep8_Dep6_Tu2,0.080,0.628,0.072,0.055,2.896,0.772,2.260,3.130,1.294,4.174,3.062,3.204,12.804,7.209,10.999,9.735,4.396,8.008,14.029,0.917,0.332,4.417,5.526
Cer81_rep6_Dep6_Tu3,0.144,0.553,2.130,0.019,3.131,1.631,0.649,3.598,2.719,4.788,7.411,1.737,7.687,2.318,2.791,7.929,3.365,9.266,6.057,1.244,12.794,11.297,6.741
Cer81_rep2_Dep6_Tu3,0.066,0.320,0.129,0.011,2.866,0.953,1.772,3.749,1.717,2.544,10.453,4.685,10.167,6.137,0.665,5.089,1.330,6.288,11.924,10.129,3.546,15.371,0.090
Cer81_rep7_Dep6_Tu20,1.758,1.921,12.107,0.367,4.815,0.436,2.327,1.917,0.968,5.171,2.211,2.261,4.998,11.805,0.729,4.779,6.480,7.994,3.178,18.861,2.592,0.998,1.327
Cer81_rep5_Dep6_Tu5,0.451,1.555,2.338,0.040,0.896,0.282,2.540,4.940,3.666,5.148,2.489,1.970,3.388,2.105,13.470,6.825,9.511,4.801,1.004,3.818,13.787,1.182,13.795
Cer81_rep4_Dep6_Tu0.1,0.022,0.242,0.146,0.028,2.089,0.485,0.470,4.753,0.243,7.572,6.228,1.861,7.898,3.884,11.713,9.267,7.981,3.014,6.104,6.955,10.264,5.757,3.023
Cer81_rep9_Dep6_Tu20,3.183,25.804,0.266,0.331,0.048,1.099,1.400,1.119,1.731,4.750,5.261,1.020,6.199,7.898,4.970,5.356,1.739,6.646,0.176,8.378,5.630,4.314,2.683
Cer81_rep9_Dep6_Tu5,1.485,2.585,0.747,0.136,0.849,1.519,1.174,6.423,2.184,2.049,6.292,4.203,8.131,3.889,3.575,11.519,6.516,7.199,9.688,4.989,1.428,5.364,8.057
Cer81_rep2_Dep6_Tu1,0.083,0.232,0.187,0.184,2.445,0.155,1.469,3.722,1.559,5.839,7.914,2.776,13.173,3.004,2.642,1.910,4.627,5.198,3.893,2.641,8.539,18.356,9.451
Cer81_rep8_Dep6_Tu3,0.346,3.882,1.052,0.026,0.761,0.292,2.270,2.188,1.660,6.432,5.309,1.882,2.999,4.697,7.222,21.506,6.284,9.387,1.586,2.622,9.947,0.514,7.138
Cer81_rep8_Dep6_Tu1,0.019,0.034,0.126,0.020,1.249,0.214,2.066,4.164,0.123,3.996,6.996,3.996,8.536,1.922,21.597,4.169,5.056,9.258,10.560,4.452,3.813,3.850,3.782
Cer81_rep1_Dep6_Tu50,0.516,26.807,27.952,0.749,3.058,1.023,2.614,0.623,2.746,1.389,1.105,1.208,5.566,3.909,0.565,1.048,2.953,5.104,0.700,4.869,3.097,1.978,0.423
Cer81_rep9_Dep6_Tu1,0.389,0.733,1.242,0.046,1.793,0.111,2.548,3.615,3.248,1.943,6.436,1.527,1.544,9.500,6.116,4.267,11.041,6.302,6.528,1.214,7.681,20.756,1.422
