Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Br62_rep5_Dep6_Tu0.5,0.514,0.594,7.180,2.203,8.098,2.143,0.551,8.429,8.561,2.769,1.088,2.769,0.515,0.603,0.068,1.589,1.003,1.051,0.681,1.976,0.682,0.804,0.734,0.030,0.175,0.058,0.055,0.024,0.005,0.000,0.005,0.001,0.637,1.400,1.298,0.300,0.002,0.018,0.143,0.149,6.194,2.226,6.531,8.861,0.222,6.241,4.653,0.780,0.798,4.590
Br62_rep5_Dep6_Tu3,0.882,0.458,0.366,8.134,3.533,5.560,8.432,7.313,2.982,2.851,1.779,2.045,0.250,1.245,0.454,1.581,0.398,0.849,0.700,1.368,0.916,0.430,0.556,0.040,0.149,0.063,0.068,0.081,0.030,0.004,0.027,0.013,1.155,0.416,1.570,0.228,0.128,0.434,0.434,0.693,0.653,4.836,3.907,13.355,0.681,5.526,5.798,2.041,4.354,0.235
Br62_rep6_Dep6_Tu30,0.280,1.461,1.288,1.954,3.853,3.961,0.403,1.168,2.443,0.852,1.995,2.045,1.154,0.599,1.731,2.379,2.138,0.295,2.114,1.725,1.360,0.001,1.148,0.324,0.742,1.501,1.171,1.538,0.470,0.372,0.012,0.083,1.009,2.106,0.394,1.910,0.740,1.495,1.424,1.756,5.175,0.076,5.789,3.170,20.676,2.751,5.203,1.187,1.523,1.056
Br62_rep7_Dep6_Tu20,2.080,1.815,0.188,0.023,0.095,6.413,3.575,3.228,6.135,1.626,1.734,0.807,0.652,0.538,1.651,1.413,0.987,1.336,0.008,1.814,0.959,0.722,0.855,1.008,1.451,0.089,1.501,0.405,0.342,0.176,0.034,0.036,0.905,0.868,0.202,1.579,2.108,0.250,0.205,0.718,0.411,1.746,17.034,4.262,10.002,6.281,6.896,1.514,0.706,0.616
Br62_rep2_Dep6_Tu40,1.801,0.940,1.839,0.898,0.116,2.165,0.589,3.323,1.169,1.394,1.978,1.938,1.926,0.440,1.682,0.981,0.807,1.599,0.521,2.122,0.842,0.528,1.486,3.011,2.840,1.213,0.775,1.025,0.612,1.644,0.343,0.116,1.953,0.686,0.121,0.870,4.550,1.574,0.602,0.697,1.158,2.566,4.174,0.023,22.121,0.535,0.058,5.316,6.296,4.034
Br62_rep8_Dep6_Tu0.5,1.366,1.778,7.006,4.558,0.186,7.535,7.252,8.617,3.072,0.237,2.684,2.945,0.859,1.008,2.160,2.075,0.819,0.140,0.699,0.701,0.893,0.328,0.276,0.019,0.301,0.071,0.014,0.000,0.004,0.001,0.006,0.024,0.680,0.106,0.453,0.303,0.003,0.082,0.642,0.147,7.363,3.924,1.256,4.946,0.216,13.950,1.384,1.344,3.275,2.288
Br62_rep5_Dep6_Tu2,1.659,1.409,6.079,10.544,1.542,1.403,3.425,8.347,5.041,3.985,1.607,0.143,0.799,1.182,0.490,2.438,0.453,1.717,1.110,0.835,0.354,0.534,0.511,0.024,0.228,0.061,0.154,0.054,0.003,0.001,0.006,0.020,0.208,1.966,0.626,0.122,0.153,0.239,0.003,0.108,15.294,5.096,3.643,2.207,0.562,4.004,4.472,2.172,1.341,1.625
Br62_rep4_Dep6_Tu50,0.521,1.597,0.910,1.398,0.061,1.746,0.185,0.359,0.515,1.349,0.722,0.329,0.795,0.857,2.515,2.572,1.424,0.262,1.920,0.657,0.332,1.160,1.179,2.024,2.220,2.138,1.330,4.590,0.697,2.227,0.151,0.057,1.130,1.279,0.969,0.760,5.993,1.111,1.382,0.212,0.580,5.478,3.033,0.033,27.519,0.471,0.197,1.062,6.265,3.730
Br62_rep8_Dep6_Tu40,1.219,1.131,0.487,0.639,0.185,0.282,2.562,2.012,1.725,0.920,0.241,1.709,0.674,0.045,1.387,1.852,0.916,2.190,0.449,1.369,0.823,0.034,1.212,1.239,1.797,0.279,2.929,1.908,0.393,1.042,0.063,0.116,1.755,0.160,1.215,0.520,4.736,2.453,1.075,2.271,0.053,8.680,5.679,0.962,23.035,5.674,0.218,3.826,0.755,3.103
Br62_rep7_Dep6_Tu2,1.123,0.798,8.190,7.871,0.493,1.746,7.492,7.790,6.754,3.409,0.080,0.417,0.817,1.025,1.721,1.320,1.139,0.692,0.587,1.533,0.016,0.885,1.048,0.027,0.237,0.103,0.071,0.021,0.018,0.001,0.012,0.058,0.955,0.739,1.391,0.324,0.092,0.186,0.048,0.380,0.043,2.774,5.168,14.993,0.538,3.186,3.881,0.636,4.892,2.280
Br62_rep9_Dep6_Tu40,0.636,1.715,0.487,2.138,0.950,0.761,3.657,1.487,0.015,1.724,1.459,0.394,0.739,1.229,2.581,1.103,1.101,1.212,0.168,0.192,0.667,0.617,0.520,3.960,1.386,1.221,0.377,1.025,0.550,1.072,0.054,0.091,1.874,0.589,1.209,0.548,6.346,2.353,1.554,0.440,0.738,8.730,6.930,1.131,20.819,2.826,3.916,3.877,0.354,0.481
Br62_rep10_Dep6_Tu2,1.613,1.129,0.810,3.751,7.449,3.007,3.485,9.313,6.846,0.863,2.681,2.968,0.329,0.016,1.748,1.039,0.639,1.235,0.328,1.929,0.826,0.169,0.766,0.060,0.269,0.008,0.177,0.038,0.030,0.001,0.009,0.011,0.780,1.152,1.000,0.111,0.138,0.065,0.545,0.319,1.429,4.459,3.442,15.174,0.113,5.419,2.581,1.531,2.007,6.193
