Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Ov79_rep2_Dep6_Tu5,0.476,2.284,0.203,0.028,1.415,0.139,2.563,3.263,3.662,3.487,0.024,2.420,14.428,0.829,2.755,1.980,7.004,5.364,2.399,13.888,12.453,4.469,14.467
Ov79_rep8_Dep6_Tu30,2.881,5.453,1.952,0.278,7.861,3.712,0.872,4.003,3.713,3.602,3.838,3.131,4.730,5.210,1.856,3.597,3.385,6.901,4.492,13.154,2.778,10.146,2.457
Ov79_rep6_Dep6_Tu0.3,0.476,0.112,0.104,0.010,1.976,0.021,2.646,5.043,2.190,1.407,3.859,1.395,9.687,10.807,20.207,5.236,1.081,0.027,7.737,6.091,15.125,0.821,3.942
Ov79_rep1_Dep6_Tu3,0.203,0.487,0.523,0.006,1.207,0.008,1.980,4.337,1.347,3.114,4.853,1.775,14.519,6.208,8.052,1.662,15.189,5.380,17.904,5.073,1.147,4.211,0.813
Ov79_rep1_Dep6_Tu50,3.751,6.092,5.141,0.802,11.673,6.971,3.643,2.145,3.322,4.483,3.359,1.386,1.109,13.346,2.647,9.573,0.154,0.518,1.740,6.626,0.067,8.273,3.182
Ov79_rep7_Dep6_Tu50,1.358,7.900,5.537,0.623,8.832,6.875,1.204,4.719,4.228,3.462,4.667,1.568,1.344,7.822,1.006,9.066,0.728,2.983,1.429,0.167,0.725,19.577,4.181
Ov79_rep4_Dep6_Tu50,2.997,3.365,3.520,0.636,13.406,7.479,3.893,3.581,4.541,1.033,5.291,3.239,1.311,7.663,0.729,5.321,1.682,9.754,0.384,4.648,0.819,13.265,1.442
Ov79_rep2_Dep6_Tu3,0.093,0.491,0.417,0.034,0.199,0.048,2.102,3.448,4.260,2.542,5.182,0.764,13.506,2.929,13.369,6.454,13.483,6.056,4.879,0.000,2.820,2.785,14.138
Ov79_rep7_Dep6_Tu1,0.221,0.738,0.497,0.014,1.336,0.006,0.101,4.248,2.745,2.046,5.401,1.884,14.250,4.993,7.091,3.458,4.398,8.219,14.615,2.538,12.990,2.588,5.623
Ov79_rep9_Dep6_Tu5,0.558,0.483,0.617,0.094,3.331,0.077,3.119,0.799,5.750,1.599,6.847,0.420,8.334,5.684,4.101,1.862,0.720,8.110,6.599,3.060,22.042,4.250,11.547
Ov79_rep3_Dep6_Tu1,0.329,0.866,0.172,0.008,0.828,0.054,2.246,2.428,3.203,0.675,5.975,2.588,13.770,4.434,23.995,10.739,3.169,1.585,3.635,2.150,14.895,2.016,0.240
Ov79_rep5_Dep6_Tu3,0.070,0.424,0.344,0.007,1.425,0.019,3.292,1.390,2.420,2.120,5.025,1.428,11.735,1.288,5.435,8.806,1.490,6.651,18.108,10.121,16.085,0.356,1.961
Ov79_rep10_Dep6_Tu0.3,0.283,0.363,0.554,0.007,1.094,0.034,2.252,2.875,2.058,3.432,5.530,1.643,13.540,4.139,9.272,6.655,5.722,0.559,12.277,5.140,13.964,1.246,7.362
Ov79_rep8_Dep6_Tu2,0.040,0.465,1.487,0.062,0.548,0.032,2.530,0.070,1.357,5.973,6.967,1.945,10.789,4.389,18.416,1.856,9.729,4.115,2.347,11.847,10.898,1.761,2.377
Ov79_rep1_Dep6_Tu0.5,0.212,0.161,0.982,0.009,2.402,0.046,1.935,4.473,3.276,1.197,5.504,0.918,12.515,3.263,7.470,1.214,17.105,6.642,3.452,0.103,14.590,0.792,11.737
Ov79_rep3_Dep6_Tu0.3,0.379,0.597,0.648,0.001,1.038,0.013,1.010,6.689,0.887,3.236,1.857,2.609,13.421,4.203,1.559,1.609,20.754,6.374,3.879,9.167,8.783,2.858,8.427
Ov79_rep8_Dep6_Tu50,1.606,11.803,5.474,0.622,12.219,5.780,1.486,1.520,0.595,1.935,2.943,6.257,2.115,6.779,1.858,13.689,1.344,7.499,1.241,3.350,1.353,6.729,1.799
Ov79_rep9_Dep6_Tu0.3,0.282,0.658,0.235,0.009,0.079,0.010,2.208,1.896,4.313,3.774,4.779,0.904,13.111,9.512,2.274,3.843,14.766,8.007,8.896,2.733,5.649,0.154,11.910
Ov79_rep7_Dep6_Tu2,0.179,1.087,0.451,0.004,2.003,0.054,2.700,1.540,3.064,0.661,5.529,2.666,4.335,5.758,9.068,0.183,19.657,1.803,10.223,7.363,5.999,7.649,8.023
Ov79_rep7_Dep6_Tu30,3.025,5.438,1.727,0.457,4.071,3.169,4.334,3.817,0.616,4.609,4.735,3.442,2.402,11.468,3.793,14.251,1.912,7.067,3.718,4.642,4.749,5.259,1.300
Ov79_rep5_Dep6_Tu50,1.131,6.380,6.088,0.513,13.360,6.829,2.112,4.213,1.170,5.171,4.298,2.188,2.290,10.469,1.307,7.920,0.272,3.068,0.104,5.304,0.865,12.201,2.748
Ov79_rep6_Dep6_Tu0.5,0.198,0.274,0.560,0.019,1.919,0.029,2.421,1.398,7.661,0.410,3.560,1.418,6.412,4.861,5.688,5.403,2.663,1.596,20.240,11.149,3.320,2.626,16.176
Ov79_rep2_Dep6_Tu2,0.487,0.097,1.018,0.046,0.783,0.019,3.116,0.345,2.339,5.820,2.192,2.823,14.038,6.087,0.943,1.038,5.843,5.579,20.255,8.195,11.681,0.171,7.084
Ov79_rep3_Dep6_Tu30,2.845,1.416,5.002,0.555,0.241,3.690,4.848,1.524,2.952,0.475,6.901,6.201,6.565,11.743,2.894,10.370,1.474,11.923,0.662,7.354,0.699,8.773,0.894
Ov79_rep9_Dep6_Tu3,0.254,1.246,0.244,0.002,1.787,0.001,1.914,0.879,6.603,4.020,1.078,0.467,9.865,10.330,26.185,2.942,3.803,1.080,2.427,3.377,5.699,1.244,14.555
