Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil
Breast-GC1002975,2.078,1.985,0.000,1.500,2.318,0.000,2.300,4.499,1.873,22.835,16.537,3.860,40.216
Breast-GC1002976,6.619,2.877,0.149,4.583,3.281,0.000,4.722,1.971,8.182,19.163,7.435,2.653,38.366
Breast-GC1002977,0.153,0.105,0.000,0.000,0.000,0.000,9.754,0.000,1.675,7.093,13.217,14.495,53.509
Breast-GC1002978,2.713,1.282,0.557,1.616,4.173,0.000,2.411,4.101,1.455,22.408,23.276,4.414,31.594
Breast-GC1002979,5.396,1.890,0.137,1.154,2.019,0.000,2.427,1.208,4.797,13.572,15.131,3.148,49.119
Breast-GC1002980,0.105,1.294,0.000,0.656,2.646,0.000,2.551,5.305,1.524,30.527,15.327,4.013,36.053
Breast-GC1002981,1.804,1.563,0.082,1.776,2.289,0.000,2.379,5.585,0.000,20.983,18.176,3.320,42.043
Breast-GC1003967,0.360,1.542,0.000,1.779,2.736,0.000,1.970,2.098,3.505,30.942,19.242,3.813,32.014
Breast-GC1003968,4.227,1.447,0.177,3.328,3.286,0.037,2.962,2.787,3.335,27.974,11.019,3.719,35.704
Breast-GC1003970,1.838,1.258,0.038,2.025,2.014,0.000,2.892,3.382,2.663,12.549,34.573,3.111,33.657
Breast-GC1003971,1.775,2.349,0.029,2.585,2.909,0.000,2.539,4.815,2.434,27.617,22.972,8.117,21.859
Breast-GC1003972,2.893,2.831,0.055,2.403,3.185,0.000,2.391,1.727,2.315,29.866,21.824,4.406,26.105
Breast-GC1003974,0.962,2.269,0.045,1.373,1.300,0.342,2.095,0.370,0.000,16.812,17.648,3.513,53.270
Breast-GC1002311,1.258,1.100,0.000,1.356,2.821,0.000,1.977,4.718,0.995,28.372,20.110,3.654,33.638
Breast-GC1004006,0.325,1.386,0.010,1.356,2.293,0.000,3.319,2.717,1.377,27.540,18.639,4.656,36.381
Breast-GC1004007,2.792,1.431,0.000,2.666,3.415,0.000,3.062,4.843,0.000,34.456,15.515,5.111,26.709
Breast-GC1004008,0.219,1.666,0.015,1.430,2.727,0.000,2.820,2.096,1.213,21.556,12.359,3.017,50.882
Breast-GC1004009,4.322,3.362,0.000,3.087,3.489,0.000,1.720,0.503,1.817,15.388,12.859,1.684,51.769
Breast-GC110693,0.223,1.735,0.255,1.349,2.346,0.000,2.514,1.110,6.311,13.906,17.587,1.623,51.040
Breast-GC110694,1.452,1.968,0.000,1.589,2.764,0.000,2.577,3.330,1.054,24.771,17.079,4.806,38.610
Breast-GC110695,1.839,2.237,0.051,1.719,3.449,0.000,3.871,7.347,0.000,27.876,17.247,6.146,28.219
Breast-GC110696,0.119,2.108,0.000,0.953,1.871,0.000,5.645,4.176,2.740,27.298,16.401,4.898,33.791
Breast-GC116960,1.366,2.423,0.192,1.610,2.614,0.000,4.950,6.728,0.604,18.673,23.243,5.415,32.181
Breast-GC116963,0.064,1.316,0.076,0.969,2.172,0.000,1.558,3.643,0.000,13.152,7.677,2.264,67.108
Breast-GC116964,0.670,2.098,0.000,1.382,2.882,0.000,4.153,5.163,0.000,24.473,27.344,6.676,25.158
Breast-GC116965,2.964,1.453,0.000,2.038,3.413,0.000,2.514,7.040,0.520,38.272,14.335,5.684,21.769
Breast-GC116966,0.896,1.584,0.019,0.772,2.426,0.000,2.416,6.197,0.000,36.448,18.138,5.653,25.451
Breast-GC116967,1.140,3.057,0.015,1.594,3.656,0.000,3.388,7.007,0.000,21.667,22.435,6.202,29.837
Breast-GC116968,1.728,1.577,0.011,1.580,1.820,0.000,1.930,4.447,0.307,22.165,9.520,2.677,52.239
Breast-GC116969,0.218,1.117,0.000,0.589,1.689,0.000,2.227,2.499,3.447,16.523,11.150,2.244,58.297
Breast-GC116970,2.278,2.044,0.071,2.250,3.336,0.000,2.850,4.673,1.699,19.651,14.241,3.151,43.756
Breast-GC116971,2.155,2.885,0.076,1.409,2.624,0.000,4.750,4.906,2.995,27.822,14.083,5.099,31.197
Breast-GC110676,1.231,1.276,0.000,0.743,2.710,0.000,4.092,3.123,1.627,27.242,14.990,4.405,38.561
Breast-GC110678,1.950,3.188,0.839,2.031,2.228,0.434,2.808,3.889,3.918,19.055,25.159,4.699,29.802
Breast-GC110679,15.506,2.504,0.307,1.539,2.591,0.313,2.767,4.169,1.822,20.504,14.288,3.354,30.336
Breast-GC110680,0.525,1.005,0.002,1.874,2.887,0.000,2.384,0.000,4.183,26.665,15.784,1.784,42.908
Breast-GC110681,12.795,0.000,2.643,12.515,9.412,0.000,0.851,0.000,0.000,22.256,5.810,3.825,29.893
Breast-GC110682,0.867,2.943,0.000,2.029,2.730,0.000,4.848,6.892,1.685,17.946,18.129,4.211,37.720
Breast-GC110683,1.748,3.173,0.033,2.073,2.434,0.000,4.219,5.358,1.943,23.653,17.190,5.530,32.645
Breast-GC110684,0.321,1.683,0.325,1.631,2.791,0.000,4.297,4.065,0.702,17.642,19.299,3.889,43.354
Breast-GC110685,2.995,1.546,0.822,3.084,3.182,0.000,5.156,8.065,3.594,19.852,20.423,9.010,22.272
Ovarian-GC110686,1.034,0.861,0.000,1.298,2.723,0.000,2.948,3.303,1.488,43.435,11.399,5.463,26.048
Ovarian-GC114179,1.472,1.655,0.085,2.217,4.441,0.000,2.764,1.616,1.809,31.742,18.065,5.309,28.825
Ovarian-GC114180,1.406,2.408,0.041,1.266,2.294,0.000,3.962,6.054,0.000,31.234,18.228,7.095,26.013
Ovarian-GC114181,6.184,3.804,1.820,3.412,4.380,0.000,2.919,2.535,1.877,31.623,11.321,4.130,25.995
Ovarian-GC114182,7.353,0.000,2.649,9.507,27.267,0.000,0.000,0.000,0.000,16.370,10.142,1.277,25.435
Ovarian-GC116977,1.263,1.982,0.020,2.051,3.482,0.000,2.738,5.267,0.000,27.885,19.497,5.637,30.177
Ovarian-GC116979,3.355,1.001,0.827,2.269,11.982,0.000,3.298,5.482,1.687,17.438,13.837,3.720,35.105
Ovarian-GC116982,3.972,0.278,0.848,3.659,12.619,0.000,2.157,6.913,2.632,20.347,11.174,9.761,25.639
Ovarian-GC116990,1.764,1.915,0.593,3.496,3.028,0.077,3.654,4.278,2.513,12.588,19.312,4.823,41.958
Ovarian-GC119363,4.847,0.406,0.257,3.144,9.436,0.000,3.482,7.239,1.053,30.677,8.871,5.152,25.437
Ovarian-GC119364,0.335,2.133,0.078,1.667,2.559,0.000,4.197,7.537,1.225,17.676,21.083,4.566,36.944
Ovarian-GC119365,1.448,0.000,0.326,4.653,69.722,0.000,1.433,0.000,3.327,11.571,3.613,0.000,3.907
Ovarian-GC119366,7.990,2.292,0.361,3.990,4.202,0.110,3.212,10.461,1.135,36.695,11.380,4.143,14.028
Colorectal-GC121326,1.325,1.986,0.152,2.785,3.878,0.014,2.630,4.948,0.883,31.196,6.652,1.346,42.205
Colorectal-GC121327,2.513,6.197,1.045,2.441,2.828,7.800,2.864,6.727,0.000,26.889,15.441,5.646,19.609
Colorectal-GC121328,1.018,1.228,0.032,2.814,1.567,0.000,2.378,0.117,2.799,57.494,14.468,4.119,11.968
