Sample,BRCA,CEAD,CESC,COAD,OV,READ,bcell,cd4tcell,cd8tcell,erythroblast,monocyte,naturalkillercell,neutrophil,Unknown-1
Breast-GC1002975,0.000,0.000,0.000,0.000,0.000,0.000,0.445,0.000,0.000,9.417,11.806,1.826,37.542,38.963
Breast-GC1002976,2.545,0.000,0.000,2.137,0.336,0.166,2.184,0.000,0.000,8.564,3.594,1.090,35.269,44.114
Breast-GC1002977,0.000,0.000,0.000,0.000,0.000,0.000,8.922,0.000,0.000,1.516,10.530,13.876,51.688,13.467
Breast-GC1002978,1.180,0.000,0.000,0.000,1.220,0.000,0.378,0.000,0.000,8.490,18.291,1.920,28.848,39.672
Breast-GC1002979,6.313,0.100,0.000,0.000,0.118,0.018,0.857,0.000,0.000,6.439,10.881,1.564,46.713,26.996
Breast-GC1002980,0.000,0.000,0.000,0.000,0.327,0.000,0.752,0.000,0.000,12.882,10.320,1.990,33.579,40.150
Breast-GC1002981,0.000,0.000,0.000,0.000,0.000,0.000,0.532,0.000,0.000,10.299,13.955,1.248,39.645,34.320
Breast-GC1003967,0.000,0.000,0.000,0.000,0.103,0.000,0.283,0.000,0.000,12.732,13.660,1.547,28.891,42.783
Breast-GC1003968,0.735,0.000,0.000,0.000,0.317,0.074,0.354,0.000,0.000,12.773,5.969,1.471,32.408,45.899
Breast-GC1003970,0.254,0.000,0.000,0.000,0.172,0.000,0.924,0.000,0.000,4.568,31.066,1.414,30.597,31.005
Breast-GC1003971,0.000,0.000,0.000,0.000,0.000,0.000,0.404,0.000,0.000,13.075,17.672,5.086,18.811,44.951
Breast-GC1003972,0.447,0.000,0.000,0.000,0.182,0.000,0.069,0.000,0.000,11.908,16.388,1.673,22.627,46.705
Breast-GC1003974,0.000,0.204,0.000,0.000,0.000,0.338,0.504,0.000,0.000,5.695,13.021,1.405,51.287,27.546
Breast-GC1002311,0.000,0.000,0.000,0.000,0.034,0.000,0.296,0.000,0.000,13.842,15.142,1.489,30.890,38.306
Breast-GC1004006,0.000,0.000,0.000,0.000,0.000,0.000,0.872,0.000,0.000,10.752,12.758,1.853,33.149,40.615
Breast-GC1004007,0.000,0.000,0.000,0.000,0.005,0.000,0.253,0.000,0.000,14.598,9.714,1.665,23.000,50.763
Breast-GC1004008,0.000,0.000,0.000,0.000,0.133,0.000,0.839,0.000,0.000,10.228,7.426,0.883,49.121,31.369
Breast-GC1004009,0.720,0.000,0.000,0.913,0.673,0.000,0.000,0.000,0.000,3.454,6.372,0.000,49.240,38.628
Breast-GC110693,0.000,0.000,0.000,0.000,0.418,0.000,0.908,0.000,0.000,5.268,12.543,0.864,48.962,31.036
Breast-GC110694,0.000,0.000,0.000,0.000,0.000,0.000,0.541,0.000,0.000,10.310,11.973,2.158,35.968,39.051
Breast-GC110695,0.000,0.000,0.000,0.000,0.396,0.000,1.415,0.000,0.000,12.905,12.553,3.375,24.961,44.395
Breast-GC110696,0.000,0.000,0.000,0.000,0.000,0.000,3.234,0.000,0.000,12.837,11.982,2.970,30.975,38.002
Breast-GC116960,0.000,0.000,0.000,0.000,0.313,0.000,3.086,0.000,0.000,9.146,19.351,3.369,29.482,35.253
Breast-GC116963,0.000,0.000,0.000,0.000,0.102,0.000,0.152,0.000,0.000,4.623,3.859,0.585,65.694,24.985
Breast-GC116964,0.000,0.000,0.000,0.000,0.167,0.000,2.030,0.000,0.000,13.287,23.144,4.199,22.670,34.502
Breast-GC116965,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,17.392,9.330,2.571,18.035,52.638
Breast-GC116966,0.000,0.000,0.000,0.000,0.000,0.000,0.663,0.000,0.000,15.695,12.611,2.860,22.497,45.672
Breast-GC116967,0.000,0.000,0.000,0.000,0.715,0.000,1.094,0.000,0.000,9.974,17.955,3.587,27.074,39.599
Breast-GC116968,0.000,0.000,0.000,0.000,0.000,0.000,0.155,0.000,0.000,8.586,5.221,0.748,49.729,35.560
Breast-GC116969,0.000,0.000,0.000,0.000,0.000,0.000,0.834,0.000,0.000,7.391,7.681,1.324,56.524,26.245
Breast-GC116970,0.000,0.000,0.000,0.000,0.522,0.000,0.858,0.000,0.000,9.608,9.897,1.120,41.345,36.650
Breast-GC116971,0.000,0.000,0.000,0.000,0.000,0.000,2.525,0.000,0.000,13.350,9.863,2.860,28.044,43.357
Breast-GC110676,0.000,0.000,0.000,0.000,0.022,0.000,1.652,0.000,0.000,10.718,10.272,2.175,35.867,39.293
Breast-GC110678,0.193,0.383,0.000,0.000,0.197,1.201,1.034,0.000,0.000,10.993,21.724,2.978,26.835,34.461
Breast-GC110679,17.862,0.054,0.000,0.000,0.009,0.499,0.646,0.000,0.000,8.938,9.394,1.133,26.624,34.840
Breast-GC110680,0.000,0.000,0.000,0.000,0.175,0.000,0.366,0.000,0.000,12.452,10.210,0.324,40.578,35.895
Breast-GC110681,9.150,0.000,0.359,9.465,4.034,0.000,0.000,0.000,0.000,9.406,0.206,0.000,26.510,40.869
Breast-GC110682,0.000,0.000,0.000,0.000,0.486,0.000,2.506,0.000,0.000,8.259,13.717,2.340,35.058,37.634
Breast-GC110683,0.000,0.000,0.000,0.000,0.000,0.000,1.716,0.000,0.000,11.509,11.976,2.867,29.796,42.135
Breast-GC110684,0.000,0.000,0.000,0.000,0.593,0.000,2.267,0.000,0.000,8.284,15.379,1.895,40.964,30.617
Breast-GC110685,0.602,0.000,0.000,0.968,0.300,0.000,2.989,0.000,0.000,9.538,15.866,6.727,19.202,43.807
Ovarian-GC110686,0.000,0.000,0.000,0.000,0.232,0.000,0.799,0.000,0.000,25.304,5.504,2.524,22.858,42.777
Ovarian-GC114179,0.000,0.000,0.000,0.000,1.156,0.000,0.305,0.000,0.000,16.096,11.904,1.975,25.669,42.893
Ovarian-GC114180,0.000,0.000,0.000,0.000,0.000,0.000,1.794,0.000,0.000,16.414,13.435,4.224,22.873,41.259
Ovarian-GC114181,5.772,0.845,0.245,1.324,1.258,0.136,0.384,0.000,0.000,19.320,5.974,1.063,23.054,40.625
Ovarian-GC114182,5.796,0.000,0.881,8.213,23.531,0.000,0.000,0.000,0.000,9.898,5.424,0.000,23.258,22.999
Ovarian-GC116977,0.000,0.000,0.000,0.000,0.355,0.000,0.635,0.000,0.000,13.389,14.892,2.752,27.210,40.767
Ovarian-GC116979,2.038,0.000,0.000,0.555,9.412,0.000,1.082,0.000,0.000,9.058,9.336,1.322,32.912,34.286
Ovarian-GC116982,1.382,0.000,0.000,1.640,9.653,0.000,0.292,0.000,0.000,12.033,6.979,7.411,22.699,37.910
Ovarian-GC116990,0.309,0.000,0.000,1.009,0.422,0.259,1.071,0.000,0.000,2.845,14.217,2.205,39.182,38.481
Ovarian-GC119363,2.188,0.000,0.000,1.104,6.165,0.000,1.091,0.000,0.000,18.010,4.251,2.588,22.241,42.361
Ovarian-GC119364,0.000,0.000,0.000,0.000,0.000,0.000,1.891,0.000,0.000,5.659,16.601,2.590,34.158,39.099
Ovarian-GC119365,0.543,0.000,0.000,3.388,68.504,0.000,0.000,0.000,0.000,4.609,0.000,0.000,2.378,20.577
Ovarian-GC119366,4.399,0.000,0.000,1.467,0.805,0.246,0.647,0.000,0.000,22.023,6.486,1.335,10.020,52.572
Colorectal-GC121326,0.000,0.000,0.000,0.541,0.496,0.034,0.188,0.000,0.000,18.940,2.920,0.000,38.494,38.387
Colorectal-GC121327,1.100,3.812,0.197,0.000,0.720,8.596,0.950,0.000,0.000,14.808,11.246,2.853,16.339,39.379
Colorectal-GC121328,0.000,0.000,0.000,0.590,0.000,0.000,0.295,0.000,0.000,43.931,9.346,1.654,8.632,35.551
Colorectal-GC121329,0.000,0.000,0.014,26.817,0.576,0.068,0.158,5.600,0.307,16.902,5.437,0.000,2.284,41.837
Colorectal-GC121330,10.267,0.000,0.000,6.566,0.855,0.154,0.000,0.000,0.000,8.535,1.639,0.000,20.146,51.838
Colorectal-GC1003994,0.000,0.000,0.000,0.000,0.514,0.000,0.416,0.000,0.000,17.615,8.079,1.393,29.027,42.957
Colorectal-GC1003995,0.088,0.829,0.100,6.827,0.339,39.699,1.696,0.000,0.000,3.275,3.630,0.092,17.308,26.115
Colorectal-GC1003996,0.000,0.064,0.000,0.000,0.000,0.679,1.313,0.000,0.000,9.322,8.653,1.636,42.513,35.820
Colorectal-GC1003997,0.000,0.000,0.000,0.000,0.000,0.000,0.359,0.000,0.000,17.227,7.976,2.399,31.693,40.345
Colorectal-GC1003998,0.000,0.000,0.000,1.258,0.155,0.263,1.374,0.000,0.000,12.855,9.627,3.332,25.480,45.656
Colorectal-GC1003999,6.961,0.000,0.000,3.412,0.417,0.000,0.000,0.000,0.000,12.638,1.925,0.475,16.624,57.548
Colorectal-GC1004000,0.474,0.921,0.000,46.175,1.206,1.515,0.000,0.000,0.000,2.567,3.480,0.000,15.491,28.169
Colorectal-GC1004001,0.000,0.000,0.000,0.000,0.000,0.000,0.569,0.000,0.000,10.959,10.268,1.973,40.876,35.353
Colorectal-GC1004002,0.000,0.000,0.000,0.000,0.000,0.068,0.993,0.000,0.000,21.752,3.399,1.859,31.637,40.291
Colorectal-GC1004003,0.571,0.000,0.000,2.239,0.598,0.000,0.091,0.000,0.000,16.788,12.724,0.730,20.005,46.255
Colorectal-GC137538,0.015,0.559,0.000,0.000,0.000,0.000,2.849,2.522,0.000,6.502,15.536,3.259,19.274,49.483
Colorectal-GC137539,0.493,0.000,0.000,1.931,0.497,0.000,0.679,0.000,0.000,6.887,16.074,1.344,31.761,40.333
Colorectal-GC137540,0.000,0.000,0.000,0.000,0.000,0.000,0.199,0.000,0.000,22.667,7.998,1.901,27.307,39.928
Colorectal-GC137541,0.000,0.000,0.000,0.312,0.242,0.000,0.245,0.000,0.000,13.085,12.121,1.761,31.609,40.626
Colorectal-GC137542,0.000,0.000,0.000,0.000,0.000,0.000,0.189,0.000,0.000,15.899,6.096,2.688,30.626,44.501
Colorectal-GC137543,0.000,0.000,0.000,5.412,0.295,0.116,1.535,0.000,0.000,14.983,7.715,1.465,24.160,44.318
Colorectal-GC137544,0.000,0.000,0.000,0.000,0.155,0.000,2.013,0.000,0.000,17.299,8.360,2.637,33.192,36.344
Colorectal-GC137545,0.000,0.000,0.000,0.000,0.000,0.000,0.283,0.000,0.000,20.664,8.236,1.292,18.928,50.596
Colorectal-GC137546,0.000,0.000,0.000,0.000,0.000,0.000,0.913,0.000,0.000,11.952,8.120,3.157,37.430,38.427
Colorectal-GC137547,0.000,0.000,0.000,0.000,0.309,0.000,0.549,0.000,0.000,10.553,18.345,2.098,24.657,43.488
Colorectal-GC137548,0.000,0.000,0.000,0.000,0.000,0.000,0.473,0.000,0.000,3.595,3.360,4.364,58.147,30.060
Colorectal-GC137549,0.000,0.000,0.000,20.011,0.234,0.000,2.475,0.000,0.000,10.441,6.508,2.458,26.812,31.061
Colorectal-GC137550,0.316,0.000,0.000,0.000,0.000,0.000,5.829,0.000,0.000,6.499,6.731,6.954,34.213,39.457
Colorectal-GC137551,0.000,0.000,0.000,0.000,0.000,0.000,2.002,0.000,0.000,4.471,17.885,1.513,46.269,27.861
Colorectal-GC137552,0.000,0.000,0.000,0.000,0.469,0.000,0.889,0.000,0.000,14.756,10.282,2.465,31.651,39.488
Colorectal-GC137553,0.000,0.302,0.110,0.539,0.000,0.752,20.793,0.000,0.000,12.606,11.501,3.894,13.628,35.874
Colorectal-GC137554,0.577,0.000,0.000,2.974,0.060,0.200,0.967,0.000,0.000,13.126,11.803,1.032,21.685,47.577
Colorectal-GC137555,0.000,0.000,0.000,0.000,0.000,0.000,1.177,0.000,0.000,14.439,12.599,3.054,32.769,35.961
Colorectal-GC137556,0.000,0.000,0.000,0.000,0.000,0.000,0.696,0.000,0.000,12.257,9.100,3.276,35.248,39.422
Colorectal-GC137557,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,3.712,7.619,0.677,54.720,33.271
Cervical-GC1002983,0.250,0.975,0.000,1.066,0.726,0.000,0.656,0.000,0.000,5.907,12.320,0.000,43.839,34.261
Cervical-GC1002984,0.000,0.000,0.000,0.000,0.885,0.000,0.573,0.000,0.000,11.641,24.642,1.274,24.036,36.948
Cervical-GC114187,0.000,0.000,0.000,0.000,1.619,0.000,2.668,0.000,0.000,12.605,14.929,4.258,23.065,40.856
Cervical-GC114188,0.000,0.000,0.000,0.000,2.666,0.000,0.826,0.000,0.000,11.153,14.357,1.760,27.373,41.865
Control-GC1003986,0.000,0.000,0.000,0.000,0.176,0.000,1.511,0.000,0.000,2.151,6.250,0.627,55.345,33.940
Control-GC1003988,0.000,0.000,0.000,0.000,0.000,0.000,0.930,0.000,0.000,15.124,9.552,1.925,37.766,34.702
Control-GC110675,0.000,0.000,0.000,0.000,0.124,0.000,0.724,0.000,0.000,4.795,6.579,0.648,65.562,21.566
